2#app#app11#app1169/I  -0.021 1.709  -0.021 1.639  -0.021 1.569  -0.021 1.499  -0.021 1.428  -0.021 1.358  -0.021 1.288  -0.021 1.218  -0.021 1.148  -0.021 1.078  -0.021 1.008  -0.021 0.938  -0.021 0.868  -0.021 0.797  -0.021 0.727  -0.021 0.657  -0.021 0.587  -0.021 0.517  -0.021 0.447  -0.021 0.377  -0.021 0.307  -0.021 0.237  -0.021 0.166  -0.021 0.096  -0.021 0.026  -0.021 -0.044  -0.021 -0.114  -0.021 -0.184  -0.021 -0.254  -0.021 -0.324  -0.021 -0.394  -0.021 -0.465  -0.021 -0.535  -0.021 -0.605  -0.021 -0.675  -0.021 -0.745  -0.021 -0.815  -0.021 -0.885  -0.021 -0.955  -0.021 -1.026  -0.021 -1.096  -0.021 -1.166  0.019 -1.219  0.068 -1.269  0.118 -1.318  0.139 -1.380  0.139 -1.450  0.139 -1.520  0.139 -1.590  0.139 -1.660
1b#app#app40#app4092/I  0.110 0.991  0.110 0.707  0.110 0.423  -0.112 0.361  -0.205 0.171  -0.205 -0.113  -0.205 -0.397  -0.205 -0.680  -0.205 -0.964  -0.170 -1.213  0.109 -1.210  -0.003 -0.949  -0.115 -0.689  -0.227 -0.428  -0.339 -0.167  -0.450 0.094  -0.562 0.355  -0.674 0.616  -0.786 0.876  -0.835 0.832  -0.707 0.676  -0.423 0.676  -0.139 0.676  0.134 0.700  0.335 0.901  0.581 0.991  0.865 0.991  1.149 0.991  1.433 0.991  1.656 0.975  1.408 0.838  1.160 0.700  0.912 0.562  0.664 0.424  0.416 0.286  0.168 0.148  -0.080 0.011  -0.328 -0.127  -0.576 -0.265  -0.824 -0.403  -1.072 -0.541  -0.955 -0.584  -0.835 -0.748  -0.741 -0.992  -0.540 -1.193  -0.265 -1.213  0.019 -1.213  0.246 -1.077  0.456 -0.898  0.740 -0.898
1b#app#app14#app1403/I  -0.018 1.707  -0.018 1.637  -0.018 1.567  -0.018 1.497  -0.018 1.427  -0.018 1.357  -0.018 1.287  -0.018 1.217  -0.018 1.147  -0.018 1.077  -0.018 1.007  -0.018 0.937  -0.018 0.867  -0.018 0.797  -0.018 0.727  -0.018 0.657  -0.018 0.587  -0.018 0.517  -0.018 0.447  -0.018 0.377  -0.018 0.307  -0.018 0.237  -0.018 0.167  -0.018 0.097  -0.018 0.027  -0.018 -0.043  -0.018 -0.113  -0.018 -0.183  -0.018 -0.253  -0.018 -0.323  -0.018 -0.393  -0.018 -0.463  -0.018 -0.533  -0.018 -0.603  -0.018 -0.673  -0.018 -0.743  -0.018 -0.813  -0.018 -0.883  -0.018 -0.953  -0.018 -1.023  -0.018 -1.093  -0.018 -1.163  -0.018 -1.233  -0.018 -1.303  0.011 -1.361  0.060 -1.410  0.109 -1.460  0.159 -1.509  0.208 -1.559  0.258 -1.608
3#apa#apa03#app0375/I  0.329 1.390  0.406 1.390  0.482 1.390  0.532 1.363  0.532 1.286  0.532 1.210  0.479 1.186  0.402 1.186  0.329 1.183  0.329 1.106  0.329 1.030  0.316 0.956  0.281 0.887  0.247 0.819  0.213 0.750  0.178 0.682  0.144 0.613  0.126 0.541  0.126 0.464  0.126 0.387  0.126 0.311  0.126 0.234  0.126 0.157  0.126 0.080  0.126 0.004  0.098 -0.062  0.044 -0.116  -0.010 -0.170  -0.065 -0.224  -0.078 -0.296  -0.078 -0.372  -0.083 -0.447  -0.138 -0.501  -0.192 -0.555  -0.246 -0.609  -0.281 -0.671  -0.281 -0.748  -0.281 -0.825  -0.319 -0.886  -0.374 -0.940  -0.428 -0.994  -0.482 -1.048  -0.484 -1.124  -0.484 -1.201  -0.484 -1.278  -0.484 -1.354  -0.484 -1.431  -0.484 -1.508  -0.484 -1.584  -0.484 -1.661
1b#kai#kai0#scoh1/I  -0.197 1.227  -0.090 1.227  0.017 1.227  0.124 1.227  0.232 1.227  0.339 1.227  0.446 1.227  0.553 1.227  0.620 1.220  0.518 1.186  0.416 1.152  0.314 1.118  0.213 1.085  0.111 1.051  0.009 1.017  -0.021 0.931  -0.031 0.825  -0.052 0.720  -0.065 0.614  -0.067 0.507  -0.083 0.401  -0.098 0.294  -0.109 0.188  -0.109 0.081  -0.109 -0.027  -0.109 -0.134  -0.109 -0.241  -0.138 -0.343  -0.178 -0.442  -0.197 -0.546  -0.197 -0.653  -0.197 -0.760  -0.197 -0.868  -0.197 -0.975  -0.232 -1.072  -0.296 -1.152  -0.400 -1.129  -0.501 -1.095  -0.584 -1.064  -0.477 -1.064  -0.370 -1.064  -0.262 -1.064  -0.155 -1.064  -0.048 -1.064  0.059 -1.064  0.167 -1.064  0.274 -1.064  0.381 -1.064  0.488 -1.064  0.596 -1.064
1b#kai#kai0#scoh1/I  -0.143 1.308  -0.041 1.287  0.061 1.267  0.165 1.265  0.269 1.265  0.374 1.265  0.478 1.265  0.582 1.265  0.573 1.247  0.475 1.214  0.376 1.181  0.277 1.148  0.178 1.115  0.103 1.059  0.071 0.960  0.071 0.855  0.071 0.751  0.071 0.647  0.071 0.543  0.061 0.440  0.040 0.338  0.020 0.236  -0.001 0.133  -0.014 0.031  -0.016 -0.073  -0.037 -0.176  -0.057 -0.278  -0.057 -0.382  -0.074 -0.482  -0.120 -0.575  -0.160 -0.671  -0.194 -0.770  -0.233 -0.866  -0.271 -0.963  -0.318 -1.056  -0.373 -1.140  -0.472 -1.173  -0.557 -1.124  -0.641 -1.061  -0.574 -1.049  -0.469 -1.049  -0.365 -1.049  -0.261 -1.049  -0.157 -1.049  -0.053 -1.048  0.049 -1.028  0.151 -1.007  0.256 -1.006  0.358 -0.996  0.457 -0.963
1b#kai#kai0#scoh1/I  -0.045 1.241  0.050 1.241  0.146 1.241  0.242 1.241  0.337 1.241  0.433 1.241  0.529 1.241  0.624 1.241  0.677 1.227  0.600 1.172  0.522 1.116  0.444 1.061  0.366 1.005  0.288 0.949  0.210 0.894  0.133 0.838  0.078 0.767  0.059 0.674  0.040 0.580  0.010 0.489  -0.002 0.395  -0.002 0.300  -0.020 0.206  -0.044 0.114  -0.045 0.018  -0.048 -0.077  -0.079 -0.168  -0.117 -0.255  -0.160 -0.341  -0.195 -0.430  -0.229 -0.518  -0.282 -0.598  -0.307 -0.686  -0.307 -0.782  -0.345 -0.866  -0.394 -0.947  -0.394 -1.042  -0.347 -1.119  -0.346 -1.159  -0.441 -1.159  -0.537 -1.159  -0.505 -1.159  -0.409 -1.159  -0.314 -1.159  -0.218 -1.159  -0.122 -1.159  -0.027 -1.159  0.069 -1.159  0.165 -1.159  0.260 -1.159
1b#tos#t3#t3047062/I  -0.570 1.270  -0.636 1.177  -0.631 1.151  -0.529 1.110  -0.427 1.071  -0.309 1.065  -0.195 1.037  -0.077 1.031  0.041 1.031  0.160 1.031  0.278 1.031  0.397 1.031  0.495 1.031  0.377 1.031  0.258 1.031  0.140 1.031  0.061 0.991  -0.013 0.947  -0.013 0.828  -0.013 0.710  -0.013 0.592  -0.013 0.473  -0.013 0.355  -0.013 0.236  -0.013 0.118  -0.013 -0.000  0.015 -0.115  0.027 -0.232  0.027 -0.351  0.027 -0.469  0.027 -0.587  0.027 -0.706  0.027 -0.824  0.033 -0.942  0.061 -1.057  0.053 -1.152  -0.053 -1.099  -0.159 -1.046  -0.275 -1.040  -0.384 -1.079  -0.328 -1.119  -0.210 -1.119  -0.108 -1.159  0.010 -1.159  0.129 -1.159  0.231 -1.199  0.349 -1.199  0.467 -1.199  0.586 -1.199  0.704 -1.199
3#app#app25#app2553/I  0.488 1.647  0.488 1.565  0.488 1.484  0.488 1.402  0.488 1.320  0.471 1.246  0.413 1.188  0.356 1.130  0.298 1.072  0.296 0.991  0.296 0.910  0.246 0.878  0.164 0.878  0.104 0.857  0.104 0.775  0.104 0.693  0.104 0.612  0.104 0.530  0.104 0.448  0.104 0.367  0.104 0.285  0.104 0.203  0.104 0.122  0.104 0.040  0.104 -0.042  0.063 -0.082  -0.019 -0.082  -0.088 -0.095  -0.088 -0.176  -0.088 -0.258  -0.088 -0.340  -0.088 -0.421  -0.114 -0.492  -0.172 -0.550  -0.229 -0.608  -0.281 -0.668  -0.281 -0.750  -0.281 -0.832  -0.281 -0.913  -0.281 -0.995  -0.281 -1.077  -0.281 -1.158  -0.281 -1.240  -0.281 -1.322  -0.281 -1.403  -0.338 -1.428  -0.420 -1.428  -0.501 -1.428  -0.583 -1.428  -0.665 -1.428
1b#app#app19#app1903/I  -0.177 1.712  -0.177 1.639  -0.177 1.566  -0.177 1.493  -0.177 1.420  -0.177 1.347  -0.177 1.275  -0.177 1.202  -0.177 1.129  -0.177 1.056  -0.177 0.983  -0.177 0.910  -0.177 0.837  -0.177 0.765  -0.177 0.692  -0.177 0.619  -0.177 0.546  -0.177 0.473  -0.177 0.400  -0.177 0.327  -0.177 0.255  -0.162 0.188  -0.111 0.136  -0.059 0.085  -0.007 0.033  0.044 -0.018  0.096 -0.070  0.125 -0.130  0.125 -0.203  0.125 -0.276  0.125 -0.349  0.125 -0.422  0.125 -0.495  0.125 -0.568  0.125 -0.640  0.125 -0.713  0.125 -0.786  0.125 -0.859  0.125 -0.932  0.125 -1.005  0.125 -1.078  0.125 -1.150  0.125 -1.223  0.125 -1.296  0.169 -1.351  0.221 -1.402  0.272 -1.454  0.324 -1.505  0.375 -1.557  0.427 -1.608
3#apb#apb28#app2821/I  0.666 1.549  0.626 1.492  0.586 1.434  0.546 1.377  0.506 1.320  0.466 1.263  0.426 1.206  0.386 1.149  0.346 1.091  0.306 1.034  0.266 0.977  0.242 0.913  0.225 0.845  0.208 0.777  0.191 0.710  0.174 0.642  0.157 0.574  0.140 0.506  0.123 0.439  0.106 0.371  0.089 0.303  0.073 0.236  0.056 0.168  0.039 0.100  0.022 0.033  0.002 -0.034  -0.019 -0.101  -0.040 -0.167  -0.061 -0.234  -0.081 -0.301  -0.102 -0.367  -0.123 -0.434  -0.144 -0.500  -0.165 -0.567  -0.185 -0.634  -0.206 -0.700  -0.227 -0.767  -0.248 -0.833  -0.269 -0.900  -0.297 -0.964  -0.330 -1.025  -0.364 -1.086  -0.397 -1.147  -0.431 -1.209  -0.464 -1.270  -0.497 -1.331  -0.531 -1.392  -0.564 -1.454  -0.598 -1.515  -0.631 -1.576
3#apb#apb28#app2821/I  0.702 1.547  0.673 1.484  0.644 1.421  0.615 1.358  0.586 1.295  0.557 1.232  0.528 1.169  0.499 1.106  0.470 1.043  0.441 0.980  0.411 0.917  0.382 0.854  0.353 0.791  0.324 0.728  0.295 0.665  0.266 0.602  0.237 0.539  0.208 0.476  0.179 0.413  0.150 0.350  0.121 0.287  0.092 0.224  0.063 0.161  0.034 0.098  0.004 0.035  -0.025 -0.028  -0.053 -0.091  -0.078 -0.156  -0.103 -0.221  -0.128 -0.286  -0.153 -0.350  -0.178 -0.415  -0.203 -0.480  -0.228 -0.545  -0.252 -0.609  -0.277 -0.674  -0.302 -0.739  -0.327 -0.804  -0.352 -0.868  -0.383 -0.930  -0.419 -0.990  -0.454 -1.049  -0.490 -1.109  -0.526 -1.168  -0.561 -1.228  -0.597 -1.287  -0.633 -1.347  -0.668 -1.406  -0.704 -1.466  -0.740 -1.525
3#apb#apb28#app2821/I  1.278 1.116  1.228 1.067  1.179 1.018  1.130 0.969  1.081 0.919  1.032 0.870  0.983 0.821  0.934 0.772  0.885 0.723  0.836 0.674  0.786 0.625  0.737 0.576  0.688 0.527  0.639 0.477  0.590 0.428  0.541 0.379  0.492 0.330  0.441 0.283  0.385 0.242  0.329 0.201  0.273 0.160  0.217 0.119  0.161 0.078  0.105 0.037  0.049 -0.004  -0.007 -0.045  -0.063 -0.086  -0.119 -0.127  -0.175 -0.168  -0.231 -0.209  -0.288 -0.250  -0.345 -0.290  -0.402 -0.329  -0.459 -0.369  -0.516 -0.408  -0.573 -0.448  -0.630 -0.487  -0.687 -0.527  -0.745 -0.566  -0.802 -0.606  -0.859 -0.645  -0.914 -0.687  -0.966 -0.733  -1.018 -0.780  -1.070 -0.826  -1.122 -0.872  -1.173 -0.918  -1.225 -0.964  -1.277 -1.010  -1.329 -1.056
2#app#app14#app1452/I  -0.360 1.649  -0.360 1.577  -0.360 1.504  -0.360 1.432  -0.360 1.360  -0.360 1.287  -0.346 1.220  -0.295 1.169  -0.244 1.118  -0.193 1.067  -0.152 1.011  -0.152 0.939  -0.152 0.867  -0.141 0.797  -0.109 0.732  -0.076 0.667  -0.044 0.603  -0.012 0.538  0.021 0.473  0.053 0.408  0.056 0.337  0.056 0.264  0.056 0.192  0.056 0.120  0.056 0.047  0.056 -0.025  0.056 -0.097  0.056 -0.170  0.056 -0.242  0.056 -0.315  0.056 -0.387  0.056 -0.459  0.056 -0.532  0.056 -0.604  0.056 -0.676  0.056 -0.749  0.056 -0.821  0.091 -0.879  0.142 -0.930  0.193 -0.982  0.244 -1.033  0.264 -1.097  0.264 -1.169  0.264 -1.242  0.264 -1.314  0.264 -1.386  0.264 -1.459  0.264 -1.531  0.264 -1.604  0.264 -1.676
2#app#app14#app1452/I  0.141 1.500  0.068 1.500  -0.006 1.500  -0.079 1.500  -0.123 1.470  -0.123 1.397  -0.123 1.323  -0.123 1.250  -0.123 1.176  -0.123 1.103  -0.123 1.029  -0.123 0.956  -0.123 0.882  -0.123 0.809  -0.123 0.735  -0.123 0.662  -0.123 0.588  -0.123 0.515  -0.121 0.442  -0.088 0.376  -0.055 0.310  -0.022 0.244  0.011 0.179  0.043 0.113  0.076 0.047  0.109 -0.019  0.141 -0.084  0.141 -0.158  0.141 -0.231  0.141 -0.305  0.141 -0.378  0.141 -0.452  0.141 -0.525  0.141 -0.599  0.141 -0.672  0.141 -0.746  0.141 -0.819  0.141 -0.893  0.141 -0.966  0.141 -1.040  0.141 -1.113  0.107 -1.172  0.055 -1.224  0.003 -1.276  -0.049 -1.328  -0.101 -1.380  -0.123 -1.445  -0.123 -1.519  -0.123 -1.592  -0.123 -1.665
3#apa#apa02#app0277/I  -0.322 1.023  -0.217 0.887  -0.217 0.647  -0.217 0.406  -0.111 0.271  -0.111 0.030  -0.111 -0.211  -0.111 -0.451  -0.015 -0.652  -0.006 -0.889  0.099 -0.928  0.010 -0.710  -0.107 -0.500  -0.224 -0.290  -0.341 -0.079  -0.458 0.131  -0.575 0.341  -0.691 0.552  -0.808 0.762  -0.925 0.972  -0.770 1.023  -0.561 1.099  -0.332 1.128  -0.092 1.128  0.105 1.233  0.331 1.296  0.562 1.338  0.802 1.338  0.736 1.155  0.622 0.944  0.507 0.732  0.392 0.521  0.278 0.309  0.163 0.098  0.049 -0.114  -0.066 -0.325  -0.181 -0.537  -0.295 -0.749  -0.410 -0.960  -0.524 -1.172  -0.427 -1.305  -0.322 -1.353  -0.143 -1.292  0.076 -1.198  0.270 -1.081  0.511 -1.081  0.727 -0.978  0.928 -0.883  1.160 -0.861  1.361 -0.766
1b#app#app08#app0819/I  0.337 1.602  0.337 1.527  0.337 1.452  0.337 1.376  0.337 1.301  0.310 1.252  0.235 1.252  0.162 1.250  0.162 1.175  0.162 1.100  0.162 1.025  0.162 0.950  0.149 0.877  0.116 0.810  0.082 0.743  0.048 0.676  0.015 0.608  -0.013 0.540  -0.013 0.465  -0.013 0.389  -0.058 0.333  -0.111 0.280  -0.164 0.226  -0.188 0.161  -0.188 0.086  -0.188 0.011  -0.188 -0.064  -0.188 -0.140  -0.188 -0.215  -0.188 -0.290  -0.188 -0.365  -0.188 -0.440  -0.188 -0.516  -0.188 -0.591  -0.188 -0.666  -0.188 -0.741  -0.188 -0.816  -0.156 -0.878  -0.103 -0.932  -0.050 -0.985  -0.013 -1.045  -0.013 -1.120  -0.013 -1.195  -0.013 -1.270  -0.013 -1.345  -0.013 -1.421  -0.013 -1.496  -0.013 -1.571  -0.013 -1.646  -0.013 -1.721
2#app#app37#app3713/I  -0.029 1.736  -0.029 1.664  -0.029 1.592  -0.029 1.520  -0.029 1.448  -0.029 1.376  -0.029 1.304  -0.029 1.231  -0.029 1.159  -0.029 1.087  -0.029 1.015  -0.029 0.943  -0.029 0.871  -0.029 0.799  -0.029 0.727  -0.029 0.655  -0.029 0.583  -0.029 0.511  -0.029 0.439  -0.029 0.367  -0.029 0.295  -0.029 0.223  -0.029 0.151  -0.029 0.079  -0.029 0.007  -0.029 -0.065  -0.029 -0.137  -0.029 -0.209  -0.029 -0.281  -0.029 -0.353  -0.029 -0.425  -0.029 -0.497  -0.029 -0.569  -0.029 -0.641  -0.029 -0.713  -0.029 -0.785  -0.029 -0.857  -0.029 -0.929  -0.029 -1.001  -0.029 -1.073  -0.029 -1.145  -0.029 -1.217  -0.029 -1.289  0.043 -1.289  0.115 -1.289  0.187 -1.289  0.223 -1.325  0.223 -1.397  0.223 -1.469  0.223 -1.541
1b#ced#aaaa9018_s_2h/I  -0.297 0.630  -0.259 0.706  -0.221 0.782  -0.178 0.854  -0.123 0.918  -0.076 0.989  -0.028 1.060  0.019 1.130  0.066 1.201  0.113 1.272  0.160 1.342  0.179 1.319  0.179 1.234  0.163 1.150  0.143 1.068  0.123 0.985  0.106 0.902  0.089 0.819  0.073 0.735  0.073 0.650  0.073 0.565  0.073 0.480  0.073 0.395  0.072 0.310  0.054 0.227  0.036 0.144  0.020 0.061  0.020 -0.024  0.020 -0.109  0.020 -0.194  0.020 -0.279  0.020 -0.364  0.011 -0.448  -0.006 -0.531  -0.023 -0.615  -0.033 -0.699  -0.033 -0.784  -0.033 -0.869  -0.033 -0.954  -0.033 -1.039  -0.033 -1.124  -0.033 -1.209  -0.033 -1.294  -0.039 -1.378  -0.060 -1.460  -0.080 -1.543  -0.086 -1.627  -0.086 -1.712  -0.086 -1.797  -0.086 -1.882
1b#ced#aaaa9018_s_2h/I  -0.362 0.333  -0.295 0.400  -0.228 0.467  -0.168 0.539  -0.125 0.624  -0.083 0.709  -0.035 0.790  0.022 0.866  0.079 0.942  0.131 1.020  0.161 1.110  0.194 1.198  0.247 1.277  0.300 1.356  0.309 1.293  0.309 1.198  0.283 1.108  0.253 1.018  0.218 0.930  0.183 0.841  0.148 0.753  0.126 0.663  0.126 0.568  0.126 0.473  0.107 0.380  0.084 0.288  0.062 0.196  0.045 0.103  0.028 0.010  0.011 -0.084  0.004 -0.178  0.004 -0.273  0.004 -0.368  -0.014 -0.461  -0.033 -0.554  -0.052 -0.647  -0.068 -0.740  -0.084 -0.834  -0.099 -0.927  -0.115 -1.021  -0.130 -1.114  -0.146 -1.208  -0.162 -1.302  -0.177 -1.395  -0.179 -1.490  -0.179 -1.585  -0.179 -1.680  -0.194 -1.773  -0.217 -1.865  -0.240 -1.957
1b#ced#aaaa9018_s_2h/I  -0.614 0.359  -0.547 0.425  -0.481 0.492  -0.414 0.558  -0.348 0.625  -0.281 0.692  -0.219 0.762  -0.158 0.833  -0.096 0.905  -0.072 0.995  -0.049 1.087  -0.018 1.175  0.024 1.259  0.066 1.343  0.096 1.310  0.118 1.219  0.138 1.127  0.138 1.033  0.138 0.939  0.138 0.845  0.138 0.751  0.126 0.658  0.103 0.567  0.081 0.475  0.080 0.381  0.080 0.287  0.089 0.194  0.104 0.101  0.119 0.008  0.135 -0.085  0.124 -0.177  0.105 -0.270  0.087 -0.362  0.080 -0.455  0.080 -0.549  0.080 -0.644  0.080 -0.738  0.080 -0.832  0.080 -0.926  0.080 -1.020  0.080 -1.114  0.080 -1.208  0.080 -1.302  0.076 -1.396  0.058 -1.489  0.040 -1.581  0.022 -1.673  0.022 -1.767  0.022 -1.862  0.022 -1.956
1b#ced#aaaa9018_s_2h/I  0.036 0.898  0.036 0.976  0.036 1.053  0.037 1.131  0.062 1.205  0.086 1.278  0.087 1.356  0.087 1.433  0.087 1.357  0.087 1.279  0.087 1.202  0.087 1.124  0.087 1.046  0.087 0.969  0.087 0.891  0.080 0.814  0.065 0.738  0.050 0.662  0.036 0.586  0.036 0.508  0.036 0.430  0.025 0.355  0.000 0.281  -0.015 0.206  -0.015 0.128  -0.015 0.050  -0.015 -0.027  -0.015 -0.105  -0.015 -0.182  -0.024 -0.259  -0.042 -0.334  -0.061 -0.410  -0.066 -0.487  -0.066 -0.564  -0.066 -0.642  -0.066 -0.720  -0.066 -0.797  -0.066 -0.875  -0.066 -0.953  -0.066 -1.030  -0.066 -1.108  -0.066 -1.185  -0.066 -1.263  -0.066 -1.341  -0.066 -1.418  -0.066 -1.496  -0.066 -1.574  -0.066 -1.651  -0.066 -1.729  -0.066 -1.807
1b#ced#aaaa9018_s_2h/I  -0.369 0.261  -0.316 0.341  -0.262 0.421  -0.195 0.490  -0.127 0.559  -0.078 0.638  -0.052 0.731  -0.026 0.824  -0.003 0.917  0.020 1.011  0.044 1.104  0.067 1.198  0.095 1.290  0.125 1.382  0.165 1.336  0.209 1.250  0.216 1.156  0.216 1.059  0.216 0.963  0.175 0.876  0.132 0.790  0.132 0.693  0.132 0.597  0.132 0.501  0.132 0.404  0.130 0.308  0.107 0.215  0.083 0.121  0.063 0.027  0.044 -0.068  0.025 -0.162  0.021 -0.258  0.021 -0.355  0.014 -0.450  -0.002 -0.545  -0.018 -0.641  -0.034 -0.736  -0.035 -0.832  -0.035 -0.928  -0.036 -1.025  -0.055 -1.119  -0.074 -1.214  -0.091 -1.308  -0.091 -1.405  -0.091 -1.501  -0.095 -1.597  -0.119 -1.690  -0.142 -1.784  -0.171 -1.876  -0.202 -1.967
1b#apb#apb28#app2801/I  0.906 1.430  0.861 1.378  0.816 1.325  0.771 1.272  0.727 1.219  0.682 1.166  0.637 1.113  0.592 1.060  0.549 1.005  0.516 0.945  0.482 0.884  0.449 0.823  0.415 0.762  0.382 0.701  0.349 0.641  0.315 0.580  0.282 0.519  0.248 0.458  0.215 0.397  0.180 0.337  0.146 0.277  0.111 0.217  0.076 0.157  0.041 0.097  0.007 0.037  -0.028 -0.023  -0.063 -0.083  -0.098 -0.143  -0.132 -0.203  -0.166 -0.264  -0.198 -0.326  -0.230 -0.387  -0.262 -0.449  -0.294 -0.510  -0.327 -0.572  -0.359 -0.633  -0.391 -0.694  -0.423 -0.756  -0.455 -0.817  -0.488 -0.879  -0.522 -0.939  -0.558 -0.998  -0.594 -1.058  -0.629 -1.117  -0.665 -1.177  -0.701 -1.236  -0.738 -1.295  -0.775 -1.354  -0.811 -1.413  -0.848 -1.472
1b#apb#apb28#app2801/I  -0.103 0.354  -0.047 0.278  -0.079 0.171  -0.117 0.066  -0.170 -0.033  -0.224 -0.132  -0.280 -0.229  -0.341 -0.323  -0.402 -0.418  -0.463 -0.512  -0.523 -0.607  -0.582 -0.702  -0.640 -0.798  -0.707 -0.888  -0.781 -0.972  -0.858 -1.053  -0.949 -1.119  -0.966 -1.118  -0.892 -1.034  -0.817 -0.951  -0.742 -0.867  -0.667 -0.784  -0.592 -0.700  -0.517 -0.617  -0.442 -0.533  -0.367 -0.450  -0.292 -0.366  -0.217 -0.283  -0.142 -0.199  -0.067 -0.115  0.008 -0.032  0.083 0.052  0.158 0.135  0.233 0.219  0.308 0.302  0.383 0.386  0.458 0.469  0.533 0.553  0.608 0.636  0.683 0.720  0.758 0.803  0.833 0.887  0.907 0.970  0.982 1.054  1.057 1.137  1.132 1.221  1.207 1.304  1.282 1.388  1.206 1.391  1.165 1.338
1b#apb#apb28#app2801/I  -1.696 -0.764  -1.662 -0.913  -1.472 -0.965  -1.276 -0.978  -1.079 -0.980  -0.882 -0.970  -0.686 -0.969  -0.489 -0.979  -0.293 -0.996  -0.098 -1.024  0.099 -1.024  0.198 -0.886  0.265 -0.700  0.331 -0.515  0.397 -0.329  0.463 -0.144  0.529 0.042  0.595 0.227  0.661 0.413  0.727 0.598  0.794 0.784  0.860 0.969  0.745 0.932  0.637 0.767  0.531 0.601  0.432 0.431  0.333 0.260  0.243 0.085  0.155 -0.091  0.067 -0.267  -0.017 -0.445  -0.092 -0.627  -0.092 -0.824  -0.145 -0.634  -0.198 -0.444  -0.251 -0.255  -0.304 -0.065  -0.357 0.125  -0.410 0.314  -0.463 0.504  -0.513 0.694  -0.377 0.806  -0.192 0.873  -0.007 0.941  0.178 1.009  0.372 1.035  0.568 1.051  0.764 1.074  0.958 1.108  1.152 1.141
1b#apb#apb28#app2801/I  1.070 1.302  1.016 1.258  0.962 1.213  0.908 1.169  0.854 1.124  0.800 1.080  0.746 1.035  0.692 0.991  0.638 0.946  0.584 0.902  0.530 0.857  0.476 0.813  0.422 0.769  0.374 0.719  0.336 0.660  0.298 0.601  0.260 0.543  0.222 0.484  0.184 0.425  0.146 0.367  0.108 0.308  0.070 0.249  0.032 0.190  -0.006 0.132  -0.044 0.073  -0.081 0.013  -0.117 -0.047  -0.152 -0.107  -0.188 -0.167  -0.224 -0.226  -0.260 -0.286  -0.296 -0.346  -0.332 -0.406  -0.368 -0.466  -0.404 -0.526  -0.434 -0.589  -0.462 -0.654  -0.489 -0.718  -0.517 -0.782  -0.544 -0.846  -0.572 -0.911  -0.599 -0.975  -0.627 -1.039  -0.655 -1.104  -0.675 -1.171  -0.695 -1.237  -0.715 -1.304  -0.735 -1.371  -0.755 -1.438  -0.775 -1.505
2#ibm#ibm0#r0414/I  -0.276 1.267  -0.104 1.095  -0.073 0.862  0.035 0.645  0.090 0.415  0.090 0.172  0.108 -0.068  0.185 -0.298  0.261 -0.528  0.273 -0.769  0.273 -1.011  0.190 -0.998  0.047 -0.802  -0.096 -0.605  -0.238 -0.409  -0.381 -0.213  -0.524 -0.017  -0.667 0.180  -0.809 0.376  -0.952 0.572  -1.095 0.768  -1.112 0.901  -0.869 0.901  -0.627 0.905  -0.397 0.982  -0.167 1.059  0.072 1.084  0.314 1.084  0.557 1.084  0.800 1.084  0.983 1.054  0.837 0.860  0.691 0.665  0.546 0.471  0.400 0.277  0.255 0.083  0.109 -0.111  -0.037 -0.305  -0.182 -0.499  -0.328 -0.694  -0.473 -0.888  -0.619 -1.082  -0.440 -1.122  -0.223 -1.231  0.004 -1.295  0.247 -1.295  0.479 -1.227  0.709 -1.150  0.945 -1.112  1.188 -1.112
2#ibm#ibm0#r0414/I  0.070 1.031  0.070 0.795  0.070 0.559  0.070 0.323  0.070 0.087  0.070 -0.149  0.070 -0.384  0.070 -0.620  0.070 -0.856  0.070 -1.092  -0.032 -0.952  -0.150 -0.748  -0.269 -0.544  -0.388 -0.340  -0.507 -0.137  -0.626 0.067  -0.745 0.271  -0.863 0.475  -0.982 0.678  -1.071 0.865  -0.835 0.865  -0.600 0.865  -0.367 0.885  -0.143 0.960  0.081 1.031  0.317 1.031  0.553 1.031  0.765 1.130  0.985 1.197  1.221 1.197  1.091 1.021  0.943 0.836  0.796 0.652  0.649 0.468  0.501 0.284  0.354 0.100  0.207 -0.085  0.059 -0.269  -0.088 -0.453  -0.236 -0.637  -0.383 -0.821  -0.530 -1.005  -0.678 -1.190  -0.654 -1.292  -0.419 -1.292  -0.187 -1.267  0.037 -1.192  0.262 -1.126  0.498 -1.126  0.734 -1.126
