2#app#app11#app1169/L  -0.459 1.835  -0.388 1.765  -0.324 1.691  -0.324 1.591  -0.324 1.491  -0.324 1.391  -0.324 1.292  -0.324 1.192  -0.324 1.092  -0.324 0.992  -0.324 0.892  -0.324 0.792  -0.324 0.692  -0.324 0.593  -0.324 0.493  -0.324 0.393  -0.324 0.293  -0.324 0.193  -0.324 0.093  -0.324 -0.007  -0.324 -0.107  -0.324 -0.206  -0.324 -0.306  -0.324 -0.406  -0.324 -0.506  -0.324 -0.606  -0.324 -0.706  -0.324 -0.806  -0.324 -0.905  -0.301 -0.982  -0.201 -0.982  -0.190 -0.893  -0.135 -0.848  -0.036 -0.848  0.064 -0.848  0.164 -0.848  0.212 -0.796  0.230 -0.714  0.330 -0.714  0.430 -0.714  0.515 -0.679  0.586 -0.608  0.674 -0.579  0.771 -0.568  0.860 -0.524  0.949 -0.479  1.041 -0.445  1.141 -0.445  1.215 -0.382  1.285 -0.311
1b#tos#t3#t3047062/L  -0.464 1.549  -0.515 1.512  -0.537 1.446  -0.537 1.357  -0.537 1.269  -0.537 1.181  -0.537 1.093  -0.537 1.004  -0.537 0.916  -0.537 0.828  -0.537 0.739  -0.537 0.651  -0.537 0.563  -0.537 0.475  -0.537 0.386  -0.537 0.298  -0.537 0.210  -0.537 0.122  -0.537 0.033  -0.537 -0.055  -0.537 -0.143  -0.537 -0.231  -0.538 -0.319  -0.573 -0.393  -0.573 -0.481  -0.514 -0.523  -0.432 -0.537  -0.343 -0.537  -0.255 -0.537  -0.167 -0.537  -0.079 -0.537  0.008 -0.551  0.095 -0.569  0.182 -0.574  0.271 -0.574  0.359 -0.574  0.447 -0.574  0.536 -0.574  0.624 -0.574  0.712 -0.574  0.800 -0.574  0.889 -0.574  0.977 -0.574  1.065 -0.574  1.153 -0.574  1.242 -0.574  1.330 -0.574  1.417 -0.567  1.498 -0.537  1.586 -0.537
3#app#app25#app2553/L  0.689 1.691  0.616 1.619  0.544 1.547  0.520 1.455  0.519 1.354  0.417 1.354  0.352 1.317  0.352 1.216  0.352 1.114  0.346 1.017  0.244 1.017  0.183 0.976  0.183 0.874  0.129 0.795  0.057 0.723  0.015 0.638  0.015 0.537  0.015 0.435  0.015 0.333  0.015 0.231  -0.031 0.176  -0.133 0.176  -0.153 0.094  -0.153 -0.008  -0.153 -0.110  -0.189 -0.197  -0.261 -0.269  -0.322 -0.346  -0.322 -0.448  -0.374 -0.498  -0.476 -0.498  -0.490 -0.585  -0.505 -0.681  -0.577 -0.753  -0.649 -0.825  -0.658 -0.923  -0.636 -1.003  -0.534 -1.003  -0.432 -1.003  -0.330 -1.003  -0.229 -1.003  -0.127 -1.003  -0.025 -1.003  0.077 -1.003  0.179 -1.003  0.281 -1.003  0.352 -1.034  0.352 -1.136  0.418 -1.171  0.520 -1.171
1b#app#app19#app1903/L  -0.571 1.774  -0.571 1.677  -0.571 1.580  -0.571 1.483  -0.571 1.386  -0.524 1.308  -0.456 1.239  -0.387 1.170  -0.361 1.084  -0.361 0.987  -0.361 0.890  -0.361 0.793  -0.361 0.695  -0.361 0.598  -0.361 0.501  -0.361 0.404  -0.361 0.307  -0.361 0.210  -0.361 0.112  -0.361 0.015  -0.361 -0.082  -0.361 -0.179  -0.361 -0.276  -0.361 -0.373  -0.361 -0.470  -0.339 -0.559  -0.270 -0.627  -0.202 -0.696  -0.151 -0.772  -0.151 -0.869  -0.142 -0.957  -0.044 -0.957  0.053 -0.957  0.150 -0.957  0.247 -0.957  0.270 -0.883  0.270 -0.786  0.328 -0.747  0.426 -0.747  0.510 -0.717  0.579 -0.648  0.648 -0.579  0.727 -0.537  0.824 -0.537  0.915 -0.522  0.984 -0.453  1.053 -0.384  1.126 -0.327  1.223 -0.327  1.320 -0.327
1b#app#app19#app1903/L  -0.306 1.764  -0.306 1.665  -0.306 1.565  -0.306 1.465  -0.306 1.366  -0.306 1.266  -0.306 1.166  -0.306 1.067  -0.306 0.967  -0.306 0.868  -0.306 0.768  -0.313 0.671  -0.383 0.601  -0.454 0.530  -0.523 0.459  -0.523 0.360  -0.523 0.260  -0.523 0.160  -0.523 0.061  -0.523 -0.039  -0.523 -0.138  -0.523 -0.238  -0.523 -0.338  -0.523 -0.437  -0.523 -0.537  -0.523 -0.637  -0.523 -0.736  -0.523 -0.836  -0.430 -0.842  -0.330 -0.842  -0.230 -0.842  -0.131 -0.842  -0.031 -0.842  0.069 -0.842  0.164 -0.824  0.253 -0.780  0.342 -0.735  0.431 -0.690  0.521 -0.646  0.600 -0.588  0.670 -0.517  0.741 -0.447  0.824 -0.408  0.924 -0.408  1.023 -0.408  1.123 -0.408  1.220 -0.402  1.291 -0.331  1.361 -0.261  1.432 -0.190
3#apb#apb28#app2821/L  1.073 1.596  1.016 1.525  0.960 1.454  0.903 1.383  0.846 1.312  0.788 1.241  0.730 1.171  0.672 1.101  0.613 1.031  0.555 0.961  0.497 0.891  0.444 0.817  0.391 0.743  0.337 0.669  0.284 0.596  0.231 0.522  0.177 0.448  0.124 0.374  0.070 0.301  0.013 0.230  -0.043 0.158  -0.100 0.087  -0.156 0.015  -0.212 -0.056  -0.269 -0.128  -0.325 -0.199  -0.382 -0.270  -0.437 -0.343  -0.491 -0.416  -0.546 -0.489  -0.600 -0.562  -0.655 -0.635  -0.710 -0.707  -0.764 -0.780  -0.819 -0.853  -0.863 -0.895  -0.819 -0.903  -0.730 -0.886  -0.640 -0.874  -0.549 -0.865  -0.459 -0.856  -0.368 -0.847  -0.278 -0.836  -0.187 -0.826  -0.097 -0.818  -0.009 -0.843  0.078 -0.868  0.160 -0.906  0.236 -0.957  0.311 -1.007
3#apb#apb12#app1217/L  -0.762 1.152  -0.711 1.254  -0.661 1.357  -0.634 1.467  -0.625 1.466  -0.608 1.352  -0.592 1.239  -0.575 1.126  -0.558 1.013  -0.542 0.900  -0.525 0.787  -0.508 0.673  -0.491 0.560  -0.475 0.447  -0.458 0.334  -0.441 0.221  -0.425 0.107  -0.408 -0.006  -0.391 -0.119  -0.374 -0.232  -0.358 -0.345  -0.341 -0.458  -0.324 -0.572  -0.308 -0.685  -0.291 -0.798  -0.274 -0.911  -0.274 -0.961  -0.305 -0.851  -0.312 -0.739  -0.292 -0.626  -0.245 -0.522  -0.191 -0.423  -0.100 -0.354  -0.008 -0.287  0.098 -0.244  0.205 -0.206  0.320 -0.213  0.434 -0.220  0.543 -0.255  0.651 -0.291  0.752 -0.345  0.853 -0.399  0.953 -0.454  1.052 -0.511  1.151 -0.569  1.255 -0.615  1.368 -0.614  1.475 -0.574  1.582 -0.534  1.696 -0.520
2#app#app14#app1452/L  -0.291 1.532  -0.192 1.532  -0.145 1.532  -0.244 1.532  -0.291 1.479  -0.291 1.379  -0.291 1.280  -0.291 1.180  -0.291 1.081  -0.291 0.981  -0.291 0.881  -0.291 0.782  -0.291 0.682  -0.351 0.608  -0.422 0.537  -0.464 0.455  -0.464 0.356  -0.464 0.256  -0.464 0.157  -0.464 0.057  -0.464 -0.043  -0.464 -0.142  -0.464 -0.242  -0.464 -0.341  -0.464 -0.441  -0.464 -0.540  -0.464 -0.640  -0.446 -0.732  -0.375 -0.802  -0.305 -0.873  -0.291 -0.807  -0.284 -0.714  -0.185 -0.714  -0.085 -0.714  0.014 -0.714  0.114 -0.714  0.213 -0.714  0.313 -0.714  0.412 -0.714  0.512 -0.714  0.612 -0.714  0.711 -0.714  0.811 -0.714  0.910 -0.714  0.983 -0.649  1.053 -0.579  1.137 -0.541  1.237 -0.541  1.337 -0.541  1.436 -0.541
1b#app#app08#app0819/L  -0.668 1.558  -0.668 1.476  -0.668 1.394  -0.668 1.313  -0.668 1.231  -0.668 1.149  -0.668 1.067  -0.668 0.986  -0.668 0.904  -0.668 0.822  -0.647 0.744  -0.621 0.666  -0.596 0.589  -0.570 0.511  -0.561 0.431  -0.561 0.349  -0.561 0.267  -0.561 0.186  -0.520 0.121  -0.462 0.063  -0.453 -0.015  -0.422 -0.084  -0.365 -0.142  -0.346 -0.216  -0.325 -0.289  -0.267 -0.347  -0.202 -0.394  -0.129 -0.431  -0.055 -0.467  -0.024 -0.529  -0.003 -0.590  0.079 -0.590  0.160 -0.590  0.242 -0.590  0.321 -0.602  0.394 -0.638  0.467 -0.675  0.544 -0.698  0.625 -0.698  0.707 -0.698  0.789 -0.698  0.871 -0.698  0.952 -0.698  1.034 -0.698  1.116 -0.698  1.186 -0.670  1.244 -0.612  1.317 -0.590  1.398 -0.590  1.480 -0.590
1b#app#app08#app0819/L  -0.179 1.274  -0.179 1.366  -0.179 1.459  -0.179 1.412  -0.237 1.378  -0.283 1.330  -0.308 1.248  -0.374 1.183  -0.387 1.095  -0.387 1.003  -0.410 0.916  -0.451 0.833  -0.491 0.749  -0.491 0.657  -0.491 0.564  -0.491 0.471  -0.491 0.378  -0.491 0.286  -0.491 0.193  -0.491 0.100  -0.491 0.008  -0.491 -0.085  -0.491 -0.178  -0.491 -0.270  -0.491 -0.363  -0.491 -0.456  -0.491 -0.549  -0.449 -0.599  -0.387 -0.630  -0.368 -0.703  -0.275 -0.703  -0.182 -0.703  -0.090 -0.703  0.003 -0.703  0.096 -0.703  0.189 -0.703  0.281 -0.703  0.374 -0.703  0.467 -0.703  0.559 -0.703  0.652 -0.703  0.745 -0.703  0.837 -0.703  0.930 -0.703  1.023 -0.703  1.116 -0.703  1.208 -0.703  1.301 -0.703  1.394 -0.703  1.486 -0.703
2#tos#f3#f3067059/L  -0.382 1.776  -0.426 1.673  -0.361 1.578  -0.338 1.467  -0.338 1.345  -0.338 1.224  -0.338 1.103  -0.338 0.981  -0.338 0.860  -0.338 0.739  -0.375 0.625  -0.420 0.512  -0.443 0.393  -0.463 0.273  -0.470 0.153  -0.481 0.034  -0.536 -0.075  -0.558 -0.191  -0.561 -0.312  -0.585 -0.431  -0.602 -0.550  -0.602 -0.672  -0.642 -0.776  -0.655 -0.895  -0.681 -1.001  -0.646 -0.914  -0.568 -0.845  -0.464 -0.793  -0.381 -0.713  -0.307 -0.618  -0.221 -0.532  -0.123 -0.461  -0.030 -0.385  0.067 -0.314  0.175 -0.260  0.283 -0.204  0.369 -0.119  0.482 -0.084  0.595 -0.050  0.702 -0.006  0.771 -0.031  0.844 -0.093  0.953 -0.147  1.045 -0.224  1.135 -0.305  1.235 -0.370  1.321 -0.456  1.368 -0.565  1.443 -0.654  1.558 -0.692
3#apb#apb18#app1815/L  -0.131 1.714  -0.110 1.663  -0.124 1.581  -0.142 1.500  -0.162 1.420  -0.182 1.339  -0.202 1.259  -0.222 1.178  -0.241 1.098  -0.261 1.017  -0.280 0.937  -0.300 0.856  -0.317 0.775  -0.325 0.693  -0.333 0.610  -0.341 0.528  -0.349 0.445  -0.357 0.363  -0.365 0.280  -0.371 0.197  -0.377 0.115  -0.383 0.032  -0.389 -0.051  -0.392 -0.133  -0.388 -0.216  -0.384 -0.299  -0.380 -0.382  -0.372 -0.464  -0.348 -0.543  -0.325 -0.623  -0.302 -0.703  -0.238 -0.755  -0.173 -0.806  -0.095 -0.832  -0.015 -0.853  0.065 -0.875  0.148 -0.872  0.231 -0.868  0.314 -0.864  0.396 -0.860  0.479 -0.860  0.562 -0.860  0.645 -0.860  0.728 -0.860  0.811 -0.860  0.894 -0.860  0.977 -0.860  1.060 -0.860  1.143 -0.860  1.225 -0.860
1b#ced#aaaa9018_s_2h/L  -0.146 0.785  -0.095 0.888  -0.069 0.998  -0.046 1.112  -0.026 1.225  -0.007 1.339  -0.007 1.455  -0.015 1.536  -0.066 1.433  -0.076 1.320  -0.109 1.209  -0.111 1.094  -0.138 0.983  -0.168 0.872  -0.209 0.764  -0.255 0.659  -0.278 0.546  -0.299 0.432  -0.320 0.319  -0.342 0.205  -0.373 0.095  -0.416 -0.012  -0.447 -0.124  -0.472 -0.236  -0.495 -0.349  -0.547 -0.453  -0.583 -0.562  -0.600 -0.675  -0.614 -0.789  -0.635 -0.902  -0.597 -0.965  -0.498 -0.910  -0.416 -0.829  -0.314 -0.784  -0.210 -0.738  -0.118 -0.668  -0.007 -0.637  0.107 -0.628  0.222 -0.628  0.336 -0.644  0.445 -0.680  0.548 -0.731  0.660 -0.760  0.771 -0.794  0.885 -0.803  1.000 -0.803  1.116 -0.803  1.231 -0.803  1.345 -0.791  1.459 -0.768
1b#ced#aaaa9018_s_2h/L  -0.133 1.255  -0.109 1.362  -0.074 1.467  -0.061 1.577  -0.102 1.552  -0.144 1.451  -0.165 1.342  -0.187 1.233  -0.210 1.125  -0.237 1.017  -0.264 0.909  -0.289 0.801  -0.314 0.692  -0.341 0.584  -0.368 0.476  -0.384 0.367  -0.384 0.256  -0.401 0.147  -0.424 0.038  -0.450 -0.070  -0.477 -0.178  -0.504 -0.286  -0.532 -0.393  -0.567 -0.499  -0.594 -0.607  -0.621 -0.715  -0.651 -0.822  -0.656 -0.836  -0.603 -0.742  -0.525 -0.663  -0.446 -0.585  -0.358 -0.517  -0.259 -0.469  -0.151 -0.451  -0.041 -0.465  0.066 -0.493  0.172 -0.527  0.280 -0.554  0.372 -0.614  0.465 -0.671  0.574 -0.693  0.684 -0.702  0.796 -0.702  0.906 -0.691  1.016 -0.672  1.122 -0.643  1.232 -0.630  1.341 -0.618  1.447 -0.585  1.555 -0.559
1b#app#app06#app0607/L  -0.581 1.549  -0.581 1.632  -0.533 1.598  -0.509 1.526  -0.484 1.454  -0.464 1.373  -0.444 1.293  -0.415 1.216  -0.380 1.141  -0.354 1.063  -0.324 0.986  -0.289 0.912  -0.289 0.829  -0.283 0.747  -0.263 0.667  -0.243 0.586  -0.218 0.508  -0.192 0.429  -0.166 0.351  -0.142 0.272  -0.142 0.189  -0.134 0.108  -0.107 0.029  -0.076 -0.047  -0.042 -0.122  -0.026 -0.203  -0.010 -0.284  0.004 -0.366  0.004 -0.448  0.004 -0.531  0.011 -0.612  0.048 -0.686  0.053 -0.768  0.094 -0.833  0.102 -0.913  0.102 -0.995  0.131 -1.066  0.157 -1.134  0.199 -1.094  0.266 -1.052  0.331 -1.003  0.403 -0.979  0.470 -0.939  0.535 -0.896  0.615 -0.890  0.698 -0.890  0.780 -0.890  0.814 -0.939  0.897 -0.939  0.980 -0.939
1b#app#app06#app0607/L  -0.293 1.673  -0.261 1.609  -0.233 1.545  -0.233 1.474  -0.233 1.403  -0.233 1.333  -0.233 1.262  -0.233 1.191  -0.233 1.120  -0.233 1.049  -0.233 0.978  -0.233 0.908  -0.219 0.838  -0.202 0.770  -0.184 0.701  -0.174 0.632  -0.174 0.561  -0.174 0.490  -0.147 0.425  -0.115 0.362  -0.114 0.291  -0.105 0.223  -0.073 0.159  -0.054 0.093  -0.054 0.022  -0.054 -0.049  -0.027 -0.113  0.005 -0.176  0.037 -0.240  0.065 -0.304  0.065 -0.375  0.078 -0.442  0.110 -0.506  0.137 -0.571  0.159 -0.638  0.181 -0.706  0.212 -0.769  0.244 -0.833  0.244 -0.904  0.244 -0.974  0.259 -1.042  0.290 -1.105  0.304 -1.173  0.304 -1.244  0.304 -1.314  0.304 -1.385  0.304 -1.456  0.304 -1.527  0.304 -1.598  0.304 -1.669
1b#apb#apb28#app2801/L  1.004 1.589  0.934 1.536  0.869 1.480  0.833 1.401  0.796 1.322  0.760 1.243  0.723 1.164  0.687 1.085  0.639 1.013  0.589 0.942  0.539 0.871  0.489 0.800  0.438 0.729  0.388 0.658  0.338 0.586  0.287 0.516  0.229 0.451  0.172 0.386  0.114 0.320  0.057 0.255  -0.001 0.190  -0.058 0.125  -0.116 0.059  -0.174 -0.006  -0.225 -0.076  -0.274 -0.147  -0.324 -0.219  -0.373 -0.291  -0.422 -0.362  -0.472 -0.434  -0.521 -0.506  -0.575 -0.574  -0.633 -0.639  -0.691 -0.703  -0.749 -0.768  -0.808 -0.833  -0.835 -0.909  -0.799 -0.960  -0.712 -0.960  -0.625 -0.960  -0.538 -0.960  -0.451 -0.960  -0.364 -0.960  -0.277 -0.960  -0.190 -0.960  -0.103 -0.960  -0.018 -0.946  0.064 -0.918  0.147 -0.891  0.229 -0.863
1b#apb#apb28#app2801/L  0.662 1.731  0.636 1.637  0.606 1.544  0.551 1.463  0.495 1.383  0.439 1.302  0.384 1.222  0.324 1.145  0.263 1.068  0.202 0.992  0.142 0.915  0.081 0.838  0.021 0.761  -0.037 0.682  -0.092 0.602  -0.147 0.521  -0.202 0.440  -0.257 0.359  -0.312 0.278  -0.368 0.198  -0.417 0.113  -0.460 0.026  -0.504 -0.062  -0.548 -0.149  -0.591 -0.237  -0.635 -0.324  -0.676 -0.413  -0.717 -0.502  -0.758 -0.591  -0.767 -0.682  -0.740 -0.776  -0.678 -0.837  -0.586 -0.872  -0.493 -0.892  -0.396 -0.880  -0.299 -0.868  -0.202 -0.856  -0.105 -0.843  -0.010 -0.821  0.085 -0.798  0.181 -0.776  0.276 -0.754  0.372 -0.741  0.470 -0.741  0.568 -0.741  0.665 -0.748  0.760 -0.772  0.853 -0.799  0.938 -0.847  1.023 -0.896
2#tos#t1#t1036060/L  -0.386 1.296  -0.429 1.350  -0.458 1.427  -0.484 1.429  -0.484 1.341  -0.484 1.252  -0.484 1.163  -0.496 1.075  -0.513 0.988  -0.517 0.899  -0.517 0.810  -0.526 0.722  -0.540 0.634  -0.550 0.546  -0.550 0.457  -0.550 0.369  -0.550 0.280  -0.550 0.191  -0.550 0.102  -0.550 0.013  -0.550 -0.076  -0.550 -0.165  -0.550 -0.254  -0.549 -0.342  -0.517 -0.424  -0.464 -0.491  -0.413 -0.536  -0.333 -0.557  -0.262 -0.602  -0.182 -0.629  -0.104 -0.667  -0.016 -0.667  0.073 -0.667  0.162 -0.667  0.251 -0.667  0.340 -0.667  0.429 -0.667  0.518 -0.667  0.607 -0.667  0.696 -0.667  0.785 -0.667  0.874 -0.667  0.950 -0.627  1.031 -0.593  1.118 -0.575  1.203 -0.551  1.287 -0.521  1.369 -0.488  1.455 -0.471  1.511 -0.438
1b#apb#apb05#app0512/L  0.369 1.954  0.299 1.888  0.272 1.777  0.249 1.665  0.226 1.553  0.199 1.441  0.173 1.330  0.147 1.218  0.122 1.107  0.097 0.995  0.071 0.883  0.039 0.773  0.002 0.665  -0.036 0.557  -0.074 0.449  -0.112 0.341  -0.153 0.234  -0.193 0.127  -0.233 0.019  -0.274 -0.088  -0.321 -0.192  -0.368 -0.296  -0.415 -0.401  -0.460 -0.506  -0.503 -0.612  -0.545 -0.719  -0.593 -0.822  -0.645 -0.925  -0.702 -1.024  -0.734 -0.963  -0.698 -0.860  -0.631 -0.768  -0.555 -0.682  -0.477 -0.599  -0.369 -0.562  -0.260 -0.527  -0.150 -0.494  -0.041 -0.460  0.070 -0.430  0.181 -0.407  0.296 -0.407  0.410 -0.408  0.500 -0.479  0.592 -0.546  0.697 -0.592  0.783 -0.666  0.858 -0.750  0.896 -0.858  0.968 -0.947  1.027 -0.987
2#ibm#ibm0#r0414/L  -0.564 1.712  -0.564 1.623  -0.564 1.534  -0.511 1.467  -0.448 1.404  -0.385 1.342  -0.373 1.257  -0.373 1.168  -0.373 1.079  -0.373 0.990  -0.358 0.903  -0.330 0.819  -0.302 0.734  -0.274 0.650  -0.246 0.565  -0.217 0.481  -0.189 0.396  -0.182 0.309  -0.182 0.220  -0.182 0.131  -0.182 0.041  -0.199 -0.044  -0.239 -0.123  -0.278 -0.203  -0.318 -0.283  -0.358 -0.362  -0.373 -0.448  -0.373 -0.537  -0.373 -0.626  -0.373 -0.715  -0.343 -0.774  -0.254 -0.774  -0.165 -0.774  -0.076 -0.774  0.013 -0.774  0.102 -0.774  0.191 -0.774  0.280 -0.774  0.369 -0.774  0.458 -0.774  0.547 -0.774  0.636 -0.774  0.725 -0.774  0.814 -0.774  0.903 -0.774  0.993 -0.774  1.082 -0.774  1.171 -0.774  1.260 -0.774  1.349 -0.774
2#ibm#ibm0#r0414/L  -0.226 1.831  -0.226 1.745  -0.226 1.659  -0.226 1.573  -0.226 1.488  -0.226 1.402  -0.226 1.316  -0.226 1.230  -0.226 1.144  -0.226 1.059  -0.226 0.973  -0.226 0.887  -0.226 0.801  -0.226 0.716  -0.226 0.630  -0.226 0.544  -0.226 0.458  -0.226 0.373  -0.226 0.287  -0.226 0.201  -0.226 0.115  -0.226 0.030  -0.226 -0.056  -0.226 -0.142  -0.226 -0.228  -0.226 -0.314  -0.226 -0.399  -0.226 -0.485  -0.226 -0.571  -0.226 -0.657  -0.226 -0.742  -0.226 -0.828  -0.226 -0.914  -0.209 -0.983  -0.124 -0.983  -0.038 -0.983  0.048 -0.983  0.134 -0.983  0.219 -0.983  0.305 -0.983  0.391 -0.983  0.461 -0.946  0.522 -0.885  0.583 -0.825  0.644 -0.767  0.730 -0.767  0.816 -0.767  0.902 -0.767  0.987 -0.767  1.073 -0.767
2#ibm#ibm0#r0414/L  -0.611 1.612  -0.521 1.612  -0.430 1.612  -0.365 1.552  -0.301 1.488  -0.240 1.423  -0.240 1.333  -0.240 1.243  -0.240 1.153  -0.240 1.063  -0.240 0.973  -0.240 0.882  -0.240 0.792  -0.240 0.702  -0.240 0.612  -0.240 0.522  -0.240 0.432  -0.240 0.342  -0.240 0.252  -0.240 0.161  -0.240 0.071  -0.240 -0.019  -0.240 -0.109  -0.240 -0.199  -0.240 -0.289  -0.240 -0.379  -0.240 -0.470  -0.240 -0.560  -0.240 -0.650  -0.240 -0.740  -0.240 -0.830  -0.240 -0.920  -0.221 -0.964  -0.157 -0.900  -0.093 -0.836  -0.019 -0.798  0.071 -0.798  0.161 -0.798  0.251 -0.798  0.341 -0.798  0.432 -0.798  0.522 -0.798  0.612 -0.798  0.702 -0.798  0.792 -0.798  0.882 -0.798  0.972 -0.798  1.063 -0.798  1.153 -0.798  1.243 -0.798
2#ibm#ibm0#r0414/L  -0.339 1.452  -0.339 1.541  -0.339 1.630  -0.339 1.573  -0.339 1.484  -0.314 1.401  -0.274 1.321  -0.234 1.242  -0.194 1.162  -0.155 1.083  -0.145 0.996  -0.145 0.907  -0.145 0.818  -0.145 0.729  -0.145 0.640  -0.145 0.551  -0.145 0.462  -0.145 0.373  -0.147 0.285  -0.187 0.205  -0.226 0.126  -0.266 0.046  -0.306 -0.033  -0.339 -0.115  -0.339 -0.203  -0.339 -0.292  -0.339 -0.381  -0.339 -0.470  -0.339 -0.559  -0.339 -0.648  -0.339 -0.737  -0.339 -0.826  -0.300 -0.876  -0.211 -0.876  -0.122 -0.876  -0.033 -0.876  0.056 -0.876  0.145 -0.876  0.234 -0.876  0.323 -0.876  0.412 -0.876  0.501 -0.876  0.590 -0.876  0.679 -0.876  0.768 -0.876  0.857 -0.876  0.946 -0.876  1.034 -0.876  1.123 -0.876  1.212 -0.876
2#ibm#ibm0#r0414/L  -0.491 1.676  -0.491 1.579  -0.475 1.497  -0.378 1.497  -0.312 1.466  -0.312 1.369  -0.312 1.272  -0.312 1.175  -0.312 1.077  -0.312 0.980  -0.312 0.883  -0.312 0.786  -0.312 0.689  -0.312 0.592  -0.312 0.495  -0.312 0.398  -0.312 0.301  -0.312 0.204  -0.312 0.106  -0.312 0.009  -0.312 -0.088  -0.346 -0.177  -0.389 -0.264  -0.433 -0.351  -0.476 -0.437  -0.491 -0.531  -0.491 -0.628  -0.491 -0.725  -0.491 -0.822  -0.395 -0.824  -0.302 -0.814  -0.233 -0.745  -0.165 -0.676  -0.080 -0.645  0.017 -0.645  0.114 -0.645  0.211 -0.645  0.308 -0.645  0.405 -0.645  0.502 -0.645  0.599 -0.645  0.696 -0.645  0.794 -0.645  0.891 -0.645  0.988 -0.645  1.085 -0.645  1.182 -0.645  1.279 -0.645  1.376 -0.645  1.473 -0.645
2#ibm#ibm0#r0414/L  -0.262 1.902  -0.219 1.815  -0.175 1.728  -0.132 1.641  -0.089 1.555  -0.045 1.468  -0.039 1.372  -0.039 1.275  -0.039 1.178  -0.039 1.081  -0.039 0.984  -0.039 0.887  -0.039 0.790  -0.039 0.692  -0.039 0.595  -0.039 0.498  -0.039 0.401  -0.054 0.308  -0.098 0.221  -0.141 0.134  -0.185 0.047  -0.228 -0.040  -0.262 -0.129  -0.262 -0.226  -0.262 -0.323  -0.262 -0.420  -0.262 -0.517  -0.262 -0.614  -0.262 -0.711  -0.284 -0.800  -0.352 -0.868  -0.421 -0.937  -0.480 -1.002  -0.383 -1.002  -0.286 -1.002  -0.210 -0.950  -0.142 -0.881  -0.073 -0.812  0.010 -0.778  0.107 -0.778  0.204 -0.778  0.301 -0.778  0.398 -0.778  0.495 -0.778  0.592 -0.778  0.689 -0.778  0.787 -0.778  0.884 -0.778  0.981 -0.778  1.078 -0.778
2#ibm#ibm0#r0414/L  -0.217 1.818  -0.217 1.724  -0.217 1.630  -0.217 1.536  -0.217 1.442  -0.217 1.348  -0.217 1.254  -0.217 1.160  -0.217 1.066  -0.217 0.972  -0.217 0.878  -0.217 0.784  -0.217 0.690  -0.217 0.596  -0.217 0.501  -0.268 0.428  -0.334 0.362  -0.401 0.296  -0.440 0.218  -0.440 0.124  -0.440 0.030  -0.440 -0.064  -0.440 -0.158  -0.440 -0.252  -0.440 -0.346  -0.440 -0.440  -0.440 -0.534  -0.440 -0.628  -0.440 -0.722  -0.440 -0.816  -0.389 -0.859  -0.295 -0.859  -0.201 -0.859  -0.107 -0.859  -0.013 -0.859  0.081 -0.859  0.175 -0.859  0.265 -0.841  0.349 -0.799  0.433 -0.757  0.517 -0.715  0.601 -0.673  0.686 -0.636  0.780 -0.636  0.874 -0.636  0.968 -0.636  1.062 -0.636  1.156 -0.636  1.250 -0.636  1.344 -0.636
2#ibm#ibm0#r0414/L  -0.303 1.822  -0.303 1.724  -0.303 1.626  -0.264 1.537  -0.220 1.450  -0.177 1.362  -0.133 1.274  -0.095 1.185  -0.095 1.087  -0.095 0.989  -0.095 0.891  -0.095 0.793  -0.135 0.705  -0.179 0.617  -0.222 0.530  -0.266 0.442  -0.303 0.353  -0.303 0.255  -0.303 0.157  -0.303 0.059  -0.303 -0.039  -0.367 -0.111  -0.436 -0.180  -0.506 -0.249  -0.510 -0.345  -0.510 -0.443  -0.510 -0.541  -0.510 -0.639  -0.510 -0.737  -0.510 -0.835  -0.454 -0.877  -0.356 -0.877  -0.258 -0.877  -0.160 -0.877  -0.066 -0.862  0.022 -0.818  0.109 -0.775  0.197 -0.731  0.285 -0.687  0.378 -0.669  0.476 -0.669  0.574 -0.669  0.672 -0.669  0.770 -0.669  0.868 -0.669  0.966 -0.669  1.064 -0.669  1.162 -0.669  1.260 -0.669  1.358 -0.669
2#ibm#ibm0#r0414/L  -0.213 1.760  -0.213 1.676  -0.213 1.592  -0.188 1.519  -0.128 1.459  -0.068 1.399  -0.009 1.340  0.003 1.261  0.003 1.177  0.003 1.092  0.003 1.008  0.003 0.924  -0.021 0.846  -0.059 0.770  -0.097 0.695  -0.134 0.620  -0.172 0.545  -0.210 0.469  -0.213 0.386  -0.213 0.302  -0.213 0.218  -0.213 0.133  -0.213 0.049  -0.213 -0.035  -0.213 -0.119  -0.213 -0.203  -0.213 -0.287  -0.213 -0.372  -0.213 -0.456  -0.213 -0.540  -0.213 -0.624  -0.213 -0.708  -0.213 -0.793  -0.213 -0.877  -0.213 -0.961  -0.213 -1.045  -0.136 -1.052  -0.052 -1.052  0.032 -1.052  0.117 -1.052  0.201 -1.052  0.285 -1.052  0.369 -1.052  0.453 -1.052  0.537 -1.052  0.622 -1.052  0.690 -1.014  0.750 -0.955  0.809 -0.895  0.869 -0.836
