3#apa#apa13#app1334/)  -0.332 1.517  -0.256 1.517  -0.180 1.517  -0.166 1.455  -0.166 1.379  -0.166 1.303  -0.166 1.227  -0.166 1.151  -0.166 1.075  -0.145 1.021  -0.069 1.021  -0.001 1.013  -0.001 0.937  -0.001 0.861  -0.001 0.785  -0.001 0.709  0.025 0.639  0.059 0.571  0.093 0.503  0.127 0.435  0.161 0.367  0.165 0.292  0.165 0.216  0.165 0.141  0.165 0.065  0.165 -0.011  0.165 -0.087  0.165 -0.163  0.165 -0.239  0.165 -0.315  0.165 -0.391  0.165 -0.467  0.165 -0.543  0.165 -0.619  0.165 -0.695  0.165 -0.771  0.132 -0.834  0.079 -0.887  0.025 -0.941  -0.001 -1.006  -0.001 -1.082  -0.001 -1.158  -0.001 -1.234  -0.009 -1.307  -0.063 -1.360  -0.117 -1.414  -0.171 -1.468  -0.224 -1.521  -0.278 -1.575  -0.332 -1.629
2#apb#apb14#app1455/)  -0.462 1.373  -0.387 1.386  -0.313 1.382  -0.241 1.360  -0.168 1.338  -0.096 1.315  -0.039 1.265  0.017 1.214  0.073 1.163  0.126 1.109  0.162 1.042  0.197 0.975  0.233 0.908  0.269 0.841  0.288 0.768  0.304 0.694  0.320 0.620  0.336 0.546  0.352 0.472  0.369 0.397  0.361 0.323  0.348 0.248  0.335 0.173  0.322 0.098  0.309 0.024  0.296 -0.051  0.275 -0.124  0.252 -0.197  0.230 -0.269  0.208 -0.342  0.186 -0.415  0.164 -0.487  0.130 -0.555  0.092 -0.620  0.054 -0.686  0.016 -0.752  -0.022 -0.817  -0.061 -0.882  -0.112 -0.939  -0.162 -0.995  -0.213 -1.052  -0.263 -1.109  -0.314 -1.166  -0.364 -1.222  -0.422 -1.271  -0.480 -1.320  -0.539 -1.368  -0.597 -1.417  -0.655 -1.465  -0.714 -1.514
2#apb#apb14#app1455/)  -0.774 1.062  -0.711 1.111  -0.648 1.160  -0.578 1.191  -0.499 1.197  -0.420 1.203  -0.342 1.196  -0.266 1.174  -0.189 1.152  -0.116 1.125  -0.056 1.073  0.004 1.021  0.064 0.969  0.125 0.917  0.173 0.855  0.215 0.787  0.257 0.720  0.299 0.653  0.329 0.581  0.342 0.502  0.355 0.424  0.369 0.346  0.382 0.267  0.395 0.189  0.385 0.110  0.373 0.032  0.361 -0.047  0.349 -0.125  0.337 -0.204  0.325 -0.282  0.300 -0.358  0.274 -0.433  0.248 -0.508  0.222 -0.583  0.195 -0.658  0.166 -0.731  0.132 -0.803  0.098 -0.875  0.064 -0.947  0.030 -1.019  -0.015 -1.084  -0.065 -1.145  -0.115 -1.207  -0.165 -1.269  -0.215 -1.330  -0.276 -1.381  -0.338 -1.432  -0.399 -1.482  -0.460 -1.533  -0.522 -1.583
2#apb#apb14#app1455/)  -0.839 1.206  -0.769 1.236  -0.700 1.266  -0.626 1.253  -0.552 1.236  -0.479 1.219  -0.407 1.196  -0.343 1.156  -0.278 1.116  -0.214 1.076  -0.150 1.036  -0.087 0.994  -0.041 0.933  0.004 0.873  0.050 0.812  0.095 0.751  0.141 0.691  0.171 0.623  0.191 0.550  0.211 0.477  0.231 0.404  0.251 0.330  0.271 0.257  0.287 0.183  0.295 0.108  0.303 0.033  0.311 -0.043  0.319 -0.118  0.325 -0.194  0.315 -0.269  0.304 -0.344  0.293 -0.419  0.283 -0.494  0.272 -0.569  0.258 -0.643  0.237 -0.716  0.215 -0.789  0.193 -0.861  0.171 -0.934  0.149 -1.006  0.118 -1.075  0.079 -1.139  0.039 -1.204  -0.001 -1.269  -0.042 -1.332  -0.085 -1.395  -0.128 -1.457  -0.171 -1.520  -0.214 -1.582  -0.256 -1.645
1d#app#app35#app3509/)  -1.258 1.053  -1.180 1.053  -1.112 1.043  -1.097 0.981  -1.020 0.974  -0.946 0.950  -0.873 0.925  -0.804 0.891  -0.749 0.836  -0.680 0.801  -0.610 0.766  -0.537 0.740  -0.463 0.716  -0.389 0.691  -0.317 0.663  -0.245 0.634  -0.173 0.605  -0.100 0.576  -0.028 0.547  0.010 0.481  0.045 0.412  0.108 0.370  0.178 0.336  0.237 0.286  0.292 0.231  0.345 0.175  0.380 0.105  0.415 0.036  0.415 -0.042  0.419 -0.119  0.454 -0.189  0.489 -0.258  0.524 -0.328  0.559 -0.397  0.561 -0.475  0.561 -0.553  0.561 -0.631  0.561 -0.708  0.561 -0.786  0.549 -0.861  0.514 -0.931  0.488 -1.002  0.488 -1.080  0.488 -1.158  0.463 -1.226  0.415 -1.284  0.415 -1.361  0.401 -1.433  0.346 -1.488  0.342 -1.565
3#apb#apb35#app3581/)  -0.861 1.312  -0.787 1.312  -0.713 1.312  -0.640 1.304  -0.577 1.265  -0.514 1.227  -0.451 1.188  -0.387 1.149  -0.328 1.104  -0.276 1.052  -0.223 0.999  -0.171 0.947  -0.118 0.894  -0.066 0.842  -0.025 0.781  0.009 0.715  0.044 0.649  0.078 0.583  0.113 0.517  0.147 0.452  0.182 0.386  0.211 0.318  0.225 0.245  0.239 0.172  0.253 0.099  0.267 0.027  0.281 -0.046  0.295 -0.119  0.303 -0.193  0.306 -0.267  0.309 -0.341  0.313 -0.416  0.316 -0.490  0.319 -0.564  0.322 -0.638  0.316 -0.711  0.290 -0.781  0.264 -0.850  0.239 -0.920  0.213 -0.990  0.187 -1.059  0.162 -1.129  0.124 -1.193  0.086 -1.257  0.048 -1.321  0.011 -1.385  -0.027 -1.449  -0.065 -1.513  -0.103 -1.577  -0.141 -1.641
3#apb#apb35#app3581/)  -0.423 1.457  -0.407 1.484  -0.355 1.433  -0.286 1.405  -0.216 1.377  -0.165 1.323  -0.115 1.267  -0.065 1.211  -0.018 1.153  0.030 1.095  0.077 1.037  0.106 0.968  0.135 0.899  0.164 0.830  0.193 0.761  0.213 0.689  0.226 0.616  0.239 0.542  0.252 0.468  0.265 0.394  0.277 0.321  0.290 0.247  0.303 0.173  0.316 0.099  0.305 0.026  0.291 -0.048  0.276 -0.121  0.261 -0.195  0.244 -0.267  0.224 -0.340  0.204 -0.412  0.184 -0.484  0.163 -0.556  0.143 -0.628  0.115 -0.697  0.085 -0.766  0.056 -0.835  0.026 -0.904  -0.003 -0.973  -0.055 -1.026  -0.108 -1.079  -0.161 -1.132  -0.214 -1.185  -0.267 -1.238  -0.320 -1.291  -0.373 -1.344  -0.426 -1.397  -0.488 -1.435  -0.560 -1.454  -0.632 -1.474
3#apb#apb35#app3581/)  -0.322 1.664  -0.304 1.592  -0.286 1.519  -0.263 1.449  -0.233 1.380  -0.204 1.312  -0.174 1.244  -0.140 1.178  -0.101 1.115  -0.062 1.052  -0.022 0.988  0.017 0.925  0.051 0.859  0.084 0.792  0.118 0.726  0.151 0.659  0.184 0.593  0.209 0.523  0.228 0.451  0.247 0.379  0.266 0.307  0.286 0.235  0.296 0.162  0.302 0.088  0.309 0.014  0.316 -0.061  0.322 -0.135  0.321 -0.208  0.299 -0.279  0.278 -0.351  0.256 -0.422  0.235 -0.493  0.210 -0.563  0.179 -0.630  0.147 -0.698  0.115 -0.765  0.084 -0.833  0.052 -0.900  0.012 -0.962  -0.040 -1.014  -0.093 -1.067  -0.145 -1.120  -0.198 -1.172  -0.251 -1.225  -0.307 -1.273  -0.367 -1.318  -0.426 -1.362  -0.486 -1.407  -0.545 -1.452  -0.605 -1.496
1d#apa#apa02#app0272/)  -0.073 1.531  -0.073 1.616  -0.117 1.595  -0.177 1.535  -0.181 1.452  -0.181 1.367  -0.158 1.291  -0.098 1.231  -0.073 1.157  -0.073 1.072  -0.073 0.987  -0.073 0.902  -0.008 0.881  0.035 0.840  0.035 0.755  0.035 0.670  0.035 0.585  0.075 0.517  0.135 0.456  0.144 0.375  0.144 0.290  0.144 0.205  0.144 0.120  0.144 0.035  0.144 -0.050  0.186 -0.093  0.252 -0.112  0.252 -0.197  0.252 -0.282  0.252 -0.367  0.217 -0.417  0.144 -0.429  0.144 -0.514  0.144 -0.599  0.144 -0.684  0.144 -0.769  0.140 -0.850  0.055 -0.850  0.035 -0.916  0.006 -0.988  -0.055 -1.048  -0.073 -1.126  -0.098 -1.200  -0.158 -1.260  -0.181 -1.336  -0.211 -1.392  -0.294 -1.396  -0.354 -1.456  -0.398 -1.523  -0.398 -1.608
1d#apb#apb27#app2727/)  -0.079 1.164  -0.016 1.211  -0.020 1.253  -0.025 1.319  -0.027 1.304  0.030 1.318  0.099 1.283  0.166 1.243  0.213 1.184  0.252 1.116  0.295 1.051  0.345 0.991  0.388 0.928  0.400 0.851  0.411 0.774  0.423 0.697  0.430 0.619  0.430 0.541  0.430 0.463  0.430 0.385  0.409 0.311  0.383 0.237  0.357 0.163  0.331 0.090  0.305 0.016  0.271 -0.053  0.232 -0.121  0.193 -0.189  0.154 -0.256  0.115 -0.324  0.068 -0.386  0.021 -0.448  -0.026 -0.511  -0.072 -0.573  -0.126 -0.629  -0.182 -0.685  -0.237 -0.740  -0.288 -0.798  -0.328 -0.865  -0.368 -0.932  -0.408 -0.999  -0.440 -1.070  -0.470 -1.142  -0.511 -1.208  -0.554 -1.273  -0.607 -1.331  -0.657 -1.389  -0.682 -1.463  -0.718 -1.530  -0.741 -1.598
2#ibm#ibm0#r0414/)  -0.393 1.494  -0.319 1.494  -0.245 1.494  -0.186 1.458  -0.134 1.406  -0.082 1.354  -0.042 1.294  -0.019 1.223  0.004 1.153  0.028 1.083  0.051 1.013  0.075 0.943  0.098 0.873  0.121 0.803  0.145 0.733  0.168 0.663  0.191 0.593  0.215 0.523  0.238 0.453  0.261 0.383  0.285 0.313  0.288 0.239  0.288 0.165  0.288 0.091  0.288 0.018  0.288 -0.056  0.288 -0.130  0.288 -0.204  0.256 -0.270  0.223 -0.336  0.190 -0.403  0.157 -0.469  0.124 -0.535  0.091 -0.601  0.058 -0.667  0.025 -0.733  -0.008 -0.799  -0.041 -0.865  -0.074 -0.931  -0.108 -0.997  -0.141 -1.063  -0.174 -1.129  -0.207 -1.195  -0.250 -1.254  -0.302 -1.306  -0.354 -1.359  -0.406 -1.411  -0.458 -1.463  -0.511 -1.515  -0.563 -1.568
2#ibm#ibm0#r0414/)  -0.849 1.253  -0.769 1.253  -0.690 1.253  -0.611 1.253  -0.532 1.253  -0.453 1.253  -0.379 1.245  -0.344 1.174  -0.308 1.103  -0.273 1.033  -0.238 0.962  -0.176 0.917  -0.106 0.882  -0.035 0.846  0.036 0.811  0.094 0.763  0.130 0.692  0.165 0.622  0.200 0.551  0.236 0.480  0.261 0.405  0.286 0.330  0.311 0.255  0.336 0.180  0.361 0.105  0.386 0.030  0.392 -0.048  0.392 -0.127  0.392 -0.206  0.392 -0.285  0.392 -0.364  0.392 -0.444  0.361 -0.515  0.325 -0.586  0.290 -0.657  0.255 -0.728  0.219 -0.798  0.184 -0.869  0.149 -0.940  0.113 -1.011  0.078 -1.081  0.042 -1.152  0.007 -1.223  -0.028 -1.293  -0.064 -1.364  -0.131 -1.383  -0.210 -1.383  -0.271 -1.426  -0.327 -1.482  -0.383 -1.538
2#ibm#ibm0#r0414/)  -0.711 1.435  -0.642 1.401  -0.573 1.366  -0.504 1.332  -0.435 1.297  -0.366 1.263  -0.298 1.228  -0.229 1.194  -0.160 1.160  -0.091 1.125  -0.047 1.066  -0.012 0.997  0.022 0.928  0.057 0.859  0.091 0.791  0.126 0.722  0.160 0.653  0.195 0.584  0.229 0.515  0.249 0.443  0.249 0.366  0.249 0.289  0.249 0.212  0.249 0.135  0.249 0.058  0.249 -0.019  0.249 -0.096  0.249 -0.174  0.249 -0.251  0.249 -0.328  0.249 -0.405  0.249 -0.482  0.216 -0.551  0.181 -0.620  0.147 -0.689  0.112 -0.757  0.089 -0.829  0.089 -0.906  0.089 -0.983  0.089 -1.060  0.089 -1.137  0.089 -1.214  0.082 -1.284  0.005 -1.284  -0.072 -1.285  -0.126 -1.339  -0.181 -1.394  -0.237 -1.444  -0.314 -1.444  -0.391 -1.444
2#ibm#ibm0#r0414/)  -0.621 1.357  -0.543 1.357  -0.465 1.357  -0.388 1.357  -0.310 1.357  -0.236 1.347  -0.181 1.292  -0.126 1.237  -0.071 1.182  -0.031 1.116  0.004 1.046  0.039 0.977  0.074 0.907  0.108 0.837  0.143 0.768  0.178 0.698  0.213 0.628  0.248 0.559  0.283 0.489  0.317 0.419  0.318 0.341  0.318 0.263  0.318 0.186  0.318 0.108  0.318 0.030  0.318 -0.048  0.318 -0.126  0.318 -0.204  0.318 -0.282  0.318 -0.360  0.318 -0.438  0.318 -0.516  0.278 -0.581  0.235 -0.646  0.192 -0.711  0.148 -0.776  0.105 -0.841  0.062 -0.905  0.019 -0.970  -0.025 -1.035  -0.070 -1.098  -0.126 -1.153  -0.181 -1.208  -0.236 -1.263  -0.310 -1.273  -0.387 -1.273  -0.456 -1.295  -0.511 -1.350  -0.566 -1.405  -0.621 -1.461
2#ibm#ibm0#r0414/)  -1.093 1.189  -1.016 1.189  -0.939 1.189  -0.866 1.171  -0.798 1.136  -0.729 1.102  -0.660 1.067  -0.591 1.033  -0.523 0.999  -0.454 0.964  -0.385 0.930  -0.317 0.896  -0.248 0.861  -0.179 0.827  -0.131 0.772  -0.097 0.703  -0.062 0.634  -0.028 0.566  0.007 0.497  0.043 0.430  0.098 0.376  0.152 0.321  0.206 0.267  0.261 0.213  0.315 0.158  0.369 0.104  0.413 0.045  0.413 -0.032  0.413 -0.109  0.413 -0.185  0.413 -0.262  0.413 -0.339  0.413 -0.416  0.413 -0.493  0.413 -0.570  0.413 -0.646  0.413 -0.723  0.413 -0.800  0.413 -0.877  0.380 -0.946  0.346 -1.015  0.312 -1.084  0.277 -1.152  0.243 -1.221  0.209 -1.290  0.174 -1.359  0.140 -1.427  0.105 -1.496  0.071 -1.565  0.037 -1.633
2#tos#f2#f2067064/)  -0.392 1.542  -0.424 1.473  -0.401 1.414  -0.326 1.380  -0.268 1.322  -0.232 1.273  -0.172 1.234  -0.116 1.182  -0.087 1.109  -0.040 1.046  -0.038 0.966  0.045 0.966  0.088 0.927  0.114 0.850  0.168 0.805  0.184 0.726  0.213 0.651  0.248 0.576  0.298 0.525  0.312 0.451  0.312 0.368  0.312 0.286  0.312 0.203  0.312 0.121  0.312 0.038  0.312 -0.044  0.312 -0.127  0.287 -0.204  0.280 -0.284  0.243 -0.352  0.216 -0.423  0.216 -0.505  0.202 -0.580  0.133 -0.626  0.088 -0.688  0.080 -0.766  0.004 -0.796  -0.072 -0.827  -0.072 -0.910  -0.103 -0.985  -0.104 -1.067  -0.136 -1.131  -0.200 -1.180  -0.237 -1.247  -0.264 -1.318  -0.294 -1.371  -0.340 -1.414  -0.401 -1.467  -0.424 -1.526  -0.456 -1.595
2#app#app25#app2575/)  -0.201 1.554  -0.119 1.554  -0.036 1.554  0.046 1.554  0.079 1.505  0.079 1.422  0.079 1.340  0.079 1.257  0.079 1.175  0.108 1.104  0.167 1.046  0.219 0.985  0.219 0.903  0.219 0.820  0.219 0.738  0.219 0.655  0.219 0.573  0.219 0.490  0.219 0.408  0.219 0.325  0.219 0.242  0.219 0.160  0.219 0.077  0.219 -0.005  0.219 -0.088  0.219 -0.170  0.219 -0.253  0.219 -0.335  0.219 -0.418  0.219 -0.500  0.186 -0.550  0.104 -0.550  0.079 -0.607  0.079 -0.690  0.021 -0.748  -0.038 -0.807  -0.061 -0.879  -0.061 -0.962  -0.135 -0.970  -0.201 -0.987  -0.201 -1.069  -0.243 -1.111  -0.325 -1.111  -0.408 -1.111  -0.482 -1.119  -0.482 -1.201  -0.515 -1.251  -0.597 -1.251  -0.622 -1.309  -0.622 -1.391
2#app#app06#app0643/)  -0.596 1.605  -0.596 1.529  -0.586 1.456  -0.532 1.402  -0.526 1.328  -0.473 1.274  -0.419 1.220  -0.387 1.157  -0.387 1.081  -0.355 1.018  -0.305 0.961  -0.263 0.897  -0.220 0.834  -0.178 0.771  -0.124 0.717  -0.084 0.652  -0.050 0.584  -0.016 0.516  0.018 0.447  0.065 0.389  0.098 0.326  0.098 0.250  0.129 0.186  0.183 0.132  0.237 0.078  0.237 0.002  0.247 -0.070  0.301 -0.124  0.307 -0.198  0.307 -0.274  0.307 -0.351  0.307 -0.427  0.307 -0.503  0.307 -0.579  0.307 -0.656  0.307 -0.732  0.307 -0.808  0.307 -0.885  0.307 -0.961  0.254 -1.015  0.237 -1.085  0.237 -1.161  0.171 -1.171  0.165 -1.243  0.111 -1.297  0.072 -1.362  0.038 -1.430  -0.027 -1.449  -0.040 -1.511  -0.110 -1.518
1d#app#app18#app1852/)  -0.747 1.450  -0.655 1.450  -0.564 1.450  -0.473 1.450  -0.381 1.450  -0.351 1.388  -0.351 1.297  -0.318 1.219  -0.254 1.154  -0.189 1.090  -0.124 1.025  -0.060 0.960  0.005 0.896  0.044 0.821  0.044 0.729  0.059 0.644  0.124 0.579  0.188 0.515  0.242 0.445  0.242 0.354  0.242 0.263  0.242 0.171  0.242 0.080  0.242 -0.012  0.242 -0.103  0.304 -0.132  0.396 -0.132  0.439 -0.180  0.439 -0.271  0.439 -0.362  0.439 -0.454  0.439 -0.545  0.439 -0.637  0.437 -0.727  0.372 -0.792  0.308 -0.856  0.243 -0.921  0.152 -0.922  0.061 -0.922  0.044 -0.997  0.044 -1.088  -0.016 -1.120  -0.107 -1.120  -0.198 -1.120  -0.290 -1.120  -0.351 -1.150  -0.351 -1.241  -0.366 -1.318  -0.458 -1.318  -0.549 -1.318
2#apa#apa13#app1340/)  -0.510 1.617  -0.457 1.564  -0.416 1.502  -0.382 1.435  -0.364 1.364  -0.338 1.299  -0.291 1.244  -0.291 1.168  -0.282 1.097  -0.229 1.044  -0.191 0.979  -0.158 0.912  -0.124 0.845  -0.090 0.778  -0.057 0.710  -0.023 0.643  0.017 0.580  0.070 0.527  0.112 0.465  0.154 0.402  0.196 0.340  0.234 0.275  0.267 0.208  0.292 0.138  0.292 0.063  0.292 -0.012  0.292 -0.087  0.292 -0.162  0.292 -0.238  0.292 -0.313  0.292 -0.388  0.292 -0.463  0.292 -0.539  0.292 -0.614  0.271 -0.684  0.237 -0.751  0.204 -0.819  0.170 -0.886  0.136 -0.953  0.103 -1.020  0.070 -1.088  0.046 -1.159  0.023 -1.231  -0.004 -1.299  -0.077 -1.303  -0.130 -1.356  -0.183 -1.409  -0.244 -1.444  -0.311 -1.464  -0.364 -1.517
1d#apa#apa02#app0273/)  -0.180 1.416  -0.103 1.416  -0.062 1.452  -0.062 1.528  -0.062 1.463  -0.062 1.386  -0.062 1.309  -0.062 1.232  -0.045 1.163  0.009 1.109  0.056 1.051  0.056 0.974  0.056 0.898  0.060 0.823  0.114 0.768  0.168 0.714  0.173 0.639  0.173 0.563  0.173 0.486  0.173 0.409  0.173 0.333  0.173 0.256  0.173 0.179  0.173 0.102  0.173 0.026  0.173 -0.051  0.173 -0.128  0.173 -0.205  0.173 -0.281  0.173 -0.358  0.173 -0.435  0.173 -0.512  0.173 -0.588  0.119 -0.642  0.065 -0.697  0.056 -0.770  0.056 -0.846  0.056 -0.923  0.014 -0.983  -0.040 -1.037  -0.094 -1.091  -0.149 -1.146  -0.203 -1.200  -0.257 -1.254  -0.298 -1.314  -0.298 -1.391  -0.352 -1.413  -0.425 -1.422  -0.480 -1.477  -0.534 -1.531
2#val#yannis29/)  -0.853 1.406  -0.783 1.375  -0.715 1.339  -0.649 1.298  -0.583 1.258  -0.521 1.213  -0.459 1.167  -0.396 1.122  -0.334 1.077  -0.271 1.031  -0.209 0.986  -0.154 0.933  -0.102 0.876  -0.049 0.820  0.003 0.763  0.055 0.706  0.108 0.650  0.143 0.582  0.173 0.511  0.202 0.440  0.232 0.369  0.262 0.298  0.291 0.226  0.318 0.154  0.339 0.080  0.359 0.006  0.380 -0.069  0.400 -0.143  0.421 -0.217  0.421 -0.293  0.414 -0.370  0.408 -0.447  0.401 -0.524  0.378 -0.597  0.353 -0.670  0.329 -0.743  0.298 -0.813  0.260 -0.881  0.223 -0.948  0.186 -1.016  0.133 -1.072  0.079 -1.127  0.025 -1.182  -0.029 -1.237  -0.088 -1.286  -0.149 -1.333  -0.211 -1.379  -0.276 -1.421  -0.344 -1.454  -0.420 -1.464
2#val#yannis29/)  -0.859 1.437  -0.787 1.434  -0.737 1.379  -0.688 1.325  -0.638 1.271  -0.585 1.219  -0.532 1.169  -0.478 1.118  -0.425 1.067  -0.371 1.017  -0.322 0.963  -0.280 0.902  -0.238 0.842  -0.196 0.781  -0.154 0.721  -0.112 0.660  -0.070 0.600  -0.028 0.539  0.014 0.479  0.053 0.417  0.080 0.348  0.107 0.279  0.134 0.211  0.160 0.142  0.187 0.073  0.214 0.005  0.240 -0.064  0.267 -0.133  0.294 -0.201  0.320 -0.270  0.341 -0.341  0.361 -0.412  0.382 -0.482  0.403 -0.553  0.424 -0.624  0.424 -0.695  0.407 -0.767  0.390 -0.838  0.374 -0.910  0.350 -0.980  0.325 -1.049  0.300 -1.118  0.273 -1.187  0.245 -1.255  0.209 -1.317  0.153 -1.366  0.097 -1.414  0.038 -1.457  -0.022 -1.500  -0.044 -1.464
2#val#yannis29/)  -1.195 1.241  -1.128 1.203  -1.061 1.165  -0.995 1.127  -0.928 1.090  -0.861 1.052  -0.797 1.011  -0.732 0.969  -0.667 0.928  -0.603 0.887  -0.538 0.846  -0.473 0.805  -0.408 0.764  -0.344 0.723  -0.281 0.680  -0.226 0.627  -0.171 0.573  -0.116 0.520  -0.061 0.466  -0.006 0.413  0.049 0.359  0.103 0.306  0.158 0.252  0.212 0.198  0.249 0.131  0.287 0.064  0.325 -0.002  0.362 -0.069  0.400 -0.136  0.438 -0.203  0.476 -0.269  0.513 -0.336  0.551 -0.403  0.581 -0.473  0.610 -0.544  0.638 -0.615  0.667 -0.686  0.645 -0.755  0.610 -0.823  0.574 -0.890  0.532 -0.954  0.485 -1.014  0.437 -1.074  0.389 -1.134  0.341 -1.194  0.294 -1.254  0.246 -1.314  0.199 -1.374  0.141 -1.425  0.078 -1.459
2#val#yannis29/)  -1.051 1.331  -0.994 1.287  -0.937 1.242  -0.880 1.197  -0.825 1.151  -0.769 1.104  -0.714 1.057  -0.659 1.011  -0.603 0.964  -0.548 0.917  -0.493 0.870  -0.438 0.823  -0.383 0.776  -0.327 0.730  -0.272 0.683  -0.217 0.636  -0.162 0.589  -0.107 0.542  -0.052 0.495  -0.012 0.436  0.019 0.371  0.049 0.305  0.079 0.239  0.110 0.174  0.140 0.108  0.170 0.042  0.201 -0.024  0.231 -0.089  0.261 -0.155  0.292 -0.221  0.322 -0.286  0.353 -0.352  0.381 -0.419  0.409 -0.486  0.437 -0.552  0.465 -0.619  0.493 -0.686  0.521 -0.753  0.533 -0.823  0.535 -0.895  0.536 -0.968  0.538 -1.040  0.527 -1.110  0.502 -1.178  0.476 -1.246  0.449 -1.313  0.412 -1.375  0.376 -1.438  0.340 -1.500  0.289 -1.551
2#val#yannis29/)  -0.929 1.352  -0.862 1.323  -0.795 1.295  -0.728 1.266  -0.661 1.238  -0.595 1.209  -0.541 1.160  -0.487 1.111  -0.433 1.063  -0.379 1.014  -0.324 0.965  -0.270 0.917  -0.216 0.868  -0.163 0.818  -0.129 0.754  -0.095 0.690  -0.061 0.626  -0.027 0.561  0.007 0.497  0.041 0.433  0.073 0.367  0.103 0.301  0.133 0.235  0.163 0.168  0.183 0.099  0.202 0.028  0.220 -0.042  0.238 -0.113  0.257 -0.183  0.275 -0.253  0.294 -0.324  0.312 -0.394  0.330 -0.464  0.347 -0.535  0.362 -0.606  0.376 -0.678  0.391 -0.749  0.387 -0.820  0.372 -0.891  0.357 -0.963  0.342 -1.034  0.319 -1.103  0.294 -1.171  0.269 -1.240  0.246 -1.308  0.225 -1.378  0.204 -1.448  0.178 -1.515  0.134 -1.573  0.063 -1.571
2#val#yannis29/)  -0.782 1.460  -0.711 1.433  -0.641 1.406  -0.570 1.378  -0.507 1.339  -0.453 1.287  -0.398 1.235  -0.343 1.182  -0.289 1.130  -0.240 1.073  -0.200 1.009  -0.160 0.945  -0.120 0.880  -0.081 0.816  -0.041 0.752  -0.003 0.687  0.019 0.614  0.040 0.542  0.062 0.470  0.084 0.397  0.106 0.325  0.128 0.252  0.150 0.180  0.171 0.108  0.193 0.035  0.215 -0.037  0.240 -0.108  0.267 -0.179  0.295 -0.249  0.322 -0.320  0.350 -0.390  0.377 -0.460  0.388 -0.535  0.397 -0.610  0.406 -0.685  0.406 -0.759  0.376 -0.828  0.345 -0.897  0.314 -0.966  0.284 -1.035  0.230 -1.089  0.176 -1.141  0.122 -1.194  0.068 -1.247  0.003 -1.285  -0.062 -1.324  -0.127 -1.363  -0.197 -1.390  -0.268 -1.415  -0.340 -1.428
2#val#yannis29/)  -0.983 1.269  -0.906 1.241  -0.830 1.213  -0.753 1.185  -0.677 1.157  -0.602 1.124  -0.529 1.090  -0.455 1.055  -0.381 1.021  -0.307 0.986  -0.233 0.952  -0.164 0.909  -0.095 0.866  -0.026 0.822  0.042 0.778  0.111 0.735  0.180 0.691  0.232 0.631  0.277 0.563  0.322 0.495  0.367 0.427  0.412 0.359  0.443 0.286  0.458 0.206  0.473 0.125  0.487 0.045  0.502 -0.035  0.517 -0.115  0.503 -0.195  0.490 -0.275  0.476 -0.356  0.462 -0.436  0.448 -0.516  0.404 -0.584  0.358 -0.652  0.313 -0.720  0.265 -0.785  0.213 -0.848  0.161 -0.911  0.109 -0.973  0.056 -1.035  -0.004 -1.090  -0.064 -1.145  -0.126 -1.198  -0.187 -1.251  -0.248 -1.306  -0.301 -1.367  -0.355 -1.428  -0.409 -1.489  -0.448 -1.523
2#val#yannis29/)  -0.721 1.385  -0.651 1.351  -0.581 1.317  -0.511 1.284  -0.441 1.250  -0.371 1.216  -0.302 1.182  -0.232 1.149  -0.167 1.107  -0.107 1.057  -0.048 1.008  0.012 0.958  0.072 0.909  0.131 0.859  0.191 0.810  0.223 0.739  0.252 0.668  0.282 0.596  0.312 0.524  0.342 0.453  0.372 0.381  0.377 0.304  0.378 0.227  0.380 0.149  0.382 0.072  0.384 -0.006  0.385 -0.084  0.387 -0.161  0.359 -0.233  0.330 -0.305  0.301 -0.377  0.272 -0.449  0.243 -0.521  0.204 -0.588  0.164 -0.654  0.124 -0.721  0.083 -0.787  0.043 -0.853  -0.000 -0.918  -0.043 -0.982  -0.086 -1.047  -0.129 -1.112  -0.171 -1.177  -0.213 -1.242  -0.254 -1.308  -0.296 -1.373  -0.338 -1.439  -0.379 -1.504  -0.440 -1.552  -0.504 -1.559
2#val#yannis29/)  -1.198 1.124  -1.116 1.151  -1.030 1.155  -0.945 1.150  -0.863 1.125  -0.780 1.101  -0.697 1.076  -0.619 1.042  -0.546 0.996  -0.473 0.950  -0.401 0.903  -0.328 0.857  -0.255 0.811  -0.182 0.765  -0.110 0.718  -0.038 0.670  0.028 0.615  0.094 0.560  0.160 0.504  0.227 0.449  0.293 0.394  0.355 0.336  0.396 0.260  0.438 0.184  0.479 0.108  0.520 0.033  0.561 -0.043  0.603 -0.119  0.632 -0.199  0.650 -0.283  0.668 -0.368  0.686 -0.452  0.704 -0.536  0.664 -0.609  0.615 -0.681  0.567 -0.752  0.506 -0.812  0.440 -0.868  0.375 -0.924  0.299 -0.964  0.221 -1.002  0.144 -1.040  0.066 -1.077  -0.011 -1.115  -0.090 -1.149  -0.173 -1.172  -0.256 -1.196  -0.340 -1.215  -0.425 -1.228  -0.511 -1.233
