2#app#app25#app2545/b  0.575 1.633  0.575 1.832  0.575 1.791  0.575 1.592  0.575 1.393  0.414 1.355  0.297 1.274  0.297 1.075  0.297 0.876  0.175 0.800  0.020 0.757  0.020 0.558  -0.144 0.523  -0.258 0.438  -0.258 0.240  -0.258 0.041  -0.347 -0.121  -0.487 -0.261  -0.627 -0.402  -0.768 -0.542  -0.813 -0.722  -0.813 -0.809  -0.813 -0.610  -0.813 -0.412  -0.716 -0.310  -0.523 -0.297  -0.382 -0.157  -0.235 -0.032  -0.036 -0.032  0.020 0.110  0.020 0.309  0.020 0.508  0.149 0.393  0.290 0.253  0.485 0.245  0.575 0.136  0.575 -0.063  0.575 -0.261  0.575 -0.460  0.524 -0.638  0.384 -0.778  0.297 -0.941  0.297 -1.140  0.297 -1.338  0.180 -1.420  -0.018 -1.420  -0.217 -1.420  -0.258 -1.262  -0.337 -1.142  -0.535 -1.142
3#kai#kai1#kclee4/b  0.295 2.126  0.249 1.942  0.191 1.762  0.139 1.581  0.120 1.395  0.060 1.215  0.000 1.036  -0.049 0.853  -0.095 0.670  -0.148 0.488  -0.199 0.306  -0.252 0.124  -0.327 -0.049  -0.378 -0.226  -0.427 -0.404  -0.511 -0.574  -0.596 -0.743  -0.668 -0.917  -0.728 -1.097  -0.828 -1.161  -0.731 -0.999  -0.633 -0.836  -0.536 -0.674  -0.438 -0.512  -0.341 -0.349  -0.244 -0.187  -0.146 -0.025  -0.049 0.138  0.049 0.300  0.146 0.462  0.244 0.624  0.433 0.624  0.622 0.624  0.794 0.567  0.928 0.436  1.020 0.278  1.020 0.089  1.003 -0.098  0.925 -0.269  0.820 -0.426  0.695 -0.565  0.542 -0.676  0.373 -0.761  0.198 -0.833  0.017 -0.878  -0.167 -0.911  -0.353 -0.929  -0.542 -0.929  -0.708 -0.892  -0.793 -0.722
3#kai#kai1#kclee4/b  0.105 2.249  0.105 2.079  0.105 1.909  0.057 1.747  0.057 1.578  0.042 1.410  0.008 1.244  0.007 1.075  -0.034 0.910  -0.075 0.745  -0.117 0.581  -0.158 0.416  -0.202 0.252  -0.236 0.088  -0.248 -0.080  -0.302 -0.241  -0.355 -0.402  -0.382 -0.567  -0.401 -0.734  -0.465 -0.891  -0.537 -1.044  -0.619 -1.165  -0.692 -1.108  -0.611 -0.959  -0.529 -0.810  -0.448 -0.662  -0.366 -0.513  -0.284 -0.364  -0.203 -0.215  -0.121 -0.066  -0.040 0.082  0.042 0.231  0.142 0.359  0.305 0.395  0.473 0.385  0.631 0.322  0.778 0.240  0.837 0.101  0.837 -0.068  0.837 -0.238  0.770 -0.388  0.671 -0.525  0.565 -0.657  0.445 -0.777  0.315 -0.886  0.175 -0.979  0.013 -1.030  -0.152 -1.068  -0.311 -1.041  -0.431 -0.921
3#kai#kai1#kclee4/b  0.128 2.117  0.075 1.942  0.039 1.761  0.026 1.579  -0.019 1.401  -0.042 1.218  -0.072 1.037  -0.117 0.858  -0.162 0.680  -0.206 0.501  -0.251 0.322  -0.296 0.144  -0.340 -0.035  -0.385 -0.213  -0.430 -0.392  -0.475 -0.571  -0.528 -0.747  -0.564 -0.927  -0.608 -1.106  -0.657 -1.225  -0.657 -1.041  -0.611 -0.866  -0.541 -0.696  -0.471 -0.526  -0.401 -0.355  -0.331 -0.185  -0.261 -0.015  -0.191 0.155  -0.120 0.326  -0.050 0.496  0.069 0.593  0.253 0.593  0.437 0.593  0.621 0.593  0.781 0.520  0.909 0.392  0.989 0.228  1.006 0.046  0.980 -0.135  0.915 -0.304  0.813 -0.457  0.685 -0.587  0.542 -0.702  0.432 -0.845  0.264 -0.917  0.102 -1.001  -0.075 -1.051  -0.252 -1.103  -0.434 -1.115  -0.518 -0.977
3#kai#kai1#kclee4/b  0.118 2.062  0.117 1.869  0.079 1.681  0.035 1.494  -0.012 1.307  -0.023 1.116  -0.060 0.928  -0.106 0.741  -0.164 0.558  -0.211 0.371  -0.272 0.188  -0.337 0.008  -0.407 -0.172  -0.478 -0.350  -0.564 -0.522  -0.650 -0.694  -0.733 -0.868  -0.728 -1.034  -0.647 -0.862  -0.567 -0.687  -0.486 -0.512  -0.406 -0.337  -0.325 -0.163  -0.245 0.012  -0.165 0.187  -0.084 0.362  -0.004 0.537  0.083 0.704  0.270 0.748  0.462 0.748  0.653 0.725  0.823 0.653  0.928 0.500  0.963 0.312  0.963 0.119  0.958 -0.073  0.921 -0.262  0.859 -0.443  0.763 -0.610  0.662 -0.773  0.526 -0.909  0.390 -1.045  0.213 -1.082  0.026 -1.129  -0.166 -1.129  -0.357 -1.126  -0.522 -1.027  -0.652 -0.890  -0.714 -0.710  -0.727 -0.519
3#kai#kai1#kclee4/b  -0.107 2.163  -0.150 1.989  -0.163 1.812  -0.198 1.638  -0.211 1.460  -0.243 1.284  -0.243 1.105  -0.243 0.926  -0.253 0.748  -0.288 0.572  -0.289 0.393  -0.289 0.214  -0.308 0.037  -0.334 -0.139  -0.351 -0.316  -0.380 -0.492  -0.405 -0.668  -0.425 -0.844  -0.459 -1.020  -0.512 -1.191  -0.607 -1.068  -0.551 -0.898  -0.494 -0.728  -0.423 -0.564  -0.343 -0.404  -0.268 -0.242  -0.201 -0.075  -0.138 0.091  -0.040 0.242  0.052 0.395  0.170 0.529  0.312 0.629  0.487 0.661  0.648 0.607  0.777 0.487  0.852 0.325  0.888 0.149  0.894 -0.029  0.876 -0.207  0.833 -0.380  0.766 -0.546  0.678 -0.702  0.579 -0.851  0.465 -0.987  0.305 -1.067  0.145 -1.147  -0.031 -1.154  -0.178 -1.070  -0.271 -0.917  -0.334 -0.750
3#kai#kai1#kclee4/b  0.182 2.262  0.137 2.081  0.111 1.896  0.078 1.713  0.049 1.530  0.026 1.345  -0.015 1.163  -0.040 0.980  -0.062 0.796  -0.084 0.612  -0.110 0.429  -0.155 0.248  -0.173 0.063  -0.194 -0.120  -0.245 -0.300  -0.302 -0.478  -0.319 -0.661  -0.382 -0.837  -0.458 -1.007  -0.547 -1.169  -0.573 -1.140  -0.536 -0.959  -0.477 -0.782  -0.439 -0.602  -0.401 -0.421  -0.342 -0.244  -0.283 -0.067  -0.209 0.103  -0.139 0.276  -0.021 0.416  0.088 0.567  0.261 0.631  0.440 0.643  0.598 0.558  0.697 0.406  0.747 0.226  0.759 0.041  0.759 -0.146  0.715 -0.325  0.694 -0.508  0.621 -0.679  0.511 -0.828  0.380 -0.960  0.236 -1.077  0.066 -1.151  -0.120 -1.157  -0.271 -1.086  -0.380 -0.935  -0.439 -0.766  -0.439 -0.580
3#kai#kai1#kclee4/b  0.168 2.218  0.109 2.038  0.058 1.856  0.020 1.670  -0.022 1.485  -0.026 1.296  -0.070 1.112  -0.070 0.922  -0.106 0.737  -0.133 0.550  -0.154 0.361  -0.188 0.175  -0.234 -0.009  -0.280 -0.193  -0.308 -0.379  -0.331 -0.565  -0.391 -0.745  -0.405 -0.933  -0.451 -1.117  -0.546 -1.242  -0.500 -1.062  -0.422 -0.889  -0.344 -0.716  -0.267 -0.543  -0.189 -0.370  -0.111 -0.197  -0.033 -0.024  0.045 0.149  0.123 0.322  0.200 0.495  0.278 0.668  0.420 0.741  0.606 0.703  0.728 0.569  0.833 0.412  0.835 0.223  0.830 0.034  0.803 -0.154  0.750 -0.334  0.656 -0.498  0.541 -0.649  0.407 -0.783  0.238 -0.868  0.068 -0.953  -0.109 -1.019  -0.299 -1.022  -0.488 -1.022  -0.673 -0.978  -0.784 -0.830  -0.784 -0.640
3#kai#kai1#kclee4/b  -0.861 -1.249  -0.781 -1.026  -0.702 -0.804  -0.623 -0.581  -0.543 -0.358  -0.464 -0.135  -0.385 0.087  -0.305 0.310  -0.226 0.533  -0.147 0.756  -0.067 0.978  0.012 1.201  0.091 1.424  0.171 1.647  0.250 1.869  0.303 1.937  0.273 1.705  0.245 1.473  0.201 1.241  0.175 1.006  0.126 0.775  0.079 0.543  0.066 0.308  0.008 0.079  -0.049 -0.150  -0.122 -0.375  -0.195 -0.600  -0.262 -0.826  -0.363 -1.039  -0.516 -1.218  -0.460 -1.078  -0.351 -0.868  -0.243 -0.658  -0.135 -0.447  -0.027 -0.237  0.081 -0.027  0.189 0.183  0.344 0.317  0.573 0.271  0.770 0.139  0.924 -0.034  0.974 -0.262  0.927 -0.490  0.760 -0.658  0.584 -0.814  0.384 -0.940  0.160 -1.009  -0.075 -1.025  -0.311 -1.025  -0.458 -0.846
3#kai#kai1#kclee4/b  0.093 2.199  0.065 2.006  0.047 1.812  0.047 1.617  0.003 1.428  0.001 1.233  -0.015 1.040  -0.062 0.851  -0.109 0.662  -0.136 0.470  -0.148 0.277  -0.196 0.088  -0.243 -0.102  -0.305 -0.285  -0.364 -0.466  -0.431 -0.641  -0.492 -0.824  -0.551 -1.010  -0.613 -1.195  -0.595 -1.163  -0.524 -0.981  -0.452 -0.800  -0.380 -0.619  -0.309 -0.437  -0.237 -0.256  -0.165 -0.075  -0.093 0.106  -0.022 0.288  0.050 0.469  0.122 0.650  0.285 0.722  0.478 0.738  0.665 0.703  0.808 0.585  0.883 0.406  0.914 0.215  0.914 0.020  0.881 -0.171  0.823 -0.357  0.706 -0.513  0.572 -0.654  0.422 -0.777  0.264 -0.891  0.096 -0.986  -0.086 -1.056  -0.276 -1.087  -0.466 -1.054  -0.595 -0.916  -0.638 -0.735  -0.638 -0.540
2#app#app19#app1960/b  -0.688 1.235  -0.688 1.377  -0.688 1.518  -0.688 1.531  -0.688 1.389  -0.688 1.247  -0.688 1.105  -0.688 0.964  -0.688 0.822  -0.688 0.680  -0.688 0.538  -0.688 0.396  -0.688 0.254  -0.688 0.113  -0.688 -0.029  -0.688 -0.171  -0.688 -0.313  -0.688 -0.455  -0.660 -0.569  -0.533 -0.534  -0.447 -0.428  -0.417 -0.298  -0.317 -0.198  -0.217 -0.098  -0.117 0.003  -0.016 0.103  0.105 0.153  0.220 0.218  0.339 0.273  0.481 0.273  0.622 0.273  0.762 0.266  0.862 0.166  0.877 0.031  0.977 -0.070  0.995 -0.204  1.093 -0.306  1.116 -0.438  1.116 -0.580  1.093 -0.712  0.992 -0.812  0.892 -0.913  0.757 -0.930  0.618 -0.938  0.491 -1.002  0.360 -1.050  0.218 -1.050  0.154 -0.973  0.055 -0.930  -0.087 -0.930
2#app#app07#app0798/b  -1.057 0.850  -1.015 0.674  -0.965 0.501  -0.914 0.337  -0.816 0.182  -0.771 0.009  -0.687 -0.142  -0.687 -0.327  -0.595 -0.474  -0.595 -0.659  -0.595 -0.844  -0.595 -1.030  -0.595 -1.215  -0.595 -1.154  -0.595 -0.969  -0.595 -0.784  -0.595 -0.599  -0.507 -0.450  -0.502 -0.266  -0.441 -0.106  -0.410 0.066  -0.310 0.210  -0.225 0.360  -0.225 0.545  -0.132 0.692  -0.047 0.842  0.042 0.942  0.135 1.035  0.282 1.127  0.467 1.127  0.653 1.127  0.800 1.035  0.892 0.942  1.048 0.872  1.163 0.788  1.163 0.602  1.163 0.417  1.163 0.232  1.118 0.065  1.045 -0.075  0.978 -0.193  0.894 -0.344  0.730 -0.430  0.641 -0.537  0.500 -0.645  0.369 -0.776  0.211 -0.841  0.053 -0.907  -0.132 -0.907  -0.317 -0.907
3#apa#apa13#app1310/b  -0.348 2.142  -0.348 1.985  -0.348 1.828  -0.313 1.685  -0.263 1.549  -0.263 1.392  -0.263 1.234  -0.228 1.092  -0.179 0.955  -0.179 0.798  -0.179 0.641  -0.179 0.484  -0.179 0.327  -0.206 0.173  -0.244 0.020  -0.263 -0.134  -0.263 -0.291  -0.263 -0.449  -0.348 -0.571  -0.348 -0.728  -0.281 -0.819  -0.283 -0.681  -0.305 -0.526  -0.327 -0.370  -0.349 -0.215  -0.372 -0.059  -0.394 0.096  -0.416 0.252  -0.390 0.366  -0.233 0.366  -0.106 0.293  0.030 0.242  0.083 0.108  0.224 0.038  0.339 -0.067  0.450 -0.178  0.561 -0.290  0.697 -0.341  0.808 -0.452  0.919 -0.563  0.921 -0.719  0.863 -0.819  0.744 -0.911  0.646 -1.031  0.567 -1.157  0.411 -1.160  0.292 -1.260  0.153 -1.333  0.042 -1.444  -0.094 -1.495
2#app#app13#app1351/b  -0.551 1.256  -0.551 1.087  -0.677 1.044  -0.763 0.961  -0.763 0.791  -0.763 0.622  -0.763 0.453  -0.677 0.319  -0.557 0.200  -0.551 0.033  -0.551 -0.136  -0.551 -0.306  -0.562 -0.415  -0.625 -0.258  -0.688 -0.100  -0.751 0.057  -0.814 0.214  -0.877 0.371  -0.940 0.528  -0.904 0.619  -0.734 0.619  -0.565 0.619  -0.396 0.619  -0.227 0.619  -0.057 0.619  0.112 0.619  0.281 0.619  0.451 0.619  0.511 0.510  0.558 0.360  0.677 0.240  0.797 0.121  0.917 0.001  1.078 -0.019  1.149 -0.117  1.149 -0.286  1.149 -0.456  1.149 -0.625  1.149 -0.794  1.149 -0.964  1.097 -1.081  0.928 -1.081  0.759 -1.081  0.589 -1.081  0.420 -1.081  0.251 -1.081  0.083 -1.078  -0.037 -0.958  -0.169 -0.869  -0.338 -0.869
3#app#app11#app1162/b  -0.599 1.971  -0.599 1.800  -0.599 1.630  -0.599 1.459  -0.599 1.288  -0.599 1.118  -0.599 0.947  -0.599 0.777  -0.599 0.606  -0.599 0.435  -0.599 0.265  -0.599 0.094  -0.599 -0.076  -0.541 -0.233  -0.512 -0.397  -0.512 -0.568  -0.512 -0.738  -0.469 -0.899  -0.425 -0.915  -0.425 -0.744  -0.338 -0.610  -0.338 -0.439  -0.338 -0.269  -0.325 -0.104  -0.251 0.037  -0.206 0.189  -0.140 0.318  -0.057 0.405  0.109 0.417  0.249 0.492  0.401 0.449  0.554 0.405  0.706 0.387  0.804 0.307  0.924 0.187  1.045 0.066  1.125 -0.030  1.141 -0.184  1.141 -0.355  1.141 -0.526  1.039 -0.654  0.918 -0.775  0.798 -0.895  0.629 -0.900  0.495 -0.987  0.324 -0.987  0.153 -0.987  -0.014 -0.975  -0.167 -0.900  -0.338 -0.900
3#apa#apa09#app0944/b  -0.242 1.942  -0.328 1.856  -0.378 1.756  -0.378 1.635  -0.378 1.513  -0.378 1.392  -0.378 1.271  -0.378 1.150  -0.378 1.029  -0.378 0.908  -0.378 0.787  -0.378 0.665  -0.378 0.544  -0.378 0.423  -0.378 0.302  -0.378 0.181  -0.378 0.060  -0.378 -0.061  -0.378 -0.183  -0.378 -0.304  -0.378 -0.425  -0.378 -0.546  -0.378 -0.667  -0.378 -0.788  -0.378 -0.909  -0.378 -1.030  -0.312 -1.124  -0.219 -1.194  -0.098 -1.194  0.023 -1.194  0.144 -1.194  0.236 -1.124  0.322 -1.039  0.408 -0.953  0.440 -0.845  0.440 -0.724  0.440 -0.603  0.426 -0.485  0.372 -0.377  0.318 -0.268  0.303 -0.151  0.303 -0.030  0.362 0.033  0.483 0.033  0.604 0.033  0.724 0.027  0.832 -0.027  0.941 -0.081  1.036 -0.053  1.121 0.033
2#apb#apb38#app3833/b  -0.895 1.662  -0.882 1.517  -0.849 1.373  -0.826 1.228  -0.803 1.082  -0.784 0.936  -0.765 0.790  -0.748 0.644  -0.731 0.498  -0.715 0.352  -0.698 0.205  -0.680 0.059  -0.661 -0.087  -0.628 -0.230  -0.594 -0.373  -0.574 -0.468  -0.496 -0.344  -0.421 -0.217  -0.343 -0.092  -0.260 0.030  -0.174 0.149  -0.085 0.266  0.032 0.349  0.166 0.411  0.302 0.467  0.441 0.508  0.588 0.499  0.730 0.467  0.871 0.423  0.987 0.335  1.084 0.229  1.133 0.090  1.175 -0.051  1.207 -0.193  1.187 -0.339  1.136 -0.475  1.063 -0.602  0.951 -0.698  0.835 -0.786  0.694 -0.829  0.554 -0.872  0.409 -0.899  0.263 -0.918  0.117 -0.933  -0.030 -0.933  -0.177 -0.933  -0.320 -0.900  -0.463 -0.864  -0.596 -0.803  -0.726 -0.734
1c#apa#apa09#app0997/b  -0.047 2.002  -0.092 1.887  -0.138 1.772  -0.184 1.657  -0.230 1.543  -0.276 1.428  -0.322 1.313  -0.368 1.199  -0.414 1.084  -0.434 0.964  -0.434 0.841  -0.434 0.717  -0.434 0.593  -0.434 0.470  -0.434 0.346  -0.434 0.223  -0.434 0.099  -0.434 -0.024  -0.434 -0.148  -0.434 -0.271  -0.434 -0.395  -0.432 -0.518  -0.377 -0.629  -0.322 -0.739  -0.267 -0.850  -0.211 -0.960  -0.156 -1.071  -0.101 -1.181  -0.044 -1.290  0.079 -1.290  0.187 -1.250  0.274 -1.163  0.341 -1.067  0.341 -0.943  0.341 -0.820  0.341 -0.696  0.341 -0.573  0.341 -0.449  0.341 -0.326  0.341 -0.202  0.291 -0.128  0.168 -0.128  0.250 -0.128  0.374 -0.128  0.497 -0.128  0.621 -0.128  0.744 -0.128  0.868 -0.128  0.992 -0.128  1.115 -0.128
1c#apa#apa09#app0997/b  -0.024 1.661  -0.024 1.798  -0.060 1.785  -0.121 1.662  -0.182 1.540  -0.243 1.418  -0.304 1.296  -0.365 1.173  -0.422 1.049  -0.466 0.920  -0.509 0.790  -0.552 0.660  -0.595 0.531  -0.607 0.396  -0.607 0.259  -0.607 0.122  -0.607 -0.014  -0.607 -0.151  -0.603 -0.287  -0.542 -0.409  -0.481 -0.531  -0.420 -0.653  -0.359 -0.776  -0.297 -0.898  -0.236 -1.020  -0.132 -1.099  -0.010 -1.160  0.113 -1.222  0.242 -1.250  0.364 -1.235  0.364 -1.098  0.364 -0.961  0.352 -0.827  0.309 -0.697  0.266 -0.567  0.222 -0.438  0.179 -0.308  0.063 -0.280  -0.024 -0.230  -0.024 -0.094  0.104 -0.086  0.241 -0.086  0.378 -0.086  0.514 -0.086  0.651 -0.086  0.788 -0.086  0.924 -0.086  1.061 -0.086  1.198 -0.086  1.334 -0.086
3#apa#apa12#app1298/b  -0.483 2.074  -0.371 1.977  -0.371 1.769  -0.371 1.560  -0.371 1.351  -0.371 1.142  -0.371 0.933  -0.371 0.724  -0.371 0.515  -0.371 0.307  -0.371 0.098  -0.259 0.001  -0.259 -0.208  -0.259 -0.417  -0.259 -0.625  -0.259 -0.834  -0.259 -1.043  -0.187 -1.180  -0.179 -1.016  -0.220 -0.811  -0.261 -0.606  -0.302 -0.401  -0.343 -0.196  -0.384 0.008  -0.425 0.213  -0.466 0.418  -0.361 0.503  -0.259 0.610  -0.055 0.615  0.041 0.727  0.250 0.727  0.347 0.615  0.443 0.503  0.540 0.391  0.639 0.281  0.751 0.184  0.864 0.022  0.976 -0.075  0.976 -0.283  0.976 -0.492  0.864 -0.589  0.797 -0.732  0.701 -0.844  0.535 -0.948  0.330 -0.956  0.128 -0.987  -0.034 -1.096  -0.155 -1.189  -0.302 -1.337  -0.483 -1.405
3#app#app25#app2546/b  1.113 1.980  0.993 1.819  0.872 1.658  0.751 1.497  0.630 1.335  0.499 1.183  0.357 1.041  0.215 0.898  0.199 0.703  0.006 0.689  -0.137 0.547  -0.279 0.404  -0.349 0.232  -0.349 0.031  -0.489 -0.032  -0.532 -0.189  -0.709 -0.214  -0.727 -0.397  -0.928 -0.397  -1.081 -0.446  -1.148 -0.580  -1.264 -0.666  -1.159 -0.763  -0.958 -0.763  -0.756 -0.763  -0.602 -0.650  -0.440 -0.534  -0.260 -0.444  -0.098 -0.329  0.044 -0.186  0.187 -0.044  0.329 0.098  0.382 0.278  0.527 0.334  0.728 0.334  0.566 0.334  0.382 0.316  0.418 0.151  0.565 0.096  0.565 -0.105  0.565 -0.306  0.565 -0.508  0.565 -0.709  0.417 -0.763  0.382 -0.929  0.198 -0.947  0.056 -1.089  -0.129 -1.129  -0.331 -1.129  -0.349 -0.946
2#tos#f3#f3067059/b  -0.869 -0.083  -1.046 -0.140  -1.046 -0.340  -0.861 -0.392  -0.662 -0.392  -0.466 -0.358  -0.272 -0.310  -0.109 -0.198  0.037 -0.061  0.188 0.063  0.378 0.126  0.540 0.240  0.700 0.359  0.832 0.504  0.944 0.670  1.081 0.814  1.138 0.996  1.206 1.168  1.206 1.368  1.012 1.373  0.832 1.316  0.647 1.256  0.499 1.123  0.333 1.012  0.159 0.916  0.006 0.791  -0.136 0.650  -0.246 0.484  -0.360 0.321  -0.483 0.164  -0.594 -0.002  -0.686 -0.178  -0.752 -0.366  -0.817 -0.554  -0.869 -0.742  -0.869 -0.941  -0.850 -1.137  -0.770 -1.275  -0.570 -1.275  -0.400 -1.204  -0.243 -1.084  -0.109 -0.945  -0.013 -0.781  0.096 -0.632  0.172 -0.448  0.235 -0.261  0.250 -0.275  0.367 -0.375  0.521 -0.481  0.720 -0.481
3#apa#apa02#app0247/b  -0.508 1.462  -0.395 1.597  -0.395 1.596  -0.429 1.428  -0.508 1.280  -0.508 1.098  -0.508 0.917  -0.508 0.735  -0.508 0.554  -0.508 0.372  -0.508 0.190  -0.508 0.009  -0.508 -0.173  -0.564 -0.341  -0.620 -0.509  -0.620 -0.691  -0.620 -0.872  -0.726 -1.010  -0.733 -1.070  -0.722 -0.893  -0.620 -0.753  -0.545 -0.603  -0.467 -0.443  -0.409 -0.271  -0.334 -0.106  -0.236 0.044  -0.131 0.189  -0.045 0.348  0.084 0.476  0.224 0.588  0.386 0.670  0.567 0.673  0.746 0.666  0.909 0.585  0.967 0.437  1.069 0.298  1.145 0.148  1.182 -0.018  1.182 -0.200  1.182 -0.381  1.104 -0.531  0.976 -0.659  0.848 -0.788  0.668 -0.791  0.500 -0.850  0.331 -0.904  0.150 -0.904  -0.032 -0.904  -0.214 -0.904  -0.282 -0.791
2#app#app07#app0753/b  0.100 2.223  0.100 2.071  0.100 1.918  0.100 1.765  0.084 1.619  -0.020 1.509  -0.049 1.359  -0.079 1.209  -0.109 1.059  -0.144 0.911  -0.212 0.775  -0.253 0.632  -0.253 0.479  -0.295 0.333  -0.343 0.188  -0.371 0.040  -0.371 -0.113  -0.371 -0.265  -0.371 -0.418  -0.371 -0.571  -0.371 -0.723  -0.371 -0.876  -0.371 -0.882  -0.371 -0.730  -0.371 -0.577  -0.371 -0.424  -0.371 -0.271  -0.371 -0.119  -0.324 -0.014  -0.171 -0.014  -0.018 -0.014  0.135 -0.014  0.287 -0.014  0.409 -0.088  0.544 -0.131  0.688 -0.139  0.732 -0.249  0.806 -0.327  0.806 -0.480  0.785 -0.624  0.688 -0.736  0.637 -0.838  0.493 -0.876  0.357 -0.945  0.210 -0.963  0.102 -1.071  -0.048 -1.083  -0.193 -1.132  -0.338 -1.180  -0.489 -1.191
2#app#app25#app2587/b  1.035 2.120  0.948 1.947  0.862 1.774  0.775 1.602  0.689 1.429  0.577 1.274  0.452 1.132  0.436 0.955  0.258 0.940  0.248 0.751  0.111 0.614  -0.063 0.567  -0.130 0.441  -0.130 0.248  -0.218 0.091  -0.354 -0.046  -0.491 -0.182  -0.518 -0.364  -0.627 -0.512  -0.785 -0.598  -0.907 -0.670  -0.907 -0.863  -0.907 -0.916  -0.838 -0.792  -0.713 -0.724  -0.665 -0.550  -0.528 -0.413  -0.339 -0.404  -0.324 -0.225  -0.147 -0.210  -0.130 -0.033  0.046 -0.015  0.064 0.160  0.064 0.353  0.238 0.373  0.258 0.200  0.258 0.007  0.429 -0.015  0.452 -0.186  0.572 -0.329  0.646 -0.492  0.646 -0.685  0.585 -0.853  0.447 -0.986  0.254 -0.986  0.061 -0.986  -0.133 -0.986  -0.326 -0.986  -0.519 -0.986  -0.713 -0.986
2#app#app25#app2587/b  1.075 2.010  0.989 1.881  0.903 1.752  0.817 1.623  0.731 1.494  0.638 1.370  0.529 1.260  0.464 1.132  0.453 0.981  0.343 0.871  0.260 0.750  0.260 0.595  0.116 0.584  -0.011 0.516  -0.121 0.407  -0.147 0.262  -0.197 0.127  -0.306 0.018  -0.416 -0.092  -0.526 -0.202  -0.555 -0.345  -0.555 -0.500  -0.555 -0.656  -0.555 -0.811  -0.643 -0.930  -0.752 -1.040  -0.759 -0.899  -0.689 -0.773  -0.580 -0.663  -0.555 -0.518  -0.483 -0.435  -0.351 -0.411  -0.351 -0.256  -0.259 -0.139  -0.149 -0.029  0.005 -0.027  0.056 0.077  0.056 0.121  0.056 -0.034  0.056 -0.189  0.137 -0.311  0.246 -0.421  0.260 -0.570  0.260 -0.726  0.260 -0.881  0.260 -1.036  0.260 -1.191  0.163 -1.250  0.008 -1.250  -0.147 -1.250
1c#ced#rgzu9771_s_jn/b  -0.599 1.290  -0.599 1.435  -0.599 1.580  -0.645 1.664  -0.669 1.525  -0.669 1.381  -0.669 1.236  -0.669 1.092  -0.669 0.947  -0.656 0.804  -0.646 0.660  -0.626 0.517  -0.622 0.373  -0.601 0.230  -0.577 0.087  -0.552 -0.055  -0.542 -0.198  -0.507 -0.339  -0.471 -0.479  -0.423 -0.614  -0.362 -0.739  -0.319 -0.619  -0.305 -0.478  -0.293 -0.336  -0.272 -0.196  -0.226 -0.063  -0.154 0.058  -0.054 0.156  0.072 0.224  0.214 0.241  0.359 0.241  0.498 0.209  0.623 0.139  0.736 0.050  0.838 -0.048  0.928 -0.161  0.972 -0.297  1.010 -0.436  1.009 -0.580  0.970 -0.719  0.885 -0.834  0.799 -0.950  0.683 -1.035  0.563 -1.116  0.438 -1.165  0.311 -1.154  0.356 -1.020  0.468 -0.931  0.580 -0.839  0.684 -0.739
1c#ced#rgzu9771_s_jn/b  -0.780 1.319  -0.728 1.441  -0.675 1.562  -0.701 1.476  -0.701 1.337  -0.701 1.198  -0.728 1.064  -0.715 0.926  -0.701 0.789  -0.699 0.651  -0.675 0.515  -0.666 0.377  -0.648 0.240  -0.637 0.102  -0.610 -0.034  -0.596 -0.171  -0.578 -0.308  -0.544 -0.442  -0.517 -0.577  -0.498 -0.713  -0.463 -0.844  -0.376 -0.861  -0.358 -0.730  -0.332 -0.597  -0.306 -0.465  -0.268 -0.334  -0.223 -0.203  -0.143 -0.092  -0.072 0.023  0.040 0.098  0.162 0.163  0.290 0.211  0.428 0.218  0.563 0.238  0.700 0.228  0.835 0.201  0.962 0.145  1.065 0.054  1.137 -0.063  1.171 -0.195  1.171 -0.334  1.138 -0.468  1.087 -0.596  1.026 -0.719  0.937 -0.825  0.836 -0.915  0.717 -0.979  0.588 -1.030  0.455 -1.055  0.327 -1.028
1c#ced#rgzu9771_s_jn/b  -0.495 1.199  -0.546 1.362  -0.601 1.514  -0.660 1.673  -0.661 1.693  -0.661 1.522  -0.661 1.351  -0.661 1.180  -0.661 1.008  -0.650 0.838  -0.641 0.667  -0.635 0.497  -0.620 0.326  -0.602 0.157  -0.576 -0.013  -0.527 -0.177  -0.497 -0.345  -0.462 -0.513  -0.392 -0.667  -0.339 -0.826  -0.308 -0.688  -0.288 -0.521  -0.265 -0.354  -0.214 -0.191  -0.127 -0.044  -0.038 0.099  0.106 0.188  0.261 0.261  0.429 0.286  0.596 0.293  0.767 0.286  0.921 0.215  1.048 0.107  1.104 -0.053  1.087 -0.222  1.030 -0.382  0.933 -0.523  0.815 -0.647  0.702 -0.774  0.573 -0.886  0.436 -0.989  0.292 -1.079  0.132 -1.127  -0.029 -1.152  -0.059 -1.021  0.048 -0.894  0.183 -0.789  0.320 -0.687  0.470 -0.614  0.626 -0.545
