1c#apa#apa03#app0358/g  0.149 0.823  0.262 0.886  0.262 1.062  0.186 1.162  0.017 1.144  -0.120 1.049  -0.191 0.944  -0.343 0.897  -0.468 0.773  -0.530 0.622  -0.643 0.559  -0.643 0.383  -0.757 0.254  -0.690 0.144  -0.514 0.144  -0.337 0.144  -0.161 0.144  0.015 0.144  0.146 0.254  0.274 0.370  0.375 0.445  0.488 0.509  0.576 0.597  0.639 0.710  0.714 0.811  0.714 0.885  0.601 0.822  0.601 0.646  0.587 0.484  0.488 0.407  0.488 0.230  0.488 0.054  0.488 -0.122  0.488 -0.298  0.375 -0.428  0.375 -0.604  0.375 -0.780  0.375 -0.956  0.343 -1.101  0.262 -1.196  0.149 -1.259  0.041 -1.327  -0.136 -1.327  -0.312 -1.327  -0.488 -1.327  -0.664 -1.327  -0.841 -1.327  -1.017 -1.327  -1.165 -1.258  -1.322 -1.214
1c#mot#mot1#bb2/g  0.734 0.927  0.785 1.077  0.765 1.231  0.633 1.313  0.474 1.322  0.321 1.292  0.174 1.231  0.036 1.153  -0.098 1.068  -0.224 0.971  -0.307 0.837  -0.312 0.696  -0.187 0.619  -0.032 0.616  0.125 0.641  0.277 0.689  0.414 0.764  0.531 0.872  0.458 0.769  0.396 0.622  0.349 0.470  0.311 0.316  0.277 0.160  0.246 0.004  0.217 -0.152  0.188 -0.308  0.148 -0.463  0.109 -0.617  0.067 -0.770  0.022 -0.923  -0.023 -1.076  -0.082 -1.223  -0.142 -1.371  -0.228 -1.504  -0.337 -1.614  -0.486 -1.636  -0.579 -1.516  -0.620 -1.364  -0.644 -1.207  -0.652 -1.048  -0.645 -0.891  -0.615 -0.734  -0.569 -0.584  -0.498 -0.441  -0.422 -0.302  -0.312 -0.187  -0.203 -0.072  -0.080 0.028  0.053 0.115  0.186 0.202
1c#mot#mot1#bb2/g  0.500 0.916  0.597 1.058  0.566 1.222  0.408 1.287  0.238 1.292  0.073 1.239  -0.086 1.165  -0.211 1.046  -0.300 0.901  -0.306 0.738  -0.165 0.659  0.005 0.677  0.167 0.737  0.318 0.824  0.454 0.933  0.547 1.006  0.455 0.859  0.383 0.701  0.319 0.538  0.261 0.374  0.206 0.208  0.164 0.039  0.129 -0.132  0.097 -0.303  0.070 -0.476  0.042 -0.648  0.022 -0.821  0.001 -0.994  -0.042 -1.163  -0.092 -1.330  -0.174 -1.484  -0.279 -1.620  -0.425 -1.697  -0.588 -1.658  -0.677 -1.521  -0.710 -1.352  -0.701 -1.178  -0.669 -1.007  -0.618 -0.841  -0.553 -0.680  -0.465 -0.529  -0.378 -0.378  -0.264 -0.247  -0.146 -0.118  -0.028 0.010  0.104 0.125  0.236 0.239  0.369 0.352  0.505 0.461  0.641 0.570
1c#mot#mot1#bb2/g  0.617 0.995  0.701 1.130  0.695 1.285  0.559 1.350  0.400 1.356  0.246 1.316  0.116 1.221  0.004 1.108  -0.080 0.975  -0.113 0.821  -0.050 0.703  0.105 0.714  0.248 0.783  0.384 0.867  0.513 0.949  0.450 0.802  0.399 0.650  0.346 0.499  0.294 0.348  0.258 0.192  0.222 0.036  0.183 -0.120  0.141 -0.275  0.100 -0.429  0.057 -0.584  0.013 -0.738  -0.032 -0.892  -0.086 -1.042  -0.140 -1.193  -0.211 -1.336  -0.292 -1.474  -0.404 -1.588  -0.546 -1.634  -0.666 -1.544  -0.716 -1.396  -0.727 -1.238  -0.711 -1.078  -0.676 -0.923  -0.630 -0.769  -0.569 -0.622  -0.488 -0.484  -0.407 -0.345  -0.311 -0.218  -0.211 -0.092  -0.111 0.033  -0.000 0.149  0.110 0.265  0.223 0.378  0.339 0.489  0.455 0.599
1c#mot#mot1#bb2/g  0.100 0.765  0.245 0.852  0.388 0.942  0.491 1.075  0.590 1.212  0.538 1.317  0.388 1.254  0.245 1.165  0.112 1.061  -0.001 0.936  -0.085 0.790  -0.028 0.674  0.137 0.693  0.293 0.759  0.424 0.862  0.548 0.977  0.586 0.996  0.515 0.844  0.464 0.682  0.415 0.520  0.366 0.358  0.316 0.197  0.265 0.035  0.215 -0.126  0.165 -0.288  0.115 -0.450  0.052 -0.607  -0.010 -0.764  -0.075 -0.920  -0.143 -1.075  -0.211 -1.230  -0.314 -1.365  -0.421 -1.495  -0.546 -1.609  -0.701 -1.666  -0.799 -1.550  -0.817 -1.381  -0.783 -1.218  -0.733 -1.056  -0.667 -0.900  -0.601 -0.744  -0.521 -0.596  -0.433 -0.451  -0.345 -0.307  -0.239 -0.175  -0.132 -0.044  -0.024 0.086  0.096 0.205  0.219 0.322  0.341 0.439
1c#mot#mot1#bb2/g  -0.843 0.221  -0.775 0.253  -0.607 0.379  -0.440 0.505  -0.273 0.633  -0.104 0.757  0.063 0.884  0.234 1.005  0.413 1.114  0.592 1.108  0.649 1.098  0.456 1.179  0.248 1.184  0.052 1.116  -0.111 0.985  -0.228 0.815  -0.291 0.615  -0.293 0.409  -0.097 0.373  0.096 0.448  0.273 0.561  0.439 0.688  0.595 0.828  0.650 0.854  0.574 0.659  0.521 0.456  0.469 0.252  0.416 0.049  0.360 -0.153  0.303 -0.355  0.252 -0.558  0.201 -0.762  0.131 -0.960  0.058 -1.156  -0.031 -1.346  -0.125 -1.533  -0.239 -1.710  -0.391 -1.849  -0.553 -1.809  -0.608 -1.611  -0.608 -1.401  -0.551 -1.199  -0.490 -0.999  -0.404 -0.807  -0.319 -0.615  -0.199 -0.444  -0.074 -0.275  0.059 -0.113  0.204 0.038  0.349 0.190
1c#mot#mot1#bb2/g  -0.686 0.558  -0.659 0.643  -0.475 0.766  -0.289 0.885  -0.097 0.995  0.107 1.079  0.321 1.134  0.474 1.044  0.447 1.147  0.229 1.147  0.018 1.085  -0.162 0.968  -0.309 0.804  -0.437 0.624  -0.512 0.420  -0.406 0.251  -0.191 0.255  0.020 0.320  0.224 0.405  0.409 0.525  0.587 0.657  0.675 0.843  0.555 0.670  0.523 0.452  0.489 0.234  0.446 0.017  0.392 -0.197  0.328 -0.408  0.247 -0.614  0.157 -0.816  0.055 -1.012  -0.045 -1.209  -0.152 -1.401  -0.303 -1.562  -0.462 -1.715  -0.641 -1.843  -0.767 -1.740  -0.718 -1.528  -0.627 -1.327  -0.528 -1.130  -0.413 -0.941  -0.298 -0.752  -0.173 -0.570  -0.045 -0.390  0.089 -0.214  0.225 -0.040  0.369 0.127  0.521 0.287  0.670 0.450  0.817 0.615
1c#mot#mot1#bb2/g  -1.109 0.127  -1.039 0.152  -0.819 0.252  -0.615 0.382  -0.401 0.495  -0.189 0.611  0.023 0.729  0.228 0.857  0.426 0.996  0.634 1.114  0.777 0.976  0.800 1.023  0.592 1.107  0.360 1.041  0.133 0.957  -0.079 0.842  -0.255 0.677  -0.397 0.481  -0.407 0.272  -0.175 0.267  0.048 0.359  0.249 0.494  0.440 0.641  0.587 0.823  0.454 0.666  0.378 0.437  0.336 0.199  0.291 -0.039  0.241 -0.276  0.180 -0.510  0.121 -0.744  0.062 -0.979  -0.011 -1.210  -0.095 -1.436  -0.201 -1.653  -0.356 -1.838  -0.566 -1.926  -0.672 -1.729  -0.681 -1.489  -0.644 -1.250  -0.538 -1.033  -0.426 -0.819  -0.284 -0.623  -0.143 -0.426  0.020 -0.248  0.184 -0.070  0.355 0.101  0.531 0.268  0.724 0.412  0.927 0.544
1c#mot#mot1#bb2/g  -1.192 0.246  -1.069 0.283  -0.871 0.357  -0.678 0.447  -0.484 0.536  -0.291 0.623  -0.103 0.724  0.071 0.846  0.233 0.984  0.413 1.070  0.504 1.060  0.346 1.158  0.142 1.098  -0.037 0.987  -0.183 0.834  -0.272 0.645  -0.111 0.547  0.100 0.568  0.297 0.645  0.476 0.759  0.647 0.886  0.626 0.896  0.554 0.697  0.502 0.491  0.468 0.281  0.440 0.070  0.416 -0.142  0.377 -0.350  0.331 -0.558  0.269 -0.761  0.202 -0.963  0.131 -1.164  0.059 -1.364  -0.060 -1.539  -0.196 -1.702  -0.358 -1.838  -0.525 -1.821  -0.530 -1.613  -0.494 -1.405  -0.442 -1.198  -0.376 -0.996  -0.300 -0.798  -0.223 -0.599  -0.132 -0.407  -0.042 -0.214  0.054 -0.025  0.156 0.162  0.259 0.348  0.385 0.520  0.511 0.691
1c#mot#mot1#bb2/g  -0.577 0.440  -0.424 0.550  -0.248 0.676  -0.061 0.784  0.127 0.893  0.323 0.985  0.530 1.043  0.691 0.934  0.766 0.734  0.851 0.909  0.753 1.090  0.539 1.098  0.333 1.030  0.139 0.935  -0.032 0.804  -0.170 0.638  -0.232 0.434  -0.118 0.277  0.093 0.288  0.280 0.396  0.427 0.554  0.448 0.544  0.389 0.336  0.337 0.125  0.286 -0.085  0.233 -0.296  0.181 -0.506  0.116 -0.713  0.046 -0.918  -0.036 -1.118  -0.146 -1.305  -0.283 -1.473  -0.445 -1.616  -0.637 -1.715  -0.849 -1.713  -0.993 -1.568  -1.002 -1.354  -0.939 -1.148  -0.851 -0.951  -0.741 -0.764  -0.617 -0.587  -0.482 -0.417  -0.339 -0.254  -0.183 -0.104  -0.025 0.044  0.147 0.176  0.319 0.307  0.504 0.421  0.690 0.531  0.884 0.628
1c#mot#mot1#bb2/g  -0.665 0.546  -0.577 0.577  -0.441 0.685  -0.305 0.793  -0.164 0.894  -0.017 0.986  0.133 1.072  0.292 1.132  0.410 1.022  0.464 0.866  0.564 0.999  0.540 1.158  0.390 1.217  0.226 1.165  0.081 1.071  -0.032 0.940  -0.116 0.794  -0.065 0.659  0.091 0.728  0.221 0.843  0.309 0.881  0.299 0.708  0.290 0.534  0.286 0.361  0.286 0.188  0.283 0.014  0.277 -0.159  0.266 -0.332  0.249 -0.505  0.229 -0.677  0.203 -0.849  0.170 -1.019  0.121 -1.186  0.056 -1.345  -0.028 -1.497  -0.149 -1.621  -0.296 -1.708  -0.464 -1.710  -0.563 -1.577  -0.572 -1.404  -0.541 -1.234  -0.499 -1.066  -0.434 -0.905  -0.368 -0.745  -0.295 -0.588  -0.210 -0.436  -0.126 -0.284  -0.033 -0.138  0.064 0.006  0.162 0.149
1c#mot#mot1#bb2/g  -0.892 0.079  -0.705 0.164  -0.536 0.279  -0.379 0.410  -0.232 0.553  -0.074 0.683  0.087 0.810  0.257 0.925  0.435 1.026  0.629 1.089  0.826 1.115  0.806 1.170  0.606 1.158  0.410 1.100  0.239 0.988  0.086 0.852  -0.040 0.692  -0.119 0.504  -0.102 0.313  0.080 0.341  0.238 0.470  0.374 0.623  0.500 0.784  0.619 0.951  0.589 0.771  0.532 0.574  0.480 0.376  0.428 0.178  0.376 -0.020  0.327 -0.219  0.273 -0.417  0.217 -0.614  0.152 -0.808  0.080 -1.000  -0.003 -1.187  -0.103 -1.366  -0.232 -1.525  -0.387 -1.658  -0.575 -1.732  -0.759 -1.666  -0.839 -1.487  -0.813 -1.287  -0.747 -1.095  -0.655 -0.912  -0.564 -0.728  -0.442 -0.564  -0.318 -0.401  -0.184 -0.246  -0.043 -0.098  0.099 0.051
1c#mot#mot1#bb2/g  0.469 0.995  0.617 1.090  0.683 1.223  0.516 1.224  0.364 1.138  0.228 1.026  0.102 0.903  -0.013 0.769  -0.092 0.615  0.023 0.584  0.169 0.683  0.302 0.799  0.425 0.924  0.534 1.063  0.517 0.938  0.467 0.769  0.414 0.601  0.362 0.432  0.315 0.262  0.269 0.092  0.223 -0.078  0.173 -0.247  0.120 -0.415  0.065 -0.582  0.008 -0.749  -0.059 -0.912  -0.132 -1.072  -0.225 -1.222  -0.332 -1.361  -0.459 -1.482  -0.611 -1.568  -0.781 -1.592  -0.922 -1.504  -0.969 -1.340  -0.944 -1.168  -0.892 -1.001  -0.812 -0.844  -0.727 -0.690  -0.626 -0.545  -0.524 -0.401  -0.409 -0.268  -0.289 -0.139  -0.169 -0.011  -0.036 0.105  0.096 0.221  0.231 0.335  0.369 0.444  0.508 0.553  0.654 0.652  0.801 0.749
1c#mot#mot1#bb2/g  -0.733 0.428  -0.586 0.553  -0.409 0.666  -0.219 0.757  -0.050 0.882  0.109 1.021  0.310 1.060  0.476 0.958  0.520 0.799  0.527 1.005  0.322 1.037  0.121 1.049  -0.035 0.909  -0.143 0.728  -0.167 0.519  -0.014 0.431  0.167 0.530  0.334 0.651  0.442 0.824  0.403 0.640  0.346 0.437  0.298 0.232  0.242 0.028  0.192 -0.177  0.138 -0.381  0.092 -0.587  0.046 -0.794  -0.009 -0.998  -0.078 -1.197  -0.166 -1.389  -0.276 -1.568  -0.424 -1.718  -0.613 -1.805  -0.805 -1.743  -0.854 -1.545  -0.796 -1.343  -0.713 -1.149  -0.615 -0.962  -0.504 -0.782  -0.388 -0.606  -0.270 -0.430  -0.150 -0.256  -0.030 -0.083  0.092 0.090  0.221 0.256  0.381 0.394  0.543 0.529  0.731 0.622  0.918 0.716  1.076 0.761
1c#mot#mot1#bb2/g  0.133 0.795  0.278 0.905  0.421 1.019  0.482 1.164  0.311 1.105  0.152 1.015  0.009 0.903  -0.122 0.777  -0.232 0.632  -0.114 0.589  0.046 0.676  0.189 0.790  0.326 0.909  0.388 0.891  0.353 0.712  0.315 0.533  0.284 0.354  0.252 0.174  0.221 -0.006  0.185 -0.185  0.149 -0.363  0.104 -0.540  0.056 -0.716  -0.007 -0.887  -0.079 -1.055  -0.167 -1.213  -0.268 -1.366  -0.398 -1.492  -0.547 -1.592  -0.721 -1.645  -0.884 -1.563  -0.934 -1.388  -0.914 -1.211  -0.871 -1.034  -0.796 -0.869  -0.708 -0.709  -0.620 -0.550  -0.503 -0.410  -0.384 -0.272  -0.264 -0.134  -0.138 -0.003  -0.005 0.122  0.129 0.246  0.263 0.370  0.404 0.485  0.548 0.597  0.692 0.709  0.842 0.813  0.996 0.911  1.150 1.008
1c#mot#mot1#bb2/g  0.060 0.857  0.124 1.031  -0.033 1.034  -0.203 0.957  -0.346 0.837  -0.431 0.671  -0.453 0.486  -0.342 0.348  -0.158 0.337  0.021 0.392  0.151 0.522  0.219 0.696  0.219 0.857  0.184 0.838  0.191 0.653  0.157 0.469  0.128 0.284  0.100 0.098  0.072 -0.087  0.039 -0.272  0.012 -0.457  -0.024 -0.641  -0.062 -0.825  -0.104 -1.007  -0.147 -1.190  -0.203 -1.369  -0.268 -1.545  -0.383 -1.691  -0.543 -1.776  -0.665 -1.650  -0.687 -1.464  -0.664 -1.278  -0.617 -1.097  -0.554 -0.920  -0.477 -0.749  -0.386 -0.585  -0.296 -0.421  -0.211 -0.254  -0.119 -0.091  -0.024 0.071  0.075 0.230  0.173 0.390  0.281 0.544  0.409 0.680  0.546 0.809  0.701 0.914  0.872 0.990  1.045 1.062  1.221 1.128  1.398 1.185
1c#mot#mot1#bb2/g  0.237 0.918  0.298 1.080  0.252 1.253  0.092 1.314  -0.069 1.243  -0.205 1.124  -0.328 0.993  -0.417 0.837  -0.477 0.671  -0.346 0.579  -0.172 0.624  -0.011 0.702  0.135 0.808  0.246 0.948  0.298 1.113  0.362 1.053  0.391 0.876  0.383 0.696  0.381 0.516  0.367 0.336  0.344 0.157  0.314 -0.021  0.295 -0.200  0.278 -0.380  0.261 -0.559  0.234 -0.738  0.208 -0.916  0.177 -1.094  0.132 -1.268  0.058 -1.433  -0.033 -1.588  -0.159 -1.716  -0.333 -1.726  -0.486 -1.636  -0.584 -1.486  -0.646 -1.317  -0.650 -1.137  -0.617 -0.961  -0.565 -0.789  -0.493 -0.623  -0.409 -0.464  -0.318 -0.308  -0.217 -0.159  -0.112 -0.012  0.005 0.125  0.126 0.258  0.250 0.390  0.376 0.519  0.510 0.640  0.638 0.760
1c#mot#mot1#bb2/g  0.336 0.644  0.475 0.797  0.557 0.992  0.498 1.175  0.291 1.195  0.089 1.132  -0.094 1.025  -0.246 0.878  -0.364 0.701  -0.446 0.506  -0.473 0.297  -0.307 0.193  -0.102 0.245  0.086 0.342  0.248 0.480  0.380 0.645  0.476 0.834  0.499 0.948  0.436 0.745  0.371 0.543  0.299 0.343  0.237 0.140  0.178 -0.064  0.125 -0.270  0.075 -0.477  0.021 -0.682  -0.040 -0.886  -0.118 -1.083  -0.224 -1.267  -0.348 -1.439  -0.503 -1.584  -0.680 -1.700  -0.882 -1.717  -0.975 -1.535  -0.959 -1.324  -0.907 -1.118  -0.828 -0.922  -0.723 -0.737  -0.600 -0.563  -0.468 -0.398  -0.323 -0.242  -0.165 -0.100  -0.001 0.035  0.172 0.158  0.350 0.273  0.534 0.381  0.722 0.479  0.913 0.573  1.106 0.662  1.300 0.748
1c#mot#mot1#bb2/g  -0.646 0.354  -0.652 0.357  -0.504 0.480  -0.362 0.610  -0.207 0.726  -0.055 0.845  0.098 0.963  0.251 1.080  0.405 1.192  0.570 1.162  0.622 1.160  0.466 1.232  0.287 1.161  0.130 1.050  -0.006 0.914  -0.085 0.740  0.060 0.683  0.240 0.747  0.389 0.868  0.400 0.897  0.319 0.723  0.266 0.537  0.236 0.346  0.208 0.155  0.186 -0.037  0.164 -0.229  0.148 -0.421  0.133 -0.614  0.109 -0.805  0.078 -0.996  0.036 -1.184  -0.022 -1.368  -0.092 -1.548  -0.179 -1.721  -0.326 -1.841  -0.488 -1.804  -0.552 -1.622  -0.538 -1.433  -0.510 -1.241  -0.482 -1.050  -0.417 -0.869  -0.346 -0.689  -0.275 -0.510  -0.183 -0.340  -0.085 -0.174  0.013 -0.007  0.118 0.154  0.239 0.305  0.360 0.456  0.481 0.607
1c#mot#mot1#bb2/g  0.462 0.770  0.623 0.918  0.703 1.116  0.535 1.200  0.332 1.119  0.149 0.998  -0.018 0.855  -0.170 0.697  -0.305 0.524  -0.417 0.336  -0.480 0.126  -0.330 0.020  -0.130 0.106  0.045 0.238  0.206 0.386  0.356 0.547  0.490 0.721  0.607 0.906  0.558 0.912  0.463 0.715  0.384 0.510  0.317 0.301  0.256 0.090  0.196 -0.122  0.135 -0.333  0.067 -0.542  -0.006 -0.749  -0.085 -0.953  -0.184 -1.150  -0.294 -1.340  -0.424 -1.516  -0.585 -1.664  -0.783 -1.747  -0.973 -1.659  -1.024 -1.450  -0.993 -1.233  -0.915 -1.028  -0.811 -0.835  -0.695 -0.649  -0.559 -0.477  -0.419 -0.307  -0.265 -0.151  -0.108 0.003  0.057 0.147  0.227 0.287  0.400 0.421  0.578 0.551  0.758 0.676  0.941 0.797  1.129 0.912
1c#mot#mot1#bb2/g  -0.783 0.053  -0.810 -0.047  -0.636 0.126  -0.473 0.310  -0.306 0.489  -0.129 0.660  0.054 0.823  0.251 0.969  0.464 1.091  0.694 1.172  0.893 1.083  0.843 1.133  0.604 1.108  0.386 0.997  0.189 0.851  0.010 0.684  -0.146 0.495  -0.268 0.282  -0.205 0.117  0.008 0.233  0.192 0.395  0.363 0.572  0.521 0.759  0.632 0.856  0.552 0.624  0.472 0.392  0.392 0.160  0.316 -0.074  0.239 -0.307  0.156 -0.538  0.066 -0.767  -0.027 -0.994  -0.134 -1.215  -0.252 -1.430  -0.388 -1.634  -0.563 -1.807  -0.790 -1.856  -0.919 -1.670  -0.887 -1.428  -0.799 -1.200  -0.694 -0.979  -0.559 -0.774  -0.423 -0.569  -0.262 -0.384  -0.100 -0.199  0.075 -0.027  0.260 0.135  0.446 0.294  0.641 0.443  0.837 0.592
1c#mot#mot1#bb2/g  -0.849 0.280  -0.895 0.230  -0.764 0.374  -0.619 0.504  -0.466 0.626  -0.309 0.742  -0.147 0.851  0.020 0.952  0.192 1.044  0.366 1.131  0.553 1.187  0.746 1.210  0.872 1.100  0.721 1.101  0.530 1.107  0.352 1.029  0.192 0.917  0.047 0.788  -0.022 0.612  0.124 0.523  0.319 0.527  0.510 0.510  0.532 0.336  0.467 0.152  0.387 -0.026  0.302 -0.202  0.214 -0.376  0.114 -0.544  0.014 -0.711  -0.094 -0.874  -0.203 -1.036  -0.323 -1.190  -0.446 -1.341  -0.581 -1.483  -0.732 -1.604  -0.906 -1.616  -0.853 -1.428  -0.751 -1.263  -0.644 -1.099  -0.518 -0.951  -0.387 -0.806  -0.257 -0.661  -0.117 -0.524  0.026 -0.392  0.170 -0.260  0.314 -0.128  0.468 -0.008  0.623 0.111  0.777 0.230  0.932 0.349
1c#mot#mot1#bb2/g  -0.973 0.180  -0.826 0.240  -0.678 0.340  -0.538 0.450  -0.403 0.568  -0.268 0.684  -0.134 0.802  -0.002 0.922  0.134 1.038  0.269 1.155  0.408 1.266  0.572 1.329  0.616 1.246  0.441 1.254  0.297 1.149  0.178 1.017  0.164 0.863  0.334 0.890  0.501 0.952  0.586 0.859  0.550 0.684  0.503 0.512  0.456 0.340  0.409 0.167  0.361 -0.004  0.312 -0.176  0.261 -0.347  0.206 -0.517  0.151 -0.687  0.081 -0.851  0.012 -1.015  -0.076 -1.171  -0.167 -1.324  -0.282 -1.460  -0.409 -1.584  -0.560 -1.673  -0.678 -1.593  -0.671 -1.419  -0.614 -1.250  -0.547 -1.085  -0.459 -0.930  -0.371 -0.774  -0.278 -0.622  -0.173 -0.478  -0.067 -0.334  0.038 -0.190  0.153 -0.054  0.272 0.079  0.392 0.212  0.511 0.344
1c#mot#mot1#bb2/g  0.211 1.150  0.309 1.241  0.395 1.344  0.395 1.428  0.275 1.373  0.170 1.291  0.072 1.199  -0.017 1.098  -0.097 0.991  -0.163 0.874  -0.142 0.756  -0.013 0.747  0.116 0.786  0.239 0.840  0.363 0.891  0.489 0.936  0.614 0.921  0.618 0.787  0.597 0.656  0.558 0.528  0.517 0.400  0.466 0.275  0.416 0.151  0.366 0.026  0.309 -0.095  0.252 -0.217  0.195 -0.339  0.135 -0.458  0.069 -0.576  0.004 -0.693  -0.062 -0.810  -0.131 -0.925  -0.201 -1.040  -0.271 -1.154  -0.352 -1.261  -0.440 -1.362  -0.535 -1.455  -0.652 -1.522  -0.703 -1.406  -0.676 -1.275  -0.650 -1.143  -0.599 -1.019  -0.541 -0.898  -0.482 -0.778  -0.424 -0.657  -0.350 -0.544  -0.275 -0.433  -0.200 -0.322  -0.125 -0.210  -0.050 -0.099
1c#mot#mot1#bb2/g  -0.783 0.109  -0.642 0.252  -0.485 0.414  -0.323 0.571  -0.154 0.721  0.023 0.862  0.208 0.991  0.404 1.103  0.618 1.168  0.697 1.148  0.483 1.129  0.284 1.023  0.106 0.885  -0.057 0.728  -0.188 0.544  -0.271 0.337  -0.085 0.301  0.105 0.421  0.272 0.573  0.430 0.735  0.551 0.883  0.480 0.669  0.414 0.453  0.346 0.237  0.280 0.021  0.221 -0.197  0.161 -0.415  0.100 -0.633  0.032 -0.848  -0.043 -1.061  -0.126 -1.271  -0.216 -1.478  -0.334 -1.671  -0.489 -1.833  -0.694 -1.868  -0.797 -1.682  -0.794 -1.459  -0.749 -1.238  -0.659 -1.031  -0.566 -0.826  -0.445 -0.635  -0.321 -0.446  -0.185 -0.266  -0.034 -0.098  0.118 0.069  0.280 0.227  0.445 0.381  0.614 0.531  0.793 0.668  0.973 0.805
1c#mot#mot1#bb2/g  0.001 0.707  0.113 0.843  0.209 0.994  0.292 1.152  0.221 1.235  0.073 1.136  -0.059 1.015  -0.180 0.884  -0.284 0.739  -0.285 0.596  -0.124 0.666  0.020 0.773  0.157 0.888  0.242 0.837  0.223 0.659  0.203 0.482  0.187 0.303  0.166 0.126  0.142 -0.052  0.114 -0.228  0.085 -0.405  0.054 -0.581  0.022 -0.757  -0.012 -0.933  -0.056 -1.106  -0.106 -1.277  -0.180 -1.440  -0.272 -1.593  -0.392 -1.721  -0.553 -1.744  -0.656 -1.609  -0.671 -1.434  -0.658 -1.256  -0.618 -1.082  -0.574 -0.909  -0.502 -0.745  -0.429 -0.582  -0.347 -0.423  -0.250 -0.273  -0.153 -0.122  -0.053 0.025  0.059 0.165  0.171 0.305  0.283 0.445  0.407 0.573  0.531 0.702  0.656 0.830  0.790 0.948  0.927 1.063  1.064 1.179
1c#mot#mot1#bb2/g  0.545 0.994  0.546 1.155  0.334 1.104  0.138 1.003  -0.043 0.878  -0.203 0.726  -0.345 0.558  -0.470 0.376  -0.576 0.184  -0.650 -0.023  -0.611 -0.218  -0.406 -0.174  -0.223 -0.052  -0.057 0.093  0.097 0.251  0.241 0.418  0.376 0.592  0.494 0.778  0.405 0.682  0.303 0.486  0.216 0.284  0.136 0.078  0.060 -0.128  -0.010 -0.337  -0.083 -0.546  -0.161 -0.752  -0.246 -0.955  -0.341 -1.154  -0.452 -1.344  -0.582 -1.522  -0.732 -1.683  -0.907 -1.681  -0.898 -1.464  -0.837 -1.253  -0.759 -1.047  -0.665 -0.848  -0.557 -0.656  -0.440 -0.469  -0.308 -0.293  -0.168 -0.123  -0.018 0.039  0.141 0.192  0.306 0.337  0.482 0.470  0.663 0.595  0.853 0.707  1.048 0.808  1.249 0.900  1.454 0.981  1.662 1.053
1c#mot#mot1#bb2/g  0.203 1.132  0.296 1.261  0.385 1.393  0.438 1.541  0.300 1.474  0.183 1.367  0.075 1.250  -0.022 1.123  -0.107 0.989  -0.179 0.847  -0.227 0.696  -0.145 0.654  -0.030 0.764  0.078 0.881  0.197 0.955  0.247 0.812  0.254 0.652  0.254 0.493  0.244 0.334  0.235 0.175  0.222 0.016  0.209 -0.143  0.191 -0.301  0.169 -0.459  0.146 -0.616  0.111 -0.772  0.075 -0.927  0.033 -1.081  -0.021 -1.231  -0.076 -1.380  -0.152 -1.520  -0.250 -1.641  -0.386 -1.693  -0.493 -1.595  -0.541 -1.444  -0.535 -1.285  -0.529 -1.126  -0.485 -0.973  -0.441 -0.820  -0.395 -0.667  -0.324 -0.524  -0.254 -0.381  -0.183 -0.238  -0.099 -0.103  -0.013 0.031  0.073 0.165  0.165 0.295  0.267 0.417  0.369 0.540  0.471 0.662
1c#mot#mot1#bb2/g  -0.636 0.256  -0.529 0.369  -0.381 0.507  -0.229 0.640  -0.075 0.772  0.083 0.897  0.247 1.014  0.417 1.125  0.600 1.209  0.551 1.179  0.353 1.140  0.183 1.032  0.027 0.903  -0.106 0.755  -0.113 0.579  0.068 0.641  0.233 0.757  0.380 0.896  0.511 1.040  0.471 0.845  0.409 0.653  0.362 0.456  0.318 0.259  0.262 0.065  0.205 -0.129  0.147 -0.323  0.088 -0.516  0.025 -0.708  -0.045 -0.898  -0.115 -1.087  -0.190 -1.275  -0.265 -1.463  -0.365 -1.638  -0.484 -1.799  -0.643 -1.866  -0.686 -1.683  -0.666 -1.483  -0.623 -1.286  -0.557 -1.096  -0.475 -0.911  -0.393 -0.726  -0.292 -0.552  -0.187 -0.379  -0.082 -0.206  0.039 -0.045  0.165 0.114  0.290 0.272  0.427 0.421  0.568 0.565  0.709 0.710
1c#mot#mot1#bb2/g  -0.508 0.567  -0.475 0.555  -0.323 0.669  -0.171 0.783  -0.016 0.895  0.143 0.998  0.307 1.095  0.481 1.171  0.642 1.139  0.580 1.167  0.402 1.185  0.227 1.112  0.071 1.004  -0.066 0.872  -0.179 0.720  -0.162 0.562  0.017 0.591  0.188 0.675  0.347 0.780  0.494 0.900  0.544 0.835  0.487 0.653  0.430 0.471  0.377 0.289  0.321 0.106  0.263 -0.075  0.204 -0.256  0.147 -0.437  0.090 -0.619  0.029 -0.799  -0.041 -0.977  -0.110 -1.154  -0.195 -1.324  -0.284 -1.492  -0.392 -1.648  -0.522 -1.781  -0.670 -1.760  -0.700 -1.581  -0.676 -1.393  -0.614 -1.213  -0.548 -1.035  -0.454 -0.869  -0.360 -0.704  -0.259 -0.543  -0.145 -0.390  -0.031 -0.238  0.085 -0.087  0.213 0.054  0.341 0.195  0.470 0.335
