2#app#app25#app2545/p  0.046 0.475  -0.119 0.455  -0.119 0.270  -0.119 0.085  -0.175 -0.076  -0.305 -0.207  -0.436 -0.337  -0.448 -0.517  -0.464 -0.695  -0.595 -0.826  -0.772 -0.844  -0.792 -1.009  -0.943 -1.042  -0.943 -1.227  -0.943 -1.412  -0.943 -1.411  -0.830 -1.339  -0.778 -1.206  -0.670 -1.066  -0.509 -1.009  -0.448 -0.885  -0.347 -0.742  -0.284 -0.584  -0.202 -0.433  -0.119 -0.283  -0.119 -0.098  -0.119 0.086  0.007 0.145  0.046 0.291  0.046 0.476  0.067 0.640  0.211 0.680  0.272 0.804  0.376 0.885  0.376 1.069  0.496 1.134  0.541 1.274  0.700 1.299  0.720 1.134  0.905 1.134  1.035 1.080  1.035 0.895  1.035 0.710  1.035 0.525  0.901 0.475  0.870 0.321  0.697 0.310  0.520 0.290  0.390 0.159  0.211 0.145
1c#mot#mot1#bb2/p  -0.937 -0.023  -0.847 -0.019  -0.645 0.098  -0.451 0.226  -0.262 0.362  -0.079 0.506  0.095 0.660  0.262 0.823  0.419 0.995  0.558 1.181  0.676 1.382  0.764 1.597  0.715 1.527  0.647 1.305  0.585 1.080  0.513 0.859  0.439 0.638  0.365 0.417  0.289 0.197  0.204 -0.020  0.119 -0.236  0.033 -0.453  -0.061 -0.666  -0.160 -0.877  -0.264 -1.085  -0.377 -1.288  -0.503 -1.484  -0.642 -1.671  -0.825 -1.789  -0.909 -1.600  -0.884 -1.369  -0.830 -1.143  -0.753 -0.924  -0.650 -0.715  -0.527 -0.518  -0.395 -0.326  -0.256 -0.139  -0.109 0.041  0.046 0.215  0.222 0.367  0.403 0.514  0.600 0.637  0.746 0.554  0.666 0.337  0.526 0.152  0.346 0.006  0.125 -0.064  0.110 -0.074  0.334 -0.120  0.562 -0.074
1c#mot#mot1#bb2/p  -1.189 -0.246  -0.965 -0.202  -0.750 -0.098  -0.532 0.004  -0.324 0.123  -0.133 0.269  0.049 0.426  0.215 0.600  0.365 0.787  0.502 0.983  0.610 1.185  0.500 0.973  0.410 0.751  0.344 0.520  0.271 0.291  0.207 0.059  0.150 -0.174  0.079 -0.404  0.004 -0.632  -0.092 -0.852  -0.197 -1.068  -0.314 -1.278  -0.430 -1.487  -0.577 -1.678  -0.763 -1.826  -0.879 -1.676  -0.847 -1.438  -0.793 -1.204  -0.723 -0.975  -0.634 -0.752  -0.529 -0.536  -0.418 -0.322  -0.303 -0.111  -0.184 0.097  -0.076 0.312  0.036 0.525  0.157 0.732  0.312 0.914  0.508 1.050  0.737 1.122  0.974 1.124  1.142 0.972  1.078 0.749  0.932 0.559  0.741 0.414  0.535 0.292  0.305 0.231  0.096 0.323  0.093 0.327  0.301 0.242
1c#mot#mot1#bb2/p  -1.263 -0.439  -1.037 -0.353  -0.813 -0.265  -0.601 -0.149  -0.401 -0.014  -0.210 0.134  -0.034 0.298  0.120 0.484  0.264 0.678  0.388 0.884  0.448 1.025  0.390 0.791  0.329 0.557  0.272 0.323  0.203 0.091  0.126 -0.138  0.051 -0.367  -0.028 -0.595  -0.115 -0.821  -0.202 -1.046  -0.292 -1.270  -0.391 -1.490  -0.497 -1.707  -0.674 -1.826  -0.763 -1.613  -0.774 -1.373  -0.742 -1.135  -0.687 -0.900  -0.618 -0.668  -0.531 -0.443  -0.433 -0.223  -0.324 -0.007  -0.203 0.202  -0.073 0.405  0.065 0.603  0.215 0.792  0.373 0.975  0.543 1.146  0.736 1.289  0.964 1.340  1.102 1.168  1.074 0.930  0.978 0.710  0.832 0.518  0.644 0.369  0.424 0.271  0.189 0.221  0.107 0.297  0.314 0.179  0.553 0.164
1c#mot#mot1#bb2/p  -1.350 -0.139  -1.270 -0.236  -1.021 -0.182  -0.789 -0.074  -0.558 0.038  -0.335 0.164  -0.120 0.303  0.088 0.451  0.290 0.609  0.479 0.782  0.643 0.977  0.696 1.059  0.587 0.827  0.478 0.596  0.378 0.360  0.290 0.120  0.195 -0.118  0.107 -0.359  0.021 -0.600  -0.076 -0.837  -0.183 -1.070  -0.295 -1.300  -0.426 -1.520  -0.574 -1.729  -0.770 -1.795  -0.804 -1.546  -0.781 -1.291  -0.735 -1.039  -0.675 -0.790  -0.603 -0.545  -0.516 -0.303  -0.415 -0.068  -0.297 0.158  -0.157 0.372  0.003 0.573  0.176 0.761  0.367 0.930  0.578 1.074  0.812 1.178  1.060 1.201  1.131 0.986  1.044 0.746  0.889 0.544  0.710 0.361  0.509 0.204  0.280 0.089  0.033 0.066  0.061 0.036  0.296 -0.035  0.546 0.013
1c#mot#mot1#bb2/p  -1.461 0.287  -1.469 0.055  -1.395 -0.148  -1.198 -0.046  -0.995 0.066  -0.796 0.186  -0.605 0.317  -0.414 0.450  -0.223 0.582  -0.027 0.706  0.165 0.837  0.350 0.977  0.539 1.112  0.505 0.892  0.445 0.668  0.388 0.442  0.325 0.219  0.258 -0.003  0.185 -0.224  0.115 -0.445  0.059 -0.671  -0.004 -0.894  -0.071 -1.116  -0.167 -1.328  -0.286 -1.527  -0.398 -1.729  -0.553 -1.667  -0.593 -1.439  -0.573 -1.211  -0.524 -0.984  -0.462 -0.760  -0.400 -0.536  -0.311 -0.322  -0.219 -0.108  -0.104 0.094  0.014 0.293  0.155 0.477  0.306 0.654  0.473 0.815  0.647 0.966  0.865 1.020  1.001 0.863  0.966 0.637  0.851 0.438  0.716 0.248  0.555 0.083  0.537 0.023  0.742 0.133  0.943 0.250  1.144 0.366
1c#mot#mot1#bb2/p  -1.116 -0.005  -0.981 0.049  -0.801 0.111  -0.627 0.187  -0.455 0.270  -0.288 0.361  -0.119 0.450  0.050 0.537  0.206 0.647  0.359 0.760  0.506 0.881  0.619 0.936  0.552 0.758  0.483 0.581  0.426 0.399  0.370 0.217  0.315 0.034  0.258 -0.147  0.193 -0.326  0.128 -0.505  0.055 -0.682  -0.017 -0.858  -0.091 -1.033  -0.165 -1.209  -0.247 -1.380  -0.354 -1.537  -0.489 -1.671  -0.640 -1.640  -0.689 -1.460  -0.695 -1.270  -0.668 -1.083  -0.623 -0.897  -0.572 -0.714  -0.508 -0.535  -0.444 -0.355  -0.370 -0.180  -0.290 -0.007  -0.209 0.165  -0.109 0.327  -0.000 0.483  0.109 0.639  0.233 0.784  0.357 0.928  0.506 1.044  0.666 1.147  0.853 1.185  1.039 1.162  1.127 1.004  1.110 0.814  1.047 0.635
1c#mot#mot1#bb2/p  -0.939 0.143  -0.840 0.241  -0.651 0.347  -0.465 0.460  -0.279 0.572  -0.093 0.684  0.096 0.793  0.288 0.895  0.482 0.992  0.457 0.817  0.373 0.617  0.284 0.419  0.193 0.221  0.113 0.019  0.034 -0.183  -0.035 -0.390  -0.101 -0.597  -0.167 -0.804  -0.235 -1.010  -0.304 -1.217  -0.377 -1.421  -0.453 -1.625  -0.570 -1.808  -0.711 -1.774  -0.738 -1.561  -0.734 -1.345  -0.696 -1.131  -0.655 -0.917  -0.582 -0.713  -0.508 -0.508  -0.423 -0.309  -0.324 -0.115  -0.225 0.078  -0.104 0.258  0.028 0.431  0.160 0.603  0.316 0.755  0.472 0.906  0.644 1.039  0.823 1.161  1.033 1.217  1.119 1.063  1.031 0.869  0.903 0.694  0.763 0.527  0.612 0.371  0.454 0.222  0.285 0.085  0.108 -0.040  0.141 -0.037
1c#mot#mot1#bb2/p  -1.278 0.069  -1.263 -0.142  -1.019 -0.062  -0.795 0.071  -0.580 0.218  -0.365 0.364  -0.156 0.519  0.042 0.688  0.239 0.858  0.437 1.027  0.646 1.180  0.627 1.017  0.511 0.784  0.398 0.549  0.290 0.312  0.187 0.073  0.087 -0.167  -0.010 -0.409  -0.106 -0.651  -0.199 -0.894  -0.296 -1.135  -0.406 -1.371  -0.531 -1.599  -0.681 -1.810  -0.830 -1.784  -0.819 -1.525  -0.754 -1.273  -0.672 -1.027  -0.577 -0.784  -0.463 -0.551  -0.329 -0.328  -0.193 -0.106  -0.042 0.106  0.109 0.319  0.275 0.519  0.446 0.714  0.641 0.885  0.851 1.039  1.080 1.162  1.102 0.995  0.946 0.787  0.768 0.597  0.582 0.415  0.389 0.239  0.196 0.065  0.003 -0.109  0.029 -0.135  0.261 -0.019  0.494 0.097  0.727 0.214
1c#mot#mot1#bb2/p  -1.788 -0.215  -1.544 -0.277  -1.276 -0.240  -1.010 -0.190  -0.749 -0.118  -0.495 -0.022  -0.249 0.091  -0.019 0.236  0.204 0.391  0.423 0.549  0.595 0.712  0.477 0.468  0.366 0.220  0.249 -0.024  0.122 -0.264  -0.004 -0.504  -0.132 -0.743  -0.273 -0.975  -0.425 -1.199  -0.594 -1.411  -0.802 -1.578  -0.926 -1.398  -0.916 -1.127  -0.869 -0.861  -0.799 -0.599  -0.711 -0.342  -0.604 -0.093  -0.484 0.150  -0.345 0.382  -0.177 0.595  0.023 0.778  0.248 0.928  0.485 1.060  0.736 1.160  1.002 1.200  1.178 1.032  1.132 0.767  1.003 0.529  0.838 0.315  0.625 0.150  0.376 0.045  0.110 -0.005  -0.159 0.022  -0.049 -0.017  0.214 -0.073  0.484 -0.062  0.750 -0.010  1.007 0.076  1.255 0.185  1.496 0.309
1c#mot#mot1#bb2/p  -0.768 -0.005  -0.952 -0.169  -0.888 -0.234  -0.661 -0.134  -0.444 -0.014  -0.235 0.119  -0.033 0.263  0.162 0.416  0.348 0.580  0.523 0.755  0.565 0.670  0.485 0.436  0.392 0.206  0.291 -0.020  0.184 -0.244  0.077 -0.467  -0.039 -0.686  -0.171 -0.896  -0.309 -1.102  -0.468 -1.292  -0.656 -1.455  -0.875 -1.562  -1.096 -1.496  -1.176 -1.267  -1.179 -1.020  -1.134 -0.776  -1.038 -0.548  -0.924 -0.328  -0.794 -0.117  -0.641 0.078  -0.481 0.267  -0.298 0.434  -0.108 0.593  0.097 0.732  0.313 0.854  0.535 0.963  0.773 1.032  1.018 1.058  1.260 1.013  1.285 0.798  1.144 0.596  0.951 0.442  0.743 0.306  0.526 0.185  0.293 0.105  0.199 0.118  0.440 0.174  0.686 0.156  0.929 0.186  1.150 0.297
1c#mot#mot1#bb2/p  -0.811 0.265  -0.665 0.204  -0.463 0.292  -0.270 0.399  -0.084 0.519  0.097 0.646  0.284 0.763  0.460 0.897  0.567 0.996  0.458 0.804  0.372 0.601  0.289 0.396  0.213 0.189  0.151 -0.023  0.086 -0.234  0.020 -0.445  -0.053 -0.654  -0.126 -0.863  -0.199 -1.071  -0.283 -1.275  -0.390 -1.467  -0.519 -1.646  -0.681 -1.794  -0.855 -1.761  -0.882 -1.547  -0.852 -1.329  -0.807 -1.113  -0.738 -0.903  -0.668 -0.693  -0.584 -0.489  -0.499 -0.285  -0.393 -0.091  -0.284 0.101  -0.162 0.284  -0.032 0.463  0.112 0.631  0.264 0.790  0.431 0.935  0.607 1.067  0.801 1.171  1.013 1.195  1.042 0.998  0.946 0.801  0.804 0.632  0.650 0.473  0.474 0.342  0.283 0.230  0.087 0.130  0.292 0.194  0.496 0.278
1c#mot#mot1#bb2/p  -0.766 0.021  -0.708 0.052  -0.492 0.135  -0.288 0.245  -0.097 0.375  0.093 0.508  0.271 0.656  0.434 0.822  0.564 1.011  0.467 0.832  0.344 0.636  0.231 0.433  0.136 0.222  0.060 0.003  -0.013 -0.217  -0.082 -0.439  -0.135 -0.665  -0.201 -0.886  -0.282 -1.104  -0.374 -1.317  -0.497 -1.513  -0.664 -1.671  -0.865 -1.785  -0.974 -1.630  -0.941 -1.400  -0.890 -1.174  -0.825 -0.951  -0.744 -0.734  -0.658 -0.519  -0.564 -0.307  -0.451 -0.104  -0.347 0.103  -0.237 0.308  -0.109 0.500  0.055 0.664  0.223 0.823  0.417 0.948  0.617 1.064  0.837 1.138  1.064 1.136  1.207 0.966  1.183 0.743  1.043 0.560  0.880 0.396  0.698 0.252  0.492 0.149  0.268 0.093  0.089 0.226  0.151 0.209  0.379 0.186
1c#mot#mot1#bb2/p  -0.891 -0.020  -0.661 0.075  -0.439 0.186  -0.218 0.301  -0.007 0.434  0.197 0.578  0.380 0.747  0.535 0.939  0.518 0.895  0.440 0.659  0.351 0.427  0.265 0.193  0.172 -0.039  0.071 -0.267  -0.027 -0.496  -0.127 -0.724  -0.240 -0.946  -0.357 -1.166  -0.486 -1.379  -0.631 -1.581  -0.825 -1.735  -1.035 -1.693  -1.059 -1.451  -1.012 -1.206  -0.930 -0.970  -0.845 -0.736  -0.755 -0.504  -0.658 -0.274  -0.553 -0.048  -0.431 0.169  -0.296 0.379  -0.151 0.581  0.011 0.770  0.203 0.928  0.416 1.057  0.648 1.147  0.893 1.189  1.132 1.143  1.198 0.919  1.139 0.678  1.023 0.458  0.877 0.257  0.672 0.117  0.439 0.031  0.194 -0.002  -0.053 0.029  -0.125 0.010  0.102 -0.064  0.349 -0.036  0.585 0.042
1c#mot#mot1#bb2/p  -1.240 -0.155  -1.002 -0.098  -0.772 -0.017  -0.548 0.080  -0.332 0.195  -0.125 0.324  0.062 0.479  0.227 0.660  0.380 0.850  0.487 1.067  0.434 0.845  0.383 0.606  0.324 0.369  0.259 0.134  0.192 -0.102  0.105 -0.330  0.011 -0.555  -0.095 -0.775  -0.214 -0.989  -0.339 -1.199  -0.472 -1.403  -0.624 -1.594  -0.812 -1.748  -0.912 -1.627  -0.867 -1.388  -0.806 -1.151  -0.737 -0.917  -0.658 -0.686  -0.575 -0.456  -0.477 -0.232  -0.375 -0.010  -0.266 0.209  -0.144 0.420  -0.001 0.618  0.162 0.799  0.344 0.961  0.542 1.104  0.762 1.208  0.998 1.254  1.188 1.142  1.175 0.905  1.084 0.678  0.954 0.472  0.807 0.278  0.639 0.101  0.428 -0.020  0.191 -0.072  -0.050 -0.034  0.034 -0.101  0.272 -0.098
1c#mot#mot1#bb2/p  -1.298 -0.340  -1.046 -0.278  -0.808 -0.162  -0.575 -0.036  -0.350 0.103  -0.138 0.262  0.065 0.433  0.257 0.615  0.439 0.807  0.617 1.004  0.712 1.157  0.578 0.928  0.449 0.697  0.333 0.459  0.212 0.223  0.092 -0.013  -0.035 -0.245  -0.167 -0.475  -0.301 -0.703  -0.446 -0.925  -0.608 -1.134  -0.790 -1.327  -0.989 -1.501  -1.227 -1.573  -1.213 -1.321  -1.102 -1.081  -0.968 -0.852  -0.817 -0.635  -0.656 -0.424  -0.488 -0.220  -0.313 -0.021  -0.135 0.175  0.042 0.372  0.227 0.562  0.416 0.747  0.618 0.919  0.843 1.058  1.099 1.111  1.307 0.970  1.312 0.708  1.207 0.467  1.044 0.259  0.841 0.090  0.609 -0.037  0.357 -0.116  0.094 -0.145  -0.164 -0.099  0.028 -0.151  0.289 -0.181  0.548 -0.131
1c#mot#mot1#bb2/p  -1.038 -0.722  -0.813 -0.565  -0.615 -0.376  -0.434 -0.170  -0.265 0.046  -0.115 0.275  0.027 0.510  0.182 0.736  0.330 0.967  0.451 1.212  0.432 1.045  0.342 0.786  0.240 0.531  0.134 0.279  0.031 0.024  -0.073 -0.229  -0.187 -0.478  -0.318 -0.719  -0.457 -0.956  -0.597 -1.192  -0.751 -1.418  -0.938 -1.617  -1.101 -1.514  -1.067 -1.243  -0.984 -0.982  -0.871 -0.732  -0.740 -0.492  -0.597 -0.258  -0.450 -0.026  -0.298 0.202  -0.145 0.429  0.015 0.652  0.187 0.865  0.384 1.055  0.612 1.206  0.878 1.265  1.137 1.188  1.299 0.973  1.317 0.702  1.222 0.447  1.059 0.227  0.851 0.049  0.613 -0.086  0.356 -0.180  0.088 -0.233  -0.185 -0.229  -0.181 -0.259  0.073 -0.356  0.346 -0.349  0.613 -0.287
1c#mot#mot1#bb2/p  -0.547 0.329  -0.716 0.194  -0.551 0.178  -0.344 0.245  -0.147 0.337  0.038 0.453  0.215 0.580  0.384 0.718  0.544 0.866  0.690 1.027  0.722 1.100  0.612 0.912  0.516 0.716  0.427 0.517  0.340 0.317  0.252 0.118  0.170 -0.084  0.082 -0.284  -0.010 -0.481  -0.107 -0.676  -0.220 -0.863  -0.340 -1.045  -0.468 -1.221  -0.605 -1.390  -0.761 -1.543  -0.944 -1.657  -1.100 -1.573  -1.102 -1.360  -1.048 -1.149  -0.966 -0.948  -0.870 -0.753  -0.760 -0.564  -0.643 -0.380  -0.518 -0.202  -0.386 -0.028  -0.249 0.141  -0.099 0.298  0.057 0.450  0.227 0.587  0.402 0.716  0.586 0.833  0.779 0.935  0.989 0.989  1.137 0.881  1.090 0.671  0.984 0.481  0.845 0.314  0.672 0.181  0.475 0.090  0.266 0.031
1c#mot#mot1#bb2/p  -1.228 0.071  -1.061 -0.007  -0.828 0.062  -0.603 0.157  -0.389 0.273  -0.182 0.401  0.019 0.538  0.215 0.683  0.403 0.837  0.570 1.015  0.608 0.991  0.531 0.760  0.451 0.530  0.374 0.299  0.301 0.066  0.225 -0.165  0.139 -0.393  0.045 -0.618  -0.060 -0.838  -0.179 -1.050  -0.313 -1.253  -0.463 -1.444  -0.638 -1.613  -0.851 -1.727  -0.998 -1.600  -0.969 -1.362  -0.900 -1.128  -0.823 -0.897  -0.724 -0.675  -0.622 -0.453  -0.501 -0.242  -0.380 -0.031  -0.242 0.170  -0.102 0.370  0.054 0.557  0.221 0.733  0.406 0.891  0.615 1.015  0.843 1.098  1.082 1.103  1.213 0.928  1.122 0.706  0.965 0.521  0.779 0.364  0.577 0.228  0.359 0.119  0.132 0.034  0.026 -0.013  0.270 -0.018  0.512 0.002
1c#mot#mot1#bb2/p  -1.081 0.072  -0.838 0.112  -0.604 0.207  -0.374 0.314  -0.153 0.438  0.060 0.575  0.264 0.725  0.464 0.881  0.652 1.051  0.773 1.175  0.644 0.957  0.537 0.728  0.437 0.495  0.341 0.260  0.249 0.024  0.163 -0.214  0.075 -0.452  -0.021 -0.686  -0.128 -0.916  -0.251 -1.137  -0.395 -1.345  -0.566 -1.531  -0.766 -1.686  -1.001 -1.720  -1.106 -1.510  -1.086 -1.259  -1.020 -1.015  -0.927 -0.779  -0.810 -0.554  -0.685 -0.334  -0.546 -0.123  -0.393 0.079  -0.233 0.275  -0.058 0.459  0.123 0.636  0.316 0.800  0.527 0.941  0.752 1.056  0.995 1.078  1.054 0.857  0.955 0.625  0.813 0.416  0.633 0.239  0.425 0.095  0.193 -0.006  -0.056 -0.045  0.045 -0.105  0.296 -0.129  0.540 -0.063  0.772 0.039
1c#mot#mot1#bb2/p  -1.455 -0.165  -1.190 -0.131  -0.937 -0.041  -0.698 0.080  -0.469 0.221  -0.245 0.370  -0.027 0.526  0.185 0.691  0.391 0.864  0.484 1.011  0.378 0.764  0.285 0.512  0.193 0.260  0.104 0.006  0.011 -0.245  -0.082 -0.497  -0.191 -0.743  -0.301 -0.988  -0.430 -1.224  -0.567 -1.454  -0.735 -1.663  -0.952 -1.683  -0.990 -1.418  -0.963 -1.152  -0.913 -0.888  -0.839 -0.630  -0.746 -0.378  -0.641 -0.130  -0.525 0.112  -0.374 0.333  -0.193 0.532  0.015 0.700  0.243 0.841  0.495 0.936  0.756 0.991  0.998 0.902  1.038 0.646  0.940 0.398  0.771 0.189  0.557 0.029  0.308 -0.066  0.042 -0.073  -0.059 0.008  0.190 -0.078  0.456 -0.050  0.712 0.032  0.944 0.166  1.154 0.332  1.346 0.520  1.524 0.721
1c#mot#mot1#bb2/p  -1.203 0.035  -0.949 0.016  -0.698 0.087  -0.456 0.183  -0.227 0.308  -0.007 0.449  0.196 0.612  0.376 0.800  0.485 0.921  0.407 0.672  0.319 0.427  0.223 0.184  0.124 -0.057  0.017 -0.295  -0.085 -0.535  -0.193 -0.773  -0.317 -1.002  -0.451 -1.227  -0.606 -1.436  -0.792 -1.618  -1.025 -1.719  -1.129 -1.503  -1.101 -1.244  -1.032 -0.994  -0.932 -0.753  -0.817 -0.519  -0.696 -0.288  -0.559 -0.066  -0.410 0.148  -0.246 0.351  -0.072 0.545  0.113 0.728  0.313 0.896  0.542 1.021  0.791 1.098  1.049 1.099  1.226 0.926  1.178 0.675  1.020 0.471  0.815 0.310  0.593 0.174  0.349 0.082  0.096 0.020  -0.143 0.063  0.045 -0.074  0.303 -0.056  0.551 0.024  0.784 0.140  1.006 0.277  1.224 0.420
1c#mot#mot1#bb2/p  0.031 0.575  0.135 0.735  0.134 0.551  0.094 0.357  0.054 0.163  0.009 -0.030  -0.045 -0.220  -0.098 -0.411  -0.152 -0.602  -0.229 -0.784  -0.309 -0.965  -0.396 -1.143  -0.500 -1.311  -0.626 -1.462  -0.783 -1.579  -0.967 -1.575  -1.023 -1.388  -1.029 -1.190  -1.000 -0.995  -0.962 -0.800  -0.903 -0.611  -0.844 -0.423  -0.766 -0.241  -0.684 -0.060  -0.589 0.113  -0.483 0.280  -0.371 0.442  -0.235 0.586  -0.097 0.728  0.065 0.842  0.226 0.956  0.409 1.034  0.594 1.103  0.787 1.144  0.984 1.132  1.146 1.031  1.128 0.839  1.026 0.670  0.892 0.524  0.740 0.398  0.581 0.281  0.416 0.172  0.239 0.082  0.054 0.015  0.096 0.025  0.293 0.045  0.485 0.091  0.660 0.181  0.825 0.291  0.986 0.405
1c#mot#mot1#bb2/p  0.146 0.971  0.200 0.864  0.192 0.685  0.187 0.505  0.170 0.327  0.150 0.149  0.130 -0.029  0.109 -0.207  0.080 -0.384  0.051 -0.561  0.008 -0.735  -0.035 -0.909  -0.095 -1.078  -0.156 -1.247  -0.238 -1.406  -0.342 -1.550  -0.481 -1.658  -0.647 -1.658  -0.749 -1.515  -0.789 -1.341  -0.801 -1.163  -0.801 -0.983  -0.775 -0.806  -0.748 -0.629  -0.705 -0.455  -0.661 -0.281  -0.596 -0.114  -0.524 0.050  -0.441 0.208  -0.346 0.360  -0.251 0.513  -0.138 0.651  -0.015 0.781  0.122 0.896  0.265 1.004  0.424 1.086  0.590 1.150  0.766 1.179  0.937 1.142  1.021 1.001  0.959 0.836  0.845 0.698  0.707 0.583  0.559 0.482  0.396 0.411  0.219 0.385  0.049 0.423  0.177 0.430  0.354 0.435  0.520 0.501
1c#mot#mot1#bb2/p  0.352 0.813  0.318 0.769  0.274 0.584  0.240 0.396  0.207 0.208  0.176 0.019  0.137 -0.168  0.096 -0.355  0.050 -0.540  -0.009 -0.722  -0.080 -0.899  -0.169 -1.068  -0.269 -1.230  -0.393 -1.376  -0.542 -1.494  -0.714 -1.568  -0.894 -1.539  -0.993 -1.386  -1.016 -1.198  -1.004 -1.008  -0.967 -0.821  -0.911 -0.639  -0.842 -0.460  -0.765 -0.286  -0.675 -0.117  -0.585 0.052  -0.477 0.209  -0.368 0.366  -0.248 0.515  -0.123 0.660  0.007 0.800  0.144 0.933  0.288 1.058  0.443 1.170  0.608 1.265  0.788 1.325  0.922 1.219  0.923 1.030  0.878 0.844  0.805 0.668  0.705 0.506  0.586 0.357  0.447 0.226  0.285 0.127  0.101 0.085  0.085 0.099  0.273 0.062  0.461 0.094  0.638 0.162  0.807 0.252
1c#mot#mot1#bb2/p  0.131 0.879  0.084 0.704  0.066 0.508  0.048 0.312  0.043 0.115  0.036 -0.082  0.026 -0.279  0.002 -0.475  -0.025 -0.670  -0.067 -0.862  -0.115 -1.053  -0.171 -1.243  -0.263 -1.416  -0.390 -1.564  -0.555 -1.664  -0.739 -1.640  -0.866 -1.495  -0.923 -1.308  -0.935 -1.113  -0.926 -0.916  -0.880 -0.725  -0.833 -0.533  -0.762 -0.350  -0.688 -0.167  -0.597 0.008  -0.496 0.177  -0.387 0.340  -0.261 0.492  -0.134 0.642  0.014 0.773  0.162 0.903  0.330 1.007  0.501 1.102  0.690 1.160  0.885 1.174  1.036 1.074  1.001 0.889  0.889 0.728  0.749 0.591  0.590 0.475  0.423 0.371  0.244 0.287  0.060 0.217  -0.120 0.205  0.049 0.283  0.245 0.310  0.439 0.340  0.628 0.397  0.801 0.488  0.959 0.605
2#apa#apa00#app0049/p  -0.112 1.138  -0.005 0.985  -0.025 0.797  -0.112 0.635  -0.112 0.438  -0.112 0.241  -0.112 0.043  -0.112 -0.154  -0.112 -0.351  -0.112 -0.549  -0.112 -0.746  -0.091 -0.939  -0.005 -1.116  -0.005 -1.313  0.103 -1.466  0.103 -1.663  0.103 -1.860  0.050 -1.675  -0.003 -1.484  -0.056 -1.294  -0.110 -1.104  -0.163 -0.914  -0.216 -0.724  -0.269 -0.534  -0.322 -0.344  -0.376 -0.154  -0.429 0.036  -0.482 0.226  -0.535 0.416  -0.589 0.606  -0.642 0.796  -0.648 0.992  -0.611 1.175  -0.443 1.246  -0.246 1.246  -0.049 1.246  0.149 1.246  0.346 1.246  0.531 1.192  0.693 1.084  0.746 0.909  0.746 0.711  0.746 0.514  0.746 0.317  0.721 0.125  0.626 -0.041  0.459 -0.113  0.319 -0.252  0.144 -0.342  -0.005 -0.469
2#app#app07#app0769/p  0.088 0.503  0.028 0.357  0.002 0.197  -0.089 0.063  -0.166 -0.090  -0.170 -0.260  -0.242 -0.413  -0.318 -0.566  -0.394 -0.719  -0.496 -0.853  -0.513 -1.017  -0.599 -1.153  -0.616 -1.316  -0.685 -1.459  -0.685 -1.629  -0.658 -1.487  -0.629 -1.319  -0.600 -1.150  -0.571 -0.982  -0.542 -0.814  -0.513 -0.645  -0.484 -0.477  -0.455 -0.309  -0.426 -0.140  -0.397 0.028  -0.368 0.196  -0.338 0.365  -0.309 0.533  -0.280 0.701  -0.239 0.863  -0.118 0.984  0.026 1.073  0.160 1.175  0.318 1.219  0.475 1.275  0.646 1.275  0.803 1.218  0.961 1.175  1.032 1.033  1.032 0.862  1.032 0.692  1.032 0.521  0.984 0.370  0.894 0.227  0.775 0.117  0.636 0.021  0.479 -0.012  0.319 -0.038  0.173 -0.098  0.002 -0.098
1c#apb#apb14#app1422/p  0.168 1.084  0.114 1.052  0.043 0.898  -0.035 0.746  -0.115 0.595  -0.194 0.445  -0.254 0.285  -0.313 0.125  -0.371 -0.036  -0.438 -0.192  -0.506 -0.349  -0.574 -0.505  -0.632 -0.665  -0.686 -0.827  -0.740 -0.989  -0.782 -1.154  -0.824 -1.320  -0.851 -1.488  -0.845 -1.477  -0.814 -1.310  -0.747 -1.154  -0.688 -0.994  -0.647 -0.829  -0.605 -0.663  -0.547 -0.503  -0.481 -0.346  -0.414 -0.189  -0.348 -0.032  -0.282 0.125  -0.202 0.275  -0.102 0.413  0.001 0.549  0.116 0.674  0.232 0.800  0.379 0.886  0.529 0.967  0.688 1.028  0.851 1.049  1.018 1.017  1.139 0.896  1.188 0.739  1.209 0.570  1.184 0.402  1.121 0.251  1.005 0.126  0.889 0.001  0.754 -0.104  0.619 -0.208  0.471 -0.291  0.321 -0.372
3#app#app07#app0749/p  -0.103 0.884  -0.103 0.710  -0.103 0.537  -0.160 0.377  -0.200 0.213  -0.244 0.058  -0.342 -0.083  -0.396 -0.244  -0.412 -0.412  -0.509 -0.557  -0.602 -0.703  -0.680 -0.858  -0.689 -1.029  -0.689 -1.202  -0.766 -1.344  -0.787 -1.509  -0.779 -1.636  -0.720 -1.472  -0.662 -1.309  -0.604 -1.146  -0.545 -0.982  -0.487 -0.819  -0.429 -0.656  -0.370 -0.492  -0.312 -0.329  -0.254 -0.166  -0.195 -0.002  -0.137 0.161  -0.079 0.324  -0.020 0.488  0.038 0.651  0.096 0.814  0.155 0.978  0.257 1.079  0.430 1.079  0.604 1.079  0.777 1.079  0.928 1.026  1.080 0.972  1.216 0.884  1.266 0.760  1.166 0.685  1.043 0.563  0.920 0.440  0.798 0.317  0.640 0.251  0.475 0.199  0.326 0.139  0.169 0.101  -0.005 0.101
