3#apa#apa13#app1334/<  1.113 1.052  1.221 1.052  1.194 1.052  1.085 1.052  0.977 1.052  0.896 0.984  0.819 0.907  0.713 0.903  0.604 0.903  0.495 0.903  0.387 0.903  0.305 0.839  0.228 0.762  0.123 0.754  0.031 0.714  -0.046 0.637  -0.078 0.542  -0.101 0.456  -0.209 0.456  -0.291 0.392  -0.368 0.315  -0.473 0.308  -0.525 0.250  -0.541 0.159  -0.650 0.159  -0.673 0.074  -0.718 0.010  -0.822 0.005  -0.822 -0.103  -0.822 -0.212  -0.822 -0.320  -0.822 -0.429  -0.722 -0.437  -0.673 -0.497  -0.659 -0.600  -0.583 -0.676  -0.498 -0.734  -0.389 -0.734  -0.309 -0.801  -0.232 -0.878  -0.126 -0.883  -0.035 -0.926  0.042 -1.003  0.119 -1.080  0.195 -1.157  0.294 -1.181  0.402 -1.181  0.511 -1.181  0.590 -1.253  0.666 -1.330
2#app#app37#app3728/<  1.146 1.526  1.146 1.412  1.101 1.317  1.020 1.236  0.940 1.156  0.859 1.075  0.779 0.995  0.698 0.914  0.602 0.872  0.489 0.869  0.409 0.788  0.328 0.708  0.248 0.627  0.167 0.547  0.066 0.495  -0.036 0.444  -0.138 0.394  -0.223 0.320  -0.304 0.239  -0.409 0.218  -0.488 0.184  -0.488 0.070  -0.558 -0.015  -0.639 -0.095  -0.747 -0.108  -0.815 -0.154  -0.815 -0.268  -0.925 -0.272  -0.979 -0.332  -0.979 -0.446  -0.979 -0.560  -0.903 -0.599  -0.815 -0.624  -0.815 -0.738  -0.725 -0.762  -0.611 -0.762  -0.497 -0.762  -0.384 -0.762  -0.270 -0.762  -0.156 -0.762  -0.042 -0.762  0.072 -0.762  0.186 -0.762  0.299 -0.762  0.413 -0.762  0.527 -0.762  0.641 -0.762  0.755 -0.762  0.869 -0.762  0.983 -0.762
1d#app#app40#app4091/<  0.598 1.412  0.598 1.301  0.598 1.189  0.494 1.181  0.383 1.181  0.367 1.085  0.367 0.973  0.279 0.949  0.167 0.949  0.055 0.949  -0.056 0.949  -0.096 0.878  -0.096 0.766  -0.160 0.718  -0.272 0.718  -0.328 0.662  -0.328 0.550  -0.376 0.487  -0.488 0.487  -0.588 0.458  -0.667 0.379  -0.746 0.300  -0.791 0.207  -0.791 0.095  -0.751 0.024  -0.639 0.024  -0.559 -0.008  -0.559 -0.120  -0.535 -0.208  -0.423 -0.208  -0.328 -0.224  -0.328 -0.336  -0.320 -0.439  -0.208 -0.439  -0.096 -0.439  -0.017 -0.518  0.062 -0.597  0.141 -0.676  0.220 -0.755  0.299 -0.834  0.378 -0.914  0.457 -0.993  0.536 -1.072  0.598 -1.158  0.598 -1.269  0.598 -1.381  0.598 -1.493  0.606 -1.597  0.718 -1.597  0.830 -1.597
1d#app#app40#app4091/<  0.820 1.301  0.706 1.301  0.592 1.301  0.535 1.243  0.535 1.129  0.534 1.017  0.420 1.017  0.306 1.017  0.209 0.974  0.128 0.894  0.048 0.813  -0.033 0.732  -0.147 0.732  -0.261 0.732  -0.358 0.692  -0.439 0.611  -0.520 0.530  -0.600 0.450  -0.602 0.336  -0.602 0.222  -0.657 0.164  -0.771 0.164  -0.885 0.164  -0.886 0.050  -0.886 -0.064  -0.886 -0.178  -0.886 -0.292  -0.885 -0.405  -0.771 -0.405  -0.657 -0.405  -0.543 -0.405  -0.429 -0.405  -0.316 -0.407  -0.235 -0.487  -0.155 -0.568  -0.074 -0.649  0.023 -0.689  0.137 -0.689  0.251 -0.689  0.365 -0.689  0.480 -0.689  0.577 -0.731  0.657 -0.811  0.738 -0.892  0.818 -0.973  0.820 -1.086  0.820 -1.200  0.876 -1.258  0.990 -1.258  1.104 -1.258
1d#app#app40#app4091/<  0.803 1.363  0.682 1.363  0.562 1.363  0.482 1.322  0.482 1.202  0.482 1.081  0.400 1.042  0.280 1.042  0.160 1.041  0.075 0.956  -0.011 0.870  -0.096 0.785  -0.190 0.722  -0.311 0.722  -0.431 0.722  -0.480 0.650  -0.480 0.530  -0.480 0.409  -0.593 0.401  -0.713 0.401  -0.801 0.368  -0.801 0.248  -0.801 0.127  -0.801 0.006  -0.801 -0.114  -0.801 -0.235  -0.687 -0.241  -0.566 -0.241  -0.446 -0.241  -0.325 -0.241  -0.205 -0.241  -0.160 -0.316  -0.160 -0.437  -0.160 -0.558  -0.043 -0.562  0.077 -0.562  0.161 -0.598  0.161 -0.719  0.161 -0.840  0.239 -0.882  0.359 -0.882  0.480 -0.882  0.482 -1.001  0.482 -1.122  0.521 -1.203  0.641 -1.203  0.762 -1.203  0.803 -1.283  0.803 -1.404  0.803 -1.524
1d#tos#t2#t2004060/<  0.512 1.386  0.512 1.281  0.512 1.367  0.455 1.357  0.435 1.271  0.387 1.213  0.281 1.213  0.202 1.170  0.144 1.087  0.050 1.038  0.003 0.944  -0.026 0.848  -0.101 0.773  -0.198 0.752  -0.237 0.685  -0.237 0.580  -0.296 0.492  -0.354 0.403  -0.401 0.309  -0.468 0.263  -0.539 0.220  -0.613 0.145  -0.688 0.070  -0.756 0.026  -0.789 0.003  -0.741 -0.055  -0.670 -0.111  -0.601 -0.170  -0.525 -0.201  -0.506 -0.295  -0.412 -0.342  -0.306 -0.343  -0.221 -0.376  -0.179 -0.472  -0.176 -0.575  -0.075 -0.609  0.017 -0.655  0.083 -0.737  0.142 -0.825  0.221 -0.890  0.316 -0.937  0.397 -0.993  0.402 -1.095  0.497 -1.143  0.591 -1.190  0.635 -1.269  0.729 -1.316  0.815 -1.353  0.858 -1.448  0.916 -1.496
2#apa#apa00#app0038/<  0.839 1.498  0.954 1.498  0.945 1.447  0.864 1.366  0.839 1.261  0.801 1.183  0.686 1.183  0.681 1.073  0.633 0.978  0.552 0.896  0.471 0.815  0.389 0.733  0.308 0.652  0.226 0.570  0.119 0.552  0.029 0.510  -0.022 0.407  -0.074 0.304  -0.147 0.237  -0.262 0.237  -0.315 0.136  -0.367 0.033  -0.418 -0.070  -0.497 -0.153  -0.579 -0.235  -0.660 -0.316  -0.743 -0.394  -0.858 -0.394  -0.896 -0.472  -0.931 -0.552  -1.046 -0.552  -0.946 -0.552  -0.896 -0.617  -0.873 -0.709  -0.758 -0.709  -0.643 -0.709  -0.528 -0.709  -0.413 -0.709  -0.297 -0.709  -0.182 -0.709  -0.067 -0.709  0.048 -0.709  0.163 -0.709  0.258 -0.759  0.339 -0.841  0.444 -0.867  0.559 -0.867  0.674 -0.867  0.757 -0.943  0.839 -1.025
3#apa#apa01#app0153/<  0.689 1.674  0.689 1.557  0.623 1.506  0.521 1.491  0.521 1.375  0.465 1.281  0.382 1.199  0.353 1.094  0.328 1.002  0.212 1.002  0.186 0.912  0.158 0.807  0.075 0.724  -0.018 0.667  -0.134 0.667  -0.150 0.566  -0.150 0.449  -0.150 0.332  -0.265 0.331  -0.318 0.267  -0.327 0.154  -0.410 0.072  -0.486 -0.014  -0.486 -0.130  -0.560 -0.172  -0.654 -0.196  -0.654 -0.313  -0.743 -0.340  -0.821 -0.378  -0.821 -0.495  -0.718 -0.508  -0.601 -0.508  -0.486 -0.509  -0.486 -0.626  -0.419 -0.676  -0.302 -0.676  -0.185 -0.676  -0.150 -0.757  -0.120 -0.844  -0.003 -0.844  0.113 -0.844  0.230 -0.844  0.347 -0.844  0.431 -0.921  0.514 -1.004  0.596 -1.086  0.679 -1.169  0.791 -1.179  0.857 -1.230  0.857 -1.347
2#apa#apa04#app0400/<  0.963 1.299  0.963 1.188  0.897 1.143  0.792 1.128  0.714 1.049  0.628 0.988  0.518 0.988  0.407 0.988  0.301 0.968  0.201 0.918  0.102 0.868  0.009 0.811  -0.070 0.732  -0.158 0.677  -0.269 0.677  -0.280 0.578  -0.319 0.483  -0.397 0.405  -0.492 0.366  -0.603 0.366  -0.714 0.366  -0.747 0.288  -0.771 0.187  -0.849 0.108  -0.902 0.019  -0.902 -0.092  -0.902 -0.202  -0.902 -0.313  -0.888 -0.411  -0.778 -0.411  -0.690 -0.467  -0.612 -0.546  -0.509 -0.566  -0.398 -0.566  -0.287 -0.566  -0.177 -0.566  -0.083 -0.608  -0.005 -0.687  0.092 -0.722  0.198 -0.733  0.276 -0.812  0.360 -0.877  0.471 -0.877  0.557 -0.937  0.635 -1.016  0.739 -1.033  0.838 -1.063  0.916 -1.141  1.008 -1.188  1.119 -1.188
2#apa#apa04#app0400/<  1.103 1.063  1.103 0.952  1.040 0.904  0.929 0.904  0.818 0.904  0.707 0.904  0.596 0.904  0.485 0.904  0.401 0.839  0.322 0.760  0.218 0.744  0.106 0.744  -0.005 0.744  -0.116 0.744  -0.227 0.744  -0.336 0.740  -0.415 0.661  -0.494 0.585  -0.605 0.585  -0.651 0.519  -0.668 0.425  -0.779 0.425  -0.867 0.369  -0.946 0.290  -0.970 0.189  -0.950 0.086  -0.871 0.008  -0.793 -0.071  -0.714 -0.149  -0.636 -0.228  -0.557 -0.306  -0.473 -0.372  -0.362 -0.372  -0.332 -0.453  -0.299 -0.532  -0.188 -0.532  -0.105 -0.599  -0.027 -0.678  0.052 -0.756  0.131 -0.835  0.235 -0.851  0.334 -0.879  0.413 -0.958  0.492 -1.036  0.570 -1.115  0.625 -1.203  0.625 -1.315  0.625 -1.426  0.673 -1.488  0.784 -1.488
3#app#app18#app1851/<  0.801 1.254  0.940 1.254  1.079 1.254  1.049 1.184  0.951 1.086  0.852 0.988  0.735 0.936  0.596 0.936  0.457 0.936  0.318 0.936  0.179 0.936  0.165 0.812  0.165 0.673  0.080 0.619  -0.059 0.619  -0.153 0.574  -0.153 0.435  -0.158 0.301  -0.296 0.301  -0.435 0.301  -0.471 0.197  -0.471 0.058  -0.534 -0.017  -0.673 -0.017  -0.788 -0.041  -0.788 -0.180  -0.788 -0.319  -0.911 -0.335  -1.050 -0.335  -1.106 -0.418  -1.106 -0.556  -1.064 -0.653  -0.925 -0.653  -0.786 -0.653  -0.647 -0.653  -0.508 -0.653  -0.369 -0.653  -0.230 -0.653  -0.091 -0.653  0.047 -0.653  0.186 -0.653  0.325 -0.653  0.464 -0.653  0.483 -0.773  0.483 -0.912  0.563 -0.971  0.702 -0.971  0.841 -0.971  0.980 -0.971  1.119 -0.971
2#uqb#pe/<  0.427 1.294  0.474 1.397  0.494 1.425  0.451 1.321  0.388 1.226  0.324 1.130  0.261 1.035  0.197 0.939  0.120 0.855  0.042 0.771  -0.037 0.687  -0.116 0.605  -0.197 0.524  -0.279 0.443  -0.363 0.364  -0.446 0.286  -0.530 0.208  -0.626 0.146  -0.727 0.092  -0.828 0.039  -0.928 -0.018  -1.021 -0.085  -1.112 -0.155  -1.194 -0.207  -1.124 -0.194  -1.010 -0.180  -0.896 -0.167  -0.783 -0.175  -0.671 -0.201  -0.560 -0.228  -0.448 -0.254  -0.336 -0.278  -0.224 -0.302  -0.110 -0.314  0.004 -0.321  0.113 -0.342  0.190 -0.426  0.268 -0.511  0.362 -0.572  0.467 -0.616  0.573 -0.660  0.679 -0.704  0.782 -0.754  0.882 -0.811  0.981 -0.868  1.067 -0.944  1.152 -1.021  1.223 -1.104  1.309 -1.173  1.339 -1.202
2#uqb#pe/<  0.565 1.254  0.662 1.313  0.766 1.349  0.849 1.324  0.770 1.244  0.683 1.171  0.599 1.095  0.520 1.015  0.429 0.946  0.339 0.876  0.251 0.804  0.165 0.729  0.080 0.654  -0.007 0.580  -0.093 0.506  -0.180 0.433  -0.267 0.359  -0.352 0.283  -0.437 0.208  -0.522 0.132  -0.613 0.063  -0.707 -0.001  -0.801 -0.065  -0.897 -0.126  -0.995 -0.183  -1.097 -0.232  -1.178 -0.260  -1.081 -0.255  -0.968 -0.269  -0.859 -0.300  -0.754 -0.344  -0.644 -0.370  -0.532 -0.389  -0.420 -0.411  -0.309 -0.435  -0.198 -0.459  -0.087 -0.485  0.018 -0.530  0.122 -0.575  0.227 -0.620  0.323 -0.680  0.419 -0.742  0.510 -0.810  0.598 -0.882  0.673 -0.967  0.753 -1.048  0.833 -1.128  0.900 -1.217  0.971 -1.285  0.975 -1.269
2#uqb#pe/<  0.316 1.054  0.399 1.132  0.470 1.225  0.570 1.285  0.667 1.348  0.716 1.306  0.666 1.200  0.616 1.095  0.556 0.997  0.465 0.924  0.372 0.853  0.273 0.792  0.174 0.730  0.078 0.664  -0.002 0.579  -0.082 0.494  -0.162 0.409  -0.251 0.335  -0.352 0.277  -0.454 0.219  -0.555 0.161  -0.644 0.088  -0.721 -0.000  -0.798 -0.088  -0.877 -0.172  -0.986 -0.216  -1.094 -0.259  -1.151 -0.338  -1.034 -0.338  -0.917 -0.338  -0.809 -0.371  -0.706 -0.427  -0.596 -0.451  -0.482 -0.468  -0.372 -0.508  -0.262 -0.548  -0.152 -0.588  -0.040 -0.619  0.074 -0.645  0.174 -0.699  0.260 -0.777  0.353 -0.847  0.456 -0.902  0.559 -0.957  0.660 -1.015  0.761 -1.075  0.868 -1.116  0.978 -1.150  1.025 -1.184  0.993 -1.071
2#uqb#pe/<  0.051 0.909  0.146 0.966  0.189 0.926  0.287 0.909  0.381 0.972  0.475 1.037  0.570 1.101  0.664 1.166  0.663 1.135  0.599 1.039  0.521 0.960  0.424 0.898  0.327 0.839  0.226 0.784  0.125 0.730  0.031 0.667  -0.068 0.609  -0.163 0.546  -0.258 0.482  -0.355 0.422  -0.452 0.362  -0.539 0.288  -0.625 0.212  -0.718 0.149  -0.819 0.095  -0.920 0.040  -1.001 -0.021  -0.991 -0.068  -0.894 -0.123  -0.786 -0.161  -0.679 -0.200  -0.580 -0.258  -0.481 -0.316  -0.390 -0.385  -0.305 -0.461  -0.216 -0.533  -0.132 -0.610  -0.051 -0.691  0.030 -0.771  0.104 -0.859  0.175 -0.948  0.253 -1.031  0.338 -1.108  0.423 -1.184  0.514 -1.254  0.603 -1.325  0.692 -1.397  0.791 -1.453  0.880 -1.523  0.941 -1.564
2#uqb#pe/<  0.381 1.253  0.444 1.234  0.541 1.216  0.612 1.234  0.649 1.216  0.638 1.189  0.553 1.129  0.471 1.064  0.391 0.997  0.309 0.932  0.228 0.867  0.146 0.801  0.064 0.737  -0.023 0.679  -0.110 0.621  -0.196 0.563  -0.283 0.505  -0.370 0.447  -0.454 0.384  -0.537 0.322  -0.622 0.260  -0.707 0.200  -0.795 0.143  -0.888 0.097  -0.968 0.037  -0.974 -0.025  -0.896 -0.095  -0.816 -0.160  -0.717 -0.193  -0.617 -0.226  -0.530 -0.283  -0.444 -0.342  -0.358 -0.402  -0.271 -0.460  -0.185 -0.517  -0.103 -0.583  -0.026 -0.653  0.049 -0.725  0.113 -0.808  0.178 -0.890  0.247 -0.964  0.349 -0.986  0.452 -1.007  0.554 -1.029  0.608 -1.101  0.677 -1.179  0.745 -1.258  0.814 -1.336  0.857 -1.414  0.820 -1.492
2#uqb#pe/<  0.473 1.190  0.519 1.185  0.445 1.111  0.367 1.040  0.280 0.985  0.179 0.953  0.079 0.922  -0.020 0.886  -0.112 0.835  -0.201 0.779  -0.291 0.724  -0.380 0.668  -0.470 0.613  -0.552 0.547  -0.634 0.480  -0.715 0.414  -0.797 0.347  -0.878 0.280  -0.966 0.223  -1.050 0.159  -1.134 0.096  -1.153 0.029  -1.050 0.011  -0.947 -0.011  -0.844 -0.033  -0.741 -0.052  -0.637 -0.072  -0.536 -0.096  -0.441 -0.143  -0.347 -0.190  -0.253 -0.237  -0.159 -0.285  -0.068 -0.339  0.022 -0.392  0.113 -0.446  0.204 -0.499  0.295 -0.552  0.387 -0.603  0.480 -0.653  0.572 -0.704  0.665 -0.754  0.759 -0.801  0.853 -0.849  0.947 -0.896  1.046 -0.926  1.151 -0.939  1.255 -0.952  1.355 -0.983  1.453 -1.013  1.480 -1.055
2#uqb#pe/<  0.625 1.279  0.721 1.337  0.755 1.290  0.702 1.178  0.609 1.095  0.516 1.012  0.430 0.921  0.345 0.830  0.259 0.738  0.170 0.652  0.070 0.577  -0.030 0.502  -0.132 0.429  -0.235 0.358  -0.338 0.288  -0.442 0.219  -0.557 0.169  -0.671 0.119  -0.786 0.069  -0.889 -0.002  -0.991 -0.073  -1.095 -0.143  -1.205 -0.202  -1.315 -0.262  -1.348 -0.300  -1.233 -0.306  -1.109 -0.323  -0.985 -0.336  -0.860 -0.336  -0.735 -0.336  -0.610 -0.336  -0.487 -0.314  -0.364 -0.292  -0.241 -0.271  -0.117 -0.280  0.008 -0.293  0.132 -0.306  0.255 -0.327  0.376 -0.357  0.497 -0.388  0.616 -0.427  0.731 -0.475  0.845 -0.525  0.954 -0.587  1.062 -0.649  1.141 -0.729  1.163 -0.851  1.221 -0.945  1.275 -1.040  1.298 -1.053
2#uqb#pe/<  0.074 1.052  0.180 1.108  0.286 1.166  0.380 1.238  0.450 1.326  0.422 1.247  0.355 1.147  0.284 1.051  0.199 0.966  0.114 0.881  0.026 0.798  -0.063 0.717  -0.153 0.637  -0.245 0.560  -0.337 0.482  -0.427 0.403  -0.512 0.318  -0.597 0.233  -0.684 0.150  -0.773 0.069  -0.862 -0.012  -0.956 -0.088  -1.050 -0.163  -1.140 -0.237  -1.053 -0.238  -0.939 -0.200  -0.825 -0.162  -0.712 -0.122  -0.602 -0.072  -0.493 -0.021  -0.379 -0.016  -0.269 -0.063  -0.158 -0.110  -0.047 -0.156  0.050 -0.226  0.139 -0.306  0.229 -0.387  0.319 -0.467  0.409 -0.546  0.502 -0.623  0.594 -0.700  0.661 -0.794  0.709 -0.904  0.774 -1.005  0.840 -1.106  0.905 -1.207  0.982 -1.299  1.062 -1.389  1.140 -1.469  1.192 -1.459
2#uqb#pe/<  0.630 1.482  0.714 1.511  0.772 1.452  0.757 1.383  0.687 1.302  0.615 1.222  0.551 1.136  0.491 1.047  0.430 0.959  0.369 0.870  0.290 0.798  0.209 0.727  0.128 0.656  0.048 0.585  -0.033 0.514  -0.114 0.443  -0.195 0.372  -0.276 0.301  -0.357 0.230  -0.435 0.157  -0.513 0.083  -0.592 0.009  -0.670 -0.064  -0.753 -0.132  -0.836 -0.201  -0.926 -0.258  -1.022 -0.306  -1.065 -0.349  -0.985 -0.305  -0.885 -0.343  -0.782 -0.373  -0.678 -0.403  -0.575 -0.434  -0.473 -0.466  -0.370 -0.498  -0.271 -0.539  -0.171 -0.580  -0.072 -0.621  0.019 -0.678  0.110 -0.735  0.201 -0.792  0.302 -0.830  0.402 -0.868  0.503 -0.905  0.599 -0.953  0.692 -1.007  0.785 -1.062  0.861 -1.132  0.935 -1.188  0.948 -1.219
2#uqb#pe/<  -0.148 1.209  -0.073 1.264  -0.004 1.243  -0.002 1.156  -0.042 1.070  -0.081 0.983  -0.156 0.931  -0.239 0.885  -0.322 0.840  -0.402 0.791  -0.481 0.739  -0.560 0.686  -0.637 0.631  -0.706 0.567  -0.769 0.497  -0.833 0.427  -0.899 0.361  -0.973 0.304  -1.027 0.263  -0.940 0.230  -0.854 0.190  -0.768 0.150  -0.683 0.110  -0.597 0.070  -0.511 0.030  -0.426 -0.010  -0.343 -0.057  -0.262 -0.104  -0.180 -0.151  -0.098 -0.199  -0.016 -0.246  0.064 -0.297  0.144 -0.347  0.224 -0.398  0.304 -0.448  0.384 -0.498  0.466 -0.546  0.547 -0.594  0.629 -0.642  0.707 -0.693  0.772 -0.762  0.837 -0.831  0.902 -0.900  0.967 -0.969  1.033 -1.035  1.108 -1.094  1.183 -1.152  1.256 -1.205  1.269 -1.265  1.239 -1.185
2#uqb#pe/<  0.742 1.051  0.765 1.152  0.789 1.248  0.763 1.219  0.677 1.160  0.589 1.103  0.502 1.046  0.410 0.998  0.314 0.956  0.218 0.915  0.122 0.873  0.026 0.831  -0.057 0.771  -0.133 0.699  -0.209 0.627  -0.285 0.555  -0.365 0.488  -0.449 0.426  -0.533 0.364  -0.622 0.309  -0.712 0.256  -0.802 0.203  -0.872 0.127  -0.936 0.044  -0.991 -0.040  -1.012 -0.096  -0.922 -0.130  -0.822 -0.161  -0.738 -0.219  -0.660 -0.288  -0.559 -0.312  -0.456 -0.330  -0.359 -0.362  -0.274 -0.423  -0.190 -0.484  -0.104 -0.544  -0.022 -0.608  0.056 -0.678  0.134 -0.747  0.213 -0.817  0.298 -0.876  0.385 -0.934  0.468 -0.997  0.550 -1.063  0.641 -1.113  0.735 -1.157  0.824 -1.213  0.913 -1.262  0.987 -1.329  0.961 -1.235
2#uqb#pe/<  0.276 1.128  0.347 1.219  0.417 1.310  0.494 1.368  0.513 1.275  0.470 1.168  0.428 1.061  0.385 0.955  0.292 0.887  0.199 0.819  0.106 0.753  0.011 0.687  -0.083 0.622  -0.174 0.551  -0.258 0.474  -0.343 0.396  -0.437 0.337  -0.543 0.298  -0.637 0.232  -0.731 0.166  -0.826 0.101  -0.920 0.035  -1.013 -0.033  -1.106 -0.100  -1.182 -0.176  -1.091 -0.161  -0.979 -0.186  -0.866 -0.211  -0.754 -0.236  -0.642 -0.259  -0.529 -0.282  -0.416 -0.304  -0.307 -0.340  -0.199 -0.378  -0.090 -0.416  0.018 -0.454  0.125 -0.496  0.232 -0.538  0.339 -0.581  0.445 -0.625  0.551 -0.669  0.648 -0.726  0.725 -0.811  0.802 -0.897  0.885 -0.975  0.971 -1.052  1.042 -1.139  1.124 -1.221  1.180 -1.309  1.103 -1.266
2#uqb#pe/<  0.874 1.438  0.850 1.351  0.814 1.276  0.740 1.202  0.667 1.129  0.586 1.065  0.498 1.011  0.409 0.956  0.320 0.904  0.229 0.854  0.138 0.803  0.047 0.753  -0.041 0.699  -0.122 0.634  -0.202 0.569  -0.283 0.504  -0.366 0.441  -0.450 0.381  -0.535 0.321  -0.619 0.261  -0.703 0.199  -0.787 0.138  -0.871 0.077  -0.956 0.017  -1.042 -0.040  -1.047 -0.094  -0.955 -0.143  -0.864 -0.192  -0.774 -0.244  -0.685 -0.297  -0.596 -0.350  -0.507 -0.403  -0.417 -0.456  -0.322 -0.497  -0.224 -0.531  -0.126 -0.564  -0.028 -0.598  0.070 -0.633  0.166 -0.671  0.263 -0.709  0.360 -0.747  0.447 -0.803  0.533 -0.860  0.619 -0.918  0.685 -0.998  0.748 -1.080  0.807 -1.166  0.863 -1.253  0.889 -1.348  0.903 -1.387
2#uqb#pe/<  0.876 1.389  0.814 1.310  0.728 1.241  0.650 1.163  0.572 1.086  0.490 1.014  0.396 0.956  0.303 0.898  0.210 0.841  0.123 0.773  0.037 0.704  -0.048 0.635  -0.143 0.580  -0.240 0.528  -0.336 0.475  -0.433 0.424  -0.531 0.375  -0.630 0.325  -0.728 0.276  -0.829 0.234  -0.931 0.192  -1.033 0.150  -1.107 0.091  -1.164 0.002  -1.109 -0.059  -1.005 -0.093  -0.908 -0.144  -0.814 -0.200  -0.716 -0.248  -0.608 -0.269  -0.500 -0.289  -0.395 -0.317  -0.298 -0.369  -0.202 -0.422  -0.105 -0.474  -0.008 -0.525  0.091 -0.574  0.189 -0.623  0.286 -0.674  0.383 -0.726  0.481 -0.775  0.586 -0.807  0.692 -0.838  0.796 -0.871  0.897 -0.915  0.998 -0.958  1.030 -1.061  1.074 -1.162  1.073 -1.187  1.047 -1.083
2#uqb#pe/<  0.599 1.419  0.567 1.481  0.606 1.467  0.555 1.383  0.505 1.299  0.450 1.217  0.388 1.142  0.325 1.066  0.263 0.991  0.200 0.915  0.134 0.843  0.064 0.773  -0.005 0.704  -0.074 0.634  -0.144 0.565  -0.222 0.506  -0.301 0.448  -0.380 0.390  -0.458 0.330  -0.529 0.263  -0.601 0.195  -0.672 0.128  -0.743 0.060  -0.813 -0.009  -0.882 -0.078  -0.916 -0.120  -0.845 -0.143  -0.761 -0.193  -0.677 -0.244  -0.594 -0.295  -0.509 -0.345  -0.424 -0.395  -0.339 -0.443  -0.248 -0.480  -0.157 -0.517  -0.069 -0.559  0.008 -0.619  0.085 -0.680  0.162 -0.742  0.236 -0.806  0.310 -0.870  0.385 -0.934  0.467 -0.987  0.550 -1.040  0.617 -1.107  0.661 -1.195  0.713 -1.275  0.792 -1.333  0.871 -1.391  0.853 -1.420
3#app#app37#app3728/<  1.146 1.526  1.146 1.412  1.101 1.317  1.020 1.236  0.940 1.156  0.859 1.075  0.779 0.995  0.698 0.914  0.602 0.872  0.489 0.869  0.409 0.788  0.328 0.708  0.248 0.627  0.167 0.547  0.066 0.495  -0.036 0.444  -0.138 0.394  -0.223 0.320  -0.304 0.239  -0.409 0.218  -0.488 0.184  -0.488 0.070  -0.558 -0.015  -0.639 -0.095  -0.747 -0.108  -0.815 -0.154  -0.815 -0.268  -0.925 -0.272  -0.979 -0.332  -0.979 -0.446  -0.979 -0.560  -0.903 -0.599  -0.815 -0.624  -0.815 -0.738  -0.725 -0.762  -0.611 -0.762  -0.497 -0.762  -0.384 -0.762  -0.270 -0.762  -0.156 -0.762  -0.042 -0.762  0.072 -0.762  0.186 -0.762  0.299 -0.762  0.413 -0.762  0.527 -0.762  0.641 -0.762  0.755 -0.762  0.869 -0.762  0.983 -0.762
3#apa#apa01#app0156/<  0.708 1.662  0.708 1.544  0.708 1.426  0.627 1.389  0.571 1.327  0.528 1.253  0.435 1.228  0.431 1.112  0.348 1.029  0.299 0.932  0.269 0.844  0.162 0.833  0.162 0.715  0.084 0.630  0.026 0.536  0.009 0.435  -0.108 0.435  -0.110 0.319  -0.208 0.299  -0.246 0.220  -0.307 0.163  -0.383 0.121  -0.406 0.026  -0.523 0.026  -0.641 0.026  -0.728 -0.047  -0.791 -0.138  -0.801 -0.246  -0.919 -0.246  -0.819 -0.246  -0.728 -0.310  -0.644 -0.393  -0.561 -0.477  -0.478 -0.560  -0.395 -0.643  -0.282 -0.655  -0.246 -0.737  -0.183 -0.791  -0.078 -0.823  0.005 -0.906  0.114 -0.928  0.162 -0.996  0.213 -1.064  0.331 -1.064  0.435 -1.077  0.435 -1.195  0.547 -1.200  0.665 -1.200  0.761 -1.253  0.844 -1.336
3#app#app19#app1916/<  1.398 0.844  1.276 0.844  1.153 0.844  1.031 0.844  0.909 0.844  0.787 0.844  0.665 0.844  0.543 0.844  0.420 0.844  0.298 0.844  0.201 0.785  0.114 0.698  0.026 0.616  -0.096 0.616  -0.212 0.600  -0.298 0.513  -0.384 0.427  -0.491 0.389  -0.613 0.389  -0.735 0.389  -0.857 0.389  -0.878 0.287  -0.878 0.165  -0.996 0.161  -1.105 0.148  -1.105 0.026  -1.076 -0.066  -0.954 -0.066  -0.878 -0.113  -0.878 -0.235  -0.815 -0.294  -0.692 -0.294  -0.594 -0.351  -0.507 -0.437  -0.420 -0.521  -0.298 -0.521  -0.181 -0.535  -0.095 -0.622  -0.009 -0.708  0.096 -0.749  0.219 -0.749  0.332 -0.785  0.442 -0.840  0.551 -0.894  0.660 -0.949  0.776 -0.977  0.898 -0.977  0.997 -1.031  1.084 -1.118  1.170 -1.204
2#tos#t1#t1020062/<  0.917 1.385  0.867 1.317  0.822 1.231  0.724 1.165  0.621 1.113  0.506 1.107  0.453 1.002  0.350 0.977  0.237 0.972  0.237 0.853  0.199 0.773  0.081 0.773  -0.017 0.723  -0.101 0.639  -0.185 0.556  -0.268 0.472  -0.352 0.388  -0.436 0.304  -0.512 0.258  -0.575 0.165  -0.691 0.160  -0.784 0.135  -0.792 0.022  -0.904 -0.016  -1.009 -0.065  -1.108 -0.112  -1.056 -0.146  -0.997 -0.240  -0.882 -0.248  -0.778 -0.297  -0.680 -0.363  -0.569 -0.390  -0.463 -0.442  -0.363 -0.478  -0.310 -0.584  -0.198 -0.616  -0.083 -0.645  0.034 -0.656  0.149 -0.673  0.262 -0.710  0.376 -0.742  0.491 -0.771  0.577 -0.822  0.643 -0.905  0.742 -0.970  0.849 -1.000  0.849 -1.118  0.953 -1.133  1.053 -1.151  1.122 -1.201
