1d#app#app13#app1324/.  0.297 -1.787  0.297 -1.704  0.297 -1.622  0.297 -1.540  0.297 -1.458  0.297 -1.375  0.297 -1.293  0.297 -1.211  0.297 -1.128  0.297 -1.046  0.297 -0.964  0.297 -0.882  0.297 -0.799  0.297 -0.717  0.297 -0.635  0.297 -0.553  0.297 -0.470  0.297 -0.388  0.297 -0.306  0.245 -0.245  0.187 -0.187  0.129 -0.129  0.071 -0.071  0.012 -0.012  -0.046 0.046  -0.104 0.104  -0.162 0.162  -0.220 0.220  -0.278 0.279  -0.337 0.337  -0.395 0.395  -0.447 0.455  -0.447 0.538  -0.447 0.620  -0.447 0.702  -0.447 0.785  -0.447 0.867  -0.447 0.949  -0.447 1.031  -0.447 1.114  -0.443 1.192  -0.361 1.192  -0.278 1.192  -0.196 1.192  -0.114 1.192  -0.032 1.192  0.051 1.192  0.133 1.192  0.215 1.192  0.297 1.192
1d#apb#apb23#app2354/.  -1.026 1.239  -1.026 1.166  -1.026 1.093  -1.026 1.019  -1.026 0.946  -1.002 0.879  -0.969 0.813  -0.936 0.748  -0.903 0.683  -0.871 0.617  -0.838 0.552  -0.805 0.486  -0.773 0.421  -0.740 0.355  -0.697 0.307  -0.624 0.307  -0.551 0.307  -0.477 0.307  -0.404 0.306  -0.353 0.255  -0.301 0.203  -0.249 0.151  -0.198 0.099  -0.146 0.048  -0.094 -0.004  -0.042 -0.056  0.009 -0.107  0.061 -0.159  0.113 -0.211  0.165 -0.263  0.216 -0.314  0.282 -0.347  0.347 -0.380  0.412 -0.413  0.478 -0.445  0.543 -0.478  0.609 -0.511  0.674 -0.543  0.740 -0.576  0.805 -0.609  0.870 -0.642  0.936 -0.674  1.001 -0.707  1.067 -0.740  1.132 -0.772  1.198 -0.805  1.263 -0.838  1.328 -0.871  1.394 -0.903  1.459 -0.936
3#app#app07#app0749/.  0.538 -1.918  0.538 -1.809  0.538 -1.699  0.538 -1.589  0.538 -1.479  0.538 -1.370  0.538 -1.260  0.538 -1.150  0.538 -1.040  0.538 -0.931  0.538 -0.821  0.538 -0.711  0.538 -0.601  0.538 -0.492  0.538 -0.382  0.538 -0.272  0.538 -0.162  0.538 -0.053  0.538 0.057  0.538 0.167  0.494 0.233  0.384 0.233  0.274 0.233  0.165 0.233  0.055 0.233  -0.055 0.233  -0.165 0.233  -0.274 0.233  -0.384 0.233  -0.494 0.233  -0.538 0.299  -0.538 0.408  -0.538 0.518  -0.538 0.628  -0.538 0.738  -0.538 0.847  -0.538 0.957  -0.538 1.067  -0.538 1.177  -0.538 1.286  -0.538 1.220  -0.538 1.111  -0.538 1.001  -0.538 0.891  -0.538 0.781  -0.538 0.672  -0.538 0.562  -0.538 0.452  -0.538 0.342  -0.538 0.233
1d#apb#apb05#app0516/.  0.128 1.784  0.111 1.708  0.094 1.632  0.077 1.556  0.060 1.480  0.043 1.404  0.027 1.328  0.010 1.252  -0.007 1.176  -0.024 1.100  -0.041 1.024  -0.058 0.948  -0.075 0.872  -0.092 0.796  -0.109 0.720  -0.125 0.644  -0.132 0.567  -0.132 0.490  -0.132 0.412  -0.132 0.334  -0.132 0.256  -0.132 0.178  -0.132 0.100  -0.132 0.023  -0.132 -0.055  -0.132 -0.133  -0.132 -0.211  -0.132 -0.289  -0.132 -0.366  -0.132 -0.444  -0.132 -0.522  -0.132 -0.600  -0.132 -0.678  -0.132 -0.755  -0.132 -0.833  -0.132 -0.911  -0.084 -0.941  -0.006 -0.941  0.072 -0.941  0.128 -0.963  0.128 -1.041  0.128 -1.118  0.128 -1.196  0.128 -1.274  0.148 -1.324  0.222 -1.299  0.296 -1.275  0.369 -1.250  0.443 -1.225  0.517 -1.201
1d#apb#apb05#app0516/.  -0.670 1.594  -0.650 1.523  -0.629 1.452  -0.609 1.381  -0.589 1.310  -0.569 1.239  -0.548 1.169  -0.528 1.098  -0.508 1.027  -0.488 0.956  -0.467 0.885  -0.447 0.814  -0.427 0.743  -0.407 0.673  -0.386 0.602  -0.366 0.531  -0.346 0.460  -0.325 0.389  -0.301 0.319  -0.278 0.250  -0.255 0.180  -0.232 0.110  -0.208 0.040  -0.185 -0.030  -0.162 -0.100  -0.138 -0.170  -0.115 -0.240  -0.092 -0.310  -0.068 -0.380  -0.045 -0.450  -0.022 -0.520  0.002 -0.589  0.063 -0.622  0.132 -0.645  0.202 -0.668  0.272 -0.692  0.342 -0.715  0.412 -0.738  0.482 -0.761  0.547 -0.795  0.608 -0.835  0.670 -0.876  0.731 -0.917  0.792 -0.958  0.854 -0.999  0.915 -1.040  0.976 -1.081  1.020 -1.131  1.020 -1.205  1.020 -1.279
3#apa#apa00#app0070/.  0.000 -1.698  0.000 -1.628  0.000 -1.559  0.000 -1.490  0.000 -1.421  0.000 -1.351  0.000 -1.282  0.000 -1.213  0.000 -1.143  0.000 -1.074  0.000 -1.005  0.000 -0.936  0.000 -0.866  0.000 -0.797  0.000 -0.728  0.000 -0.658  0.000 -0.589  0.000 -0.520  0.000 -0.450  0.000 -0.381  0.000 -0.312  0.000 -0.243  0.000 -0.173  0.000 -0.104  0.000 -0.035  0.000 0.035  0.000 0.104  0.000 0.173  0.000 0.243  0.000 0.312  0.000 0.381  0.000 0.450  0.000 0.520  0.000 0.589  0.000 0.658  0.000 0.728  0.000 0.797  0.000 0.866  0.000 0.936  0.000 1.005  0.000 1.074  0.000 1.143  0.000 1.213  0.000 1.282  0.000 1.351  0.000 1.421  0.000 1.490  0.000 1.559  0.000 1.628  0.000 1.698
3#apb#apb15#app1565/.  0.441 -1.436  0.370 -1.436  0.298 -1.436  0.226 -1.436  0.155 -1.436  0.133 -1.386  0.133 -1.315  0.133 -1.243  0.133 -1.171  0.133 -1.099  0.133 -1.028  0.133 -0.956  0.133 -0.884  0.133 -0.813  0.133 -0.741  0.133 -0.669  0.133 -0.597  0.133 -0.526  0.133 -0.454  0.133 -0.382  0.133 -0.310  0.133 -0.239  0.133 -0.167  0.133 -0.095  0.133 -0.024  0.133 0.048  0.128 0.119  0.101 0.185  0.075 0.252  0.048 0.319  0.022 0.385  -0.005 0.452  -0.032 0.518  -0.058 0.585  -0.085 0.652  -0.112 0.718  -0.138 0.785  -0.165 0.851  -0.192 0.918  -0.218 0.985  -0.245 1.051  -0.271 1.118  -0.298 1.184  -0.325 1.251  -0.351 1.317  -0.378 1.384  -0.405 1.451  -0.431 1.517  -0.458 1.584  -0.485 1.650
3#apb#apb15#app1565/.  -1.065 -1.089  -1.065 -1.013  -1.065 -0.938  -1.065 -0.862  -1.065 -0.787  -1.065 -0.711  -1.065 -0.636  -1.065 -0.560  -1.065 -0.485  -1.060 -0.411  -1.006 -0.358  -0.953 -0.304  -0.900 -0.251  -0.846 -0.197  -0.793 -0.144  -0.739 -0.091  -0.686 -0.037  -0.633 0.016  -0.579 0.070  -0.525 0.122  -0.450 0.122  -0.374 0.122  -0.299 0.122  -0.223 0.122  -0.148 0.122  -0.072 0.122  0.003 0.122  0.079 0.122  0.154 0.122  0.230 0.122  0.306 0.122  0.381 0.122  0.453 0.139  0.522 0.170  0.591 0.200  0.660 0.231  0.729 0.262  0.798 0.292  0.867 0.323  0.936 0.354  1.005 0.384  1.074 0.415  1.143 0.446  1.212 0.477  1.281 0.507  1.350 0.538  1.419 0.569  1.489 0.599  1.558 0.630  1.627 0.661
2#pri#pri0#150/.  2.006 0.000  1.907 0.000  1.808 0.000  1.710 0.000  1.611 0.000  1.512 0.000  1.413 0.000  1.314 0.000  1.215 0.000  1.117 0.000  1.018 0.000  0.919 0.000  0.820 0.000  0.721 0.000  0.623 0.000  0.524 0.000  0.425 0.000  0.326 0.000  0.227 0.000  0.128 0.000  0.030 0.000  -0.069 0.000  -0.168 0.000  -0.267 0.000  -0.366 0.000  -0.465 0.000  -0.563 0.000  -0.662 0.000  -0.761 0.000  -0.860 0.000  -0.958 0.000  -1.057 0.000  -1.156 0.000  -1.255 0.000  -1.354 0.000  -1.453 0.000  -1.354 0.000  -1.255 0.000  -1.156 0.000  -1.057 0.000  -0.958 0.000  -0.860 0.000  -0.761 0.000  -0.662 0.000  -0.563 0.000  -0.465 0.000  -0.366 0.000  -0.267 0.000  -0.168 0.000  -0.069 0.000
3#apb#apb41#app4116/.  -1.635 -0.707  -1.569 -0.665  -1.504 -0.623  -1.438 -0.582  -1.373 -0.540  -1.307 -0.498  -1.242 -0.457  -1.177 -0.415  -1.111 -0.373  -1.046 -0.332  -0.980 -0.290  -0.915 -0.249  -0.849 -0.207  -0.781 -0.171  -0.709 -0.142  -0.637 -0.112  -0.566 -0.082  -0.494 -0.053  -0.422 -0.023  -0.350 0.006  -0.279 0.036  -0.207 0.065  -0.135 0.095  -0.063 0.124  0.008 0.154  0.080 0.183  0.152 0.213  0.224 0.242  0.295 0.272  0.367 0.302  0.439 0.331  0.513 0.354  0.588 0.375  0.662 0.396  0.737 0.418  0.811 0.439  0.886 0.460  0.961 0.482  1.031 0.455  1.100 0.421  1.159 0.372  1.214 0.317  1.269 0.262  1.249 0.188  1.227 0.113  1.206 0.039  1.185 -0.036  1.163 -0.111  1.142 -0.185  1.121 -0.260
3#apb#apb41#app4116/.  0.117 -0.276  0.117 -0.163  0.117 -0.050  0.117 0.063  0.117 0.176  0.117 0.289  0.117 0.402  0.117 0.514  0.117 0.627  0.117 0.740  0.117 0.853  0.119 0.965  0.199 1.045  0.279 1.125  0.359 1.204  0.439 1.284  0.519 1.364  0.460 1.306  0.381 1.226  0.301 1.146  0.221 1.066  0.141 0.987  0.092 0.888  0.056 0.781  0.021 0.674  -0.015 0.567  -0.051 0.459  -0.087 0.352  -0.122 0.245  -0.158 0.138  -0.194 0.031  -0.229 -0.076  -0.265 -0.183  -0.296 -0.291  -0.296 -0.404  -0.296 -0.517  -0.296 -0.630  -0.296 -0.743  -0.296 -0.855  -0.296 -0.968  -0.296 -1.081  -0.296 -1.194  -0.296 -1.307  -0.296 -1.420  -0.282 -1.527  -0.202 -1.607  -0.123 -1.687  -0.043 -1.767  0.037 -1.846  0.117 -1.926
3#apb#apb41#app4116/.  0.117 -1.703  0.093 -1.631  0.069 -1.559  0.045 -1.487  0.021 -1.415  -0.003 -1.343  -0.027 -1.271  -0.051 -1.199  -0.075 -1.127  -0.099 -1.055  -0.123 -0.983  -0.147 -0.911  -0.171 -0.839  -0.195 -0.767  -0.219 -0.695  -0.243 -0.623  -0.267 -0.551  -0.291 -0.479  -0.315 -0.407  -0.339 -0.335  -0.363 -0.263  -0.350 -0.196  -0.308 -0.133  -0.266 -0.070  -0.224 -0.006  -0.181 0.057  -0.139 0.120  -0.097 0.183  -0.055 0.246  -0.013 0.309  0.029 0.373  0.071 0.436  0.113 0.499  0.117 0.574  0.117 0.650  0.117 0.726  0.117 0.802  0.117 0.877  0.117 0.953  0.117 1.029  0.117 1.105  0.117 1.181  0.132 1.248  0.200 1.282  0.268 1.316  0.336 1.350  0.404 1.383  0.472 1.417  0.539 1.451  0.607 1.485
2#app#app19#app1960/.  2.060 0.000  1.951 0.000  1.841 0.000  1.732 0.000  1.623 0.000  1.513 0.000  1.404 0.000  1.294 0.000  1.185 0.000  1.076 0.000  0.966 0.000  0.857 0.000  0.747 0.000  0.638 0.000  0.529 0.000  0.419 0.000  0.310 0.000  0.201 0.000  0.091 0.000  -0.018 0.000  -0.128 0.000  -0.237 0.000  -0.346 0.000  -0.456 0.000  -0.565 0.000  -0.675 0.000  -0.784 0.000  -0.893 0.000  -1.003 0.000  -1.112 0.000  -1.221 0.000  -1.331 0.000  -1.440 0.000  -1.477 0.000  -1.367 0.000  -1.258 0.000  -1.148 0.000  -1.039 0.000  -0.930 0.000  -0.820 0.000  -0.711 0.000  -0.602 0.000  -0.492 0.000  -0.383 0.000  -0.274 0.000  -0.164 0.000  -0.055 0.000  0.055 0.000  0.164 0.000  0.273 0.000
2#app#app35#app3560/.  -0.226 0.453  -0.226 0.283  -0.226 0.113  -0.226 -0.057  -0.226 -0.226  -0.226 -0.396  -0.226 -0.566  -0.226 -0.736  -0.226 -0.906  -0.085 -0.934  0.085 -0.934  0.255 -0.934  0.425 -0.934  0.594 -0.934  0.764 -0.934  0.934 -0.934  1.104 -0.934  1.047 -0.934  0.877 -0.934  0.708 -0.934  0.538 -0.934  0.368 -0.934  0.198 -0.934  0.028 -0.934  -0.142 -0.934  -0.226 -0.849  -0.226 -0.679  -0.226 -0.510  -0.226 -0.340  -0.226 -0.170  -0.226 -0.000  -0.226 0.170  -0.226 0.340  -0.226 0.510  -0.226 0.679  -0.226 0.849  -0.226 1.019  -0.226 1.189  -0.226 1.359  -0.226 1.529  -0.226 1.698  -0.226 1.812  -0.226 1.642  -0.226 1.472  -0.226 1.302  -0.226 1.132  -0.226 0.962  -0.226 0.793  -0.226 0.623  -0.226 0.453
2#apb#apb42#app4214/.  1.902 0.230  1.807 0.230  1.713 0.230  1.618 0.230  1.523 0.230  1.428 0.230  1.334 0.230  1.239 0.230  1.144 0.230  1.049 0.230  0.955 0.230  0.860 0.230  0.765 0.230  0.671 0.230  0.576 0.230  0.481 0.230  0.386 0.230  0.291 0.230  0.197 0.230  0.102 0.230  0.007 0.230  -0.087 0.230  -0.182 0.230  -0.277 0.230  -0.372 0.230  -0.467 0.230  -0.561 0.230  -0.656 0.230  -0.751 0.230  -0.846 0.230  -0.940 0.230  -1.035 0.230  -1.130 0.230  -1.144 0.149  -1.144 0.054  -1.144 -0.041  -1.101 -0.118  -1.034 -0.185  -0.967 -0.252  -0.900 -0.319  -0.833 -0.386  -0.766 -0.453  -0.699 -0.520  -0.632 -0.587  -0.565 -0.654  -0.498 -0.721  -0.431 -0.788  -0.364 -0.855  -0.297 -0.922  -0.230 -0.989
2#apb#apb42#app4214/.  1.698 0.000  1.628 0.000  1.559 0.000  1.490 0.000  1.421 0.000  1.351 0.000  1.282 0.000  1.213 0.000  1.143 0.000  1.074 0.000  1.005 0.000  0.936 0.000  0.866 0.000  0.797 0.000  0.728 0.000  0.658 0.000  0.589 0.000  0.520 0.000  0.450 0.000  0.381 0.000  0.312 0.000  0.243 0.000  0.173 0.000  0.104 0.000  0.035 0.000  -0.035 0.000  -0.104 0.000  -0.173 0.000  -0.243 0.000  -0.312 0.000  -0.381 0.000  -0.450 0.000  -0.520 0.000  -0.589 0.000  -0.658 0.000  -0.728 0.000  -0.797 0.000  -0.866 0.000  -0.936 0.000  -1.005 0.000  -1.074 0.000  -1.143 0.000  -1.213 0.000  -1.282 0.000  -1.351 0.000  -1.421 0.000  -1.490 0.000  -1.559 0.000  -1.628 0.000  -1.698 0.000
2#app#app13#app1351/.  1.698 0.000  1.628 0.000  1.559 0.000  1.490 0.000  1.421 0.000  1.351 0.000  1.282 0.000  1.213 0.000  1.143 0.000  1.074 0.000  1.005 0.000  0.936 0.000  0.866 0.000  0.797 0.000  0.728 0.000  0.658 0.000  0.589 0.000  0.520 0.000  0.450 0.000  0.381 0.000  0.312 0.000  0.243 0.000  0.173 0.000  0.104 0.000  0.035 0.000  -0.035 0.000  -0.104 0.000  -0.173 0.000  -0.243 0.000  -0.312 0.000  -0.381 0.000  -0.450 0.000  -0.520 0.000  -0.589 0.000  -0.658 0.000  -0.728 0.000  -0.797 0.000  -0.866 0.000  -0.936 0.000  -1.005 0.000  -1.074 0.000  -1.143 0.000  -1.213 0.000  -1.282 0.000  -1.351 0.000  -1.421 0.000  -1.490 0.000  -1.559 0.000  -1.628 0.000  -1.698 0.000
1d#tos#f1#f1012064/.  1.054 1.018  0.969 1.018  0.885 1.018  0.800 1.018  0.715 1.018  0.631 1.018  0.546 1.018  0.462 1.018  0.377 1.018  0.293 1.018  0.208 1.018  0.123 1.018  0.039 1.018  -0.046 1.018  -0.130 1.018  -0.130 0.934  -0.130 0.849  -0.130 0.765  -0.130 0.680  -0.130 0.595  -0.130 0.511  -0.130 0.426  -0.130 0.342  -0.130 0.257  -0.130 0.173  -0.130 0.088  -0.130 0.003  -0.130 -0.081  -0.130 -0.166  -0.130 -0.250  -0.130 -0.335  -0.130 -0.419  -0.130 -0.504  -0.130 -0.589  -0.130 -0.673  -0.130 -0.758  -0.130 -0.842  -0.130 -0.927  -0.130 -1.012  -0.130 -1.096  -0.130 -1.181  -0.130 -1.265  -0.130 -1.350  -0.215 -1.350  -0.299 -1.350  -0.384 -1.350  -0.469 -1.350  -0.553 -1.350  -0.638 -1.350  -0.722 -1.350
2#apa#apa10#app1033/.  0.000 -1.698  0.000 -1.628  0.000 -1.559  0.000 -1.490  0.000 -1.421  0.000 -1.351  0.000 -1.282  0.000 -1.213  0.000 -1.143  0.000 -1.074  0.000 -1.005  0.000 -0.936  0.000 -0.866  0.000 -0.797  0.000 -0.728  0.000 -0.658  0.000 -0.589  0.000 -0.520  0.000 -0.450  0.000 -0.381  0.000 -0.312  0.000 -0.243  0.000 -0.173  0.000 -0.104  0.000 -0.035  0.000 0.035  0.000 0.104  0.000 0.173  0.000 0.243  0.000 0.312  0.000 0.381  0.000 0.450  0.000 0.520  0.000 0.589  0.000 0.658  0.000 0.728  0.000 0.797  0.000 0.866  0.000 0.936  0.000 1.005  0.000 1.074  0.000 1.143  0.000 1.213  0.000 1.282  0.000 1.351  0.000 1.421  0.000 1.490  0.000 1.559  0.000 1.628  0.000 1.698
1d#tos#t3#t3042061/.  -1.580 1.096  -1.580 0.861  -1.580 0.627  -1.580 0.393  -1.580 0.158  -1.580 -0.076  -1.431 0.050  -1.265 0.216  -1.065 0.299  -0.831 0.299  -0.596 0.299  -0.385 0.322  -0.385 0.556  -0.292 0.697  -0.057 0.697  0.014 0.534  0.014 0.299  0.014 0.065  -0.036 -0.149  -0.202 -0.315  -0.367 -0.481  -0.385 -0.708  -0.339 -0.896  -0.105 -0.896  0.014 -0.780  0.014 -0.546  0.014 -0.311  0.036 -0.099  0.271 -0.099  0.505 -0.099  0.739 -0.099  0.974 -0.099  1.208 -0.099  1.209 0.134  1.209 0.369  1.209 0.603  1.209 0.557  1.209 0.323  1.209 0.088  1.209 -0.146  1.209 -0.380  1.092 -0.498  0.858 -0.498  0.623 -0.498  0.389 -0.498  0.154 -0.498  0.014 -0.404  0.014 -0.170  0.178 -0.099  0.412 -0.099
3#app#app07#app0777/.  1.200 -1.200  1.151 -1.151  1.103 -1.103  1.054 -1.054  1.004 -1.004  0.955 -0.955  0.907 -0.907  0.858 -0.858  0.808 -0.808  0.759 -0.759  0.711 -0.711  0.661 -0.661  0.612 -0.612  0.563 -0.563  0.515 -0.515  0.465 -0.465  0.416 -0.416  0.368 -0.368  0.319 -0.319  0.269 -0.269  0.220 -0.220  0.172 -0.172  0.123 -0.123  0.073 -0.073  0.024 -0.024  -0.024 0.024  -0.073 0.073  -0.123 0.123  -0.172 0.172  -0.220 0.220  -0.269 0.269  -0.319 0.319  -0.368 0.368  -0.416 0.416  -0.465 0.465  -0.515 0.515  -0.563 0.563  -0.612 0.612  -0.661 0.661  -0.711 0.711  -0.759 0.759  -0.808 0.808  -0.858 0.858  -0.907 0.907  -0.955 0.955  -1.004 1.004  -1.054 1.054  -1.103 1.103  -1.151 1.151  -1.200 1.200
1d#apb#apb22#app2231/.  1.291 1.094  1.230 1.057  1.169 1.020  1.107 0.983  1.046 0.947  0.985 0.910  0.924 0.873  0.862 0.836  0.801 0.800  0.740 0.763  0.679 0.726  0.618 0.690  0.556 0.653  0.495 0.616  0.434 0.579  0.373 0.543  0.311 0.506  0.250 0.469  0.189 0.432  0.128 0.396  0.066 0.359  0.005 0.322  -0.056 0.285  -0.111 0.243  -0.143 0.179  -0.175 0.115  -0.207 0.051  -0.239 -0.013  -0.271 -0.076  -0.303 -0.140  -0.334 -0.204  -0.366 -0.268  -0.398 -0.332  -0.430 -0.396  -0.462 -0.460  -0.494 -0.523  -0.526 -0.587  -0.558 -0.651  -0.590 -0.715  -0.622 -0.779  -0.654 -0.843  -0.686 -0.907  -0.718 -0.971  -0.750 -1.034  -0.781 -1.098  -0.813 -1.162  -0.845 -1.226  -0.877 -1.290  -0.909 -1.354  -0.941 -1.418
1d#apb#apb22#app2231/.  1.312 1.078  1.253 1.039  1.195 1.000  1.136 0.961  1.078 0.921  1.019 0.883  0.961 0.843  0.902 0.804  0.843 0.765  0.785 0.726  0.726 0.687  0.668 0.648  0.609 0.609  0.551 0.570  0.492 0.531  0.434 0.492  0.375 0.453  0.317 0.414  0.258 0.375  0.200 0.336  0.141 0.297  0.083 0.258  0.024 0.219  -0.034 0.180  -0.093 0.141  -0.141 0.093  -0.180 0.034  -0.219 -0.024  -0.258 -0.083  -0.297 -0.141  -0.336 -0.200  -0.375 -0.258  -0.414 -0.317  -0.453 -0.375  -0.492 -0.434  -0.531 -0.492  -0.570 -0.551  -0.609 -0.609  -0.648 -0.668  -0.687 -0.726  -0.726 -0.785  -0.765 -0.843  -0.804 -0.902  -0.843 -0.961  -0.883 -1.019  -0.921 -1.078  -0.961 -1.136  -1.000 -1.195  -1.039 -1.253  -1.078 -1.312
1d#apb#apb22#app2231/.  1.795 -0.328  1.687 -0.263  1.580 -0.199  1.473 -0.134  1.365 -0.070  1.258 -0.006  1.151 0.059  1.044 0.123  0.936 0.188  0.829 0.252  0.722 0.316  0.614 0.381  0.507 0.445  0.400 0.510  0.292 0.574  0.185 0.638  0.073 0.694  -0.039 0.750  -0.151 0.806  -0.263 0.862  -0.375 0.918  -0.480 0.934  -0.569 0.845  -0.657 0.757  -0.746 0.668  -0.803 0.560  -0.842 0.441  -0.882 0.323  -0.921 0.204  -0.961 0.085  -1.000 -0.034  -1.040 -0.152  -1.080 -0.271  -1.052 -0.374  -0.963 -0.463  -0.875 -0.551  -0.786 -0.640  -0.698 -0.728  -0.609 -0.817  -0.521 -0.905  -0.428 -0.952  -0.324 -0.883  -0.220 -0.813  -0.116 -0.744  -0.012 -0.675  0.092 -0.605  0.197 -0.536  0.301 -0.466  0.405 -0.397  0.509 -0.328
1d#apb#apb22#app2231/.  1.507 0.774  1.438 0.756  1.369 0.739  1.300 0.722  1.231 0.705  1.162 0.688  1.093 0.670  1.024 0.653  0.956 0.636  0.891 0.606  0.827 0.576  0.762 0.546  0.698 0.517  0.633 0.487  0.569 0.457  0.504 0.427  0.440 0.398  0.375 0.368  0.311 0.338  0.246 0.308  0.182 0.279  0.117 0.249  0.054 0.217  -0.004 0.176  -0.061 0.134  -0.119 0.092  -0.176 0.050  -0.233 0.008  -0.291 -0.033  -0.348 -0.075  -0.406 -0.117  -0.463 -0.159  -0.521 -0.200  -0.578 -0.242  -0.635 -0.284  -0.693 -0.326  -0.728 -0.387  -0.763 -0.449  -0.797 -0.511  -0.832 -0.573  -0.866 -0.636  -0.901 -0.698  -0.935 -0.760  -0.970 -0.822  -1.004 -0.884  -1.039 -0.946  -1.056 -1.015  -1.073 -1.084  -1.090 -1.153  -1.108 -1.222
1d#apb#apb22#app2231/.  1.312 -0.937  1.275 -0.863  1.238 -0.789  1.201 -0.715  1.164 -0.641  1.127 -0.567  1.090 -0.493  1.053 -0.419  1.016 -0.345  0.979 -0.270  0.942 -0.196  0.905 -0.122  0.868 -0.048  0.831 0.026  0.794 0.100  0.757 0.174  0.720 0.248  0.683 0.322  0.626 0.364  0.544 0.364  0.461 0.364  0.378 0.364  0.295 0.364  0.212 0.364  0.130 0.364  0.047 0.364  -0.036 0.364  -0.119 0.364  -0.201 0.364  -0.284 0.364  -0.367 0.364  -0.450 0.364  -0.533 0.364  -0.615 0.364  -0.698 0.364  -0.781 0.364  -0.861 0.358  -0.910 0.292  -0.960 0.225  -1.010 0.159  -1.059 0.093  -1.109 0.027  -1.159 -0.040  -1.208 -0.106  -1.258 -0.172  -1.308 -0.238  -1.357 -0.305  -1.407 -0.371  -1.457 -0.437  -1.506 -0.503
1d#apb#apb41#app4135/.  -0.245 -1.038  -0.204 -0.914  -0.162 -0.790  -0.121 -0.665  -0.080 -0.541  -0.038 -0.417  0.003 -0.292  0.045 -0.168  0.086 -0.044  0.128 0.081  0.169 0.205  0.211 0.329  0.252 0.454  0.293 0.578  0.335 0.702  0.376 0.827  0.418 0.951  0.459 1.075  0.501 1.200  0.542 1.324  0.584 1.448  0.604 1.522  0.546 1.405  0.487 1.288  0.428 1.171  0.370 1.054  0.311 0.936  0.253 0.819  0.194 0.702  0.135 0.585  0.077 0.467  0.018 0.350  -0.040 0.233  -0.099 0.116  -0.158 -0.001  -0.216 -0.119  -0.266 -0.239  -0.308 -0.364  -0.349 -0.488  -0.391 -0.612  -0.432 -0.737  -0.473 -0.861  -0.515 -0.985  -0.532 -1.114  -0.532 -1.245  -0.532 -1.376  -0.532 -1.507  -0.532 -1.638  -0.532 -1.769  -0.532 -1.900
1d#apb#apb41#app4135/.  1.009 -2.049  0.938 -1.907  0.867 -1.764  0.795 -1.622  0.724 -1.479  0.653 -1.337  0.582 -1.194  0.510 -1.052  0.439 -0.909  0.368 -0.767  0.297 -0.624  0.225 -0.482  0.154 -0.339  0.083 -0.197  0.012 -0.054  -0.060 0.088  -0.131 0.231  -0.202 0.373  -0.273 0.516  -0.345 0.658  -0.416 0.801  -0.482 0.921  -0.482 0.762  -0.482 0.602  -0.482 0.443  -0.482 0.284  -0.482 0.124  -0.482 -0.035  -0.482 -0.194  -0.482 -0.354  -0.482 -0.513  -0.482 -0.444  -0.482 -0.285  -0.482 -0.125  -0.482 0.034  -0.482 0.193  -0.482 0.353  -0.482 0.512  -0.482 0.671  -0.482 0.830  -0.425 0.933  -0.265 0.933  -0.106 0.933  0.053 0.933  0.213 0.933  0.372 0.933  0.531 0.933  0.691 0.933  0.850 0.933  1.009 0.933
3#apb#apb22#app2231/.  1.291 1.094  1.230 1.057  1.169 1.020  1.107 0.983  1.046 0.947  0.985 0.910  0.924 0.873  0.862 0.836  0.801 0.800  0.740 0.763  0.679 0.726  0.618 0.690  0.556 0.653  0.495 0.616  0.434 0.579  0.373 0.543  0.311 0.506  0.250 0.469  0.189 0.432  0.128 0.396  0.066 0.359  0.005 0.322  -0.056 0.285  -0.111 0.243  -0.143 0.179  -0.175 0.115  -0.207 0.051  -0.239 -0.013  -0.271 -0.076  -0.303 -0.140  -0.334 -0.204  -0.366 -0.268  -0.398 -0.332  -0.430 -0.396  -0.462 -0.460  -0.494 -0.523  -0.526 -0.587  -0.558 -0.651  -0.590 -0.715  -0.622 -0.779  -0.654 -0.843  -0.686 -0.907  -0.718 -0.971  -0.750 -1.034  -0.781 -1.098  -0.813 -1.162  -0.845 -1.226  -0.877 -1.290  -0.909 -1.354  -0.941 -1.418
3#apb#apb22#app2231/.  1.312 1.078  1.253 1.039  1.195 1.000  1.136 0.961  1.078 0.921  1.019 0.883  0.961 0.843  0.902 0.804  0.843 0.765  0.785 0.726  0.726 0.687  0.668 0.648  0.609 0.609  0.551 0.570  0.492 0.531  0.434 0.492  0.375 0.453  0.317 0.414  0.258 0.375  0.200 0.336  0.141 0.297  0.083 0.258  0.024 0.219  -0.034 0.180  -0.093 0.141  -0.141 0.093  -0.180 0.034  -0.219 -0.024  -0.258 -0.083  -0.297 -0.141  -0.336 -0.200  -0.375 -0.258  -0.414 -0.317  -0.453 -0.375  -0.492 -0.434  -0.531 -0.492  -0.570 -0.551  -0.609 -0.609  -0.648 -0.668  -0.687 -0.726  -0.726 -0.785  -0.765 -0.843  -0.804 -0.902  -0.843 -0.961  -0.883 -1.019  -0.921 -1.078  -0.961 -1.136  -1.000 -1.195  -1.039 -1.253  -1.078 -1.312
