2#app#app25#app2545/j  0.633 0.672  0.633 0.517  0.633 0.362  0.633 0.208  0.491 0.195  0.474 0.057  0.474 -0.098  0.345 -0.123  0.315 -0.248  0.229 -0.367  0.156 -0.491  0.156 -0.646  0.114 -0.759  -0.003 -0.796  -0.036 -0.918  -0.162 -0.947  -0.187 -1.077  -0.342 -1.077  -0.496 -1.077  -0.639 -1.065  -0.647 -0.918  -0.798 -0.915  -0.798 -0.760  -0.798 -0.606  -0.947 -0.600  -0.957 -0.455  -1.098 -0.441  -0.980 -0.441  -0.825 -0.441  -0.670 -0.441  -0.639 -0.318  -0.520 -0.282  -0.365 -0.282  -0.263 -0.188  -0.182 -0.056  -0.101 0.075  -0.020 0.207  0.061 0.339  0.142 0.471  0.223 0.602  0.304 0.734  0.385 0.866  0.466 0.998  0.547 1.129  0.628 1.261  0.710 1.393  0.791 1.525  0.872 1.656  0.955 1.784  1.109 1.784
1c#ced#rgzu9771_s_jn/j  -0.874 0.572  -0.908 0.676  -0.908 0.826  -0.890 0.968  -0.845 1.108  -0.779 1.240  -0.679 1.345  -0.541 1.393  -0.396 1.367  -0.273 1.288  -0.163 1.189  -0.085 1.062  -0.025 0.926  0.033 0.790  0.063 0.643  0.109 0.503  0.134 0.355  0.167 0.210  0.186 0.064  0.211 -0.083  0.220 -0.232  0.228 -0.381  0.237 -0.529  0.237 -0.679  0.237 -0.828  0.237 -0.978  0.227 -1.126  0.182 -1.269  0.126 -1.405  0.044 -1.519  -0.087 -1.531  -0.175 -1.425  -0.251 -1.298  -0.293 -1.160  -0.293 -1.010  -0.246 -0.871  -0.200 -0.730  -0.138 -0.595  -0.073 -0.461  0.008 -0.335  0.108 -0.224  0.212 -0.118  0.312 -0.007  0.428 0.088  0.537 0.190  0.661 0.274  0.788 0.350  0.922 0.416  1.059 0.461  1.203 0.487
1c#ced#rgzu9771_s_jn/j  -0.521 0.886  -0.618 0.982  -0.708 1.091  -0.727 1.230  -0.740 1.368  -0.682 1.491  -0.555 1.502  -0.431 1.447  -0.330 1.346  -0.247 1.229  -0.170 1.108  -0.110 0.978  -0.045 0.851  -0.004 0.714  0.039 0.577  0.078 0.439  0.126 0.304  0.167 0.167  0.188 0.025  0.223 -0.114  0.244 -0.256  0.271 -0.397  0.291 -0.539  0.309 -0.681  0.309 -0.825  0.309 -0.968  0.309 -1.111  0.309 -1.255  0.272 -1.393  0.207 -1.521  0.077 -1.560  -0.033 -1.489  -0.125 -1.380  -0.188 -1.253  -0.227 -1.115  -0.260 -0.975  -0.260 -0.832  -0.232 -0.692  -0.187 -0.556  -0.124 -0.427  -0.061 -0.300  0.016 -0.178  0.103 -0.064  0.194 0.046  0.301 0.141  0.412 0.232  0.527 0.316  0.649 0.392  0.766 0.473  0.888 0.549
2#tos#t1#t1036060/j  0.161 0.834  0.114 0.902  0.114 0.751  0.114 0.599  0.095 0.448  0.091 0.296  0.078 0.145  0.049 -0.003  0.020 -0.151  0.020 -0.303  -0.025 -0.448  -0.067 -0.593  -0.105 -0.740  -0.148 -0.886  -0.201 -1.028  -0.246 -1.173  -0.297 -1.315  -0.377 -1.436  -0.518 -1.483  -0.668 -1.464  -0.768 -1.354  -0.799 -1.208  -0.799 -1.057  -0.766 -0.914  -0.685 -0.786  -0.595 -0.663  -0.490 -0.557  -0.358 -0.483  -0.242 -0.384  -0.115 -0.303  0.021 -0.236  0.158 -0.170  0.296 -0.115  0.431 -0.055  0.553 0.034  0.639 0.108  0.598 0.254  0.556 0.401  0.515 0.547  0.473 0.693  0.432 0.839  0.390 0.985  0.349 1.131  0.308 1.277  0.266 1.423  0.225 1.569  0.184 1.691  0.278 1.587  0.323 1.446  0.418 1.349
2#ibm#ibm0#r0414/j  0.007 0.765  0.139 0.765  0.164 0.658  0.221 0.550  0.315 0.456  0.321 0.327  0.321 0.195  0.372 0.084  0.466 -0.009  0.479 -0.135  0.479 -0.267  0.479 -0.399  0.479 -0.531  0.479 -0.663  0.479 -0.795  0.395 -0.892  0.302 -0.986  0.208 -1.079  0.164 -1.193  0.120 -1.281  -0.012 -1.281  -0.144 -1.281  -0.151 -1.406  -0.221 -1.368  -0.307 -1.272  -0.301 -1.140  -0.294 -1.008  -0.288 -0.876  -0.281 -0.745  -0.275 -0.613  -0.268 -0.481  -0.261 -0.349  -0.255 -0.217  -0.248 -0.086  -0.242 0.046  -0.235 0.178  -0.228 0.310  -0.222 0.442  -0.215 0.573  -0.209 0.705  -0.202 0.837  -0.195 0.969  -0.189 1.100  -0.182 1.232  -0.176 1.364  -0.169 1.496  -0.162 1.628  -0.156 1.759  -0.151 1.891  -0.151 2.023
2#ibm#ibm0#r0414/j  0.367 0.644  0.367 0.524  0.367 0.404  0.382 0.290  0.467 0.206  0.537 0.115  0.537 -0.005  0.537 -0.124  0.537 -0.244  0.537 -0.364  0.537 -0.484  0.537 -0.604  0.537 -0.723  0.537 -0.843  0.500 -0.954  0.446 -1.061  0.393 -1.168  0.305 -1.219  0.185 -1.219  0.065 -1.219  -0.055 -1.219  -0.175 -1.219  -0.294 -1.219  -0.310 -1.115  -0.310 -0.996  -0.310 -0.876  -0.310 -0.756  -0.310 -0.636  -0.310 -0.516  -0.310 -0.397  -0.310 -0.277  -0.310 -0.157  -0.310 -0.037  -0.310 0.082  -0.310 0.202  -0.310 0.322  -0.310 0.442  -0.310 0.562  -0.310 0.681  -0.310 0.801  -0.310 0.921  -0.310 1.041  -0.310 1.160  -0.310 1.280  -0.310 1.400  -0.310 1.520  -0.310 1.640  -0.310 1.759  -0.260 1.829  -0.141 1.829
2#ibm#ibm0#r0414/j  -0.106 1.720  -0.093 1.649  -0.079 1.577  -0.066 1.506  -0.052 1.434  -0.038 1.363  -0.025 1.291  -0.011 1.220  0.003 1.148  0.016 1.077  0.029 1.005  0.042 0.933  0.055 0.862  0.068 0.790  0.078 0.718  0.087 0.646  0.095 0.573  0.104 0.501  0.113 0.429  0.121 0.356  0.130 0.284  0.139 0.212  0.147 0.140  0.156 0.067  0.162 -0.005  0.166 -0.078  0.170 -0.151  0.173 -0.223  0.177 -0.296  0.180 -0.369  0.184 -0.442  0.187 -0.514  0.191 -0.587  0.172 -0.656  0.147 -0.725  0.122 -0.793  0.098 -0.862  0.073 -0.930  0.031 -0.990  -0.010 -1.050  -0.052 -1.109  -0.094 -1.169  -0.136 -1.229  -0.203 -1.255  -0.271 -1.281  -0.339 -1.306  -0.408 -1.332  -0.476 -1.357  -0.544 -1.383  -0.612 -1.409
2#ibm#ibm0#r0414/j  -0.106 1.720  -0.093 1.649  -0.079 1.577  -0.066 1.506  -0.052 1.434  -0.038 1.363  -0.025 1.291  -0.011 1.220  0.003 1.148  0.016 1.077  0.029 1.005  0.042 0.933  0.055 0.862  0.068 0.790  0.078 0.718  0.087 0.646  0.095 0.573  0.104 0.501  0.113 0.429  0.121 0.356  0.130 0.284  0.139 0.212  0.147 0.140  0.156 0.067  0.162 -0.005  0.166 -0.078  0.170 -0.151  0.173 -0.223  0.177 -0.296  0.180 -0.369  0.184 -0.442  0.187 -0.514  0.191 -0.587  0.172 -0.656  0.147 -0.725  0.122 -0.793  0.098 -0.862  0.073 -0.930  0.031 -0.990  -0.010 -1.050  -0.052 -1.109  -0.094 -1.169  -0.136 -1.229  -0.203 -1.255  -0.271 -1.281  -0.339 -1.306  -0.408 -1.332  -0.476 -1.357  -0.544 -1.383  -0.612 -1.409
2#tos#f2#f2067064/j  0.387 0.864  0.280 0.825  0.253 0.706  0.253 0.561  0.242 0.419  0.200 0.286  0.200 0.141  0.253 0.008  0.280 -0.126  0.280 -0.272  0.307 -0.406  0.307 -0.552  0.307 -0.697  0.307 -0.842  0.242 -0.955  0.227 -1.084  0.120 -1.146  0.040 -1.248  -0.045 -1.329  -0.128 -1.397  -0.250 -1.436  -0.388 -1.429  -0.454 -1.329  -0.488 -1.209  -0.549 -1.095  -0.549 -0.950  -0.495 -0.827  -0.415 -0.715  -0.327 -0.653  -0.265 -0.543  -0.240 -0.400  -0.214 -0.257  -0.188 -0.114  -0.163 0.030  -0.137 0.173  -0.112 0.316  -0.086 0.459  -0.061 0.602  -0.035 0.745  -0.009 0.889  0.016 1.032  0.042 1.175  0.067 1.318  0.093 1.461  0.118 1.604  -0.018 1.612  0.051 1.566  0.173 1.500  0.237 1.398  0.334 1.318
1c#tos#f2#f2017063/j  0.628 0.632  0.628 0.594  0.658 0.470  0.673 0.345  0.673 0.218  0.673 0.091  0.673 -0.036  0.659 -0.161  0.628 -0.283  0.628 -0.410  0.584 -0.493  0.563 -0.616  0.515 -0.733  0.451 -0.838  0.407 -0.938  0.339 -1.028  0.274 -1.128  0.156 -1.137  0.029 -1.137  -0.096 -1.129  -0.209 -1.072  -0.331 -1.049  -0.438 -0.991  -0.479 -0.871  -0.599 -0.831  -0.714 -0.778  -0.832 -0.736  -0.863 -0.612  -0.876 -0.487  -0.841 -0.369  -0.779 -0.258  -0.716 -0.148  -0.653 -0.038  -0.590 0.073  -0.528 0.183  -0.465 0.294  -0.402 0.404  -0.339 0.515  -0.277 0.625  -0.214 0.736  -0.151 0.846  -0.088 0.956  -0.026 1.067  0.037 1.177  0.100 1.288  0.163 1.398  0.225 1.509  0.267 1.628  0.379 1.650  0.496 1.606
1c#apb#apb38#app3856/j  -0.339 0.707  -0.319 0.828  -0.214 0.882  -0.119 0.955  -0.037 1.047  0.009 1.152  0.009 1.274  0.021 1.396  0.053 1.514  0.124 1.521  0.215 1.461  0.269 1.351  0.312 1.237  0.342 1.118  0.372 0.999  0.393 0.878  0.410 0.757  0.423 0.635  0.423 0.513  0.423 0.390  0.422 0.267  0.415 0.145  0.408 0.023  0.401 -0.100  0.380 -0.220  0.359 -0.341  0.337 -0.462  0.294 -0.576  0.250 -0.691  0.205 -0.805  0.141 -0.907  0.058 -0.997  -0.025 -1.087  -0.112 -1.173  -0.206 -1.251  -0.301 -1.330  -0.408 -1.385  -0.519 -1.377  -0.593 -1.290  -0.619 -1.172  -0.596 -1.051  -0.574 -0.931  -0.551 -0.810  -0.516 -0.694  -0.458 -0.586  -0.400 -0.478  -0.300 -0.420  -0.184 -0.380  -0.088 -0.305  0.009 -0.229
1c#apb#apb27#app2729/j  0.149 0.356  0.023 0.355  0.000 0.378  0.077 0.269  0.130 0.149  0.187 0.029  0.249 -0.088  0.284 -0.213  0.294 -0.345  0.304 -0.477  0.314 -0.609  0.273 -0.735  0.229 -0.860  0.142 -0.958  0.047 -1.051  -0.055 -1.134  -0.160 -1.215  -0.281 -1.270  -0.407 -1.300  -0.538 -1.296  -0.654 -1.230  -0.749 -1.138  -0.820 -1.029  -0.850 -0.909  -0.784 -0.794  -0.712 -0.683  -0.641 -0.571  -0.569 -0.459  -0.497 -0.348  -0.426 -0.236  -0.354 -0.125  -0.283 -0.013  -0.211 0.099  -0.140 0.210  -0.068 0.322  0.004 0.433  0.075 0.545  0.147 0.657  0.218 0.768  0.290 0.880  0.361 0.992  0.433 1.103  0.505 1.215  0.576 1.326  0.648 1.438  0.719 1.550  0.693 1.608  0.591 1.577  0.573 1.460  0.664 1.368
2#app#app32#app3220/j  -0.131 1.104  -0.131 1.079  -0.073 0.961  -0.073 0.820  -0.067 0.680  -0.022 0.546  0.038 0.419  0.042 0.278  0.042 0.137  0.120 0.025  0.158 -0.108  0.158 -0.249  0.193 -0.375  0.215 -0.507  0.290 -0.626  0.338 -0.752  0.389 -0.872  0.389 -1.013  0.385 -1.153  0.331 -1.272  0.298 -1.380  0.215 -1.438  0.131 -1.495  0.048 -1.438  -0.071 -1.382  -0.153 -1.322  -0.187 -1.217  -0.182 -1.076  -0.177 -0.935  -0.172 -0.793  -0.166 -0.652  -0.161 -0.511  -0.156 -0.370  -0.151 -0.229  -0.145 -0.088  -0.140 0.053  -0.135 0.194  -0.130 0.335  -0.124 0.476  -0.119 0.618  -0.114 0.759  -0.109 0.900  -0.104 1.041  -0.098 1.182  -0.093 1.323  -0.088 1.464  -0.083 1.605  -0.077 1.746  -0.073 1.823  -0.073 1.682
1c#ibm#ibm0#r0107/j  0.169 0.768  0.169 0.645  0.169 0.522  0.169 0.399  0.169 0.276  0.169 0.153  0.169 0.030  0.169 -0.093  0.169 -0.216  0.169 -0.339  0.169 -0.463  0.169 -0.586  0.169 -0.709  0.169 -0.832  0.169 -0.955  0.169 -1.078  0.169 -1.201  0.169 -1.324  0.169 -1.447  0.106 -1.507  -0.004 -1.476  -0.091 -1.388  -0.115 -1.275  -0.115 -1.152  -0.115 -1.029  -0.115 -0.906  -0.115 -0.783  -0.115 -0.660  -0.115 -0.537  -0.115 -0.414  -0.115 -0.291  -0.115 -0.167  -0.115 -0.044  -0.115 0.079  -0.115 0.202  -0.115 0.325  -0.115 0.448  -0.115 0.571  -0.115 0.694  -0.115 0.817  -0.115 0.940  -0.115 1.063  -0.115 1.187  -0.115 1.310  -0.115 1.433  -0.115 1.556  -0.115 1.679  -0.115 1.802  -0.115 1.925  -0.115 2.048
1c#ibm#ibm0#r0107/j  0.442 0.880  0.442 0.756  0.442 0.631  0.442 0.507  0.442 0.382  0.442 0.258  0.442 0.133  0.463 0.012  0.503 -0.106  0.542 -0.224  0.557 -0.346  0.557 -0.471  0.557 -0.595  0.557 -0.720  0.557 -0.844  0.501 -0.956  0.445 -1.067  0.337 -1.126  0.226 -1.182  0.114 -1.237  0.003 -1.293  -0.108 -1.258  -0.220 -1.202  -0.331 -1.147  -0.442 -1.091  -0.516 -0.997  -0.571 -0.885  -0.576 -0.767  -0.551 -0.646  -0.525 -0.524  -0.500 -0.402  -0.475 -0.280  -0.449 -0.158  -0.424 -0.036  -0.398 0.086  -0.373 0.208  -0.348 0.330  -0.322 0.452  -0.297 0.573  -0.271 0.695  -0.246 0.817  -0.221 0.939  -0.195 1.061  -0.170 1.183  -0.144 1.305  -0.119 1.427  -0.094 1.549  -0.068 1.671  -0.043 1.793  -0.017 1.914
1c#ibm#ibm0#r0107/j  0.059 0.846  0.059 0.719  0.059 0.592  0.059 0.465  0.069 0.339  0.109 0.219  0.150 0.098  0.187 -0.023  0.218 -0.146  0.248 -0.269  0.279 -0.393  0.314 -0.515  0.354 -0.635  0.395 -0.756  0.415 -0.880  0.415 -1.007  0.415 -1.134  0.415 -1.261  0.348 -1.360  0.242 -1.411  0.121 -1.383  0.008 -1.326  -0.106 -1.269  -0.220 -1.212  -0.295 -1.134  -0.285 -1.007  -0.276 -0.880  -0.267 -0.754  -0.257 -0.627  -0.248 -0.500  -0.238 -0.374  -0.229 -0.247  -0.220 -0.120  -0.210 0.007  -0.201 0.133  -0.191 0.260  -0.182 0.387  -0.173 0.513  -0.163 0.640  -0.154 0.767  -0.145 0.893  -0.135 1.020  -0.126 1.147  -0.116 1.274  -0.107 1.400  -0.098 1.527  -0.088 1.654  -0.079 1.780  -0.069 1.907  -0.060 2.034
1c#ibm#ibm0#r0107/j  0.249 0.813  0.249 0.689  0.249 0.565  0.249 0.441  0.267 0.318  0.287 0.196  0.308 0.074  0.340 -0.046  0.375 -0.165  0.409 -0.284  0.420 -0.407  0.430 -0.531  0.440 -0.654  0.441 -0.778  0.437 -0.902  0.410 -1.023  0.383 -1.144  0.310 -1.240  0.213 -1.310  0.093 -1.341  -0.027 -1.361  -0.147 -1.328  -0.258 -1.273  -0.348 -1.197  -0.389 -1.083  -0.376 -0.960  -0.362 -0.837  -0.349 -0.714  -0.336 -0.590  -0.322 -0.467  -0.309 -0.344  -0.296 -0.221  -0.282 -0.097  -0.269 0.026  -0.256 0.149  -0.242 0.272  -0.229 0.396  -0.216 0.519  -0.202 0.642  -0.189 0.765  -0.175 0.889  -0.162 1.012  -0.149 1.135  -0.135 1.258  -0.122 1.382  -0.109 1.505  -0.095 1.628  -0.082 1.751  -0.069 1.875  -0.055 1.998
1c#ibm#ibm0#r0107/j  -0.103 1.726  -0.103 1.653  -0.103 1.580  -0.103 1.508  -0.103 1.435  -0.103 1.363  -0.103 1.290  -0.103 1.218  -0.099 1.146  -0.087 1.074  -0.075 1.003  -0.064 0.931  -0.052 0.859  -0.040 0.788  -0.028 0.716  -0.016 0.645  0.001 0.574  0.022 0.505  0.043 0.435  0.064 0.366  0.084 0.297  0.105 0.227  0.126 0.158  0.133 0.086  0.139 0.013  0.145 -0.059  0.151 -0.131  0.157 -0.204  0.164 -0.276  0.170 -0.348  0.174 -0.420  0.174 -0.493  0.174 -0.566  0.174 -0.638  0.174 -0.711  0.162 -0.782  0.147 -0.853  0.131 -0.923  0.115 -0.994  0.100 -1.065  0.084 -1.136  0.037 -1.190  -0.014 -1.241  -0.065 -1.292  -0.122 -1.335  -0.192 -1.353  -0.262 -1.370  -0.333 -1.388  -0.403 -1.405  -0.473 -1.423
1c#ibm#ibm0#r0107/j  -0.103 1.726  -0.103 1.653  -0.103 1.580  -0.103 1.508  -0.103 1.435  -0.103 1.363  -0.103 1.290  -0.103 1.218  -0.099 1.146  -0.087 1.074  -0.075 1.003  -0.064 0.931  -0.052 0.859  -0.040 0.788  -0.028 0.716  -0.016 0.645  0.001 0.574  0.022 0.505  0.043 0.435  0.064 0.366  0.084 0.297  0.105 0.227  0.126 0.158  0.133 0.086  0.139 0.013  0.145 -0.059  0.151 -0.131  0.157 -0.204  0.164 -0.276  0.170 -0.348  0.174 -0.420  0.174 -0.493  0.174 -0.566  0.174 -0.638  0.174 -0.711  0.162 -0.782  0.147 -0.853  0.131 -0.923  0.115 -0.994  0.100 -1.065  0.084 -1.136  0.037 -1.190  -0.014 -1.241  -0.065 -1.292  -0.122 -1.335  -0.192 -1.353  -0.262 -1.370  -0.333 -1.388  -0.403 -1.405  -0.473 -1.423
1c#ibm#ibm0#r0411/j  0.191 1.718  0.191 1.612  0.286 1.601  0.225 1.601  0.200 1.529  0.214 1.424  0.227 1.320  0.240 1.215  0.253 1.110  0.266 1.005  0.279 0.900  0.292 0.795  0.305 0.690  0.308 0.750  0.308 0.712  0.308 0.607  0.308 0.501  0.291 0.399  0.244 0.304  0.196 0.210  0.191 0.105  0.229 0.008  0.276 -0.086  0.308 -0.184  0.308 -0.290  0.308 -0.396  0.308 -0.502  0.308 -0.607  0.308 -0.713  0.308 -0.819  0.308 -0.925  0.246 -0.968  0.155 -1.004  0.081 -1.079  -0.023 -1.085  -0.129 -1.085  -0.234 -1.085  -0.340 -1.085  -0.446 -1.085  -0.509 -1.043  -0.540 -0.968  -0.640 -0.954  -0.715 -0.879  -0.743 -0.785  -0.743 -0.679  -0.743 -0.574  -0.743 -0.468  -0.743 -0.362  -0.743 -0.256  -0.743 -0.151
1c#ibm#ibm0#r0411/j  0.232 1.364  0.232 1.456  0.187 1.530  0.122 1.595  0.111 1.530  0.118 1.438  0.131 1.347  0.144 1.255  0.157 1.164  0.170 1.072  0.183 0.981  0.196 0.890  0.209 0.798  0.222 0.707  0.232 0.658  0.232 0.750  0.232 0.673  0.232 0.581  0.232 0.489  0.232 0.396  0.232 0.304  0.232 0.212  0.232 0.119  0.232 0.027  0.232 -0.065  0.185 -0.138  0.120 -0.203  0.111 -0.292  0.111 -0.384  0.111 -0.477  0.111 -0.569  0.111 -0.661  0.111 -0.754  0.111 -0.846  0.111 -0.938  0.111 -1.030  0.049 -1.060  -0.044 -1.060  -0.136 -1.060  -0.228 -1.060  -0.321 -1.060  -0.413 -1.060  -0.495 -1.070  -0.495 -1.163  -0.569 -1.182  -0.616 -1.137  -0.632 -1.060  -0.724 -1.060  -0.793 -1.004  -0.859 -0.939
1c#ibm#ibm0#r0411/j  0.542 1.865  0.565 1.749  0.588 1.634  0.598 1.517  0.598 1.400  0.598 1.282  0.598 1.164  0.590 1.048  0.561 0.933  0.533 0.819  0.504 0.705  0.481 0.590  0.466 0.473  0.451 0.357  0.437 0.240  0.430 0.123  0.430 0.005  0.420 -0.110  0.355 -0.208  0.318 -0.314  0.318 -0.432  0.318 -0.550  0.318 -0.667  0.318 -0.785  0.318 -0.903  0.289 -0.999  0.178 -1.037  0.066 -1.074  -0.047 -1.102  -0.165 -1.102  -0.282 -1.102  -0.393 -1.077  -0.494 -1.017  -0.595 -0.956  -0.669 -0.870  -0.728 -0.768  -0.786 -0.665  -0.845 -0.563  -0.879 -0.452  -0.908 -0.337  -0.889 -0.223  -0.860 -0.109  -0.800 -0.009  -0.728 0.082  -0.623 0.134  -0.517 0.187  -0.412 0.239  -0.307 0.292  -0.190 0.297  -0.073 0.297
1c#ibm#ibm0#r0411/j  0.360 1.723  0.369 1.643  0.378 1.563  0.381 1.483  0.370 1.404  0.359 1.324  0.349 1.244  0.338 1.165  0.336 1.084  0.336 1.004  0.336 0.924  0.337 0.843  0.338 0.763  0.348 0.683  0.359 0.603  0.369 0.524  0.380 0.444  0.372 0.366  0.351 0.288  0.330 0.210  0.309 0.133  0.289 0.055  0.289 -0.025  0.289 -0.106  0.289 -0.186  0.271 -0.264  0.248 -0.341  0.225 -0.418  0.202 -0.495  0.178 -0.572  0.155 -0.649  0.131 -0.726  0.077 -0.776  0.004 -0.810  -0.068 -0.844  -0.141 -0.878  -0.214 -0.913  -0.291 -0.932  -0.371 -0.945  -0.450 -0.958  -0.529 -0.972  -0.609 -0.985  -0.686 -0.983  -0.758 -0.947  -0.829 -0.911  -0.901 -0.875  -0.961 -0.821  -1.021 -0.768  -1.081 -0.714  -1.141 -0.660
1c#apa#apa03#app0367/j  0.074 0.766  0.023 0.675  -0.017 0.574  -0.017 0.434  0.062 0.326  0.074 0.190  0.134 0.074  0.169 -0.052  0.263 -0.156  0.326 -0.282  0.345 -0.418  0.345 -0.559  0.345 -0.700  0.345 -0.841  0.345 -0.981  0.345 -1.122  0.225 -1.160  0.110 -1.221  -0.031 -1.221  -0.153 -1.175  -0.275 -1.131  -0.416 -1.131  -0.557 -1.131  -0.649 -1.029  -0.711 -0.950  -0.789 -0.850  -0.866 -0.734  -0.881 -0.628  -0.797 -0.515  -0.712 -0.403  -0.628 -0.290  -0.543 -0.178  -0.459 -0.065  -0.375 0.048  -0.290 0.160  -0.206 0.273  -0.121 0.385  -0.037 0.498  0.048 0.611  0.132 0.723  0.217 0.836  0.301 0.949  0.386 1.061  0.470 1.174  0.555 1.286  0.639 1.399  0.735 1.488  0.796 1.568  0.836 1.669  0.887 1.759
2#lav#lav2#cl_0001/j  0.048 0.940  0.084 0.812  0.121 0.684  0.153 0.556  0.181 0.426  0.205 0.295  0.229 0.165  0.267 0.038  0.309 -0.088  0.352 -0.214  0.396 -0.339  0.398 -0.472  0.398 -0.604  0.398 -0.737  0.399 -0.870  0.407 -1.002  0.369 -1.124  0.283 -1.220  0.168 -1.285  0.040 -1.287  -0.092 -1.271  -0.224 -1.255  -0.350 -1.215  -0.474 -1.169  -0.597 -1.118  -0.675 -1.046  -0.631 -0.921  -0.586 -0.796  -0.541 -0.671  -0.496 -0.546  -0.452 -0.421  -0.407 -0.296  -0.362 -0.171  -0.318 -0.046  -0.273 0.079  -0.228 0.204  -0.183 0.329  -0.139 0.454  -0.094 0.579  -0.049 0.704  -0.005 0.829  0.040 0.954  0.085 1.079  0.130 1.204  0.174 1.329  0.219 1.454  0.264 1.579  0.308 1.704  0.353 1.829  0.398 1.954
2#lav#lav2#cl_0001/j  0.246 1.079  0.237 0.924  0.233 0.769  0.233 0.614  0.233 0.459  0.233 0.304  0.233 0.148  0.233 -0.007  0.222 -0.161  0.205 -0.315  0.214 -0.467  0.258 -0.616  0.296 -0.767  0.338 -0.916  0.391 -1.061  0.321 -1.096  0.171 -1.058  0.020 -1.024  -0.132 -0.991  -0.285 -0.971  -0.440 -0.960  -0.595 -0.949  -0.749 -0.935  -0.903 -0.914  -0.938 -0.869  -0.798 -0.811  -0.643 -0.805  -0.488 -0.796  -0.335 -0.771  -0.182 -0.745  -0.041 -0.688  0.094 -0.611  0.142 -0.485  0.139 -0.330  0.136 -0.174  0.134 -0.019  0.131 0.136  0.128 0.291  0.125 0.446  0.122 0.601  0.119 0.756  0.116 0.911  0.113 1.066  0.110 1.221  0.107 1.377  0.105 1.532  0.102 1.687  0.099 1.842  0.096 1.997  0.093 2.152
2#lav#lav2#cl_0001/j  0.308 1.054  0.308 0.918  0.308 0.781  0.308 0.645  0.308 0.508  0.308 0.371  0.318 0.235  0.332 0.100  0.339 -0.037  0.334 -0.173  0.347 -0.306  0.395 -0.435  0.436 -0.565  0.475 -0.695  0.533 -0.819  0.527 -0.946  0.482 -1.075  0.359 -1.116  0.225 -1.145  0.091 -1.166  -0.045 -1.180  -0.181 -1.194  -0.317 -1.203  -0.454 -1.203  -0.590 -1.193  -0.697 -1.159  -0.657 -1.028  -0.618 -0.898  -0.579 -0.767  -0.539 -0.636  -0.500 -0.505  -0.461 -0.374  -0.422 -0.244  -0.382 -0.113  -0.343 0.018  -0.304 0.149  -0.264 0.280  -0.225 0.410  -0.186 0.541  -0.147 0.672  -0.107 0.803  -0.068 0.934  -0.029 1.064  0.011 1.195  0.050 1.326  0.089 1.457  0.128 1.588  0.168 1.718  0.254 1.736  0.375 1.672
2#lav#lav2#cl_0001/j  0.266 0.889  0.288 0.755  0.306 0.620  0.321 0.485  0.334 0.349  0.355 0.214  0.371 0.080  0.365 -0.056  0.369 -0.192  0.398 -0.325  0.418 -0.459  0.413 -0.595  0.408 -0.731  0.427 -0.866  0.447 -1.000  0.465 -1.135  0.458 -1.223  0.358 -1.131  0.237 -1.076  0.105 -1.040  -0.029 -1.023  -0.165 -1.013  -0.301 -1.003  -0.436 -0.989  -0.572 -0.975  -0.707 -0.982  -0.769 -0.943  -0.720 -0.816  -0.671 -0.689  -0.622 -0.562  -0.572 -0.435  -0.523 -0.308  -0.474 -0.181  -0.425 -0.054  -0.376 0.073  -0.327 0.200  -0.278 0.327  -0.229 0.454  -0.180 0.581  -0.131 0.708  -0.081 0.835  -0.032 0.962  0.017 1.089  0.066 1.216  0.115 1.344  0.164 1.471  0.213 1.598  0.262 1.725  0.311 1.852  0.360 1.979
2#lav#lav2#cl_0001/j  0.285 0.563  0.308 0.446  0.323 0.328  0.335 0.209  0.356 0.091  0.364 -0.028  0.372 -0.147  0.380 -0.266  0.388 -0.386  0.394 -0.505  0.398 -0.625  0.397 -0.744  0.383 -0.863  0.368 -0.981  0.331 -1.094  0.287 -1.205  0.190 -1.242  0.070 -1.248  -0.048 -1.236  -0.166 -1.214  -0.282 -1.186  -0.388 -1.137  -0.488 -1.081  -0.521 -1.012  -0.494 -0.896  -0.467 -0.779  -0.440 -0.663  -0.413 -0.546  -0.386 -0.430  -0.358 -0.313  -0.331 -0.197  -0.304 -0.080  -0.277 0.036  -0.250 0.153  -0.223 0.269  -0.196 0.385  -0.169 0.502  -0.142 0.618  -0.115 0.735  -0.087 0.851  -0.060 0.968  -0.033 1.084  -0.006 1.201  0.021 1.317  0.048 1.434  0.075 1.550  0.102 1.666  0.129 1.783  0.157 1.899  0.184 2.016
2#lav#lav2#cl_0001/j  0.120 0.201  0.135 0.054  0.133 -0.096  0.145 -0.245  0.153 -0.394  0.164 -0.543  0.182 -0.692  0.200 -0.840  0.216 -0.989  0.222 -1.139  0.220 -1.288  0.198 -1.435  0.077 -1.447  -0.064 -1.400  -0.207 -1.356  -0.351 -1.313  -0.495 -1.272  -0.638 -1.230  -0.711 -1.153  -0.656 -1.014  -0.601 -0.875  -0.546 -0.736  -0.491 -0.597  -0.436 -0.458  -0.381 -0.318  -0.326 -0.179  -0.271 -0.040  -0.216 0.099  -0.161 0.238  -0.107 0.378  -0.052 0.517  0.003 0.656  0.058 0.795  0.113 0.934  0.168 1.073  0.223 1.213  0.278 1.352  0.201 1.317  0.091 1.217  0.018 1.088  -0.028 0.950  0.003 0.803  0.124 0.721  0.265 0.742  0.390 0.815  0.493 0.924  0.584 1.043  0.583 1.187  0.553 1.328  0.425 1.405
