3#apa#apa13#app1334/~  -0.928 -0.333  -0.928 -0.444  -0.967 -0.517  -1.079 -0.517  -1.035 -0.517  -0.928 -0.512  -0.928 -0.401  -0.928 -0.289  -0.928 -0.178  -0.928 -0.066  -0.928 0.046  -0.928 0.157  -0.928 0.269  -0.928 0.380  -0.867 0.466  -0.788 0.545  -0.744 0.639  -0.744 0.750  -0.656 0.773  -0.544 0.773  -0.432 0.773  -0.321 0.773  -0.209 0.773  -0.098 0.773  0.008 0.759  0.087 0.680  0.166 0.601  0.178 0.494  0.178 0.383  0.178 0.271  0.220 0.177  0.299 0.098  0.362 0.013  0.362 -0.099  0.406 -0.192  0.485 -0.271  0.546 -0.357  0.546 -0.469  0.609 -0.517  0.721 -0.517  0.832 -0.517  0.944 -0.517  1.056 -0.517  1.167 -0.517  1.279 -0.517  1.390 -0.517  1.502 -0.517  1.613 -0.517  1.725 -0.517  1.837 -0.517
1d#apa#apa19#app1992/~  -1.464 -0.075  -1.353 -0.075  -1.241 -0.075  -1.209 0.004  -1.209 0.116  -1.209 0.227  -1.209 0.339  -1.194 0.435  -1.082 0.435  -0.971 0.435  -0.859 0.435  -0.748 0.435  -0.699 0.498  -0.699 0.609  -0.668 0.691  -0.557 0.691  -0.445 0.691  -0.334 0.691  -0.222 0.691  -0.188 0.613  -0.188 0.502  -0.188 0.390  -0.188 0.279  -0.175 0.180  -0.063 0.180  0.048 0.180  0.067 0.088  0.067 -0.024  0.067 -0.135  0.067 -0.247  0.095 -0.330  0.207 -0.330  0.318 -0.330  0.322 -0.438  0.322 -0.550  0.398 -0.586  0.509 -0.586  0.621 -0.586  0.732 -0.586  0.844 -0.586  0.956 -0.586  1.067 -0.586  1.179 -0.586  1.290 -0.586  1.385 -0.544  1.463 -0.465  1.542 -0.386  1.598 -0.298  1.598 -0.187  1.598 -0.075
2#apa#apa13#app1361/~  -1.294 -0.017  -1.404 -0.019  -1.483 -0.097  -1.440 -0.126  -1.350 -0.074  -1.263 -0.017  -1.161 0.007  -1.082 0.085  -1.004 0.164  -0.925 0.243  -0.841 0.310  -0.749 0.329  -0.728 0.419  -0.616 0.419  -0.531 0.445  -0.503 0.528  -0.422 0.559  -0.389 0.636  -0.288 0.611  -0.209 0.532  -0.205 0.423  -0.205 0.312  -0.205 0.200  -0.205 0.089  -0.205 -0.022  -0.205 -0.134  -0.205 -0.245  -0.196 -0.353  -0.117 -0.431  -0.038 -0.510  0.052 -0.561  0.163 -0.561  0.275 -0.561  0.386 -0.561  0.483 -0.527  0.563 -0.452  0.675 -0.452  0.783 -0.445  0.862 -0.366  0.955 -0.308  1.055 -0.258  1.154 -0.209  1.254 -0.159  1.347 -0.099  1.425 -0.020  1.476 0.078  1.526 0.178  1.598 0.261  1.677 0.340  1.756 0.419
2#apa#apa13#app1361/~  -1.550 -0.152  -1.457 -0.152  -1.363 -0.152  -1.282 -0.123  -1.216 -0.057  -1.191 0.026  -1.159 0.088  -1.067 0.091  -1.001 0.158  -0.951 0.230  -0.951 0.324  -0.861 0.328  -0.831 0.391  -0.805 0.474  -0.738 0.540  -0.656 0.567  -0.571 0.548  -0.505 0.482  -0.439 0.415  -0.373 0.349  -0.351 0.265  -0.325 0.182  -0.259 0.116  -0.231 0.034  -0.212 -0.052  -0.146 -0.118  -0.079 -0.184  -0.013 -0.250  0.053 -0.316  0.119 -0.382  0.208 -0.392  0.302 -0.392  0.395 -0.392  0.489 -0.392  0.582 -0.392  0.676 -0.392  0.758 -0.363  0.824 -0.297  0.907 -0.272  0.997 -0.258  1.081 -0.216  1.164 -0.174  1.240 -0.121  1.306 -0.055  1.372 0.011  1.438 0.078  1.527 0.088  1.621 0.088  1.714 0.088  1.808 0.088
3#app#app13#app1332/~  -1.359 -0.426  -1.359 -0.328  -1.359 -0.230  -1.337 -0.154  -1.239 -0.154  -1.141 -0.154  -1.087 -0.110  -1.087 -0.012  -1.087 0.086  -1.040 0.165  -0.971 0.234  -0.902 0.304  -0.832 0.373  -0.763 0.443  -0.693 0.512  -0.624 0.581  -0.555 0.651  -0.461 0.663  -0.363 0.663  -0.265 0.663  -0.167 0.663  -0.069 0.663  0.029 0.663  0.127 0.663  0.225 0.663  0.274 0.614  0.274 0.516  0.274 0.418  0.274 0.319  0.274 0.221  0.274 0.123  0.340 0.052  0.410 -0.017  0.479 -0.086  0.547 -0.157  0.547 -0.255  0.547 -0.353  0.564 -0.444  0.634 -0.513  0.703 -0.583  0.772 -0.652  0.851 -0.699  0.949 -0.699  1.047 -0.699  1.145 -0.699  1.244 -0.699  1.342 -0.699  1.440 -0.699  1.538 -0.699  1.636 -0.699
3#app#app13#app1332/~  -1.630 -0.147  -1.527 -0.147  -1.423 -0.147  -1.320 -0.147  -1.253 -0.111  -1.253 -0.008  -1.253 0.095  -1.253 0.199  -1.181 0.230  -1.078 0.230  -0.974 0.230  -0.872 0.233  -0.799 0.306  -0.726 0.379  -0.653 0.453  -0.580 0.526  -0.507 0.599  -0.407 0.608  -0.304 0.608  -0.201 0.608  -0.097 0.608  0.006 0.608  0.109 0.608  0.213 0.608  0.257 0.549  0.257 0.446  0.257 0.342  0.257 0.239  0.352 0.230  0.455 0.230  0.558 0.230  0.634 0.203  0.634 0.100  0.634 -0.004  0.634 -0.107  0.634 -0.210  0.634 -0.314  0.634 -0.417  0.634 -0.520  0.733 -0.524  0.837 -0.524  0.940 -0.524  1.012 -0.556  1.012 -0.659  1.012 -0.763  1.012 -0.866  1.079 -0.902  1.183 -0.902  1.286 -0.902  1.389 -0.902
1d#tos#t1#t1041065/~  -1.177 -0.103  -1.205 -0.175  -1.304 -0.175  -1.379 -0.175  -1.320 -0.134  -1.320 -0.034  -1.294 0.040  -1.224 0.088  -1.180 0.177  -1.105 0.204  -1.071 0.289  -1.000 0.360  -0.916 0.398  -0.817 0.398  -0.717 0.398  -0.650 0.450  -0.605 0.539  -0.507 0.541  -0.407 0.541  -0.308 0.541  -0.220 0.513  -0.138 0.469  -0.104 0.404  -0.011 0.398  0.039 0.348  0.044 0.250  0.111 0.178  0.111 0.078  0.111 -0.021  0.200 -0.032  0.299 -0.032  0.327 -0.105  0.397 -0.175  0.467 -0.245  0.555 -0.269  0.610 -0.351  0.665 -0.434  0.751 -0.461  0.850 -0.461  0.897 -0.513  0.978 -0.532  1.077 -0.532  1.177 -0.532  1.249 -0.466  1.320 -0.396  1.390 -0.325  1.460 -0.255  1.556 -0.246  1.656 -0.246  1.684 -0.175
1d#app#app07#app0717/~  -1.363 -1.185  -1.363 -1.086  -1.347 -0.994  -1.277 -0.925  -1.207 -0.855  -1.189 -0.764  -1.189 -0.666  -1.121 -0.595  -1.052 -0.525  -0.969 -0.488  -0.870 -0.488  -0.792 -0.439  -0.722 -0.370  -0.652 -0.300  -0.583 -0.230  -0.513 -0.161  -0.492 -0.071  -0.492 0.028  -0.427 0.099  -0.357 0.169  -0.288 0.239  -0.218 0.308  -0.148 0.378  -0.079 0.448  -0.009 0.517  0.061 0.587  0.130 0.657  0.200 0.726  0.297 0.731  0.378 0.714  0.378 0.615  0.418 0.557  0.517 0.557  0.552 0.494  0.552 0.395  0.552 0.297  0.563 0.208  0.661 0.208  0.727 0.175  0.727 0.077  0.783 0.034  0.881 0.034  0.980 0.034  1.078 0.034  1.177 0.034  1.268 0.053  1.337 0.122  1.407 0.192  1.499 0.208  1.597 0.208
2#app#app37#app3728/~  -1.297 -0.632  -1.297 -0.514  -1.297 -0.396  -1.297 -0.279  -1.297 -0.161  -1.252 -0.089  -1.134 -0.089  -1.026 -0.079  -1.026 0.038  -1.026 0.156  -1.026 0.274  -1.026 0.391  -0.987 0.493  -0.904 0.576  -0.821 0.659  -0.730 0.725  -0.613 0.725  -0.495 0.725  -0.377 0.725  -0.260 0.725  -0.162 0.676  -0.079 0.593  0.004 0.510  0.060 0.415  0.060 0.298  0.060 0.180  0.060 0.062  0.060 -0.055  0.144 -0.089  0.262 -0.089  0.331 -0.137  0.331 -0.255  0.343 -0.360  0.461 -0.360  0.579 -0.360  0.697 -0.360  0.814 -0.360  0.874 -0.418  0.874 -0.536  0.896 -0.632  1.013 -0.632  1.131 -0.632  1.146 -0.529  1.146 -0.411  1.193 -0.313  1.276 -0.230  1.360 -0.147  1.417 -0.053  1.417 0.065  1.417 0.183
3#app#app35#app3519/~  -1.565 -0.124  -1.454 -0.124  -1.346 -0.121  -1.346 -0.010  -1.346 0.101  -1.346 0.212  -1.340 0.320  -1.262 0.398  -1.184 0.476  -1.096 0.532  -0.985 0.532  -0.874 0.532  -0.763 0.532  -0.653 0.532  -0.542 0.532  -0.431 0.532  -0.320 0.532  -0.253 0.489  -0.253 0.378  -0.253 0.267  -0.253 0.156  -0.204 0.095  -0.093 0.095  -0.035 0.042  -0.035 -0.068  -0.035 -0.179  -0.035 -0.290  0.024 -0.342  0.135 -0.342  0.184 -0.404  0.184 -0.514  0.248 -0.561  0.359 -0.561  0.470 -0.561  0.581 -0.561  0.621 -0.491  0.621 -0.380  0.694 -0.342  0.805 -0.342  0.916 -0.342  1.027 -0.342  1.114 -0.287  1.193 -0.208  1.271 -0.130  1.379 -0.124  1.490 -0.124  1.496 -0.019  1.496 0.092  1.496 0.203  1.496 0.314
3#app#app35#app3519/~  -1.412 -0.912  -1.304 -0.912  -1.239 -0.868  -1.239 -0.760  -1.239 -0.652  -1.239 -0.544  -1.239 -0.436  -1.193 -0.347  -1.116 -0.271  -1.040 -0.194  -0.964 -0.118  -0.894 -0.039  -0.894 0.069  -0.841 0.125  -0.733 0.125  -0.721 0.221  -0.690 0.297  -0.582 0.297  -0.473 0.297  -0.376 0.308  -0.376 0.416  -0.322 0.470  -0.214 0.470  -0.106 0.470  0.002 0.470  0.110 0.470  0.218 0.470  0.315 0.459  0.315 0.351  0.315 0.243  0.315 0.135  0.385 0.055  0.461 -0.021  0.488 -0.118  0.493 -0.221  0.601 -0.221  0.709 -0.221  0.817 -0.221  0.925 -0.221  1.034 -0.221  1.142 -0.221  1.179 -0.150  1.179 -0.042  1.179 0.066  1.228 0.125  1.336 0.125  1.352 0.217  1.372 0.317  1.448 0.394  1.524 0.470
1d#tos#t2#t2004060/~  -1.089 0.144  -1.127 0.071  -1.223 0.039  -1.268 -0.029  -1.302 -0.095  -1.328 -0.140  -1.272 -0.095  -1.208 -0.059  -1.200 0.040  -1.155 0.130  -1.089 0.169  -1.059 0.263  -0.996 0.323  -0.896 0.323  -0.795 0.323  -0.695 0.323  -0.594 0.323  -0.493 0.323  -0.447 0.411  -0.366 0.443  -0.266 0.443  -0.252 0.356  -0.231 0.259  -0.199 0.163  -0.112 0.144  -0.013 0.143  -0.013 0.042  0.024 -0.050  0.082 -0.130  0.165 -0.184  0.258 -0.215  0.295 -0.284  0.372 -0.347  0.462 -0.392  0.558 -0.411  0.648 -0.454  0.749 -0.454  0.849 -0.454  0.930 -0.406  1.001 -0.335  1.098 -0.310  1.196 -0.286  1.286 -0.245  1.370 -0.189  1.421 -0.116  1.435 -0.021  1.506 0.050  1.587 0.107  1.679 0.144  1.719 0.204
2#apa#apa00#app0038/~  -1.503 -0.717  -1.355 -0.717  -1.299 -0.626  -1.263 -0.513  -1.115 -0.513  -1.094 -0.386  -1.094 -0.238  -1.080 -0.104  -0.932 -0.104  -0.890 0.002  -0.855 0.135  -0.750 0.240  -0.629 0.305  -0.481 0.305  -0.481 0.453  -0.416 0.574  -0.312 0.679  -0.207 0.783  -0.102 0.888  -0.072 1.024  -0.072 1.073  -0.072 0.925  -0.072 0.777  -0.072 0.629  -0.072 0.481  -0.072 0.333  -0.072 0.185  -0.072 0.037  -0.072 -0.111  -0.072 -0.259  -0.072 -0.407  -0.042 -0.543  0.062 -0.648  0.182 -0.717  0.330 -0.717  0.478 -0.717  0.626 -0.717  0.745 -0.689  0.745 -0.541  0.865 -0.513  0.995 -0.468  1.099 -0.363  1.154 -0.238  1.164 -0.094  1.269 0.011  1.359 0.121  1.359 0.269  1.359 0.417  1.415 0.509  1.563 0.509
3#apa#apa01#app0153/~  -1.312 -0.022  -1.312 -0.133  -1.312 -0.160  -1.312 -0.049  -1.312 0.062  -1.312 0.172  -1.312 0.283  -1.254 0.336  -1.144 0.336  -1.133 0.436  -1.102 0.516  -0.991 0.516  -0.880 0.516  -0.770 0.516  -0.659 0.516  -0.562 0.483  -0.484 0.405  -0.401 0.336  -0.291 0.336  -0.236 0.280  -0.236 0.170  -0.236 0.059  -0.236 -0.052  -0.236 -0.162  -0.185 -0.252  -0.107 -0.330  -0.029 -0.409  0.049 -0.487  0.130 -0.560  0.240 -0.560  0.351 -0.560  0.462 -0.560  0.572 -0.560  0.683 -0.560  0.794 -0.560  0.840 -0.496  0.840 -0.385  0.946 -0.381  1.019 -0.343  1.019 -0.233  1.099 -0.202  1.199 -0.191  1.199 -0.080  1.199 0.031  1.199 0.142  1.199 0.252  1.225 0.336  1.336 0.336  1.378 0.405  1.378 0.516
1d#app#app35#app3519/~  -1.565 -0.124  -1.454 -0.124  -1.346 -0.121  -1.346 -0.010  -1.346 0.101  -1.346 0.212  -1.340 0.320  -1.262 0.398  -1.184 0.476  -1.096 0.532  -0.985 0.532  -0.874 0.532  -0.763 0.532  -0.653 0.532  -0.542 0.532  -0.431 0.532  -0.320 0.532  -0.253 0.489  -0.253 0.378  -0.253 0.267  -0.253 0.156  -0.204 0.095  -0.093 0.095  -0.035 0.042  -0.035 -0.068  -0.035 -0.179  -0.035 -0.290  0.024 -0.342  0.135 -0.342  0.184 -0.404  0.184 -0.514  0.248 -0.561  0.359 -0.561  0.470 -0.561  0.581 -0.561  0.621 -0.491  0.621 -0.380  0.694 -0.342  0.805 -0.342  0.916 -0.342  1.027 -0.342  1.114 -0.287  1.193 -0.208  1.271 -0.130  1.379 -0.124  1.490 -0.124  1.496 -0.019  1.496 0.092  1.496 0.203  1.496 0.314
1d#app#app35#app3519/~  -1.412 -0.912  -1.304 -0.912  -1.239 -0.868  -1.239 -0.760  -1.239 -0.652  -1.239 -0.544  -1.239 -0.436  -1.193 -0.347  -1.116 -0.271  -1.040 -0.194  -0.964 -0.118  -0.894 -0.039  -0.894 0.069  -0.841 0.125  -0.733 0.125  -0.721 0.221  -0.690 0.297  -0.582 0.297  -0.473 0.297  -0.376 0.308  -0.376 0.416  -0.322 0.470  -0.214 0.470  -0.106 0.470  0.002 0.470  0.110 0.470  0.218 0.470  0.315 0.459  0.315 0.351  0.315 0.243  0.315 0.135  0.385 0.055  0.461 -0.021  0.488 -0.118  0.493 -0.221  0.601 -0.221  0.709 -0.221  0.817 -0.221  0.925 -0.221  1.034 -0.221  1.142 -0.221  1.179 -0.150  1.179 -0.042  1.179 0.066  1.228 0.125  1.336 0.125  1.352 0.217  1.372 0.317  1.448 0.394  1.524 0.470
3#app#app41#app4109/~  -0.917 0.688  -0.917 0.546  -0.917 0.404  -0.917 0.262  -0.917 0.120  -0.917 -0.022  -0.917 -0.165  -0.917 -0.307  -0.917 -0.449  -0.917 -0.591  -0.917 -0.733  -0.917 -0.692  -0.917 -0.550  -0.917 -0.408  -0.917 -0.266  -0.867 -0.145  -0.767 -0.044  -0.666 0.056  -0.623 0.181  -0.623 0.323  -0.623 0.465  -0.623 0.607  -0.562 0.688  -0.420 0.688  -0.293 0.652  -0.192 0.552  -0.092 0.451  -0.034 0.333  -0.034 0.191  0.001 0.063  0.102 -0.037  0.202 -0.138  0.303 -0.238  0.403 -0.338  0.504 -0.439  0.625 -0.489  0.767 -0.489  0.909 -0.489  1.051 -0.489  1.143 -0.439  1.143 -0.297  1.183 -0.195  1.325 -0.195  1.437 -0.165  1.437 -0.022  1.437 0.120  1.437 0.262  1.447 0.394  1.589 0.394  1.731 0.394
3#app#app41#app4109/~  -0.604 0.121  -0.604 -0.042  -0.643 -0.166  -0.806 -0.166  -0.891 -0.244  -0.891 -0.407  -0.974 -0.535  -1.089 -0.650  -1.178 -0.702  -1.178 -0.539  -1.102 -0.453  -0.939 -0.453  -0.891 -0.338  -0.891 -0.175  -0.891 -0.012  -0.861 0.121  -0.698 0.121  -0.604 0.190  -0.604 0.353  -0.604 0.516  -0.604 0.679  -0.457 0.695  -0.317 0.672  -0.317 0.509  -0.317 0.346  -0.317 0.183  -0.217 0.121  -0.054 0.121  -0.031 -0.019  -0.031 -0.182  -0.031 -0.345  0.024 -0.453  0.187 -0.453  0.350 -0.453  0.513 -0.453  0.676 -0.453  0.830 -0.444  0.830 -0.281  0.878 -0.166  1.041 -0.166  1.117 -0.079  1.117 0.084  1.243 0.121  1.404 0.123  1.404 0.286  1.433 0.437  1.548 0.552  1.663 0.667  1.691 0.819  1.691 0.982
3#app#app18#app1851/~  -1.392 -0.438  -1.392 -0.346  -1.392 -0.255  -1.392 -0.164  -1.392 -0.073  -1.374 -0.000  -1.283 -0.000  -1.192 -0.000  -1.174 0.072  -1.174 0.163  -1.137 0.218  -1.046 0.218  -0.955 0.218  -0.864 0.218  -0.773 0.218  -0.682 0.218  -0.591 0.218  -0.500 0.218  -0.409 0.218  -0.318 0.218  -0.227 0.218  -0.136 0.218  -0.081 0.182  -0.081 0.091  -0.081 -0.000  0.010 -0.000  0.101 -0.000  0.138 -0.055  0.138 -0.146  0.156 -0.219  0.247 -0.219  0.338 -0.219  0.429 -0.219  0.520 -0.219  0.611 -0.219  0.702 -0.219  0.793 -0.219  0.884 -0.219  0.975 -0.219  1.051 -0.181  1.115 -0.116  1.179 -0.052  1.249 -0.000  1.340 -0.000  1.431 -0.000  1.449 0.073  1.449 0.164  1.486 0.218  1.577 0.218  1.668 0.218
3#app#app37#app3728/~  -1.297 -0.632  -1.297 -0.514  -1.297 -0.396  -1.297 -0.279  -1.297 -0.161  -1.252 -0.089  -1.134 -0.089  -1.026 -0.079  -1.026 0.038  -1.026 0.156  -1.026 0.274  -1.026 0.391  -0.987 0.493  -0.904 0.576  -0.821 0.659  -0.730 0.725  -0.613 0.725  -0.495 0.725  -0.377 0.725  -0.260 0.725  -0.162 0.676  -0.079 0.593  0.004 0.510  0.060 0.415  0.060 0.298  0.060 0.180  0.060 0.062  0.060 -0.055  0.144 -0.089  0.262 -0.089  0.331 -0.137  0.331 -0.255  0.343 -0.360  0.461 -0.360  0.579 -0.360  0.697 -0.360  0.814 -0.360  0.874 -0.418  0.874 -0.536  0.896 -0.632  1.013 -0.632  1.131 -0.632  1.146 -0.529  1.146 -0.411  1.193 -0.313  1.276 -0.230  1.360 -0.147  1.417 -0.053  1.417 0.065  1.417 0.183
1d#apa#apa15#app1532/~  -1.190 -0.405  -1.190 -0.299  -1.190 -0.193  -1.190 -0.087  -1.175 0.016  -1.128 0.111  -1.080 0.205  -1.033 0.300  -0.995 0.398  -0.995 0.504  -0.995 0.610  -0.995 0.716  -0.940 0.767  -0.834 0.767  -0.727 0.767  -0.621 0.767  -0.515 0.767  -0.409 0.767  -0.334 0.692  -0.259 0.617  -0.195 0.535  -0.147 0.440  -0.100 0.345  -0.052 0.250  -0.005 0.155  0.043 0.060  0.090 -0.035  0.138 -0.130  0.178 -0.227  0.178 -0.333  0.193 -0.435  0.240 -0.530  0.288 -0.625  0.335 -0.720  0.394 -0.796  0.500 -0.796  0.602 -0.779  0.697 -0.732  0.792 -0.684  0.887 -0.637  0.977 -0.583  1.052 -0.508  1.127 -0.432  1.192 -0.349  1.251 -0.261  1.310 -0.172  1.369 -0.084  1.428 0.004  1.487 0.093  1.545 0.181
3#apa#apa01#app0156/~  -1.201 -0.777  -1.201 -0.667  -1.201 -0.558  -1.201 -0.448  -1.201 -0.338  -1.201 -0.228  -1.201 -0.118  -1.201 -0.008  -1.201 0.101  -1.120 0.130  -1.019 0.140  -1.019 0.249  -0.972 0.312  -0.862 0.312  -0.752 0.312  -0.646 0.301  -0.569 0.224  -0.491 0.146  -0.475 0.043  -0.459 -0.051  -0.350 -0.051  -0.293 -0.105  -0.293 -0.215  -0.202 -0.233  -0.092 -0.233  0.018 -0.233  0.070 -0.291  0.070 -0.401  0.166 -0.414  0.276 -0.414  0.386 -0.414  0.496 -0.414  0.606 -0.414  0.614 -0.313  0.644 -0.233  0.754 -0.233  0.844 -0.185  0.921 -0.107  0.999 -0.029  1.077 0.048  1.154 0.126  1.158 0.234  1.158 0.344  1.158 0.454  1.208 0.543  1.286 0.621  1.340 0.708  1.340 0.818  1.340 0.928  1.340 1.037
3#app#app19#app1916/~  -1.483 -1.041  -1.396 -0.953  -1.309 -0.866  -1.285 -0.752  -1.270 -0.645  -1.146 -0.645  -1.087 -0.580  -1.087 -0.457  -1.037 -0.345  -0.981 -0.235  -0.926 -0.124  -0.860 -0.021  -0.773 0.066  -0.686 0.153  -0.598 0.240  -0.511 0.328  -0.395 0.346  -0.295 0.369  -0.295 0.493  -0.244 0.595  -0.157 0.682  -0.058 0.742  0.066 0.742  0.101 0.830  0.114 0.940  0.238 0.940  0.299 0.878  0.299 0.754  0.299 0.631  0.299 0.507  0.299 0.384  0.299 0.261  0.299 0.137  0.299 0.014  0.359 -0.050  0.482 -0.050  0.497 -0.159  0.497 -0.282  0.497 -0.406  0.580 -0.446  0.703 -0.446  0.827 -0.446  0.950 -0.446  1.074 -0.446  1.166 -0.372  1.254 -0.284  1.354 -0.216  1.465 -0.161  1.575 -0.106  1.686 -0.050
2#tos#t1#t1020062/~  -1.203 -0.286  -1.297 -0.286  -1.392 -0.286  -1.351 -0.286  -1.347 -0.196  -1.347 -0.102  -1.347 -0.007  -1.333 0.074  -1.275 0.110  -1.219 0.164  -1.129 0.194  -1.040 0.227  -0.956 0.269  -0.866 0.290  -0.772 0.290  -0.677 0.290  -0.582 0.290  -0.488 0.290  -0.393 0.290  -0.299 0.290  -0.267 0.227  -0.255 0.140  -0.170 0.097  -0.082 0.074  -0.051 0.010  0.036 0.002  0.093 -0.035  0.093 -0.130  0.175 -0.142  0.237 -0.175  0.292 -0.214  0.387 -0.214  0.473 -0.234  0.546 -0.286  0.641 -0.286  0.735 -0.286  0.830 -0.286  0.924 -0.286  1.019 -0.286  1.101 -0.274  1.101 -0.180  1.101 -0.085  1.173 -0.035  1.257 0.008  1.342 0.050  1.419 0.103  1.485 0.170  1.533 0.244  1.533 0.339  1.605 0.362
1d#app#app06#app0653/~  -1.222 1.082  -1.222 0.960  -1.222 0.839  -1.222 0.717  -1.174 0.643  -1.076 0.621  -1.076 0.499  -1.076 0.378  -1.009 0.284  -0.929 0.195  -0.929 0.074  -0.929 -0.048  -0.893 -0.161  -0.839 -0.269  -0.784 -0.378  -0.664 -0.380  -0.637 -0.474  -0.588 -0.575  -0.502 -0.661  -0.416 -0.747  -0.324 -0.818  -0.203 -0.818  -0.081 -0.818  0.040 -0.818  0.094 -0.750  0.124 -0.642  0.210 -0.556  0.240 -0.446  0.240 -0.325  0.270 -0.234  0.386 -0.228  0.386 -0.107  0.386 0.015  0.464 0.059  0.532 0.112  0.532 0.233  0.535 0.353  0.621 0.439  0.718 0.497  0.840 0.497  0.961 0.497  1.083 0.497  1.117 0.410  1.161 0.307  1.247 0.221  1.263 0.106  1.337 0.059  1.409 0.009  1.409 -0.112  1.409 -0.234
1d#app#app06#app0653/~  -1.336 0.769  -1.336 0.640  -1.247 0.600  -1.167 0.552  -1.161 0.426  -1.070 0.335  -0.998 0.236  -0.998 0.107  -0.998 -0.021  -0.945 -0.128  -0.854 -0.219  -0.829 -0.337  -0.829 -0.466  -0.817 -0.582  -0.688 -0.582  -0.660 -0.683  -0.618 -0.794  -0.527 -0.885  -0.436 -0.865  -0.345 -0.774  -0.322 -0.654  -0.282 -0.542  -0.191 -0.451  -0.153 -0.338  -0.153 -0.210  -0.153 -0.081  -0.066 0.011  0.016 0.106  0.016 0.235  0.117 0.262  0.228 0.305  0.319 0.396  0.354 0.510  0.392 0.600  0.521 0.600  0.650 0.600  0.778 0.600  0.860 0.553  0.865 0.427  0.956 0.336  1.054 0.262  1.183 0.262  1.198 0.149  1.198 0.021  1.231 -0.076  1.359 -0.076  1.367 -0.196  1.448 -0.244  1.536 -0.285  1.536 -0.413
1d#tos#t3#t3010064/~  -1.162 0.252  -1.243 0.217  -1.313 0.171  -1.325 0.276  -1.325 0.392  -1.232 0.415  -1.162 0.462  -1.080 0.497  -1.056 0.603  -0.967 0.676  -0.862 0.728  -0.751 0.745  -0.667 0.822  -0.550 0.822  -0.511 0.746  -0.399 0.741  -0.319 0.683  -0.267 0.579  -0.266 0.462  -0.266 0.346  -0.244 0.252  -0.144 0.212  -0.104 0.112  -0.095 -0.001  -0.022 -0.087  -0.022 -0.203  -0.022 -0.320  -0.022 -0.436  -0.022 -0.552  0.003 -0.643  0.059 -0.704  0.155 -0.725  0.257 -0.759  0.354 -0.806  0.470 -0.806  0.586 -0.806  0.703 -0.806  0.787 -0.729  0.869 -0.647  0.903 -0.562  1.019 -0.562  1.125 -0.517  1.199 -0.447  1.247 -0.351  1.280 -0.248  1.280 -0.132  1.280 -0.015  1.280 0.101  1.280 0.217  1.280 0.334
3#app#app37#app3745/~  -0.909 -0.294  -1.013 -0.398  -1.117 -0.502  -1.146 -0.637  -1.146 -0.785  -1.146 -0.932  -1.070 -1.004  -0.923 -1.004  -0.909 -0.870  -0.909 -0.723  -0.909 -0.576  -0.909 -0.429  -0.909 -0.281  -0.909 -0.134  -0.860 -0.007  -0.755 0.097  -0.672 0.210  -0.672 0.357  -0.610 0.479  -0.506 0.583  -0.402 0.687  -0.298 0.791  -0.192 0.890  -0.044 0.890  0.038 0.825  0.038 0.678  0.038 0.531  0.061 0.393  0.166 0.289  0.270 0.185  0.274 0.039  0.326 -0.057  0.473 -0.057  0.620 -0.057  0.748 -0.076  0.748 -0.223  0.825 -0.294  0.972 -0.294  0.985 -0.429  0.985 -0.485  0.985 -0.337  0.985 -0.190  0.995 -0.047  1.099 0.057  1.203 0.161  1.221 0.301  1.221 0.448  1.221 0.596  1.221 0.743  1.221 0.890
3#app#app37#app3745/~  -1.124 -1.210  -1.124 -1.082  -1.124 -0.955  -1.124 -0.827  -1.124 -0.700  -1.124 -0.572  -1.124 -0.444  -1.124 -0.317  -1.068 -0.202  -1.011 -0.088  -0.954 0.026  -0.896 0.139  -0.805 0.229  -0.715 0.320  -0.676 0.431  -0.676 0.558  -0.676 0.686  -0.670 0.807  -0.542 0.807  -0.414 0.807  -0.287 0.807  -0.179 0.759  -0.089 0.669  0.003 0.583  0.131 0.583  0.221 0.546  0.221 0.418  0.221 0.291  0.221 0.163  0.221 0.036  0.223 -0.091  0.313 -0.181  0.404 -0.272  0.445 -0.382  0.445 -0.510  0.545 -0.537  0.673 -0.537  0.800 -0.537  0.928 -0.537  1.055 -0.537  1.118 -0.472  1.118 -0.345  1.118 -0.217  1.118 -0.089  1.118 0.038  1.118 0.166  1.118 0.293  1.161 0.403  1.252 0.493  1.342 0.583
3#app#app37#app3745/~  -1.342 -0.704  -1.342 -0.567  -1.342 -0.429  -1.342 -0.292  -1.324 -0.162  -1.227 -0.064  -1.130 0.033  -1.079 0.149  -1.079 0.287  -1.024 0.401  -0.927 0.498  -0.829 0.596  -0.817 0.728  -0.817 0.865  -0.685 0.871  -0.548 0.871  -0.410 0.871  -0.292 0.852  -0.292 0.714  -0.260 0.608  -0.123 0.608  -0.029 0.564  -0.029 0.427  0.011 0.306  0.108 0.209  0.205 0.112  0.233 -0.014  0.233 -0.151  0.233 -0.289  0.233 -0.426  0.355 -0.442  0.493 -0.442  0.496 -0.576  0.502 -0.711  0.600 -0.808  0.697 -0.905  0.758 -0.916  0.758 -0.778  0.821 -0.704  0.959 -0.704  1.021 -0.629  1.021 -0.491  1.021 -0.354  1.021 -0.216  1.021 -0.079  1.021 0.059  1.021 0.196  1.021 0.334  1.146 0.346  1.283 0.346
