1c#apb#apb09#app0910/q  0.483 1.131  0.429 1.268  0.301 1.330  0.155 1.313  0.035 1.227  -0.084 1.140  -0.199 1.046  -0.310 0.950  -0.376 0.818  -0.442 0.685  -0.498 0.548  -0.551 0.410  -0.583 0.268  -0.583 0.120  -0.535 -0.015  -0.434 -0.114  -0.296 -0.136  -0.153 -0.098  -0.023 -0.029  0.102 0.049  0.199 0.158  0.289 0.276  0.364 0.403  0.427 0.536  0.493 0.669  0.563 0.799  0.600 0.924  0.512 0.807  0.442 0.677  0.375 0.545  0.310 0.412  0.258 0.273  0.206 0.135  0.153 -0.003  0.099 -0.141  0.045 -0.279  -0.012 -0.415  -0.078 -0.548  -0.144 -0.680  -0.191 -0.818  -0.215 -0.964  -0.238 -1.111  -0.253 -1.258  -0.265 -1.405  -0.263 -1.551  -0.227 -1.695  -0.160 -1.823  -0.052 -1.917  0.088 -1.958  0.236 -1.958
1c#mot#mot1#bb2/q  -0.749 0.229  -0.642 0.237  -0.481 0.372  -0.318 0.506  -0.157 0.642  0.006 0.775  0.172 0.905  0.340 1.032  0.514 1.152  0.655 1.130  0.608 1.154  0.420 1.196  0.236 1.098  0.087 0.950  -0.028 0.775  -0.056 0.581  0.132 0.638  0.302 0.763  0.459 0.903  0.599 1.060  0.509 0.940  0.403 0.758  0.312 0.568  0.224 0.377  0.137 0.185  0.054 -0.009  -0.028 -0.203  -0.108 -0.398  -0.188 -0.593  -0.264 -0.789  -0.339 -0.986  -0.416 -1.182  -0.493 -1.378  -0.560 -1.578  -0.615 -1.781  -0.578 -1.925  -0.426 -1.782  -0.301 -1.613  -0.198 -1.430  -0.102 -1.242  -0.015 -1.050  0.050 -0.850  0.102 -0.647  0.131 -0.438  0.124 -0.228  0.077 -0.024  -0.021 0.161  -0.062 0.298  0.143 0.342  0.346 0.399
1c#mot#mot1#bb2/q  0.117 0.876  0.251 0.985  0.364 1.115  0.431 1.274  0.362 1.383  0.206 1.315  0.078 1.200  -0.038 1.072  -0.142 0.933  -0.211 0.778  -0.100 0.716  0.049 0.799  0.184 0.907  0.313 1.022  0.436 1.145  0.397 1.026  0.327 0.868  0.257 0.710  0.197 0.548  0.136 0.386  0.077 0.223  0.019 0.061  -0.040 -0.102  -0.098 -0.265  -0.155 -0.428  -0.212 -0.592  -0.268 -0.755  -0.323 -0.919  -0.374 -1.085  -0.420 -1.251  -0.467 -1.418  -0.514 -1.585  -0.543 -1.754  -0.459 -1.769  -0.353 -1.633  -0.258 -1.489  -0.174 -1.338  -0.096 -1.183  -0.025 -1.026  0.035 -0.864  0.095 -0.701  0.137 -0.534  0.179 -0.366  0.178 -0.193  0.175 -0.020  0.117 0.141  0.017 0.280  -0.093 0.401  0.040 0.510  0.189 0.597
1c#mot#mot1#bb2/q  -1.747 0.059  -1.535 -0.059  -1.274 -0.059  -1.018 -0.007  -0.782 0.105  -0.573 0.260  -0.399 0.455  -0.240 0.663  -0.074 0.865  0.121 1.037  0.363 1.130  0.603 1.068  0.629 0.983  0.499 1.161  0.247 1.105  0.028 0.963  -0.166 0.787  -0.329 0.584  -0.442 0.348  -0.452 0.095  -0.224 0.035  0.005 0.158  0.206 0.325  0.385 0.515  0.537 0.728  0.608 0.944  0.523 0.696  0.445 0.447  0.354 0.202  0.261 -0.043  0.166 -0.287  0.070 -0.530  -0.023 -0.775  -0.110 -1.021  -0.189 -1.271  -0.246 -1.526  -0.258 -1.786  -0.113 -1.946  0.065 -1.761  0.187 -1.530  0.273 -1.283  0.323 -1.026  0.343 -0.766  0.324 -0.505  0.273 -0.249  0.182 -0.005  0.170 0.113  0.427 0.102  0.672 0.191  0.903 0.313
1c#mot#mot1#bb2/q  -1.481 0.237  -1.390 0.047  -1.161 -0.024  -0.922 0.004  -0.713 0.123  -0.541 0.294  -0.394 0.487  -0.256 0.686  -0.107 0.878  0.064 1.049  0.286 1.145  0.509 1.105  0.543 0.924  0.470 1.152  0.245 1.180  0.033 1.064  -0.142 0.897  -0.268 0.691  -0.301 0.454  -0.206 0.238  0.020 0.265  0.201 0.426  0.345 0.621  0.470 0.829  0.525 0.953  0.473 0.716  0.407 0.483  0.330 0.252  0.252 0.022  0.167 -0.205  0.079 -0.431  -0.003 -0.660  -0.081 -0.890  -0.151 -1.122  -0.207 -1.359  -0.242 -1.599  -0.240 -1.841  -0.102 -1.966  0.040 -1.774  0.137 -1.552  0.212 -1.321  0.269 -1.085  0.308 -0.845  0.325 -0.603  0.315 -0.361  0.275 -0.122  0.183 0.101  0.238 0.124  0.478 0.121  0.709 0.193
1c#mot#mot1#bb2/q  -1.629 -0.143  -1.407 -0.151  -1.178 -0.073  -0.967 0.045  -0.763 0.175  -0.576 0.328  -0.397 0.491  -0.225 0.661  -0.060 0.838  0.110 1.011  0.303 1.154  0.525 1.119  0.574 0.887  0.566 0.948  0.485 1.166  0.259 1.127  0.071 0.976  -0.086 0.792  -0.218 0.590  -0.282 0.357  -0.147 0.238  0.052 0.371  0.222 0.543  0.369 0.735  0.486 0.946  0.436 0.765  0.357 0.536  0.266 0.311  0.176 0.087  0.092 -0.140  0.020 -0.372  -0.046 -0.605  -0.105 -0.839  -0.156 -1.076  -0.195 -1.315  -0.221 -1.556  -0.225 -1.797  -0.125 -1.952  0.019 -1.760  0.139 -1.549  0.245 -1.332  0.334 -1.107  0.405 -0.876  0.459 -0.640  0.472 -0.398  0.419 -0.163  0.292 0.040  0.091 0.169  0.264 0.194  0.500 0.247
1c#mot#mot1#bb2/q  -1.275 0.644  -1.138 0.449  -0.928 0.330  -0.691 0.303  -0.476 0.410  -0.296 0.573  -0.124 0.743  0.051 0.909  0.253 1.042  0.477 1.131  0.664 1.063  0.666 0.821  0.625 0.933  0.494 1.135  0.259 1.137  0.043 1.027  -0.125 0.853  -0.264 0.655  -0.360 0.434  -0.341 0.199  -0.123 0.150  0.103 0.234  0.299 0.376  0.445 0.569  0.542 0.788  0.500 0.704  0.393 0.487  0.293 0.267  0.197 0.044  0.092 -0.174  -0.007 -0.395  -0.113 -0.613  -0.220 -0.830  -0.304 -1.057  -0.375 -1.289  -0.434 -1.524  -0.477 -1.762  -0.413 -1.975  -0.204 -1.872  -0.039 -1.696  0.087 -1.489  0.179 -1.265  0.229 -1.028  0.242 -0.786  0.221 -0.545  0.182 -0.306  0.098 -0.079  0.133 0.025  0.369 0.073  0.588 0.177
1c#mot#mot1#bb2/q  -0.732 0.337  -0.552 0.434  -0.388 0.573  -0.230 0.719  -0.084 0.877  0.069 1.027  0.235 1.165  0.438 1.225  0.563 1.084  0.522 1.156  0.341 1.200  0.152 1.099  -0.026 0.983  -0.180 0.842  -0.283 0.657  -0.321 0.452  -0.135 0.389  0.066 0.463  0.232 0.599  0.351 0.777  0.448 0.968  0.423 0.880  0.345 0.680  0.268 0.479  0.189 0.279  0.106 0.081  0.027 -0.119  -0.051 -0.320  -0.128 -0.521  -0.198 -0.724  -0.266 -0.929  -0.332 -1.133  -0.388 -1.341  -0.433 -1.551  -0.451 -1.766  -0.444 -1.980  -0.295 -1.910  -0.174 -1.733  -0.089 -1.535  -0.011 -1.334  0.038 -1.125  0.073 -0.913  0.091 -0.699  0.085 -0.484  0.062 -0.270  0.042 -0.056  0.016 0.157  0.126 0.240  0.337 0.274  0.540 0.345
1c#mot#mot1#bb2/q  -0.686 0.352  -0.531 0.460  -0.394 0.595  -0.261 0.735  -0.126 0.874  0.004 1.016  0.147 1.146  0.307 1.253  0.475 1.192  0.411 1.253  0.220 1.247  0.049 1.164  -0.067 1.011  -0.146 0.835  -0.203 0.651  -0.138 0.546  0.033 0.631  0.195 0.736  0.329 0.873  0.425 1.037  0.385 0.885  0.326 0.701  0.263 0.518  0.190 0.339  0.122 0.159  0.058 -0.023  -0.006 -0.206  -0.065 -0.390  -0.121 -0.574  -0.176 -0.759  -0.226 -0.946  -0.263 -1.135  -0.302 -1.324  -0.338 -1.514  -0.361 -1.706  -0.347 -1.898  -0.247 -1.877  -0.166 -1.701  -0.099 -1.521  -0.040 -1.337  0.013 -1.151  0.062 -0.964  0.104 -0.776  0.141 -0.586  0.163 -0.395  0.173 -0.202  0.162 -0.010  0.109 0.175  0.129 0.279  0.315 0.329
1c#mot#mot1#bb2/q  -1.274 -0.160  -1.066 -0.056  -0.890 0.095  -0.718 0.251  -0.548 0.410  -0.380 0.571  -0.213 0.734  -0.047 0.896  0.132 1.045  0.320 1.182  0.533 1.189  0.599 0.969  0.589 1.119  0.432 1.234  0.239 1.109  0.076 0.944  -0.070 0.763  -0.207 0.575  -0.327 0.376  -0.346 0.161  -0.138 0.222  0.046 0.363  0.204 0.533  0.344 0.719  0.468 0.916  0.497 0.956  0.415 0.738  0.343 0.517  0.274 0.295  0.200 0.074  0.125 -0.147  0.052 -0.368  -0.019 -0.589  -0.096 -0.809  -0.173 -1.029  -0.246 -1.249  -0.310 -1.473  -0.354 -1.701  -0.327 -1.927  -0.114 -1.886  0.040 -1.713  0.157 -1.511  0.240 -1.294  0.297 -1.069  0.322 -0.839  0.309 -0.607  0.250 -0.384  0.123 -0.191  0.012 -0.024  0.224 0.072
1c#mot#mot1#bb2/q  -1.390 0.255  -1.193 0.196  -0.980 0.222  -0.776 0.288  -0.579 0.376  -0.397 0.491  -0.223 0.618  -0.055 0.752  0.107 0.893  0.266 1.038  0.429 1.178  0.583 1.087  0.454 1.191  0.266 1.095  0.120 0.938  0.008 0.755  -0.079 0.559  -0.008 0.459  0.132 0.622  0.270 0.787  0.400 0.958  0.516 1.138  0.467 0.965  0.394 0.762  0.325 0.559  0.253 0.356  0.178 0.154  0.104 -0.048  0.030 -0.250  -0.042 -0.453  -0.113 -0.656  -0.182 -0.860  -0.249 -1.064  -0.313 -1.270  -0.359 -1.480  -0.397 -1.691  -0.347 -1.884  -0.165 -1.803  -0.020 -1.646  0.099 -1.466  0.200 -1.277  0.292 -1.082  0.350 -0.875  0.388 -0.664  0.402 -0.450  0.378 -0.236  0.289 -0.042  0.125 0.093  -0.076 0.169  0.117 0.243
1c#mot#mot1#bb2/q  0.278 0.896  0.404 1.006  0.496 1.147  0.569 1.298  0.491 1.387  0.346 1.305  0.211 1.203  0.091 1.085  -0.020 0.958  -0.121 0.824  -0.205 0.678  -0.270 0.523  -0.204 0.407  -0.049 0.460  0.090 0.555  0.220 0.662  0.341 0.780  0.452 0.907  0.551 1.043  0.494 0.977  0.408 0.832  0.326 0.684  0.248 0.535  0.173 0.384  0.103 0.231  0.033 0.077  -0.037 -0.076  -0.104 -0.231  -0.164 -0.388  -0.224 -0.546  -0.283 -0.704  -0.341 -0.862  -0.394 -1.022  -0.444 -1.184  -0.491 -1.346  -0.535 -1.508  -0.559 -1.675  -0.501 -1.790  -0.394 -1.660  -0.307 -1.516  -0.242 -1.360  -0.177 -1.204  -0.121 -1.045  -0.069 -0.885  -0.030 -0.721  0.006 -0.556  0.019 -0.388  0.016 -0.220  -0.018 -0.056  -0.066 0.100
1c#mot#mot1#bb2/q  -0.797 0.042  -0.604 0.107  -0.445 0.257  -0.288 0.410  -0.141 0.571  0.008 0.731  0.158 0.890  0.307 1.050  0.457 1.209  0.614 1.355  0.554 1.166  0.517 1.277  0.312 1.254  0.149 1.109  0.007 0.943  -0.098 0.753  -0.152 0.543  -0.026 0.419  0.174 0.501  0.335 0.648  0.472 0.819  0.573 1.010  0.463 0.965  0.342 0.783  0.236 0.592  0.153 0.390  0.074 0.187  -0.000 -0.019  -0.070 -0.226  -0.129 -0.437  -0.187 -0.647  -0.240 -0.859  -0.293 -1.072  -0.342 -1.284  -0.392 -1.497  -0.439 -1.711  -0.472 -1.927  -0.373 -1.903  -0.274 -1.707  -0.182 -1.509  -0.093 -1.310  -0.021 -1.103  0.042 -0.894  0.086 -0.680  0.107 -0.463  0.081 -0.250  -0.068 -0.109  -0.232 -0.182  -0.029 -0.140  0.170 -0.050
1c#mot#mot1#bb2/q  -0.883 0.445  -0.712 0.437  -0.530 0.559  -0.352 0.686  -0.182 0.824  -0.012 0.961  0.167 1.087  0.349 1.208  0.544 1.251  0.597 1.046  0.522 1.180  0.311 1.196  0.119 1.097  -0.036 0.944  -0.118 0.749  0.068 0.663  0.276 0.720  0.461 0.836  0.634 0.970  0.604 0.972  0.484 0.790  0.375 0.600  0.275 0.406  0.187 0.205  0.102 0.003  0.028 -0.203  -0.045 -0.409  -0.120 -0.615  -0.191 -0.822  -0.258 -1.030  -0.330 -1.237  -0.405 -1.443  -0.466 -1.653  -0.513 -1.867  -0.360 -1.856  -0.221 -1.687  -0.114 -1.497  -0.025 -1.297  0.045 -1.090  0.087 -0.876  0.098 -0.660  0.038 -0.450  -0.121 -0.300  -0.335 -0.259  -0.517 -0.295  -0.309 -0.227  -0.104 -0.150  0.097 -0.063  0.296 0.029  0.495 0.120
1c#mot#mot1#bb2/q  -0.806 0.141  -0.771 0.279  -0.619 0.439  -0.446 0.576  -0.273 0.714  -0.096 0.847  0.083 0.976  0.262 1.106  0.452 1.219  0.588 1.149  0.553 0.931  0.510 0.865  0.486 1.083  0.325 1.179  0.138 1.067  -0.014 0.906  -0.147 0.731  -0.240 0.532  -0.163 0.363  0.045 0.416  0.230 0.537  0.388 0.691  0.527 0.863  0.449 0.766  0.337 0.576  0.230 0.383  0.127 0.187  0.030 -0.011  -0.065 -0.211  -0.155 -0.413  -0.239 -0.618  -0.320 -0.823  -0.391 -1.033  -0.459 -1.243  -0.516 -1.456  -0.555 -1.673  -0.553 -1.891  -0.395 -1.898  -0.244 -1.738  -0.121 -1.555  -0.012 -1.363  0.090 -1.167  0.182 -0.966  0.269 -0.763  0.331 -0.551  0.377 -0.336  0.377 -0.114  0.241 0.050  0.026 0.087  -0.055 0.162
1c#mot#mot1#bb2/q  -1.421 0.136  -1.278 0.077  -1.053 0.168  -0.838 0.283  -0.628 0.407  -0.419 0.533  -0.210 0.659  -0.005 0.791  0.199 0.924  0.408 1.050  0.627 1.156  0.811 1.065  0.771 1.150  0.541 1.168  0.324 1.060  0.126 0.919  -0.049 0.750  -0.186 0.551  -0.182 0.336  0.051 0.346  0.264 0.462  0.462 0.603  0.643 0.767  0.706 0.857  0.563 0.660  0.426 0.458  0.291 0.255  0.158 0.051  0.037 -0.161  -0.082 -0.374  -0.200 -0.587  -0.310 -0.805  -0.413 -1.026  -0.502 -1.253  -0.579 -1.484  -0.615 -1.722  -0.475 -1.859  -0.261 -1.748  -0.093 -1.571  0.052 -1.376  0.184 -1.171  0.284 -0.949  0.366 -0.720  0.414 -0.483  0.364 -0.248  0.176 -0.103  -0.063 -0.080  -0.029 -0.045  0.205 0.025  0.438 0.097
1c#mot#mot1#bb2/q  0.042 0.954  0.143 1.074  0.220 1.212  0.242 1.362  0.127 1.381  0.006 1.280  -0.098 1.162  -0.186 1.032  -0.255 0.890  -0.281 0.735  -0.167 0.656  -0.015 0.692  0.120 0.772  0.253 0.857  0.377 0.954  0.495 1.059  0.557 1.119  0.478 0.982  0.403 0.843  0.332 0.702  0.263 0.560  0.202 0.415  0.141 0.269  0.079 0.124  0.014 -0.020  -0.051 -0.164  -0.115 -0.308  -0.171 -0.455  -0.228 -0.603  -0.284 -0.750  -0.336 -0.899  -0.388 -1.048  -0.440 -1.197  -0.488 -1.347  -0.536 -1.498  -0.571 -1.652  -0.488 -1.678  -0.382 -1.562  -0.292 -1.432  -0.204 -1.301  -0.124 -1.165  -0.044 -1.029  0.029 -0.889  0.098 -0.747  0.165 -0.604  0.217 -0.455  0.269 -0.306  0.291 -0.150  0.300 0.007  0.279 0.163
1c#mot#mot1#bb2/q  0.276 0.974  0.385 1.099  0.491 1.226  0.580 1.359  0.449 1.386  0.313 1.295  0.192 1.182  0.083 1.058  -0.008 0.919  -0.071 0.766  -0.101 0.607  -0.056 0.457  0.084 0.387  0.248 0.401  0.400 0.468  0.531 0.567  0.640 0.689  0.706 0.837  0.633 0.949  0.480 0.898  0.358 0.790  0.245 0.668  0.150 0.532  0.055 0.397  -0.026 0.252  -0.103 0.105  -0.180 -0.042  -0.248 -0.193  -0.317 -0.343  -0.381 -0.496  -0.436 -0.652  -0.492 -0.809  -0.546 -0.965  -0.600 -1.122  -0.651 -1.280  -0.696 -1.440  -0.723 -1.602  -0.659 -1.688  -0.547 -1.567  -0.444 -1.437  -0.343 -1.305  -0.245 -1.171  -0.151 -1.035  -0.068 -0.892  0.015 -0.748  0.088 -0.599  0.159 -0.449  0.211 -0.292  0.204 -0.130  0.112 -0.009
1c#mot#mot1#bb2/q  0.254 0.726  0.333 0.865  0.409 1.006  0.486 1.146  0.545 1.294  0.495 1.387  0.355 1.312  0.229 1.214  0.109 1.108  0.004 0.987  -0.084 0.854  -0.093 0.709  0.062 0.735  0.205 0.807  0.344 0.888  0.479 0.973  0.610 1.051  0.531 0.912  0.442 0.779  0.358 0.643  0.274 0.506  0.198 0.365  0.125 0.223  0.052 0.081  -0.020 -0.062  -0.091 -0.206  -0.163 -0.349  -0.226 -0.496  -0.287 -0.644  -0.348 -0.792  -0.409 -0.939  -0.460 -1.091  -0.510 -1.243  -0.553 -1.397  -0.588 -1.553  -0.597 -1.712  -0.472 -1.650  -0.375 -1.523  -0.297 -1.383  -0.221 -1.242  -0.160 -1.094  -0.100 -0.946  -0.059 -0.791  -0.018 -0.637  -0.016 -0.477  -0.045 -0.323  -0.120 -0.184  -0.234 -0.072  -0.235 0.061  -0.121 0.174
1c#mot#mot1#bb2/q  -1.135 0.275  -1.051 0.268  -0.885 0.400  -0.716 0.528  -0.540 0.647  -0.365 0.767  -0.190 0.887  -0.011 0.999  0.171 1.108  0.359 1.207  0.520 1.167  0.506 0.957  0.504 1.080  0.352 1.189  0.166 1.092  0.009 0.950  -0.120 0.784  -0.192 0.588  -0.119 0.410  0.087 0.443  0.273 0.544  0.447 0.666  0.601 0.811  0.549 0.769  0.440 0.587  0.336 0.402  0.233 0.217  0.139 0.027  0.046 -0.164  -0.039 -0.358  -0.119 -0.555  -0.197 -0.752  -0.262 -0.954  -0.327 -1.155  -0.378 -1.361  -0.424 -1.568  -0.451 -1.777  -0.315 -1.839  -0.158 -1.698  -0.018 -1.538  0.107 -1.367  0.210 -1.182  0.301 -0.991  0.375 -0.793  0.408 -0.585  0.345 -0.388  0.178 -0.268  -0.031 -0.256  0.095 -0.158  0.284 -0.061
1c#mot#mot1#bb2/q  -0.828 0.117  -0.710 0.134  -0.603 0.313  -0.479 0.480  -0.346 0.640  -0.200 0.789  -0.053 0.937  0.102 1.076  0.271 1.196  0.464 1.266  0.544 1.096  0.499 1.164  0.313 1.204  0.139 1.091  -0.010 0.946  -0.135 0.781  -0.194 0.586  -0.015 0.554  0.167 0.654  0.327 0.787  0.464 0.943  0.455 0.940  0.343 0.764  0.245 0.581  0.154 0.393  0.069 0.203  -0.014 0.012  -0.097 -0.179  -0.169 -0.375  -0.240 -0.571  -0.303 -0.769  -0.366 -0.968  -0.417 -1.170  -0.465 -1.373  -0.504 -1.577  -0.509 -1.785  -0.368 -1.859  -0.199 -1.742  -0.056 -1.592  0.066 -1.423  0.169 -1.242  0.262 -1.056  0.337 -0.862  0.407 -0.666  0.442 -0.460  0.439 -0.256  0.363 -0.068  0.201 0.056  0.001 0.105  0.037 0.186
1c#apb#apb14#app1422/q  0.221 0.990  0.208 1.140  0.090 1.252  -0.096 1.246  -0.258 1.152  -0.420 1.054  -0.540 0.907  -0.672 0.770  -0.773 0.613  -0.844 0.438  -0.844 0.248  -0.733 0.097  -0.561 0.026  -0.374 0.007  -0.186 0.019  -0.007 0.082  0.162 0.164  0.312 0.280  0.453 0.407  0.500 0.589  0.456 0.771  0.402 0.953  0.303 1.107  0.297 1.211  0.343 1.026  0.385 0.877  0.314 0.822  0.221 0.658  0.153 0.481  0.102 0.298  0.065 0.111  0.021 -0.073  -0.025 -0.258  -0.050 -0.446  -0.074 -0.634  -0.099 -0.823  -0.123 -1.011  -0.114 -1.201  -0.107 -1.391  -0.107 -1.581  -0.023 -1.751  0.133 -1.828  0.279 -1.722  0.362 -1.553  0.364 -1.368  0.308 -1.187  0.249 -1.006  0.189 -0.826  0.115 -0.652  0.024 -0.485
3#apb#apb15#app1565/q  0.081 0.167  0.172 0.300  0.230 0.458  0.268 0.623  0.336 0.777  0.337 0.946  0.320 1.114  0.185 1.202  0.029 1.174  -0.110 1.083  -0.219 0.954  -0.329 0.825  -0.439 0.697  -0.549 0.569  -0.662 0.443  -0.740 0.298  -0.765 0.134  -0.708 -0.023  -0.571 -0.110  -0.406 -0.073  -0.256 0.004  -0.114 0.094  -0.001 0.220  0.101 0.354  0.198 0.493  0.292 0.633  0.361 0.785  0.399 0.949  0.399 1.004  0.373 0.838  0.330 0.675  0.276 0.514  0.243 0.349  0.218 0.182  0.155 0.025  0.094 -0.132  0.041 -0.292  0.041 -0.461  0.041 -0.630  0.012 -0.796  -0.031 -0.959  -0.083 -1.120  -0.098 -1.287  -0.082 -1.453  -0.078 -1.571  -0.045 -1.736  0.041 -1.880  0.155 -2.005  0.259 -2.137  0.299 -2.217
3#kai#kai1#kclee4/q  0.449 0.772  0.522 0.991  0.553 1.216  0.412 1.384  0.186 1.419  -0.037 1.361  -0.240 1.255  -0.425 1.121  -0.603 0.975  -0.742 0.790  -0.847 0.588  -0.903 0.364  -0.909 0.136  -0.742 0.018  -0.513 0.023  -0.319 0.144  -0.121 0.260  0.067 0.395  0.247 0.539  0.394 0.717  0.534 0.899  0.524 0.884  0.372 0.711  0.223 0.536  0.110 0.335  -0.011 0.139  -0.098 -0.075  -0.192 -0.285  -0.300 -0.489  -0.407 -0.692  -0.497 -0.905  -0.581 -1.119  -0.630 -1.343  -0.541 -1.546  -0.359 -1.686  -0.149 -1.715  0.020 -1.562  0.123 -1.358  0.220 -1.148  0.294 -0.930  0.329 -0.704  0.281 -0.484  0.188 -0.275  0.059 -0.105  0.123 -0.222  0.330 -0.307  0.562 -0.307  0.788 -0.278  1.015 -0.237  1.240 -0.199
2#pri#pri0#150/q  -0.542 0.380  -0.495 0.518  -0.380 0.618  -0.253 0.702  -0.132 0.795  -0.033 0.909  0.021 1.049  -0.020 1.188  -0.135 1.287  -0.282 1.321  -0.435 1.321  -0.587 1.307  -0.728 1.254  -0.835 1.148  -0.858 1.004  -0.764 0.887  -0.635 0.806  -0.499 0.737  -0.362 0.671  -0.233 0.591  -0.107 0.507  -0.005 0.394  0.061 0.258  0.090 0.108  0.091 -0.044  0.091 -0.197  0.091 -0.349  0.091 -0.502  0.091 -0.654  0.098 -0.806  0.125 -0.956  0.159 -1.105  0.205 -1.250  0.269 -1.388  0.353 -1.516  0.486 -1.566  0.615 -1.495  0.700 -1.369  0.755 -1.228  0.772 -1.077  0.752 -0.927  0.702 -0.784  0.618 -0.658  0.515 -0.547  0.404 -0.442  0.284 -0.348  0.169 -0.248  0.041 -0.165  -0.095 -0.097  -0.234 -0.042
2#app#app07#app0798/q  0.149 1.049  -0.012 1.049  -0.174 1.049  -0.335 1.049  -0.470 0.985  -0.564 0.909  -0.643 0.827  -0.722 0.745  -0.802 0.663  -0.881 0.535  -0.881 0.373  -0.881 0.212  -0.881 0.051  -0.802 -0.077  -0.732 -0.210  -0.574 -0.219  -0.413 -0.219  -0.252 -0.219  -0.091 -0.219  -0.010 -0.139  0.070 -0.056  0.130 0.080  0.149 0.233  0.228 0.362  0.228 0.523  0.228 0.684  0.228 0.845  0.228 1.006  0.228 1.088  0.228 0.927  0.228 0.766  0.228 0.604  0.264 0.458  0.307 0.315  0.307 0.154  0.326 0.000  0.387 -0.136  0.387 -0.297  0.466 -0.426  0.466 -0.587  0.466 -0.748  0.466 -0.909  0.466 -1.071  0.466 -1.232  0.466 -1.393  0.466 -1.554  0.466 -1.715  0.466 -1.877  0.466 -2.038  0.466 -2.199
2#tos#f2#f2038066/q  -0.113 1.096  -0.113 0.903  -0.137 0.733  -0.001 0.737  0.162 0.815  0.292 0.931  0.354 1.068  0.354 1.262  0.354 1.455  0.217 1.511  0.031 1.480  -0.010 1.311  -0.141 1.172  -0.278 1.036  -0.378 0.873  -0.445 0.692  -0.533 0.521  -0.656 0.374  -0.684 0.187  -0.684 -0.006  -0.635 -0.150  -0.454 -0.202  -0.266 -0.166  -0.147 -0.028  -0.000 0.076  0.042 0.259  0.094 0.401  0.009 0.284  -0.018 0.101  -0.113 -0.052  -0.113 -0.246  -0.173 -0.425  -0.260 -0.598  -0.269 -0.789  -0.269 -0.982  -0.269 -1.176  -0.269 -1.369  -0.211 -1.509  -0.096 -1.655  0.097 -1.655  0.262 -1.571  0.391 -1.433  0.484 -1.266  0.559 -1.088  0.598 -0.899  0.686 -0.762  0.717 -0.574  0.717 -0.381  0.703 -0.202  0.613 -0.098
3#apa#apa09#app0944/q  0.295 1.067  0.224 1.180  0.153 1.293  -0.031 1.293  -0.212 1.275  -0.386 1.217  -0.497 1.113  -0.540 0.936  -0.598 0.762  -0.543 0.596  -0.497 0.423  -0.347 0.389  -0.194 0.465  -0.064 0.595  0.066 0.725  0.149 0.889  0.182 1.065  0.182 1.112  0.182 0.928  0.182 0.744  0.182 0.561  0.182 0.377  0.182 0.193  0.133 0.017  0.075 -0.157  0.051 -0.339  0.030 -0.522  0.010 -0.705  -0.010 -0.887  -0.031 -1.070  -0.059 -1.251  -0.103 -1.430  -0.148 -1.608  -0.157 -1.791  -0.260 -1.872  -0.270 -1.699  -0.229 -1.522  -0.171 -1.347  -0.134 -1.167  -0.104 -0.986  -0.074 -0.805  -0.042 -0.624  0.060 -0.471  0.162 -0.318  0.264 -0.165  0.366 -0.012  0.456 0.147  0.543 0.309  0.645 0.462  0.747 0.615
3#apa#apa12#app1298/q  0.333 0.900  0.190 1.023  -0.004 1.023  -0.074 1.147  -0.268 1.147  -0.462 1.147  -0.620 1.060  -0.781 1.005  -0.843 0.837  -0.904 0.668  -1.028 0.597  -1.029 0.404  -1.152 0.261  -1.152 0.066  -1.152 -0.128  -1.152 -0.322  -0.974 -0.338  -0.780 -0.338  -0.586 -0.338  -0.433 -0.237  -0.260 -0.188  -0.122 -0.051  0.037 0.034  0.101 0.173  0.209 0.322  0.288 0.483  0.333 0.659  0.333 0.853  0.333 0.752  0.266 0.586  0.209 0.415  0.209 0.221  0.209 0.027  0.209 -0.167  0.209 -0.361  0.209 -0.555  0.237 -0.737  0.333 -0.892  0.333 -1.086  0.333 -1.280  0.464 -1.393  0.580 -1.387  0.675 -1.232  0.734 -1.080  0.828 -0.980  0.948 -0.836  1.036 -0.663  1.075 -0.478  1.199 -0.408  1.323 -0.338
2#mot#mot1#tc2/q  0.524 0.906  0.632 1.044  0.636 1.214  0.535 1.346  0.358 1.345  0.186 1.300  0.020 1.240  -0.137 1.158  -0.291 1.069  -0.433 0.963  -0.570 0.851  -0.688 0.718  -0.778 0.572  -0.742 0.424  -0.580 0.383  -0.403 0.397  -0.229 0.432  -0.059 0.479  0.108 0.541  0.264 0.625  0.412 0.723  0.480 0.879  0.403 0.777  0.332 0.614  0.252 0.456  0.170 0.298  0.089 0.140  0.010 -0.019  -0.070 -0.178  -0.136 -0.342  -0.191 -0.511  -0.245 -0.680  -0.284 -0.853  -0.311 -1.028  -0.337 -1.204  -0.329 -1.380  -0.306 -1.555  -0.195 -1.693  -0.018 -1.692  0.114 -1.573  0.190 -1.414  0.223 -1.242  0.218 -1.066  0.185 -0.892  0.124 -0.726  0.017 -0.585  -0.041 -0.579  0.127 -0.607  0.301 -0.572  0.465 -0.504
