2#app#app11#app1169/E  0.377 1.098  0.544 1.098  0.711 1.098  0.584 1.098  0.417 1.098  0.250 1.098  0.082 1.098  -0.085 1.098  -0.206 0.987  -0.370 0.980  -0.512 0.918  -0.656 0.862  -0.783 0.765  -0.901 0.647  -0.922 0.488  -0.922 0.321  -0.922 0.154  -0.804 0.105  -0.804 -0.062  -0.804 -0.230  -0.804 -0.397  -0.804 -0.564  -0.804 -0.731  -0.729 -0.867  -0.686 -1.017  -0.568 -1.066  -0.481 -1.146  -0.314 -1.146  -0.147 -1.146  0.020 -1.146  0.139 -1.030  0.306 -1.028  0.473 -1.028  0.522 -0.910  0.689 -0.910  0.744 -0.785  0.760 -0.619  0.777 -0.453  0.794 -0.286  0.810 -0.120  0.827 0.046  0.843 0.213  0.849 0.380  0.810 0.271  0.643 0.271  0.516 0.174  0.357 0.153  0.210 0.104  0.072 0.035  -0.096 0.035
2#apb#apb06#app0634/E  0.770 1.162  0.651 1.174  0.482 1.174  0.319 1.128  0.150 1.124  -0.014 1.083  -0.180 1.051  -0.339 0.994  -0.487 0.913  -0.623 0.813  -0.746 0.698  -0.745 0.554  -0.595 0.477  -0.431 0.438  -0.263 0.413  -0.095 0.401  0.074 0.394  0.241 0.365  0.411 0.365  0.579 0.386  0.747 0.401  0.671 0.395  0.506 0.361  0.342 0.316  0.181 0.265  0.019 0.213  -0.143 0.165  -0.296 0.092  -0.444 0.010  -0.583 -0.086  -0.724 -0.180  -0.838 -0.302  -0.929 -0.445  -0.986 -0.601  -0.969 -0.765  -0.868 -0.894  -0.719 -0.970  -0.557 -1.019  -0.391 -1.051  -0.222 -1.065  -0.053 -1.072  0.116 -1.065  0.285 -1.054  0.453 -1.033  0.621 -1.012  0.789 -0.991  0.957 -0.967  1.125 -0.943  1.291 -0.913  1.458 -0.891
2#pri#pri0#150/E  -0.090 1.180  -0.138 1.180  0.026 1.180  0.189 1.180  0.353 1.180  0.361 1.189  0.199 1.210  0.037 1.230  -0.125 1.250  -0.287 1.271  -0.449 1.291  -0.583 1.263  -0.593 1.101  -0.600 0.938  -0.600 0.775  -0.600 0.611  -0.600 0.448  -0.583 0.286  -0.556 0.125  -0.530 -0.037  -0.500 -0.197  -0.471 -0.358  -0.438 -0.518  -0.412 -0.679  -0.373 -0.838  -0.324 -0.992  -0.226 -1.119  -0.069 -1.144  0.095 -1.144  0.258 -1.144  0.421 -1.144  0.585 -1.144  0.748 -1.144  0.912 -1.144  1.039 -1.130  0.918 -1.020  0.796 -0.911  0.675 -0.801  0.554 -0.692  0.433 -0.582  0.311 -0.473  0.190 -0.363  0.069 -0.254  -0.053 -0.144  -0.174 -0.035  -0.283 0.051  -0.122 0.053  0.041 0.053  0.204 0.053  0.368 0.053
3#apa#apa03#app0375/E  -0.524 0.631  -0.572 0.393  -0.665 0.165  -0.771 -0.040  -0.807 -0.275  -0.691 -0.476  -0.665 -0.716  -0.665 -0.965  -0.524 -1.073  -0.509 -1.098  -0.476 -0.850  -0.443 -0.603  -0.410 -0.355  -0.377 -0.108  -0.344 0.139  -0.311 0.387  -0.278 0.634  -0.245 0.882  -0.087 1.067  0.108 1.198  0.307 1.320  0.549 1.339  0.798 1.339  1.048 1.339  1.262 1.253  1.173 1.106  0.962 0.972  0.751 0.838  0.541 0.704  0.330 0.570  0.120 0.436  -0.091 0.302  -0.168 0.206  -0.060 0.065  0.189 0.065  0.236 -0.003  0.036 -0.153  -0.164 -0.302  -0.363 -0.452  -0.563 -0.602  -0.763 -0.752  -0.613 -0.785  -0.365 -0.793  -0.142 -0.905  0.103 -0.926  0.352 -0.926  0.588 -0.986  0.818 -1.068  1.068 -1.068  1.317 -1.068
3#apa#apa03#app0375/E  -0.193 0.906  -0.299 0.675  -0.405 0.445  -0.442 0.186  -0.529 -0.051  -0.566 -0.310  -0.566 -0.584  -0.522 -0.568  -0.442 -0.306  -0.361 -0.045  -0.281 0.217  -0.200 0.479  -0.119 0.741  0.033 0.906  0.270 0.996  0.478 1.154  0.701 1.278  0.975 1.278  1.249 1.278  1.338 1.224  1.108 1.076  0.877 0.928  0.647 0.780  0.416 0.631  0.186 0.483  -0.045 0.335  -0.275 0.187  -0.217 0.036  0.057 0.036  0.331 0.036  0.605 0.036  0.827 -0.089  0.760 -0.149  0.503 -0.244  0.246 -0.339  -0.011 -0.434  -0.268 -0.528  -0.525 -0.623  -0.782 -0.718  -1.039 -0.812  -1.296 -0.907  -1.310 -0.958  -1.036 -0.958  -0.762 -0.958  -0.496 -0.993  -0.243 -1.083  0.031 -1.083  0.268 -1.171  0.527 -1.207  0.801 -1.207
1b#kai#kai0#scoh1/E  -0.041 1.214  -0.104 0.960  -0.182 0.710  -0.248 0.457  -0.304 0.203  -0.364 -0.045  -0.404 -0.301  -0.507 -0.534  -0.562 -0.780  -0.660 -1.020  -0.769 -1.254  -0.793 -1.243  -0.680 -1.028  -0.614 -0.775  -0.547 -0.521  -0.481 -0.268  -0.415 -0.015  -0.348 0.239  -0.282 0.492  -0.216 0.746  -0.150 0.999  -0.083 1.252  0.047 1.445  0.308 1.456  0.565 1.416  0.826 1.416  0.904 1.317  0.758 1.099  0.613 0.881  0.468 0.663  0.322 0.445  0.177 0.227  0.389 0.239  0.650 0.244  0.908 0.279  0.861 0.262  0.671 0.082  0.481 -0.099  0.292 -0.279  0.102 -0.460  -0.088 -0.640  -0.278 -0.821  -0.467 -1.001  -0.657 -1.182  -0.466 -1.210  -0.207 -1.191  0.047 -1.126  0.291 -1.049  0.547 -1.014  0.687 -0.887
1b#kai#kai0#scoh1/E  -0.185 1.489  -0.210 1.219  -0.258 0.952  -0.300 0.685  -0.367 0.421  -0.367 0.148  -0.441 -0.115  -0.501 -0.381  -0.545 -0.648  -0.586 -0.918  -0.623 -1.185  -0.589 -1.035  -0.514 -0.780  -0.469 -0.511  -0.423 -0.241  -0.378 0.028  -0.332 0.297  -0.286 0.567  -0.241 0.836  -0.195 1.105  -0.150 1.375  0.113 1.324  0.384 1.307  0.657 1.307  0.930 1.307  1.041 1.187  0.845 0.996  0.650 0.806  0.454 0.615  0.258 0.425  0.062 0.234  -0.134 0.044  -0.159 -0.078  0.113 -0.067  0.383 -0.041  0.656 -0.041  0.747 -0.005  0.547 -0.183  0.354 -0.376  0.161 -0.569  -0.032 -0.763  -0.225 -0.956  -0.418 -1.149  -0.612 -1.342  -0.470 -1.317  -0.206 -1.263  0.059 -1.207  0.332 -1.206  0.601 -1.159  0.871 -1.134
1b#kai#kai0#scoh1/E  -0.500 1.301  -0.512 1.026  -0.541 0.751  -0.558 0.476  -0.619 0.206  -0.647 -0.068  -0.665 -0.342  -0.694 -0.616  -0.706 -0.892  -0.706 -1.169  -0.692 -1.388  -0.636 -1.119  -0.599 -0.844  -0.563 -0.570  -0.526 -0.296  -0.490 -0.021  -0.453 0.253  -0.416 0.528  -0.380 0.802  -0.343 1.077  -0.122 1.172  0.150 1.219  0.427 1.219  0.697 1.260  0.967 1.293  1.100 1.143  0.879 0.976  0.658 0.809  0.438 0.641  0.217 0.474  -0.004 0.307  -0.225 0.140  -0.290 0.025  -0.013 0.025  0.245 0.108  0.522 0.108  0.799 0.108  0.915 0.043  0.716 -0.150  0.517 -0.343  0.318 -0.536  0.119 -0.729  -0.079 -0.921  -0.278 -1.114  -0.236 -1.209  0.019 -1.110  0.293 -1.083  0.565 -1.045  0.828 -0.962  1.105 -0.962
1b#tos#t3#t3047062/E  -0.866 1.039  -0.969 0.884  -0.731 0.884  -0.495 0.905  -0.260 0.923  -0.045 1.000  0.187 1.039  0.425 1.039  0.664 1.039  0.539 1.021  0.302 0.997  0.064 0.973  -0.173 0.950  -0.410 0.926  -0.560 0.793  -0.634 0.608  -0.634 0.370  -0.672 0.136  -0.672 -0.102  -0.672 -0.341  -0.672 -0.579  -0.655 -0.813  -0.595 -1.040  -0.481 -1.238  -0.258 -1.295  -0.026 -1.320  0.212 -1.320  0.441 -1.267  0.665 -1.204  0.880 -1.127  1.070 -1.050  1.105 -0.910  0.899 -0.789  0.694 -0.668  0.488 -0.548  0.283 -0.427  0.077 -0.306  -0.129 -0.186  -0.334 -0.065  -0.540 0.056  -0.750 0.097  -0.575 0.033  -0.337 0.033  -0.099 0.033  0.137 0.064  0.374 0.072  0.613 0.072  0.819 0.149  1.046 0.196  1.261 0.265
3#app#app25#app2553/E  0.043 1.184  -0.002 0.977  -0.119 0.800  -0.207 0.610  -0.281 0.415  -0.412 0.243  -0.457 0.036  -0.616 -0.124  -0.776 -0.283  -0.930 -0.445  -0.930 -0.671  -1.065 -0.761  -1.092 -0.961  -1.193 -1.086  -1.089 -1.086  -0.883 -1.039  -0.705 -0.924  -0.479 -0.924  -0.253 -0.924  -0.119 -1.015  0.036 -1.086  0.205 -1.143  0.326 -1.248  0.526 -1.226  0.497 -1.002  0.467 -0.778  0.437 -0.554  0.407 -0.330  0.377 -0.107  0.347 0.117  0.318 0.341  0.288 0.565  0.258 0.789  0.228 1.013  0.205 1.237  0.322 1.346  0.385 1.184  0.611 1.184  0.837 1.184  1.016 1.137  0.932 0.950  0.760 0.803  0.589 0.656  0.417 0.509  0.246 0.362  0.074 0.215  -0.097 0.068  0.043 0.015  0.141 -0.113  0.367 -0.113
1b#app#app19#app1903/E  -0.491 0.520  -0.491 0.372  -0.491 0.224  -0.491 0.076  -0.555 -0.045  -0.658 -0.151  -0.658 -0.299  -0.658 -0.447  -0.658 -0.595  -0.658 -0.743  -0.658 -0.891  -0.658 -1.039  -0.658 -1.187  -0.641 -1.317  -0.492 -1.317  -0.344 -1.317  -0.196 -1.317  -0.080 -1.241  0.028 -1.141  0.161 -1.075  0.293 -1.009  0.435 -0.983  0.492 -0.914  0.451 -0.772  0.410 -0.629  0.370 -0.487  0.329 -0.345  0.288 -0.202  0.248 -0.060  0.207 0.082  0.177 0.226  0.198 0.353  0.345 0.355  0.450 0.459  0.573 0.520  0.642 0.542  0.515 0.618  0.388 0.695  0.261 0.771  0.134 0.847  0.007 0.923  -0.120 0.999  -0.083 1.095  0.022 1.200  0.126 1.305  0.253 1.356  0.344 1.413  0.382 1.523  0.530 1.523  0.678 1.523
1b#app#app19#app1903/E  -0.419 0.489  -0.419 0.330  -0.419 0.172  -0.419 0.013  -0.419 -0.145  -0.419 -0.304  -0.419 -0.462  -0.419 -0.621  -0.419 -0.779  -0.419 -0.938  -0.419 -1.096  -0.419 -1.255  -0.371 -1.365  -0.212 -1.365  -0.054 -1.365  0.072 -1.285  0.184 -1.173  0.337 -1.159  0.468 -1.095  0.581 -0.982  0.610 -0.836  0.679 -0.747  0.801 -0.732  0.689 -0.619  0.577 -0.507  0.465 -0.395  0.352 -0.283  0.240 -0.171  0.128 -0.059  0.016 0.053  -0.132 0.077  -0.213 0.154  -0.192 0.304  -0.080 0.416  0.048 0.489  0.207 0.489  0.365 0.489  0.330 0.582  0.231 0.706  0.132 0.829  0.033 0.953  -0.066 1.077  -0.165 1.201  -0.264 1.325  -0.364 1.448  -0.350 1.518  -0.198 1.533  -0.086 1.646  0.040 1.724  0.198 1.724
1b#app#app19#app1903/E  -0.275 0.269  -0.275 0.128  -0.275 -0.013  -0.275 -0.154  -0.275 -0.295  -0.275 -0.437  -0.275 -0.578  -0.275 -0.719  -0.275 -0.860  -0.275 -1.001  -0.275 -1.142  -0.239 -1.247  -0.123 -1.272  -0.108 -1.398  0.033 -1.398  0.174 -1.398  0.315 -1.398  0.301 -1.277  0.267 -1.141  0.233 -1.004  0.198 -0.867  0.164 -0.730  0.130 -0.593  0.096 -0.456  0.062 -0.320  0.025 -0.186  -0.116 -0.186  -0.123 -0.052  -0.000 -0.034  0.141 -0.034  0.282 -0.034  0.290 0.048  0.227 0.174  0.164 0.300  0.101 0.426  0.038 0.552  -0.025 0.678  -0.088 0.805  -0.151 0.931  -0.214 1.057  -0.275 1.184  -0.275 1.325  -0.139 1.329  -0.123 1.455  -0.008 1.481  0.102 1.555  0.211 1.632  0.352 1.632  0.493 1.632  0.634 1.632
1b#tos#f3#f3010058/E  -0.887 1.147  -0.978 0.991  -0.892 0.829  -0.672 0.879  -0.471 0.965  -0.238 1.030  0.001 1.088  0.235 1.164  0.462 1.257  0.698 1.327  0.937 1.373  0.907 1.275  0.685 1.168  0.462 1.062  0.240 0.955  0.017 0.848  -0.212 0.778  -0.252 0.548  -0.298 0.312  -0.298 0.065  -0.298 -0.181  -0.343 -0.421  -0.343 -0.667  -0.343 -0.914  -0.521 -1.071  -0.522 -1.286  -0.483 -1.043  -0.445 -0.799  -0.406 -0.555  -0.479 -0.479  -0.290 -0.391  -0.098 -0.304  0.056 -0.201  0.206 -0.077  0.446 -0.059  0.609 0.093  0.676 0.032  0.505 -0.146  0.334 -0.324  0.164 -0.502  -0.007 -0.681  -0.178 -0.859  -0.371 -0.984  -0.296 -1.122  -0.081 -1.130  0.151 -1.077  0.393 -1.064  0.606 -0.984  0.848 -0.972  1.062 -0.893
2#app#app14#app1452/E  -0.564 1.237  -0.564 0.991  -0.564 0.745  -0.564 0.499  -0.564 0.253  -0.623 0.031  -0.728 -0.171  -0.728 -0.417  -0.728 -0.663  -0.728 -0.909  -0.728 -1.156  -0.549 -1.222  -0.400 -1.124  -0.239 -0.977  -0.013 -0.894  0.233 -0.894  0.315 -0.730  0.561 -0.730  0.807 -0.730  1.054 -0.730  1.136 -0.894  1.340 -0.995  1.265 -0.983  1.048 -0.867  0.831 -0.750  0.615 -0.633  0.398 -0.517  0.181 -0.400  -0.035 -0.283  -0.252 -0.167  -0.469 -0.050  -0.685 0.067  -0.695 0.254  -0.449 0.254  -0.261 0.393  -0.025 0.418  0.183 0.510  0.399 0.582  0.482 0.418  0.458 0.489  0.244 0.611  0.031 0.734  -0.183 0.856  -0.397 0.978  -0.511 1.073  -0.305 1.169  -0.087 1.237  0.139 1.285  0.337 1.401  0.583 1.401
2#app#app14#app1452/E  -0.506 1.197  -0.711 1.154  -0.711 0.905  -0.711 0.656  -0.711 0.407  -0.718 0.161  -0.894 -0.015  -0.917 -0.255  -0.917 -0.504  -0.917 -0.753  -0.917 -1.002  -0.917 -1.251  -0.697 -1.259  -0.521 -1.083  -0.278 -1.068  -0.029 -1.068  0.220 -1.068  0.469 -1.068  0.524 -1.262  0.714 -1.247  0.586 -1.034  0.458 -0.820  0.329 -0.606  0.201 -0.393  0.073 -0.179  -0.055 0.034  -0.183 0.248  -0.311 0.461  -0.439 0.675  -0.385 0.785  -0.300 0.949  -0.093 0.991  0.156 0.991  0.405 0.991  0.654 0.991  0.903 0.991  1.149 0.984  1.325 0.808  1.153 0.688  0.931 0.577  0.708 0.465  0.485 0.354  0.262 0.243  0.040 0.131  -0.183 0.020  -0.181 -0.038  0.021 -0.153  0.232 -0.244  0.481 -0.244  0.730 -0.244
2#app#app14#app1452/E  -0.528 0.887  -0.673 0.742  -0.701 0.549  -0.701 0.345  -0.741 0.157  -0.874 0.007  -0.874 -0.198  -0.874 -0.402  -0.953 -0.574  -1.046 -0.740  -1.046 -0.945  -0.909 -1.012  -0.704 -1.012  -0.528 -0.983  -0.467 -0.839  -0.263 -0.839  -0.058 -0.839  0.147 -0.839  0.351 -0.839  0.556 -0.839  0.761 -0.839  0.965 -0.839  1.026 -0.984  0.894 -0.895  0.741 -0.759  0.588 -0.623  0.435 -0.487  0.282 -0.351  0.129 -0.215  -0.024 -0.079  -0.177 0.057  -0.330 0.193  -0.483 0.329  -0.384 0.369  -0.180 0.369  0.025 0.369  0.230 0.369  0.335 0.270  0.286 0.318  0.210 0.508  0.134 0.698  0.058 0.888  0.010 1.060  0.199 1.097  0.348 1.232  0.552 1.232  0.757 1.232  0.962 1.232  1.166 1.232  1.371 1.232
2#app#app14#app1452/E  -0.575 -0.045  -0.693 -0.162  -0.779 -0.301  -0.853 -0.450  -0.876 -0.610  -0.876 -0.776  -0.876 -0.942  -0.876 -1.107  -0.848 -1.245  -0.695 -1.214  -0.577 -1.097  -0.416 -1.086  -0.299 -0.969  -0.143 -0.945  0.023 -0.945  0.175 -0.932  0.204 -0.795  0.370 -0.795  0.518 -0.838  0.617 -0.934  0.517 -0.801  0.418 -0.669  0.318 -0.536  0.219 -0.403  0.119 -0.271  0.020 -0.138  -0.080 -0.006  -0.179 0.127  -0.270 0.255  -0.104 0.255  0.062 0.255  0.175 0.308  0.243 0.405  0.409 0.405  0.475 0.505  0.475 0.440  0.393 0.508  0.290 0.637  0.186 0.767  0.083 0.896  -0.021 1.025  -0.124 1.155  0.035 1.166  0.152 1.283  0.309 1.306  0.474 1.306  0.490 1.456  0.656 1.456  0.808 1.489  0.925 1.606
1b#app#app08#app0819/E  -0.613 1.001  -0.516 1.026  -0.418 0.799  -0.418 0.533  -0.418 0.266  -0.439 0.008  -0.516 -0.227  -0.613 -0.453  -0.710 -0.680  -0.807 -0.849  -0.807 -1.116  -0.701 -1.333  -0.434 -1.333  -0.168 -1.333  0.099 -1.333  0.366 -1.333  0.632 -1.333  0.859 -1.236  0.801 -1.122  0.593 -0.955  0.384 -0.789  0.176 -0.622  -0.032 -0.456  -0.240 -0.289  -0.449 -0.123  -0.613 0.015  -0.613 0.087  -0.385 0.126  -0.118 0.126  0.149 0.126  0.399 0.086  0.642 0.028  0.908 0.028  0.919 0.086  0.678 0.200  0.437 0.314  0.196 0.428  -0.045 0.543  -0.286 0.657  -0.527 0.771  -0.768 0.885  -0.681 1.001  -0.414 1.001  -0.148 1.001  0.119 1.001  0.386 1.001  0.652 1.001  0.911 0.968  1.163 0.903  1.429 0.903
1b#app#app08#app0819/E  -1.002 0.572  -0.864 0.478  -0.864 0.246  -0.864 0.014  -0.791 -0.188  -0.727 -0.394  -0.657 -0.597  -0.454 -0.665  -0.289 -0.828  -0.125 -0.992  0.060 -1.127  0.271 -1.215  0.503 -1.215  0.711 -1.315  0.913 -1.346  0.720 -1.217  0.527 -1.088  0.333 -0.959  0.140 -0.831  -0.053 -0.702  -0.246 -0.573  -0.439 -0.445  -0.632 -0.316  -0.727 -0.135  -0.514 -0.115  -0.292 -0.093  -0.107 0.022  0.125 0.022  0.357 0.022  0.589 0.022  0.770 -0.100  0.996 -0.115  0.917 -0.027  0.720 0.094  0.522 0.216  0.325 0.338  0.127 0.459  -0.071 0.581  -0.268 0.702  -0.466 0.824  -0.663 0.945  -0.713 1.136  -0.532 1.259  -0.300 1.259  -0.068 1.259  0.164 1.259  0.397 1.259  0.629 1.259  0.853 1.226  1.060 1.122
1b#app#app08#app0819/E  -0.933 0.736  -0.933 0.723  -0.933 0.515  -0.933 0.307  -0.933 0.099  -0.933 -0.109  -0.933 -0.317  -0.800 -0.470  -0.718 -0.640  -0.534 -0.737  -0.362 -0.825  -0.175 -0.912  0.011 -1.005  0.216 -1.020  0.424 -1.020  0.632 -1.020  0.840 -1.020  1.048 -1.020  1.256 -1.020  1.419 -0.912  1.431 -0.783  1.249 -0.682  1.067 -0.581  0.885 -0.480  0.703 -0.379  0.521 -0.278  0.339 -0.177  0.158 -0.076  -0.024 0.025  -0.206 0.126  -0.133 0.248  0.075 0.248  0.283 0.248  0.491 0.248  0.699 0.248  0.556 0.314  0.362 0.390  0.168 0.465  -0.026 0.540  -0.220 0.616  -0.414 0.691  -0.608 0.767  -0.802 0.842  -0.996 0.918  -0.900 1.029  -0.692 1.029  -0.484 1.029  -0.276 1.029  -0.068 1.029  0.140 1.029
2#app#app37#app3713/E  -0.704 -0.163  -0.704 -0.404  -0.704 -0.644  -0.619 -0.850  -0.583 -1.076  -0.583 -1.316  -0.534 -1.537  -0.322 -1.607  -0.123 -1.508  0.082 -1.423  0.253 -1.253  0.458 -1.168  0.631 -1.006  0.748 -0.878  0.897 -0.692  1.034 -0.524  1.102 -0.351  0.945 -0.210  0.727 -0.107  0.510 -0.005  0.292 0.097  0.074 0.200  -0.143 0.302  -0.361 0.405  -0.579 0.507  -0.797 0.610  -0.873 0.710  -0.652 0.805  -0.431 0.899  -0.210 0.994  -0.015 1.128  0.212 1.161  0.396 1.298  0.594 1.401  0.571 1.442  0.443 1.238  0.316 1.034  0.188 0.830  0.061 0.626  -0.067 0.422  -0.195 0.218  -0.322 0.014  -0.450 -0.190  -0.577 -0.394  -0.421 -0.242  -0.251 -0.072  -0.081 0.098  0.089 0.268  0.295 0.354  0.380 0.559
2#app#app37#app3713/E  -0.577 0.724  -0.651 0.540  -0.724 0.357  -0.797 0.174  -0.822 -0.019  -0.822 -0.217  -0.822 -0.414  -0.822 -0.612  -0.822 -0.810  -0.822 -1.007  -0.822 -1.205  -0.822 -1.402  -0.702 -1.480  -0.526 -1.429  -0.358 -1.358  -0.178 -1.281  0.008 -1.235  0.156 -1.114  0.296 -0.975  0.402 -0.821  0.524 -0.745  0.613 -0.569  0.733 -0.415  0.872 -0.276  0.892 -0.086  0.892 0.111  0.892 0.309  0.744 0.381  0.549 0.414  0.355 0.446  0.160 0.479  -0.035 0.511  -0.230 0.544  -0.425 0.576  -0.547 0.632  -0.407 0.772  -0.267 0.912  -0.127 1.051  0.054 1.091  0.224 1.158  0.398 1.214  0.596 1.214  0.601 1.075  0.539 0.888  0.476 0.700  0.414 0.513  0.351 0.326  0.289 0.138  0.450 0.112  0.647 0.112
2#tos#f3#f3067059/E  -0.687 0.836  -0.625 0.763  -0.385 0.833  -0.161 0.940  0.084 0.964  0.319 1.052  0.561 1.090  0.785 1.202  1.018 1.291  1.183 1.331  0.942 1.263  0.701 1.195  0.460 1.128  0.218 1.060  -0.023 0.992  -0.123 0.796  -0.228 0.570  -0.314 0.336  -0.351 0.093  -0.423 -0.147  -0.486 -0.386  -0.591 -0.610  -0.603 -0.818  -0.524 -0.581  -0.444 -0.343  -0.376 -0.104  -0.181 -0.048  0.010 0.057  0.218 0.179  0.457 0.224  0.666 0.282  0.491 0.102  0.316 -0.077  0.141 -0.256  -0.034 -0.435  -0.209 -0.615  -0.384 -0.794  -0.559 -0.973  -0.734 -1.153  -0.909 -1.332  -0.803 -1.305  -0.592 -1.210  -0.399 -1.055  -0.211 -0.897  0.003 -0.838  0.222 -0.760  0.418 -0.697  0.610 -0.825  0.708 -1.055  0.830 -1.266
1b#ced#aaaa9018_s_2h/E  -0.336 0.684  -0.207 0.853  -0.191 1.067  -0.325 1.068  -0.372 0.862  -0.419 0.653  -0.471 0.443  -0.517 0.230  -0.560 0.018  -0.603 -0.195  -0.626 -0.410  -0.659 -0.624  -0.662 -0.841  -0.662 -1.058  -0.611 -1.266  -0.498 -1.445  -0.293 -1.510  -0.076 -1.510  0.134 -1.465  0.345 -1.412  0.542 -1.324  0.741 -1.240  0.745 -1.114  0.615 -0.940  0.484 -0.767  0.354 -0.593  0.224 -0.419  0.046 -0.318  -0.167 -0.273  -0.366 -0.189  -0.460 -0.027  -0.287 0.080  -0.081 0.147  0.133 0.176  0.345 0.222  0.556 0.267  0.763 0.309  0.972 0.357  0.926 0.449  0.755 0.583  0.585 0.718  0.415 0.852  0.229 0.963  0.020 1.019  -0.194 1.046  -0.406 1.083  -0.289 1.155  -0.078 1.191  0.136 1.221  0.353 1.228
1b#ced#aaaa9018_s_2h/E  -0.611 0.168  -0.581 0.412  -0.459 0.553  -0.501 0.329  -0.567 0.090  -0.632 -0.149  -0.665 -0.393  -0.696 -0.638  -0.727 -0.881  -0.609 -1.097  -0.411 -1.239  -0.172 -1.305  0.072 -1.348  0.320 -1.349  0.569 -1.349  0.815 -1.331  0.705 -1.196  0.509 -1.042  0.314 -0.889  0.119 -0.736  -0.076 -0.582  -0.272 -0.429  -0.481 -0.301  -0.706 -0.200  -0.634 -0.041  -0.398 0.018  -0.151 0.038  0.096 0.048  0.342 0.076  0.588 0.096  0.832 0.138  0.949 0.183  0.707 0.239  0.465 0.295  0.223 0.350  -0.019 0.406  -0.261 0.462  -0.503 0.518  -0.729 0.618  -0.881 0.779  -0.687 0.914  -0.453 0.994  -0.208 1.037  0.037 1.070  0.285 1.078  0.532 1.100  0.780 1.100  1.027 1.124  1.275 1.130  1.523 1.130
1b#ced#aaaa9018_s_2h/E  -0.518 0.325  -0.458 0.533  -0.465 0.506  -0.530 0.289  -0.578 0.071  -0.630 -0.148  -0.669 -0.369  -0.669 -0.595  -0.669 -0.821  -0.621 -1.040  -0.476 -1.208  -0.272 -1.302  -0.051 -1.339  0.172 -1.344  0.391 -1.289  0.613 -1.260  0.830 -1.202  0.657 -1.087  0.464 -0.969  0.271 -0.851  0.078 -0.733  -0.114 -0.615  -0.307 -0.497  -0.500 -0.379  -0.675 -0.245  -0.590 -0.070  -0.381 -0.007  -0.157 0.008  0.062 0.062  0.285 0.088  0.509 0.111  0.733 0.129  0.671 0.180  0.459 0.259  0.247 0.337  0.035 0.416  -0.177 0.494  -0.389 0.572  -0.601 0.651  -0.661 0.802  -0.513 0.960  -0.309 1.048  -0.093 1.099  0.128 1.136  0.350 1.181  0.574 1.201  0.797 1.222  1.023 1.231  1.249 1.231  1.475 1.231
1b#app#app06#app0607/E  -0.618 0.685  -0.572 0.525  -0.481 0.274  -0.396 0.019  -0.272 -0.216  -0.187 -0.471  -0.095 -0.723  0.009 -0.970  0.061 -1.227  0.107 -1.485  -0.029 -1.296  -0.134 -1.052  -0.241 -0.808  -0.315 -0.561  -0.444 -0.327  -0.517 -0.069  -0.615 0.181  -0.701 0.436  -0.763 0.694  -0.799 0.948  -0.708 1.152  -0.483 1.242  -0.230 1.299  -0.002 1.436  0.234 1.536  0.480 1.590  0.621 1.498  0.481 1.269  0.340 1.040  0.200 0.811  0.060 0.582  -0.081 0.352  -0.225 0.126  -0.192 0.024  0.039 0.130  0.287 0.232  0.536 0.299  0.780 0.314  0.628 0.093  0.475 -0.129  0.323 -0.350  0.171 -0.572  0.019 -0.793  -0.134 -1.014  -0.095 -1.171  0.173 -1.171  0.442 -1.171  0.705 -1.138  0.962 -1.081  1.193 -0.990
1b#app#app06#app0607/E  -0.588 1.175  -0.588 0.933  -0.532 0.705  -0.485 0.474  -0.414 0.243  -0.338 0.014  -0.249 -0.211  -0.166 -0.438  -0.074 -0.658  0.004 -0.882  0.080 -1.106  -0.028 -1.074  -0.137 -0.858  -0.240 -0.639  -0.316 -0.410  -0.436 -0.202  -0.508 0.027  -0.619 0.240  -0.710 0.463  -0.793 0.688  -0.845 0.918  -0.793 1.139  -0.618 1.248  -0.397 1.330  -0.155 1.330  0.087 1.330  0.307 1.278  0.253 1.090  0.126 0.885  -0.002 0.679  -0.129 0.473  -0.256 0.268  -0.230 0.147  -0.049 0.237  0.190 0.250  0.432 0.250  0.674 0.250  0.617 0.047  0.529 -0.178  0.440 -0.404  0.352 -0.629  0.263 -0.854  0.175 -1.079  0.198 -1.255  0.425 -1.292  0.646 -1.240  0.888 -1.240  1.108 -1.189  1.329 -1.137  1.571 -1.137
1b#apb#apb28#app2801/E  0.489 0.981  0.307 0.930  0.155 0.801  0.020 0.653  -0.115 0.506  -0.244 0.354  -0.364 0.194  -0.484 0.034  -0.604 -0.126  -0.734 -0.279  -0.864 -0.431  -0.994 -0.583  -1.129 -0.730  -1.266 -0.876  -1.382 -1.028  -1.219 -1.117  -1.020 -1.098  -0.826 -1.052  -0.630 -1.009  -0.433 -0.976  -0.235 -0.947  -0.036 -0.936  0.164 -0.941  0.358 -0.980  0.554 -1.017  0.499 -0.831  0.440 -0.640  0.380 -0.449  0.320 -0.258  0.260 -0.067  0.200 0.124  0.141 0.315  0.020 0.376  -0.166 0.302  -0.338 0.224  -0.191 0.145  0.007 0.169  0.205 0.199  0.402 0.231  0.602 0.240  0.721 0.288  0.624 0.462  0.527 0.637  0.430 0.812  0.494 0.967  0.652 1.087  0.806 1.213  0.984 1.296  1.161 1.383  1.351 1.446
