1c#apa#apa03#app0358/k  0.098 1.882  -0.025 1.778  -0.209 1.698  -0.283 1.501  -0.396 1.319  -0.473 1.110  -0.520 0.893  -0.643 0.716  -0.643 0.488  -0.655 0.265  -0.766 0.083  -0.766 -0.145  -0.776 -0.372  -0.849 -0.588  -0.890 -0.809  -0.890 -1.037  -0.831 -1.206  -0.736 -1.056  -0.564 -0.906  -0.393 -0.756  -0.221 -0.605  -0.050 -0.455  0.122 -0.305  0.294 -0.155  0.465 -0.005  0.637 0.145  0.808 0.295  0.980 0.446  1.151 0.596  1.086 0.620  0.957 0.518  0.778 0.400  0.674 0.276  0.453 0.260  0.291 0.099  0.092 0.029  -0.103 -0.049  -0.301 -0.123  -0.490 -0.218  -0.643 -0.292  -0.464 -0.341  -0.283 -0.455  -0.059 -0.465  0.162 -0.497  0.368 -0.588  0.595 -0.591  0.773 -0.712  0.963 -0.750  1.086 -0.854  1.086 -1.082
1c#mot#mot1#bb2/k  1.097 2.030  0.944 1.957  0.820 1.835  0.706 1.703  0.598 1.566  0.498 1.422  0.403 1.276  0.317 1.124  0.237 0.969  0.158 0.814  0.087 0.654  0.020 0.493  -0.041 0.330  -0.097 0.164  -0.153 -0.001  -0.214 -0.164  -0.278 -0.327  -0.344 -0.489  -0.415 -0.648  -0.497 -0.802  -0.587 -0.951  -0.685 -1.096  -0.766 -1.155  -0.703 -0.993  -0.628 -0.835  -0.546 -0.681  -0.458 -0.530  -0.365 -0.383  -0.267 -0.238  -0.162 -0.098  -0.048 0.033  0.076 0.156  0.208 0.270  0.352 0.367  0.516 0.420  0.587 0.304  0.501 0.153  0.383 0.025  0.256 -0.095  0.124 -0.209  -0.015 -0.315  -0.158 -0.415  -0.226 -0.454  -0.208 -0.607  -0.260 -0.774  -0.302 -0.943  -0.311 -1.117  -0.220 -1.254  -0.051 -1.269  0.118 -1.224
1c#mot#mot1#bb2/k  -1.469 -0.622  -1.539 -0.812  -1.294 -0.744  -1.063 -0.628  -0.840 -0.499  -0.623 -0.360  -0.406 -0.219  -0.195 -0.071  0.010 0.086  0.208 0.251  0.401 0.423  0.583 0.605  0.757 0.796  0.920 0.996  1.069 1.207  1.189 1.435  1.179 1.657  0.950 1.544  0.755 1.377  0.576 1.191  0.412 0.992  0.263 0.781  0.124 0.564  -0.011 0.344  -0.131 0.116  -0.255 -0.111  -0.379 -0.337  -0.514 -0.557  -0.656 -0.772  -0.821 -0.971  -0.848 -0.872  -0.723 -0.647  -0.569 -0.440  -0.395 -0.250  -0.211 -0.069  -0.004 0.085  0.213 0.224  0.442 0.342  0.686 0.360  0.647 0.122  0.489 -0.080  0.295 -0.250  0.078 -0.390  -0.150 -0.510  -0.321 -0.606  -0.175 -0.808  -0.034 -1.017  0.218 -1.040  0.465 -0.966  0.695 -0.850
1c#mot#mot1#bb2/k  -1.673 -0.980  -1.422 -0.974  -1.186 -0.880  -0.965 -0.751  -0.754 -0.607  -0.549 -0.455  -0.355 -0.289  -0.161 -0.123  0.020 0.058  0.200 0.239  0.379 0.421  0.551 0.610  0.717 0.803  0.878 1.002  1.031 1.206  1.171 1.420  1.241 1.653  1.010 1.600  0.813 1.438  0.640 1.251  0.486 1.048  0.342 0.837  0.213 0.616  0.084 0.395  -0.043 0.174  -0.168 -0.049  -0.289 -0.274  -0.410 -0.499  -0.532 -0.723  -0.647 -0.951  -0.723 -0.970  -0.640 -0.729  -0.524 -0.502  -0.386 -0.287  -0.229 -0.086  -0.052 0.097  0.144 0.261  0.359 0.398  0.578 0.385  0.501 0.150  0.321 -0.029  0.107 -0.167  -0.126 -0.272  -0.249 -0.296  -0.183 -0.498  -0.218 -0.750  -0.170 -0.996  0.056 -1.073  0.298 -0.995  0.514 -0.859
1c#mot#mot1#bb2/k  -1.146 -0.589  -1.301 -0.775  -1.170 -0.816  -0.956 -0.703  -0.752 -0.572  -0.559 -0.427  -0.370 -0.275  -0.184 -0.120  -0.004 0.041  0.174 0.206  0.345 0.377  0.513 0.552  0.674 0.733  0.829 0.919  0.972 1.114  1.101 1.318  1.190 1.542  1.114 1.731  0.890 1.651  0.702 1.500  0.543 1.318  0.404 1.121  0.281 0.912  0.170 0.697  0.067 0.478  -0.028 0.255  -0.121 0.031  -0.207 -0.195  -0.294 -0.421  -0.384 -0.646  -0.475 -0.870  -0.574 -1.091  -0.697 -1.279  -0.618 -1.051  -0.516 -0.832  -0.401 -0.619  -0.274 -0.413  -0.138 -0.212  0.005 -0.017  0.169 0.161  0.332 0.204  0.225 -0.012  0.086 -0.210  -0.076 -0.390  -0.170 -0.498  0.058 -0.419  0.088 -0.595  0.014 -0.824  0.114 -1.006  0.352 -0.981
1c#mot#mot1#bb2/k  -1.576 -0.993  -1.605 -1.154  -1.398 -1.078  -1.209 -0.960  -1.024 -0.834  -0.849 -0.697  -0.678 -0.554  -0.515 -0.401  -0.354 -0.247  -0.196 -0.089  -0.040 0.070  0.114 0.232  0.263 0.398  0.404 0.570  0.542 0.746  0.677 0.923  0.806 1.105  0.929 1.291  1.041 1.484  1.047 1.638  0.866 1.510  0.718 1.342  0.583 1.165  0.461 0.979  0.351 0.785  0.251 0.586  0.160 0.382  0.077 0.175  -0.003 -0.033  -0.083 -0.242  -0.162 -0.450  -0.242 -0.658  -0.329 -0.864  -0.421 -1.067  -0.433 -1.042  -0.352 -0.835  -0.262 -0.630  -0.161 -0.432  -0.048 -0.240  0.079 -0.057  0.226 0.111  0.398 0.252  0.604 0.312  0.556 0.124  0.407 -0.041  0.242 -0.191  0.071 -0.333  -0.078 -0.489  0.009 -0.693  0.132 -0.875
1c#mot#mot1#bb2/k  -1.291 -1.200  -1.077 -1.090  -0.888 -0.937  -0.710 -0.771  -0.539 -0.600  -0.370 -0.425  -0.203 -0.248  -0.037 -0.071  0.128 0.108  0.289 0.289  0.449 0.472  0.604 0.659  0.756 0.848  0.900 1.044  1.032 1.248  1.141 1.464  1.123 1.676  0.897 1.629  0.692 1.499  0.508 1.341  0.343 1.163  0.199 0.967  0.071 0.761  -0.043 0.547  -0.143 0.326  -0.220 0.095  -0.284 -0.139  -0.338 -0.375  -0.382 -0.614  -0.421 -0.854  -0.471 -1.092  -0.540 -1.324  -0.636 -1.331  -0.590 -1.094  -0.515 -0.863  -0.416 -0.641  -0.303 -0.426  -0.177 -0.219  -0.038 -0.020  0.119 0.165  0.295 0.332  0.512 0.433  0.538 0.235  0.392 0.043  0.220 -0.128  0.033 -0.283  -0.161 -0.430  -0.327 -0.602  -0.180 -0.760  0.057 -0.810
1c#mot#mot1#bb2/k  0.942 1.413  0.903 1.355  0.865 1.297  0.826 1.240  0.788 1.182  0.750 1.124  0.711 1.067  0.673 1.009  0.634 0.951  0.596 0.894  0.557 0.836  0.519 0.778  0.480 0.721  0.442 0.663  0.404 0.605  0.365 0.548  0.327 0.490  0.288 0.432  0.250 0.375  0.211 0.317  0.173 0.259  0.135 0.202  0.096 0.144  0.058 0.086  0.019 0.029  -0.019 -0.029  -0.058 -0.086  -0.096 -0.144  -0.135 -0.202  -0.173 -0.259  -0.211 -0.317  -0.250 -0.375  -0.288 -0.432  -0.327 -0.490  -0.365 -0.548  -0.404 -0.605  -0.442 -0.663  -0.480 -0.721  -0.519 -0.778  -0.557 -0.836  -0.596 -0.894  -0.634 -0.951  -0.673 -1.009  -0.711 -1.067  -0.750 -1.124  -0.788 -1.182  -0.826 -1.240  -0.865 -1.297  -0.903 -1.355  -0.942 -1.413
1c#mot#mot1#bb2/k  0.942 1.413  0.903 1.355  0.865 1.297  0.826 1.240  0.788 1.182  0.750 1.124  0.711 1.067  0.673 1.009  0.634 0.951  0.596 0.894  0.557 0.836  0.519 0.778  0.480 0.721  0.442 0.663  0.404 0.605  0.365 0.548  0.327 0.490  0.288 0.432  0.250 0.375  0.211 0.317  0.173 0.259  0.135 0.202  0.096 0.144  0.058 0.086  0.019 0.029  -0.019 -0.029  -0.058 -0.086  -0.096 -0.144  -0.135 -0.202  -0.173 -0.259  -0.211 -0.317  -0.250 -0.375  -0.288 -0.432  -0.327 -0.490  -0.365 -0.548  -0.404 -0.605  -0.442 -0.663  -0.480 -0.721  -0.519 -0.778  -0.557 -0.836  -0.596 -0.894  -0.634 -0.951  -0.673 -1.009  -0.711 -1.067  -0.750 -1.124  -0.788 -1.182  -0.826 -1.240  -0.865 -1.297  -0.903 -1.355  -0.942 -1.413
1c#mot#mot1#bb2/k  -1.490 -0.826  -1.602 -1.018  -1.415 -0.971  -1.225 -0.851  -1.041 -0.723  -0.867 -0.581  -0.694 -0.438  -0.522 -0.293  -0.352 -0.147  -0.184 0.002  -0.020 0.155  0.140 0.313  0.299 0.472  0.455 0.633  0.607 0.797  0.754 0.968  0.895 1.142  1.028 1.323  1.135 1.519  1.036 1.633  0.844 1.521  0.680 1.369  0.542 1.192  0.428 0.999  0.324 0.800  0.229 0.597  0.151 0.386  0.073 0.176  -0.005 -0.035  -0.087 -0.244  -0.172 -0.452  -0.264 -0.656  -0.369 -0.854  -0.491 -1.042  -0.457 -0.907  -0.346 -0.712  -0.227 -0.522  -0.097 -0.339  0.044 -0.164  0.193 0.003  0.363 0.149  0.457 0.066  0.349 -0.130  0.205 -0.302  0.043 -0.457  -0.140 -0.586  -0.132 -0.710  0.086 -0.763  0.310 -0.761  0.532 -0.729
1c#mot#mot1#bb2/k  -1.225 -0.765  -1.354 -0.962  -1.224 -0.964  -1.025 -0.838  -0.830 -0.706  -0.647 -0.558  -0.464 -0.409  -0.289 -0.252  -0.114 -0.094  0.056 0.069  0.225 0.233  0.387 0.404  0.543 0.581  0.692 0.763  0.831 0.953  0.957 1.151  1.071 1.357  1.160 1.576  1.074 1.757  0.872 1.641  0.707 1.474  0.561 1.289  0.442 1.086  0.330 0.879  0.225 0.668  0.126 0.455  0.029 0.240  -0.066 0.024  -0.160 -0.192  -0.253 -0.408  -0.348 -0.624  -0.446 -0.838  -0.542 -1.053  -0.591 -1.135  -0.485 -0.925  -0.372 -0.718  -0.254 -0.514  -0.129 -0.315  0.008 -0.123  0.165 0.052  0.311 0.122  0.179 -0.070  0.012 -0.235  -0.165 -0.391  -0.355 -0.530  -0.394 -0.650  -0.159 -0.645  0.076 -0.637  0.312 -0.630  0.544 -0.593
1c#mot#mot1#bb2/k  -1.225 -0.765  -1.354 -0.962  -1.224 -0.964  -1.025 -0.838  -0.830 -0.706  -0.647 -0.558  -0.464 -0.409  -0.289 -0.252  -0.114 -0.094  0.056 0.069  0.225 0.233  0.387 0.404  0.543 0.581  0.692 0.763  0.831 0.953  0.957 1.151  1.071 1.357  1.160 1.576  1.074 1.757  0.872 1.641  0.707 1.474  0.561 1.289  0.442 1.086  0.330 0.879  0.225 0.668  0.126 0.455  0.029 0.240  -0.066 0.024  -0.160 -0.192  -0.253 -0.408  -0.348 -0.624  -0.446 -0.838  -0.542 -1.053  -0.591 -1.135  -0.485 -0.925  -0.372 -0.718  -0.254 -0.514  -0.129 -0.315  0.008 -0.123  0.165 0.052  0.311 0.122  0.179 -0.070  0.012 -0.235  -0.165 -0.391  -0.355 -0.530  -0.394 -0.650  -0.159 -0.645  0.076 -0.637  0.312 -0.630  0.544 -0.593
1c#mot#mot1#bb2/k  -1.516 -1.414  -1.324 -1.264  -1.145 -1.100  -0.969 -0.931  -0.797 -0.759  -0.627 -0.585  -0.459 -0.409  -0.291 -0.232  -0.129 -0.050  0.033 0.131  0.190 0.317  0.343 0.507  0.495 0.696  0.640 0.892  0.785 1.087  0.909 1.297  1.017 1.514  1.067 1.741  0.878 1.669  0.715 1.488  0.567 1.295  0.443 1.086  0.322 0.875  0.205 0.661  0.090 0.447  -0.017 0.228  -0.123 0.009  -0.223 -0.213  -0.319 -0.437  -0.408 -0.663  -0.499 -0.889  -0.587 -1.116  -0.515 -0.993  -0.407 -0.775  -0.293 -0.559  -0.172 -0.349  -0.048 -0.139  0.081 0.067  0.230 0.259  0.408 0.420  0.412 0.240  0.290 0.030  0.147 -0.167  -0.020 -0.344  -0.209 -0.496  -0.267 -0.515  -0.028 -0.475  0.178 -0.593  0.356 -0.753  0.590 -0.742
1c#mot#mot1#bb2/k  -1.227 -0.757  -1.336 -0.965  -1.414 -1.186  -1.248 -1.205  -1.064 -1.058  -0.887 -0.902  -0.723 -0.733  -0.561 -0.561  -0.402 -0.387  -0.244 -0.212  -0.088 -0.034  0.067 0.144  0.213 0.329  0.356 0.517  0.495 0.707  0.626 0.903  0.754 1.102  0.875 1.304  0.977 1.517  1.021 1.741  0.833 1.683  0.678 1.506  0.543 1.313  0.434 1.104  0.331 0.892  0.234 0.676  0.143 0.459  0.054 0.240  -0.023 0.017  -0.098 -0.207  -0.174 -0.430  -0.253 -0.653  -0.333 -0.875  -0.403 -1.006  -0.326 -0.784  -0.230 -0.569  -0.127 -0.356  -0.011 -0.150  0.107 0.054  0.245 0.244  0.380 0.279  0.315 0.055  0.197 -0.149  0.065 -0.345  -0.106 -0.505  -0.159 -0.517  0.064 -0.442  0.294 -0.475  0.459 -0.639  0.676 -0.685
1c#mot#mot1#bb2/k  -0.868 -0.827  -0.935 -1.070  -0.816 -1.034  -0.670 -0.828  -0.527 -0.620  -0.392 -0.407  -0.262 -0.191  -0.133 0.025  -0.006 0.243  0.113 0.466  0.224 0.692  0.330 0.921  0.432 1.151  0.515 1.390  0.582 1.633  0.624 1.881  0.576 1.923  0.378 1.770  0.227 1.568  0.114 1.343  0.040 1.102  -0.020 0.858  -0.063 0.609  -0.095 0.359  -0.122 0.108  -0.149 -0.142  -0.173 -0.393  -0.202 -0.644  -0.240 -0.893  -0.291 -1.140  -0.356 -1.383  -0.394 -1.333  -0.334 -1.088  -0.261 -0.847  -0.180 -0.608  -0.087 -0.374  0.012 -0.142  0.119 0.087  0.228 0.314  0.366 0.519  0.446 0.360  0.418 0.110  0.346 -0.131  0.220 -0.349  0.053 -0.537  -0.144 -0.694  -0.017 -0.851  0.211 -0.958  0.458 -0.998  0.705 -0.947
1c#mot#mot1#bb2/k  -1.547 -1.069  -1.310 -1.012  -1.096 -0.884  -0.887 -0.751  -0.689 -0.600  -0.501 -0.438  -0.323 -0.264  -0.162 -0.075  -0.020 0.129  0.116 0.338  0.250 0.547  0.376 0.761  0.504 0.975  0.630 1.189  0.752 1.406  0.854 1.632  0.870 1.833  0.692 1.661  0.538 1.466  0.404 1.257  0.285 1.038  0.181 0.813  0.087 0.582  -0.002 0.350  -0.082 0.115  -0.167 -0.119  -0.258 -0.351  -0.338 -0.586  -0.426 -0.818  -0.520 -1.049  -0.632 -1.248  -0.559 -1.012  -0.469 -0.780  -0.367 -0.553  -0.254 -0.332  -0.128 -0.117  0.019 0.083  0.192 0.260  0.394 0.403  0.634 0.440  0.690 0.225  0.578 0.004  0.417 -0.184  0.220 -0.336  0.003 -0.457  -0.053 -0.569  -0.009 -0.814  0.131 -1.010  0.368 -1.062  0.613 -1.021
1c#mot#mot1#bb2/k  -1.403 -0.955  -1.453 -1.113  -1.261 -1.025  -1.084 -0.905  -0.914 -0.777  -0.749 -0.641  -0.587 -0.502  -0.434 -0.353  -0.282 -0.203  -0.134 -0.049  0.011 0.108  0.151 0.269  0.285 0.435  0.416 0.604  0.544 0.775  0.668 0.949  0.783 1.129  0.886 1.316  0.984 1.506  1.046 1.709  0.919 1.638  0.803 1.459  0.696 1.274  0.596 1.085  0.501 0.894  0.407 0.702  0.312 0.511  0.212 0.322  0.112 0.134  0.014 -0.056  -0.090 -0.243  -0.198 -0.427  -0.310 -0.609  -0.423 -0.790  -0.544 -0.966  -0.459 -0.778  -0.354 -0.592  -0.238 -0.413  -0.115 -0.239  0.025 -0.078  0.188 0.057  0.253 -0.037  0.129 -0.210  -0.016 -0.367  -0.169 -0.516  -0.311 -0.674  -0.166 -0.776  0.042 -0.826  0.248 -0.881  0.459 -0.880
1c#mot#mot1#bb2/k  -1.349 -1.139  -1.240 -1.178  -1.065 -1.037  -0.898 -0.884  -0.737 -0.726  -0.581 -0.563  -0.430 -0.395  -0.280 -0.227  -0.132 -0.056  0.010 0.119  0.150 0.296  0.289 0.474  0.420 0.657  0.550 0.842  0.679 1.028  0.801 1.217  0.911 1.414  0.998 1.622  0.920 1.787  0.736 1.669  0.601 1.489  0.490 1.293  0.396 1.088  0.312 0.879  0.237 0.666  0.162 0.453  0.088 0.240  0.013 0.027  -0.066 -0.184  -0.150 -0.394  -0.241 -0.601  -0.340 -0.804  -0.439 -1.006  -0.528 -1.085  -0.479 -0.865  -0.414 -0.649  -0.328 -0.440  -0.218 -0.244  -0.083 -0.063  0.082 0.090  0.276 0.203  0.428 0.113  0.338 -0.093  0.200 -0.270  0.035 -0.424  -0.159 -0.538  -0.149 -0.686  -0.094 -0.905  0.030 -1.088  0.248 -1.122
1c#mot#mot1#bb2/k  -1.617 -1.047  -1.643 -1.236  -1.443 -1.185  -1.259 -1.070  -1.089 -0.935  -0.924 -0.795  -0.762 -0.650  -0.605 -0.501  -0.451 -0.348  -0.303 -0.190  -0.156 -0.030  -0.011 0.131  0.129 0.297  0.267 0.464  0.403 0.633  0.532 0.807  0.659 0.983  0.782 1.162  0.898 1.345  0.996 1.538  0.932 1.605  0.790 1.441  0.657 1.270  0.535 1.091  0.425 0.905  0.329 0.710  0.242 0.511  0.163 0.310  0.092 0.105  0.019 -0.099  -0.052 -0.304  -0.116 -0.512  -0.189 -0.716  -0.272 -0.916  -0.359 -1.009  -0.300 -0.800  -0.217 -0.600  -0.126 -0.403  -0.023 -0.213  0.095 -0.031  0.226 0.142  0.380 0.294  0.540 0.318  0.452 0.124  0.319 -0.048  0.159 -0.193  0.075 -0.334  0.121 -0.545  0.246 -0.713  0.453 -0.764
1c#mot#mot1#bb2/k  -1.271 -0.828  -1.424 -1.012  -1.228 -0.922  -1.029 -0.785  -0.836 -0.641  -0.649 -0.489  -0.467 -0.330  -0.294 -0.162  -0.123 0.008  0.046 0.180  0.209 0.358  0.367 0.540  0.515 0.730  0.657 0.925  0.791 1.126  0.910 1.335  0.999 1.559  0.961 1.774  0.747 1.692  0.590 1.510  0.461 1.306  0.351 1.092  0.254 0.871  0.166 0.647  0.082 0.421  -0.001 0.194  -0.077 -0.035  -0.159 -0.261  -0.246 -0.486  -0.335 -0.711  -0.416 -0.938  -0.512 -1.159  -0.552 -1.209  -0.459 -0.987  -0.364 -0.765  -0.262 -0.546  -0.151 -0.333  -0.026 -0.126  0.107 0.075  0.255 0.265  0.444 0.413  0.465 0.241  0.350 0.030  0.213 -0.169  0.053 -0.349  -0.086 -0.475  -0.021 -0.707  0.108 -0.907  0.326 -0.996  0.562 -0.964
1c#mot#mot1#bb2/k  -1.697 -1.245  -1.505 -1.124  -1.320 -0.992  -1.140 -0.853  -0.966 -0.708  -0.796 -0.556  -0.635 -0.395  -0.476 -0.233  -0.320 -0.068  -0.166 0.099  -0.015 0.269  0.131 0.443  0.279 0.616  0.427 0.788  0.569 0.965  0.709 1.145  0.838 1.332  0.949 1.530  0.952 1.718  0.794 1.556  0.665 1.369  0.542 1.178  0.422 0.985  0.311 0.786  0.206 0.585  0.112 0.378  0.022 0.169  -0.056 -0.044  -0.127 -0.260  -0.195 -0.477  -0.269 -0.692  -0.342 -0.907  -0.422 -1.120  -0.394 -0.958  -0.328 -0.741  -0.247 -0.528  -0.144 -0.326  -0.029 -0.130  0.111 0.048  0.278 0.202  0.474 0.301  0.456 0.106  0.307 -0.063  0.130 -0.205  -0.055 -0.337  0.038 -0.517  0.166 -0.705  0.361 -0.809  0.587 -0.812  0.809 -0.763
1c#mot#mot1#bb2/k  -1.429 -1.007  -1.586 -1.164  -1.483 -1.167  -1.292 -1.053  -1.106 -0.931  -0.931 -0.796  -0.756 -0.658  -0.585 -0.517  -0.416 -0.372  -0.258 -0.216  -0.100 -0.060  0.056 0.098  0.212 0.256  0.362 0.420  0.507 0.588  0.647 0.761  0.776 0.941  0.896 1.128  1.002 1.323  1.055 1.536  0.919 1.635  0.733 1.517  0.583 1.354  0.455 1.173  0.340 0.983  0.247 0.781  0.160 0.577  0.076 0.371  0.005 0.161  -0.063 -0.051  -0.127 -0.264  -0.183 -0.478  -0.252 -0.689  -0.333 -0.896  -0.408 -0.947  -0.328 -0.739  -0.235 -0.538  -0.132 -0.341  -0.013 -0.154  0.124 0.021  0.269 0.189  0.431 0.239  0.328 0.044  0.197 -0.135  0.040 -0.292  0.009 -0.341  0.212 -0.371  0.284 -0.578  0.441 -0.702  0.651 -0.636
1c#mot#mot1#bb2/k  -1.327 -1.010  -1.159 -1.121  -0.963 -0.956  -0.786 -0.771  -0.615 -0.580  -0.446 -0.387  -0.282 -0.189  -0.127 0.015  0.020 0.225  0.159 0.441  0.292 0.661  0.412 0.887  0.528 1.116  0.636 1.349  0.734 1.586  0.794 1.834  0.642 1.799  0.501 1.584  0.379 1.359  0.270 1.126  0.164 0.893  0.070 0.654  -0.022 0.414  -0.113 0.175  -0.210 -0.063  -0.309 -0.299  -0.410 -0.535  -0.508 -0.773  -0.601 -1.012  -0.696 -1.250  -0.589 -1.031  -0.479 -0.799  -0.358 -0.573  -0.228 -0.352  -0.089 -0.137  0.057 0.075  0.217 0.275  0.394 0.460  0.610 0.591  0.690 0.380  0.601 0.140  0.464 -0.077  0.303 -0.277  0.121 -0.457  -0.097 -0.577  -0.088 -0.718  0.014 -0.951  0.228 -1.083  0.482 -1.075  0.722 -0.984
1c#mot#mot1#bb2/k  -1.598 -0.828  -1.578 -1.090  -1.339 -1.054  -1.117 -0.905  -0.912 -0.732  -0.711 -0.554  -0.515 -0.371  -0.322 -0.184  -0.132 0.005  0.056 0.196  0.239 0.393  0.412 0.598  0.573 0.812  0.719 1.037  0.839 1.277  0.922 1.532  0.920 1.793  0.695 1.734  0.557 1.505  0.458 1.256  0.376 1.000  0.297 0.744  0.214 0.489  0.118 0.238  0.011 -0.008  -0.105 -0.250  -0.234 -0.485  -0.371 -0.716  -0.522 -0.938  -0.662 -1.051  -0.549 -0.808  -0.417 -0.574  -0.266 -0.352  -0.103 -0.139  0.077 0.059  0.274 0.241  0.494 0.395  0.736 0.507  0.787 0.360  0.602 0.166  0.395 -0.005  0.185 -0.172  -0.033 -0.329  -0.257 -0.476  -0.266 -0.466  -0.024 -0.440  0.006 -0.704  0.103 -0.945  0.363 -0.938  0.605 -0.825
1c#mot#mot1#bb2/k  -1.563 -1.207  -1.360 -1.122  -1.184 -0.986  -1.012 -0.845  -0.847 -0.696  -0.687 -0.542  -0.534 -0.380  -0.385 -0.215  -0.238 -0.048  -0.091 0.119  0.053 0.288  0.194 0.460  0.332 0.634  0.465 0.812  0.595 0.993  0.721 1.176  0.840 1.364  0.939 1.563  0.935 1.754  0.767 1.614  0.628 1.441  0.507 1.254  0.399 1.060  0.302 0.860  0.214 0.656  0.131 0.450  0.055 0.241  -0.011 0.028  -0.086 -0.181  -0.165 -0.389  -0.244 -0.597  -0.329 -0.802  -0.427 -1.002  -0.518 -1.204  -0.453 -1.024  -0.364 -0.820  -0.266 -0.620  -0.161 -0.424  -0.045 -0.235  0.082 -0.052  0.231 0.113  0.402 0.252  0.496 0.145  0.404 -0.056  0.284 -0.243  0.144 -0.415  0.042 -0.547  0.098 -0.760  0.245 -0.917  0.462 -0.951
1c#mot#mot1#bb2/k  -1.360 -1.158  -1.377 -1.240  -1.185 -1.121  -1.009 -0.978  -0.840 -0.828  -0.674 -0.674  -0.512 -0.516  -0.350 -0.358  -0.194 -0.194  -0.038 -0.030  0.108 0.143  0.253 0.317  0.392 0.495  0.530 0.674  0.655 0.863  0.774 1.056  0.874 1.259  0.957 1.469  0.996 1.690  0.829 1.724  0.668 1.566  0.536 1.382  0.416 1.190  0.307 0.992  0.208 0.789  0.108 0.585  0.015 0.379  -0.072 0.170  -0.151 -0.042  -0.231 -0.254  -0.312 -0.465  -0.392 -0.677  -0.462 -0.892  -0.538 -1.105  -0.476 -0.951  -0.389 -0.742  -0.279 -0.544  -0.156 -0.354  -0.029 -0.167  0.106 0.015  0.265 0.176  0.429 0.231  0.378 0.013  0.269 -0.184  0.107 -0.341  -0.086 -0.458  -0.043 -0.570  0.110 -0.733  0.321 -0.808  0.547 -0.792
1c#mot#mot1#bb2/k  -1.229 -0.955  -1.248 -1.074  -1.038 -0.951  -0.841 -0.807  -0.657 -0.646  -0.480 -0.478  -0.306 -0.306  -0.142 -0.125  0.015 0.061  0.165 0.254  0.308 0.452  0.447 0.653  0.576 0.860  0.697 1.072  0.809 1.289  0.910 1.511  0.981 1.745  0.864 1.820  0.691 1.648  0.538 1.458  0.409 1.251  0.307 1.029  0.195 0.812  0.105 0.585  0.022 0.355  -0.052 0.123  -0.138 -0.106  -0.223 -0.335  -0.304 -0.565  -0.402 -0.789  -0.512 -1.007  -0.608 -1.230  -0.561 -1.019  -0.469 -0.794  -0.370 -0.570  -0.261 -0.352  -0.117 -0.156  0.031 0.038  0.185 0.228  0.382 0.367  0.412 0.175  0.289 -0.035  0.131 -0.221  -0.053 -0.381  -0.260 -0.509  -0.225 -0.691  -0.079 -0.883  0.132 -0.983  0.372 -0.948  0.603 -0.869
2#tos#f2#f2024065/k  -0.810 0.154  -0.879 0.067  -0.664 0.157  -0.470 0.277  -0.255 0.356  -0.053 0.464  0.055 0.637  0.215 0.751  0.357 0.899  0.453 1.108  0.497 1.332  0.497 1.565  0.497 1.798  0.325 1.703  0.210 1.503  0.095 1.301  0.006 1.089  -0.066 0.867  -0.140 0.646  -0.245 0.437  -0.302 0.214  -0.353 -0.013  -0.426 -0.235  -0.499 -0.456  -0.535 -0.686  -0.591 -0.912  -0.621 -1.140  -0.669 -1.364  -0.669 -1.598  -0.610 -1.566  -0.478 -1.406  -0.397 -1.199  -0.288 -0.997  -0.213 -0.776  -0.113 -0.579  0.073 -0.442  0.131 -0.228  0.271 -0.041  0.458 0.090  0.638 0.213  0.869 0.225  0.921 0.044  0.798 -0.128  0.642 -0.286  0.462 -0.410  0.251 -0.482  0.158 -0.531  0.306 -0.708  0.520 -0.772  0.639 -0.941
1c#apb#apb14#app1422/k  -0.431 1.414  -0.415 1.598  -0.339 1.662  -0.291 1.475  -0.299 1.288  -0.339 1.098  -0.339 0.904  -0.339 0.710  -0.363 0.518  -0.396 0.327  -0.429 0.136  -0.463 -0.056  -0.496 -0.247  -0.524 -0.439  -0.534 -0.632  -0.544 -0.826  -0.562 -1.020  -0.551 -1.212  -0.492 -1.259  -0.541 -1.071  -0.590 -0.883  -0.639 -0.696  -0.688 -0.508  -0.737 -0.320  -0.731 -0.160  -0.602 -0.023  -0.447 0.094  -0.277 0.187  -0.105 0.277  0.070 0.360  0.251 0.431  0.432 0.502  0.605 0.589  0.787 0.652  0.976 0.697  0.959 0.600  0.805 0.482  0.670 0.344  0.511 0.266  0.368 0.178  0.308 -0.004  0.351 -0.190  0.407 -0.376  0.479 -0.555  0.576 -0.723  0.698 -0.873  0.830 -1.015  0.975 -1.144  1.130 -1.261  1.313 -1.294
