1c#apa#apa03#app0358/x  -1.011 0.751  -1.011 0.575  -0.892 0.448  -0.826 0.299  -0.774 0.144  -0.650 0.020  -0.641 -0.152  -0.487 -0.174  -0.353 -0.277  -0.271 -0.419  -0.220 -0.544  -0.056 -0.573  0.068 -0.698  0.231 -0.729  0.407 -0.729  0.583 -0.729  0.673 -0.626  0.704 -0.453  0.736 -0.280  0.767 -0.106  0.799 0.067  0.830 0.240  0.862 0.413  0.893 0.586  0.925 0.759  0.956 0.932  0.988 1.106  1.019 1.279  1.024 1.157  0.884 1.121  0.747 1.028  0.622 0.904  0.498 0.779  0.373 0.655  0.239 0.543  0.082 0.465  -0.075 0.386  -0.086 0.216  -0.155 0.057  -0.234 -0.101  -0.337 -0.241  -0.461 -0.365  -0.586 -0.489  -0.710 -0.614  -0.826 -0.742  -0.828 -0.917  -0.953 -1.041  -1.077 -1.166  -1.195 -1.293  -1.195 -1.469
2#app#app13#app1351/x  -0.530 1.152  -0.530 0.943  -0.385 0.879  -0.256 0.798  -0.256 0.589  -0.256 0.380  -0.142 0.218  0.006 0.070  0.017 -0.135  0.017 -0.344  0.017 -0.553  0.019 -0.761  0.228 -0.761  0.290 -0.908  0.290 -1.117  0.294 -1.290  0.335 -1.085  0.376 -0.880  0.417 -0.674  0.458 -0.469  0.499 -0.264  0.540 -0.059  0.581 0.146  0.622 0.351  0.663 0.557  0.704 0.762  0.745 0.967  0.786 1.172  0.827 1.377  0.837 1.266  0.769 1.085  0.622 0.937  0.436 0.879  0.290 0.815  0.290 0.606  0.082 0.606  0.017 0.461  -0.040 0.275  -0.188 0.127  -0.256 -0.053  -0.304 -0.214  -0.514 -0.214  -0.666 -0.351  -0.810 -0.502  -0.904 -0.689  -0.997 -0.876  -1.099 -1.057  -1.247 -1.205  -1.350 -1.372  -1.350 -1.581
3#app#app11#app1162/x  -1.559 1.138  -1.428 1.103  -1.378 0.957  -1.245 0.876  -1.127 0.797  -1.052 0.648  -0.944 0.523  -0.826 0.405  -0.773 0.261  -0.683 0.131  -0.565 0.013  -0.447 -0.105  -0.330 -0.223  -0.225 -0.350  -0.151 -0.499  -0.052 -0.631  0.066 -0.749  0.194 -0.853  0.343 -0.928  0.407 -1.054  0.500 -1.183  0.539 -1.333  0.643 -1.457  0.663 -1.356  0.655 -1.190  0.647 -1.023  0.638 -0.857  0.630 -0.690  0.622 -0.524  0.613 -0.357  0.605 -0.191  0.597 -0.024  0.588 0.142  0.580 0.309  0.572 0.475  0.563 0.642  0.555 0.808  0.547 0.975  0.539 1.135  0.500 1.007  0.407 0.933  0.346 0.784  0.254 0.646  0.162 0.507  0.048 0.385  -0.070 0.267  -0.188 0.150  -0.274 0.012  -0.327 -0.146  -0.379 -0.304
2#app#app40#app4055/x  -1.559 0.736  -1.339 0.736  -1.120 0.736  -0.901 0.736  -0.749 0.668  -0.737 0.453  -0.582 0.298  -0.405 0.196  -0.210 0.172  -0.210 -0.048  -0.073 -0.210  0.060 -0.375  0.060 -0.594  0.201 -0.755  0.367 -0.883  0.587 -0.883  0.600 -1.090  0.600 -1.309  0.705 -1.423  0.860 -1.368  0.820 -1.153  0.781 -0.937  0.742 -0.721  0.703 -0.505  0.663 -0.290  0.624 -0.074  0.585 0.142  0.546 0.358  0.506 0.574  0.467 0.789  0.428 1.005  0.389 1.221  0.350 1.437  0.330 1.435  0.330 1.216  0.321 1.005  0.102 1.005  0.060 0.828  0.060 0.608  0.006 0.412  -0.149 0.256  -0.210 0.062  -0.293 -0.074  -0.479 -0.107  -0.479 -0.326  -0.479 -0.545  -0.631 -0.613  -0.749 -0.714  -0.749 -0.934  -0.749 -1.153
3#apa#apa09#app0944/x  -1.369 0.468  -1.513 0.613  -1.343 0.706  -1.153 0.768  -0.948 0.768  -0.762 0.690  -0.575 0.618  -0.414 0.537  -0.300 0.367  -0.187 0.197  -0.179 0.001  -0.292 -0.169  -0.406 -0.339  -0.545 -0.484  -0.715 -0.597  -0.885 -0.711  -1.083 -0.733  -1.219 -0.664  -1.095 -0.583  -0.895 -0.569  -0.719 -0.463  -0.544 -0.358  -0.369 -0.253  -0.193 -0.148  -0.018 -0.042  0.157 0.063  0.333 0.168  0.508 0.273  0.683 0.378  0.859 0.484  1.034 0.589  1.210 0.694  1.291 0.811  1.131 0.918  0.957 0.843  0.813 0.698  0.668 0.554  0.536 0.398  0.423 0.228  0.309 0.058  0.213 -0.122  0.143 -0.305  0.235 -0.488  0.352 -0.652  0.496 -0.797  0.665 -0.883  0.870 -0.883  1.074 -0.883  1.279 -0.883  1.483 -0.883
3#apa#apa12#app1298/x  1.333 1.254  1.217 1.178  1.181 1.024  1.102 0.912  0.969 0.776  0.834 0.640  0.699 0.505  0.592 0.350  0.496 0.187  0.361 0.052  0.226 -0.083  0.091 -0.218  -0.044 -0.353  -0.174 -0.492  -0.260 -0.663  -0.382 -0.807  -0.539 -0.916  -0.698 -1.021  -0.840 -1.149  -0.850 -1.230  -0.824 -1.041  -0.798 -0.852  -0.772 -0.662  -0.747 -0.473  -0.721 -0.284  -0.695 -0.095  -0.669 0.095  -0.643 0.284  -0.618 0.473  -0.592 0.663  -0.566 0.852  -0.540 1.041  -0.514 1.230  -0.396 1.202  -0.396 1.011  -0.396 0.820  -0.281 0.677  -0.281 0.486  -0.173 0.340  -0.119 0.171  0.016 0.036  0.151 -0.099  0.286 -0.234  0.340 -0.403  0.475 -0.538  0.610 -0.673  0.663 -0.842  0.816 -0.935  0.967 -1.031  1.102 -1.166
2#apa#apa00#app0004/x  -1.085 0.316  -1.078 0.531  -0.982 0.708  -0.918 0.898  -0.822 1.042  -0.605 1.042  -0.388 1.042  -0.255 0.958  -0.322 0.768  -0.359 0.566  -0.359 0.349  -0.416 0.156  -0.463 -0.042  -0.423 -0.242  -0.359 -0.433  -0.263 -0.610  -0.183 -0.794  -0.048 -0.955  0.056 -1.068  0.205 -1.136  0.319 -1.239  0.517 -1.194  0.678 -1.104  0.823 -1.032  0.989 -0.920  0.971 -0.705  0.939 -0.490  0.907 -0.276  0.875 -0.061  0.843 0.154  0.810 0.368  0.778 0.583  0.746 0.798  0.714 1.012  0.682 1.227  0.678 1.056  0.574 0.943  0.404 0.835  0.240 0.708  0.086 0.555  0.056 0.350  -0.074 0.187  -0.227 0.033  -0.354 -0.142  -0.463 -0.326  -0.484 -0.534  -0.637 -0.688  -0.670 -0.891  -0.774 -1.065  -0.878 -1.239
3#apa#apa00#app0006/x  -1.338 0.592  -1.224 0.683  -1.158 0.821  -1.000 0.931  -0.911 1.050  -0.724 1.092  -0.580 1.237  -0.393 1.278  -0.310 1.157  -0.310 0.953  -0.310 0.749  -0.310 0.544  -0.310 0.340  -0.310 0.136  -0.310 -0.069  -0.310 -0.273  -0.200 -0.432  -0.112 -0.551  -0.039 -0.707  0.033 -0.881  0.226 -0.894  0.383 -1.008  0.559 -1.076  0.744 -1.122  0.828 -1.008  0.817 -0.804  0.806 -0.600  0.795 -0.396  0.785 -0.192  0.774 0.012  0.763 0.217  0.752 0.421  0.742 0.625  0.731 0.829  0.720 1.033  0.605 0.910  0.523 0.739  0.459 0.561  0.338 0.400  0.246 0.218  0.155 0.035  0.021 -0.118  -0.070 -0.300  -0.161 -0.483  -0.286 -0.642  -0.310 -0.837  -0.414 -0.998  -0.424 -1.198  -0.447 -1.397  -0.538 -1.580
2#tos#f3#f3067059/x  -1.266 -0.906  -1.444 -0.906  -1.532 -0.818  -1.479 -0.662  -1.369 -0.530  -1.266 -0.396  -1.169 -0.288  -1.106 -0.156  -1.043 -0.012  -0.919 0.107  -0.773 0.158  -0.682 0.286  -0.607 0.445  -0.474 0.562  -0.361 0.679  -0.305 0.816  -0.187 0.903  -0.163 0.768  -0.201 0.599  -0.201 0.422  -0.201 0.245  -0.201 0.067  -0.201 -0.110  -0.201 -0.288  -0.185 -0.461  -0.105 -0.620  -0.006 -0.747  0.171 -0.747  0.349 -0.747  0.524 -0.725  0.696 -0.682  0.867 -0.637  0.992 -0.511  1.118 -0.386  1.136 -0.213  1.144 -0.036  1.152 0.141  1.159 0.318  1.167 0.496  1.175 0.673  1.183 0.850  1.007 0.842  0.862 0.743  0.715 0.645  0.622 0.495  0.534 0.341  0.441 0.190  0.322 0.063  0.197 -0.056  0.118 -0.214
3#apa#apa02#app0247/x  -0.968 0.859  -0.784 0.859  -0.699 0.760  -0.555 0.715  -0.430 0.583  -0.390 0.415  -0.260 0.285  -0.161 0.143  -0.161 -0.041  -0.061 -0.183  -0.027 -0.353  0.009 -0.522  0.108 -0.665  0.108 -0.849  0.108 -1.033  0.108 -1.217  0.215 -1.294  0.312 -1.154  0.394 -0.990  0.477 -0.825  0.559 -0.661  0.641 -0.496  0.723 -0.332  0.806 -0.168  0.888 -0.003  0.970 0.161  1.052 0.326  1.134 0.490  1.217 0.654  1.299 0.819  1.179 0.859  0.998 0.842  0.824 0.783  0.650 0.725  0.466 0.724  0.282 0.724  0.141 0.622  -0.015 0.528  -0.176 0.440  -0.309 0.314  -0.473 0.232  -0.622 0.129  -0.766 0.018  -0.931 -0.064  -1.068 -0.183  -1.163 -0.339  -1.256 -0.487  -1.402 -0.547  -1.484 -0.712  -1.506 -0.890
1c#tos#f1#f1041060/x  1.481 1.293  1.367 1.214  1.174 1.214  0.992 1.166  0.811 1.115  0.638 1.029  0.535 0.899  0.440 0.757  0.291 0.640  0.230 0.457  0.077 0.354  -0.096 0.267  -0.203 0.107  -0.253 -0.071  -0.253 -0.265  -0.258 -0.457  -0.320 -0.640  -0.463 -0.757  -0.629 -0.857  -0.727 -0.995  -0.805 -1.155  -0.800 -1.271  -0.774 -1.079  -0.747 -0.888  -0.721 -0.696  -0.695 -0.505  -0.668 -0.314  -0.642 -0.122  -0.615 0.069  -0.589 0.261  -0.563 0.452  -0.536 0.643  -0.510 0.835  -0.539 0.977  -0.565 0.816  -0.428 0.679  -0.291 0.542  -0.253 0.365  -0.113 0.242  0.041 0.126  0.068 -0.055  0.184 -0.210  0.299 -0.365  0.299 -0.558  0.442 -0.648  0.626 -0.709  0.799 -0.785  0.936 -0.922  1.084 -1.045  1.245 -1.152
1c#ced#rgzu9771_s_jn/x  0.822 0.837  0.881 0.899  0.787 0.827  0.671 0.684  0.568 0.529  0.477 0.368  0.381 0.210  0.304 0.042  0.225 -0.125  0.146 -0.293  0.074 -0.464  -0.016 -0.626  -0.068 -0.803  -0.144 -0.972  -0.205 -1.147  -0.249 -1.326  -0.311 -1.228  -0.362 -1.050  -0.412 -0.871  -0.462 -0.692  -0.513 -0.513  -0.563 -0.335  -0.613 -0.156  -0.663 0.023  -0.714 0.202  -0.783 0.373  -0.864 0.539  -0.928 0.709  -1.028 0.864  -1.121 1.025  -1.128 1.198  -0.962 1.137  -0.820 1.019  -0.677 0.901  -0.534 0.782  -0.403 0.651  -0.280 0.512  -0.153 0.377  -0.022 0.246  0.109 0.114  0.252 -0.005  0.394 -0.124  0.545 -0.233  0.698 -0.337  0.858 -0.431  1.020 -0.523  1.184 -0.609  1.360 -0.668  1.531 -0.740  1.709 -0.793
1c#ced#rgzu9771_s_jn/x  -0.943 0.130  -0.868 0.289  -0.917 0.466  -0.943 0.647  -0.943 0.835  -0.909 0.995  -0.754 1.055  -0.602 0.962  -0.495 0.813  -0.377 0.669  -0.258 0.525  -0.161 0.365  -0.046 0.218  0.063 0.065  0.174 -0.086  0.285 -0.237  0.418 -0.370  0.550 -0.502  0.669 -0.646  0.804 -0.776  0.971 -0.846  0.946 -0.664  0.920 -0.478  0.893 -0.293  0.867 -0.107  0.838 0.078  0.792 0.260  0.765 0.445  0.741 0.629  0.741 0.817  0.741 1.005  0.658 1.101  0.526 0.968  0.413 0.820  0.307 0.665  0.216 0.502  0.126 0.338  0.032 0.176  -0.052 0.008  -0.140 -0.158  -0.243 -0.313  -0.343 -0.471  -0.427 -0.639  -0.511 -0.807  -0.555 -0.988  -0.642 -1.152  -0.704 -1.329  -0.781 -1.500  -0.875 -1.662  -0.969 -1.824
1c#ced#rgzu9771_s_jn/x  0.686 0.556  0.832 0.660  0.990 0.720  1.151 0.806  1.292 0.918  1.416 1.015  1.331 0.992  1.187 0.883  1.056 0.756  0.913 0.644  0.784 0.514  0.638 0.404  0.507 0.277  0.374 0.152  0.261 0.009  0.133 -0.122  0.019 -0.265  -0.091 -0.411  -0.201 -0.557  -0.311 -0.703  -0.417 -0.852  -0.487 -1.020  -0.581 -1.177  -0.673 -1.334  -0.758 -1.432  -0.758 -1.249  -0.758 -1.067  -0.758 -0.884  -0.758 -0.701  -0.758 -0.518  -0.758 -0.335  -0.758 -0.152  -0.758 0.031  -0.793 0.208  -0.845 0.381  -0.897 0.552  -0.932 0.727  -0.836 0.834  -0.699 0.750  -0.575 0.616  -0.446 0.487  -0.302 0.378  -0.172 0.249  -0.031 0.133  0.088 -0.004  0.224 -0.125  0.359 -0.248  0.492 -0.373  0.626 -0.498  0.755 -0.627
2#apa#apa01#app0157/x  -1.697 0.794  -1.506 0.788  -1.492 0.603  -1.315 0.583  -1.288 0.412  -1.124 0.379  -1.084 0.221  -0.900 0.188  -0.760 0.049  -0.570 0.030  -0.373 0.030  -0.360 -0.155  -0.169 -0.161  -0.029 -0.301  0.148 -0.351  0.306 -0.445  0.464 -0.542  0.594 -0.609  0.668 -0.733  0.866 -0.733  0.976 -0.820  1.070 -0.924  1.141 -0.828  1.089 -0.637  1.037 -0.446  0.985 -0.256  0.933 -0.065  0.881 0.126  0.829 0.316  0.777 0.507  0.725 0.697  0.673 0.888  0.621 1.079  0.594 1.079  0.491 0.985  0.404 0.875  0.287 0.794  0.213 0.671  0.121 0.511  0.022 0.355  -0.024 0.176  -0.163 0.036  -0.254 -0.139  -0.342 -0.316  -0.360 -0.509  -0.524 -0.542  -0.551 -0.713  -0.551 -0.911  -0.735 -0.924  -0.742 -1.115
2#tos#t1#t1036060/x  -1.078 0.478  -1.262 0.440  -1.336 0.421  -1.178 0.527  -1.024 0.636  -0.874 0.752  -0.714 0.825  -0.524 0.825  -0.336 0.809  -0.173 0.715  -0.107 0.545  -0.107 0.355  -0.107 0.164  -0.107 -0.026  -0.107 -0.216  -0.107 -0.406  -0.107 -0.596  -0.087 -0.785  -0.016 -0.948  0.171 -0.977  0.361 -0.977  0.551 -0.977  0.722 -0.910  0.880 -0.817  1.039 -0.723  1.124 -0.570  1.243 -0.426  1.244 -0.236  1.235 -0.048  1.175 0.133  1.114 0.313  1.054 0.494  0.994 0.674  0.934 0.854  0.747 0.859  0.559 0.850  0.390 0.768  0.244 0.648  0.103 0.528  -0.005 0.373  -0.139 0.238  -0.250 0.084  -0.371 -0.062  -0.505 -0.197  -0.633 -0.337  -0.757 -0.482  -0.814 -0.662  -0.899 -0.830  -1.013 -0.981  -1.147 -1.116
2#ibm#ibm0#r0414/x  1.143 1.108  1.143 0.923  1.071 0.811  0.885 0.811  0.700 0.811  0.534 0.781  0.451 0.615  0.368 0.450  0.285 0.284  0.203 0.119  0.120 -0.046  0.037 -0.212  -0.046 -0.377  -0.128 -0.543  -0.211 -0.708  -0.294 -0.874  -0.344 -1.047  -0.344 -1.232  -0.490 -1.271  -0.645 -1.237  -0.668 -1.053  -0.691 -0.870  -0.714 -0.686  -0.737 -0.502  -0.760 -0.319  -0.783 -0.135  -0.806 0.048  -0.829 0.232  -0.852 0.416  -0.875 0.599  -0.898 0.783  -0.921 0.966  -0.908 1.078  -0.777 0.947  -0.647 0.816  -0.516 0.685  -0.385 0.555  -0.230 0.457  -0.065 0.374  0.101 0.291  0.263 0.204  0.394 0.073  0.525 -0.058  0.656 -0.188  0.786 -0.319  0.917 -0.450  1.048 -0.581  1.179 -0.712  1.310 -0.843  1.441 -0.973
2#ibm#ibm0#r0414/x  1.339 1.285  1.157 1.285  1.085 1.174  1.057 1.003  0.928 0.874  0.799 0.745  0.671 0.616  0.542 0.487  0.413 0.359  0.299 0.219  0.218 0.056  0.136 -0.107  0.071 -0.274  0.071 -0.456  0.071 -0.638  0.017 -0.798  -0.112 -0.927  -0.241 -1.056  -0.370 -1.185  -0.436 -1.340  -0.439 -1.486  -0.475 -1.308  -0.511 -1.129  -0.546 -0.950  -0.582 -0.771  -0.618 -0.593  -0.654 -0.414  -0.689 -0.235  -0.725 -0.057  -0.761 0.122  -0.797 0.301  -0.832 0.479  -0.868 0.658  -0.904 0.837  -0.940 1.016  -0.794 0.957  -0.631 0.875  -0.468 0.794  -0.332 0.674  -0.203 0.545  -0.074 0.416  0.054 0.287  0.183 0.159  0.312 0.030  0.441 -0.099  0.570 -0.228  0.699 -0.357  0.828 -0.486  0.956 -0.615  1.085 -0.743
2#ibm#ibm0#r0414/x  1.482 1.068  1.317 0.986  1.153 0.903  0.988 0.821  0.841 0.722  0.759 0.557  0.676 0.393  0.594 0.228  0.492 0.078  0.362 -0.052  0.233 -0.183  0.151 -0.347  0.068 -0.512  -0.014 -0.676  -0.107 -0.833  -0.237 -0.963  -0.367 -1.093  -0.389 -1.268  -0.395 -1.402  -0.440 -1.223  -0.484 -1.045  -0.529 -0.867  -0.574 -0.688  -0.618 -0.510  -0.663 -0.331  -0.708 -0.153  -0.752 0.026  -0.797 0.204  -0.841 0.383  -0.886 0.561  -0.931 0.740  -0.975 0.918  -0.983 1.068  -0.799 1.068  -0.615 1.068  -0.432 1.068  -0.289 0.968  -0.159 0.838  -0.047 0.695  0.036 0.530  0.118 0.366  0.200 0.201  0.282 0.037  0.365 -0.128  0.447 -0.292  0.529 -0.457  0.611 -0.621  0.694 -0.786  0.776 -0.950  0.858 -1.115
2#ibm#ibm0#r0414/x  1.530 1.249  1.402 1.122  1.274 0.994  1.112 0.949  0.932 0.949  0.804 0.823  0.676 0.696  0.548 0.568  0.421 0.440  0.307 0.303  0.226 0.141  0.145 -0.020  0.064 -0.182  -0.016 -0.343  -0.097 -0.504  -0.178 -0.666  -0.259 -0.827  -0.425 -0.850  -0.570 -0.886  -0.570 -1.066  -0.570 -1.247  -0.570 -1.427  -0.589 -1.293  -0.612 -1.114  -0.634 -0.935  -0.657 -0.756  -0.679 -0.577  -0.701 -0.398  -0.724 -0.219  -0.746 -0.039  -0.769 0.140  -0.791 0.319  -0.813 0.498  -0.836 0.677  -0.858 0.856  -0.792 0.911  -0.631 0.830  -0.469 0.749  -0.308 0.669  -0.172 0.552  -0.045 0.424  0.083 0.297  0.211 0.169  0.338 0.041  0.466 -0.086  0.594 -0.214  0.745 -0.308  0.907 -0.389  1.068 -0.469  1.230 -0.550
2#ibm#ibm0#r0414/x  1.344 0.957  1.215 0.829  1.087 0.700  0.959 0.572  0.830 0.443  0.702 0.315  0.573 0.187  0.445 0.058  0.343 -0.089  0.261 -0.251  0.180 -0.414  0.099 -0.576  -0.012 -0.717  -0.140 -0.846  -0.268 -0.974  -0.397 -1.102  -0.525 -1.231  -0.584 -1.156  -0.607 -0.976  -0.629 -0.796  -0.652 -0.616  -0.674 -0.436  -0.697 -0.255  -0.719 -0.075  -0.742 0.105  -0.764 0.285  -0.787 0.465  -0.809 0.646  -0.832 0.826  -0.854 1.006  -0.877 1.186  -0.797 1.276  -0.615 1.276  -0.473 1.180  -0.345 1.052  -0.229 0.915  -0.148 0.752  -0.067 0.590  0.015 0.427  0.096 0.265  0.177 0.102  0.258 -0.060  0.339 -0.222  0.440 -0.371  0.568 -0.499  0.697 -0.628  0.781 -0.788  0.863 -0.950  0.944 -1.112  1.025 -1.275
2#ibm#ibm0#r0414/x  1.295 1.126  1.154 1.012  1.007 0.907  0.859 0.801  0.712 0.696  0.570 0.585  0.474 0.431  0.378 0.278  0.288 0.120  0.201 -0.039  0.114 -0.198  0.032 -0.359  -0.041 -0.525  -0.115 -0.691  -0.221 -0.836  -0.337 -0.975  -0.421 -1.134  -0.492 -1.301  -0.537 -1.218  -0.571 -1.040  -0.605 -0.862  -0.640 -0.684  -0.674 -0.506  -0.708 -0.328  -0.742 -0.150  -0.777 0.028  -0.811 0.206  -0.845 0.384  -0.880 0.562  -0.914 0.740  -0.948 0.918  -0.983 1.096  -0.857 1.056  -0.697 0.970  -0.537 0.884  -0.378 0.798  -0.249 0.671  -0.128 0.536  -0.007 0.401  0.114 0.266  0.233 0.129  0.350 -0.009  0.467 -0.148  0.584 -0.286  0.705 -0.421  0.842 -0.539  0.979 -0.658  1.116 -0.777  1.253 -0.895  1.390 -1.014
2#ibm#ibm0#r0414/x  1.138 1.240  1.081 1.199  1.025 1.157  0.968 1.116  0.911 1.074  0.855 1.033  0.798 0.991  0.741 0.949  0.684 0.908  0.628 0.866  0.571 0.825  0.514 0.783  0.458 0.742  0.401 0.700  0.344 0.658  0.287 0.617  0.237 0.569  0.200 0.510  0.163 0.450  0.126 0.390  0.089 0.331  0.051 0.271  0.014 0.211  -0.023 0.152  -0.059 0.091  -0.093 0.029  -0.126 -0.032  -0.160 -0.094  -0.193 -0.156  -0.227 -0.218  -0.261 -0.279  -0.294 -0.341  -0.328 -0.403  -0.361 -0.465  -0.395 -0.526  -0.424 -0.590  -0.453 -0.655  -0.481 -0.719  -0.510 -0.783  -0.538 -0.847  -0.566 -0.912  -0.595 -0.976  -0.623 -1.040  -0.661 -1.099  -0.706 -1.153  -0.751 -1.207  -0.796 -1.261  -0.841 -1.315  -0.887 -1.369  -0.932 -1.423
2#ibm#ibm0#r0414/x  -1.331 1.035  -1.270 1.002  -1.208 0.969  -1.146 0.936  -1.085 0.903  -1.023 0.870  -0.962 0.837  -0.900 0.804  -0.839 0.770  -0.777 0.737  -0.716 0.704  -0.654 0.671  -0.593 0.638  -0.531 0.605  -0.470 0.572  -0.408 0.539  -0.360 0.489  -0.313 0.437  -0.265 0.385  -0.218 0.334  -0.171 0.282  -0.124 0.231  -0.077 0.179  -0.029 0.128  0.018 0.076  0.065 0.025  0.112 -0.027  0.159 -0.078  0.207 -0.130  0.254 -0.181  0.301 -0.233  0.348 -0.285  0.395 -0.337  0.440 -0.390  0.485 -0.443  0.530 -0.497  0.575 -0.550  0.620 -0.603  0.665 -0.657  0.710 -0.710  0.756 -0.764  0.801 -0.817  0.846 -0.870  0.891 -0.924  0.936 -0.977  0.981 -1.030  1.026 -1.084  1.071 -1.137  1.116 -1.190  1.162 -1.244
1c#tos#f2#f2049060/x  -0.551 1.015  -0.662 0.937  -0.562 0.849  -0.496 0.684  -0.340 0.579  -0.330 0.396  -0.301 0.225  -0.133 0.141  -0.108 -0.032  -0.002 -0.163  0.095 -0.314  0.205 -0.461  0.306 -0.618  0.445 -0.726  0.492 -0.868  0.611 -0.936  0.667 -1.069  0.724 -1.054  0.729 -0.866  0.733 -0.678  0.737 -0.489  0.742 -0.301  0.746 -0.113  0.751 0.076  0.755 0.264  0.759 0.452  0.764 0.641  0.768 0.829  0.772 1.017  0.777 1.205  0.631 1.191  0.500 1.126  0.426 1.002  0.279 0.892  0.205 0.729  0.037 0.644  -0.104 0.521  -0.190 0.354  -0.306 0.208  -0.427 0.066  -0.537 -0.087  -0.658 -0.232  -0.775 -0.378  -0.821 -0.561  -0.969 -0.661  -1.073 -0.797  -1.146 -0.964  -1.291 -1.084  -1.382 -1.224  -1.492 -1.366
2#tos#f2#f2067064/x  -1.032 0.210  -1.246 0.203  -1.352 0.225  -1.224 0.317  -1.118 0.444  -0.933 0.530  -0.819 0.637  -0.652 0.690  -0.485 0.637  -0.339 0.561  -0.315 0.354  -0.180 0.206  -0.150 -0.008  0.032 -0.109  0.034 -0.328  0.103 -0.494  0.194 -0.656  0.262 -0.817  0.354 -0.969  0.461 -1.123  0.620 -1.184  0.732 -1.161  0.751 -0.941  0.769 -0.721  0.787 -0.501  0.806 -0.281  0.824 -0.061  0.842 0.158  0.861 0.378  0.879 0.598  0.897 0.818  0.916 1.038  0.934 1.257  0.887 1.235  0.777 1.085  0.609 0.988  0.478 0.814  0.398 0.627  0.222 0.495  0.062 0.345  0.016 0.145  -0.171 0.028  -0.354 -0.085  -0.467 -0.274  -0.553 -0.472  -0.663 -0.647  -0.782 -0.818  -0.824 -1.021  -0.919 -1.176  -0.926 -1.176
2#apb#apb31#app3184/x  -0.743 1.088  -0.753 1.097  -0.642 0.952  -0.507 0.823  -0.386 0.680  -0.278 0.529  -0.209 0.355  -0.139 0.181  -0.073 0.006  -0.008 -0.170  0.053 -0.347  0.104 -0.527  0.139 -0.710  0.159 -0.896  0.140 -1.075  0.147 -1.135  0.211 -0.959  0.274 -0.782  0.337 -0.606  0.401 -0.430  0.464 -0.254  0.528 -0.078  0.591 0.098  0.655 0.275  0.718 0.451  0.782 0.627  0.845 0.803  0.909 0.979  0.972 1.155  0.980 1.309  0.843 1.188  0.745 1.028  0.633 0.879  0.501 0.747  0.371 0.612  0.251 0.468  0.131 0.325  0.011 0.181  -0.116 0.044  -0.252 -0.085  -0.388 -0.214  -0.519 -0.347  -0.634 -0.495  -0.748 -0.643  -0.863 -0.791  -0.975 -0.941  -1.088 -1.091  -1.169 -1.256  -1.217 -1.437  -1.189 -1.613
2#apb#apb31#app3184/x  -1.188 0.753  -1.050 0.713  -0.928 0.610  -0.807 0.507  -0.705 0.384  -0.604 0.260  -0.513 0.130  -0.435 -0.009  -0.350 -0.143  -0.237 -0.256  -0.122 -0.366  -0.003 -0.472  0.140 -0.540  0.294 -0.568  0.422 -0.493  0.495 -0.355  0.544 -0.204  0.594 -0.052  0.643 0.100  0.692 0.251  0.742 0.403  0.791 0.555  0.841 0.706  0.890 0.858  0.939 1.009  0.989 1.161  0.998 1.256  0.872 1.158  0.757 1.047  0.645 0.935  0.545 0.810  0.455 0.679  0.365 0.547  0.277 0.414  0.190 0.281  0.103 0.147  0.016 0.014  -0.073 -0.119  -0.161 -0.252  -0.250 -0.385  -0.335 -0.520  -0.416 -0.657  -0.497 -0.794  -0.576 -0.932  -0.653 -1.072  -0.730 -1.212  -0.802 -1.354  -0.870 -1.498  -0.938 -1.643  -0.994 -1.792
1c#app#app35#app3511/x  -1.231 1.539  -1.104 1.412  -0.954 1.375  -0.906 1.215  -0.816 1.072  -0.764 0.908  -0.664 0.758  -0.564 0.608  -0.444 0.476  -0.316 0.348  -0.216 0.201  -0.136 0.040  -0.055 -0.121  0.032 -0.277  0.152 -0.407  0.189 -0.572  0.290 -0.710  0.369 -0.811  0.428 -0.932  0.584 -0.966  0.705 -1.078  0.717 -0.899  0.729 -0.719  0.741 -0.539  0.753 -0.360  0.765 -0.180  0.777 -0.001  0.789 0.179  0.801 0.359  0.813 0.538  0.825 0.718  0.837 0.897  0.802 0.905  0.722 0.744  0.604 0.610  0.477 0.482  0.350 0.355  0.222 0.228  0.095 0.101  -0.032 -0.027  -0.159 -0.154  -0.287 -0.281  -0.414 -0.409  -0.541 -0.536  -0.668 -0.663  -0.698 -0.831  -0.816 -0.962  -0.871 -1.087  -0.954 -1.184  -0.954 -1.364
1c#tos#f2#f2017063/x  -0.728 1.524  -0.728 1.331  -0.799 1.211  -0.784 1.114  -0.696 0.961  -0.620 0.791  -0.484 0.655  -0.353 0.518  -0.353 0.326  -0.227 0.211  -0.102 0.096  -0.102 -0.096  -0.102 -0.289  -0.043 -0.444  0.129 -0.530  0.202 -0.702  0.299 -0.852  0.416 -0.943  0.454 -1.132  0.536 -1.158  0.573 -0.969  0.609 -0.781  0.646 -0.592  0.683 -0.403  0.719 -0.215  0.756 -0.026  0.793 0.163  0.830 0.351  0.866 0.540  0.903 0.728  0.940 0.917  0.876 1.024  0.694 0.984  0.511 0.950  0.376 0.814  0.240 0.678  0.210 0.498  0.138 0.341  -0.012 0.221  -0.131 0.077  -0.202 -0.101  -0.315 -0.252  -0.451 -0.388  -0.557 -0.547  -0.656 -0.712  -0.755 -0.877  -0.854 -1.041  -0.990 -1.177  -1.121 -1.317  -1.228 -1.477
